"geo_entity2","value","l.QD","h.QD"
"Hawai'i",1.96107388039421,1.87632783882449,2.04271248480412
"Maui Nui",1.62106709698482,1.48519966063852,1.77715808981384
"O'ahu",2.13572611322538,1.7070739775533,2.57186642589685
"Kaua'i",2.74343385804948,1.88426807477034,3.6960983161002
