"geo_entity2","m","method","order","SC","qD","qD.LCL","qD.UCL","iteration"
"Kaua'i Island",1000,"interpolated",0,0.996,18.815,18.073,19.557,20
"Kaua'i Island",1000,"interpolated",1,0.996,3.55,3.447,3.654,20
"Kaua'i Island",1000,"interpolated",2,0.996,2.322,2.265,2.379,20
"Maui Nui",1000,"interpolated",0,0.999,15.453,15.19,15.716,20
"Maui Nui",1000,"interpolated",1,0.999,6.481,6.322,6.64,20
"Maui Nui",1000,"interpolated",2,0.999,4.302,4.176,4.427,20
"O'ahu Island",1000,"interpolated",0,0.997,16.035,15.415,16.654,20
"O'ahu Island",1000,"interpolated",1,0.997,4.052,3.97,4.135,20
"O'ahu Island",1000,"interpolated",2,0.997,3.195,3.136,3.255,20
"Hawai'i Island",1000,"interpolated",0,1,7.992,7.975,8.009,21
"Hawai'i Island",1000,"interpolated",1,1,3.1,3.025,3.175,21
"Hawai'i Island",1000,"interpolated",2,1,2.187,2.135,2.239,21
"Kaua'i Island",1000,"interpolated",0,0.996,21.74,21.074,22.407,21
"Kaua'i Island",1000,"interpolated",1,0.996,4.603,4.45,4.757,21
"Kaua'i Island",1000,"interpolated",2,0.996,2.732,2.647,2.817,21
"Maui Nui",1000,"interpolated",0,0.999,13.776,13.392,14.16,21
"Maui Nui",1000,"interpolated",1,0.999,4.022,3.928,4.116,21
"Maui Nui",1000,"interpolated",2,0.999,2.416,2.361,2.47,21
"O'ahu Island",1000,"interpolated",0,0.999,13.787,13.581,13.993,21
"O'ahu Island",1000,"interpolated",1,0.999,3.903,3.777,4.029,21
"O'ahu Island",1000,"interpolated",2,0.999,2.521,2.443,2.599,21
"Hawai'i Island",1000,"interpolated",0,0.998,10.332,9.966,10.697,22
"Hawai'i Island",1000,"interpolated",1,0.998,2.165,2.134,2.196,22
"Hawai'i Island",1000,"interpolated",2,0.998,1.497,1.482,1.512,22
"Kaua'i Island",1000,"interpolated",0,0.999,12.592,12.291,12.894,22
"Kaua'i Island",1000,"interpolated",1,0.999,4.209,4.1,4.318,22
"Kaua'i Island",1000,"interpolated",2,0.999,2.99,2.912,3.068,22
"Maui Nui",1000,"interpolated",0,1,9.616,9.394,9.838,22
"Maui Nui",1000,"interpolated",1,1,5.186,5.111,5.261,22
"Maui Nui",1000,"interpolated",2,1,4.157,4.083,4.231,22
"O'ahu Island",1000,"interpolated",0,0.999,9.824,9.473,10.175,22
"O'ahu Island",1000,"interpolated",1,0.999,3.257,3.202,3.312,22
"O'ahu Island",1000,"interpolated",2,0.999,2.336,2.296,2.376,22
"Hawai'i Island",1000,"interpolated",0,1,4,3.997,4.002,23
"Hawai'i Island",1000,"interpolated",1,1,2.129,2.095,2.163,23
"Hawai'i Island",1000,"interpolated",2,1,1.989,1.962,2.015,23
"Kaua'i Island",1000,"interpolated",0,0.996,16.094,15.435,16.754,23
"Kaua'i Island",1000,"interpolated",1,0.996,5.416,5.333,5.499,23
"Kaua'i Island",1000,"interpolated",2,0.996,4.371,4.313,4.429,23
"Maui Nui",1000,"interpolated",0,0.999,13.049,12.672,13.425,23
"Maui Nui",1000,"interpolated",1,0.999,4.965,4.852,5.079,23
"Maui Nui",1000,"interpolated",2,0.999,3.31,3.211,3.409,23
"O'ahu Island",1000,"interpolated",0,1,12.923,12.75,13.096,23
"O'ahu Island",1000,"interpolated",1,1,5.773,5.588,5.958,23
"O'ahu Island",1000,"interpolated",2,1,4.185,4.011,4.359,23
"Hawai'i Island",1000,"interpolated",0,1,7.957,7.907,8.006,24
"Hawai'i Island",1000,"interpolated",1,1,2.743,2.702,2.783,24
"Hawai'i Island",1000,"interpolated",2,1,2.305,2.283,2.327,24
"Kaua'i Island",1000,"interpolated",0,0.998,20.74,20.364,21.116,24
"Kaua'i Island",1000,"interpolated",1,0.998,6.382,6.25,6.514,24
"Kaua'i Island",1000,"interpolated",2,0.998,4.534,4.442,4.626,24
"Maui Nui",1000,"interpolated",0,0.999,15.785,15.679,15.892,24
"Maui Nui",1000,"interpolated",1,0.999,4.354,4.249,4.46,24
"Maui Nui",1000,"interpolated",2,0.999,2.44,2.388,2.493,24
"O'ahu Island",1000,"interpolated",0,0.999,15.585,15.326,15.844,24
"O'ahu Island",1000,"interpolated",1,0.999,5.112,4.996,5.228,24
"O'ahu Island",1000,"interpolated",2,0.999,3.888,3.81,3.967,24
"Hawai'i Island",1000,"interpolated",0,0.999,12.6,12.243,12.958,25
"Hawai'i Island",1000,"interpolated",1,0.999,4.968,4.831,5.105,25
"Hawai'i Island",1000,"interpolated",2,0.999,3.592,3.471,3.714,25
"Kaua'i Island",1000,"interpolated",0,0.998,22.572,22.102,23.041,25
"Kaua'i Island",1000,"interpolated",1,0.998,4.906,4.672,5.14,25
"Kaua'i Island",1000,"interpolated",2,0.998,2.952,2.834,3.07,25
"Maui Nui",1000,"interpolated",0,1,9.85,9.758,9.942,25
"Maui Nui",1000,"interpolated",1,1,3.338,3.266,3.41,25
"Maui Nui",1000,"interpolated",2,1,2.208,2.164,2.251,25
"O'ahu Island",1000,"interpolated",0,0.998,9.158,8.717,9.6,25
"O'ahu Island",1000,"interpolated",1,0.998,2.927,2.876,2.977,25
"O'ahu Island",1000,"interpolated",2,0.998,2.338,2.303,2.374,25
"Hawai'i Island",1000,"interpolated",0,1,6.999,6.998,7.001,26
"Hawai'i Island",1000,"interpolated",1,1,1.8,1.754,1.845,26
"Hawai'i Island",1000,"interpolated",2,1,1.332,1.309,1.356,26
"Kaua'i Island",1000,"interpolated",0,0.996,20.305,19.677,20.933,26
"Kaua'i Island",1000,"interpolated",1,0.996,6.674,6.561,6.787,26
"Kaua'i Island",1000,"interpolated",2,0.996,4.888,4.806,4.97,26
"Maui Nui",1000,"interpolated",0,0.999,14.49,14.25,14.73,26
"Maui Nui",1000,"interpolated",1,0.999,4.722,4.617,4.826,26
"Maui Nui",1000,"interpolated",2,0.999,2.928,2.863,2.994,26
"O'ahu Island",1000,"interpolated",0,0.996,14.358,13.761,14.955,26
"O'ahu Island",1000,"interpolated",1,0.996,2.28,2.224,2.337,26
"O'ahu Island",1000,"interpolated",2,0.996,1.592,1.564,1.619,26
"Hawai'i Island",1000,"interpolated",0,1,10.738,10.496,10.979,27
"Hawai'i Island",1000,"interpolated",1,1,4.873,4.783,4.963,27
"Hawai'i Island",1000,"interpolated",2,1,4.039,3.972,4.106,27
"Kaua'i Island",1000,"interpolated",0,0.998,28.214,27.705,28.723,27
"Kaua'i Island",1000,"interpolated",1,0.998,4.591,4.371,4.811,27
"Kaua'i Island",1000,"interpolated",2,0.998,2.197,2.119,2.275,27
"Maui Nui",1000,"interpolated",0,0.999,12.613,12.434,12.792,27
"Maui Nui",1000,"interpolated",1,0.999,4.153,4.073,4.232,27
"Maui Nui",1000,"interpolated",2,0.999,2.871,2.81,2.931,27
"O'ahu Island",1000,"interpolated",0,0.997,16.363,15.787,16.94,27
"O'ahu Island",1000,"interpolated",1,0.997,4.476,4.36,4.592,27
"O'ahu Island",1000,"interpolated",2,0.997,3.291,3.205,3.378,27
"Hawai'i Island",1000,"interpolated",0,0.999,8.531,8.219,8.843,28
"Hawai'i Island",1000,"interpolated",1,0.999,2.877,2.806,2.949,28
"Hawai'i Island",1000,"interpolated",2,0.999,2.02,1.969,2.072,28
"Kaua'i Island",1000,"interpolated",0,0.995,36.292,35.565,37.02,28
"Kaua'i Island",1000,"interpolated",1,0.995,7.498,7.21,7.787,28
"Kaua'i Island",1000,"interpolated",2,0.995,3.854,3.728,3.98,28
"Maui Nui",1000,"interpolated",0,0.998,13.936,13.544,14.328,28
"Maui Nui",1000,"interpolated",1,0.998,4.78,4.68,4.88,28
"Maui Nui",1000,"interpolated",2,0.998,3.63,3.557,3.703,28
"O'ahu Island",1000,"interpolated",0,1,13.923,13.698,14.148,28
"O'ahu Island",1000,"interpolated",1,1,4.262,4.087,4.437,28
"O'ahu Island",1000,"interpolated",2,1,2.971,2.887,3.055,28
"Hawai'i Island",1000,"interpolated",0,0.999,12.481,12.254,12.709,29
"Hawai'i Island",1000,"interpolated",1,0.999,4.331,4.242,4.419,29
"Hawai'i Island",1000,"interpolated",2,0.999,3.017,2.954,3.079,29
"Kaua'i Island",1000,"interpolated",0,0.999,14.273,13.95,14.596,29
"Kaua'i Island",1000,"interpolated",1,0.999,5.121,5.008,5.234,29
"Kaua'i Island",1000,"interpolated",2,0.999,3.697,3.62,3.775,29
"Maui Nui",1000,"interpolated",0,0.999,8.281,7.993,8.569,29
"Maui Nui",1000,"interpolated",1,0.999,4.29,4.238,4.342,29
"Maui Nui",1000,"interpolated",2,0.999,3.588,3.53,3.647,29
"O'ahu Island",1000,"interpolated",0,0.998,11.951,11.502,12.4,29
"O'ahu Island",1000,"interpolated",1,0.998,5.331,5.246,5.416,29
"O'ahu Island",1000,"interpolated",2,0.998,4.583,4.509,4.657,29
"Hawai'i Island",1000,"interpolated",0,1,6.959,6.908,7.009,30
"Hawai'i Island",1000,"interpolated",1,1,3.113,3.07,3.156,30
"Hawai'i Island",1000,"interpolated",2,1,2.638,2.597,2.678,30
"Kaua'i Island",1000,"interpolated",0,0.997,30.359,29.784,30.934,30
"Kaua'i Island",1000,"interpolated",1,0.997,5.664,5.473,5.855,30
"Kaua'i Island",1000,"interpolated",2,0.997,3.218,3.134,3.302,30
"Maui Nui",1000,"interpolated",0,0.999,15.431,15.155,15.708,30
"Maui Nui",1000,"interpolated",1,0.999,4.703,4.577,4.828,30
"Maui Nui",1000,"interpolated",2,0.999,2.902,2.818,2.985,30
"O'ahu Island",1000,"interpolated",0,0.999,10.28,9.959,10.602,30
"O'ahu Island",1000,"interpolated",1,0.999,4.976,4.898,5.055,30
"O'ahu Island",1000,"interpolated",2,0.999,4.317,4.253,4.381,30
"Hawai'i Island",1000,"interpolated",0,1,9.998,9.993,10.002,31
"Hawai'i Island",1000,"interpolated",1,1,4.561,4.466,4.656,31
"Hawai'i Island",1000,"interpolated",2,1,3.246,3.16,3.332,31
"Kaua'i Island",1000,"interpolated",0,0.997,19.989,19.462,20.516,31
"Kaua'i Island",1000,"interpolated",1,0.997,6.455,6.336,6.575,31
"Kaua'i Island",1000,"interpolated",2,0.997,4.798,4.724,4.872,31
"Maui Nui",1000,"interpolated",0,0.999,10.023,9.713,10.333,31
"Maui Nui",1000,"interpolated",1,0.999,4.138,4.07,4.205,31
"Maui Nui",1000,"interpolated",2,0.999,2.874,2.808,2.939,31
"O'ahu Island",1000,"interpolated",0,1,13.982,13.863,14.101,31
