"geo_entity2","m","method","order","SC","qD","qD.LCL","qD.UCL","iteration"
"Maui Nui",1000,"interpolated",2,0.999,3.163,3.129,3.196,30
"O'ahu Island",1000,"interpolated",0,0.997,21.612,21.153,22.072,30
"O'ahu Island",1000,"interpolated",1,0.997,6.498,6.375,6.621,30
"O'ahu Island",1000,"interpolated",2,0.997,4.763,4.686,4.84,30
"Hawai'i Island",1000,"interpolated",0,0.999,11.708,11.34,12.077,31
"Hawai'i Island",1000,"interpolated",1,0.999,5.416,5.323,5.51,31
"Hawai'i Island",1000,"interpolated",2,0.999,4.232,4.162,4.302,31
"Kaua'i Island",1000,"interpolated",0,0.993,28.888,28.062,29.714,31
"Kaua'i Island",1000,"interpolated",1,0.993,7.627,7.488,7.765,31
"Kaua'i Island",1000,"interpolated",2,0.993,5.126,5.04,5.211,31
"Maui Nui",1000,"interpolated",0,0.999,19.295,19.106,19.484,31
"Maui Nui",1000,"interpolated",1,0.999,5.753,5.655,5.852,31
"Maui Nui",1000,"interpolated",2,0.999,3.506,3.436,3.577,31
"O'ahu Island",1000,"interpolated",0,0.996,21.112,20.517,21.706,31
"O'ahu Island",1000,"interpolated",1,0.996,7.398,7.284,7.512,31
"O'ahu Island",1000,"interpolated",2,0.996,5.715,5.631,5.798,31
"Hawai'i Island",1000,"interpolated",0,0.999,13.381,13.1,13.662,32
"Hawai'i Island",1000,"interpolated",1,0.999,3.493,3.418,3.568,32
"Hawai'i Island",1000,"interpolated",2,0.999,2.282,2.233,2.331,32
"Kaua'i Island",1000,"interpolated",0,0.994,28.554,27.91,29.198,32
"Kaua'i Island",1000,"interpolated",1,0.994,7.099,6.959,7.239,32
"Kaua'i Island",1000,"interpolated",2,0.994,4.811,4.74,4.882,32
"Maui Nui",1000,"interpolated",0,0.997,16.934,16.535,17.332,32
"Maui Nui",1000,"interpolated",1,0.997,5.125,5.057,5.193,32
"Maui Nui",1000,"interpolated",2,0.997,3.369,3.319,3.42,32
"O'ahu Island",1000,"interpolated",0,0.995,18.27,17.647,18.893,32
"O'ahu Island",1000,"interpolated",1,0.995,3.431,3.36,3.501,32
"O'ahu Island",1000,"interpolated",2,0.995,2.371,2.332,2.41,32
"Hawai'i Island",1000,"interpolated",0,0.999,12.699,12.583,12.815,33
"Hawai'i Island",1000,"interpolated",1,0.999,3.178,3.118,3.238,33
"Hawai'i Island",1000,"interpolated",2,0.999,2.161,2.126,2.195,33
"Kaua'i Island",1000,"interpolated",0,0.995,30.573,29.91,31.236,33
"Kaua'i Island",1000,"interpolated",1,0.995,8.343,8.183,8.502,33
"Kaua'i Island",1000,"interpolated",2,0.995,5.459,5.357,5.56,33
"Maui Nui",1000,"interpolated",0,0.998,14.038,13.745,14.332,33
"Maui Nui",1000,"interpolated",1,0.998,5.412,5.346,5.478,33
"Maui Nui",1000,"interpolated",2,0.998,3.799,3.746,3.852,33
"O'ahu Island",1000,"interpolated",0,0.997,16.926,16.483,17.368,33
"O'ahu Island",1000,"interpolated",1,0.997,3.203,3.137,3.269,33
"O'ahu Island",1000,"interpolated",2,0.997,2.213,2.18,2.246,33
"Hawai'i Island",1000,"interpolated",0,1,7.942,7.897,7.988,34
"Hawai'i Island",1000,"interpolated",1,1,2.135,2.099,2.171,34
"Hawai'i Island",1000,"interpolated",2,1,1.472,1.454,1.489,34
"Kaua'i Island",1000,"interpolated",0,0.996,25.621,25.105,26.137,34
"Kaua'i Island",1000,"interpolated",1,0.996,7.165,7.041,7.288,34
"Kaua'i Island",1000,"interpolated",2,0.996,4.925,4.845,5.004,34
"Maui Nui",1000,"interpolated",0,0.999,12.68,12.423,12.937,34
"Maui Nui",1000,"interpolated",1,0.999,4.687,4.624,4.749,34
"Maui Nui",1000,"interpolated",2,0.999,3.131,3.082,3.181,34
"O'ahu Island",1000,"interpolated",0,0.997,16.911,16.471,17.351,34
"O'ahu Island",1000,"interpolated",1,0.997,4.459,4.386,4.532,34
"O'ahu Island",1000,"interpolated",2,0.997,3.001,2.945,3.057,34
"Hawai'i Island",1000,"interpolated",0,0.999,11.304,11.051,11.557,35
"Hawai'i Island",1000,"interpolated",1,0.999,2.133,2.083,2.183,35
"Hawai'i Island",1000,"interpolated",2,0.999,1.424,1.404,1.445,35
"Kaua'i Island",1000,"interpolated",0,0.995,30.996,30.304,31.688,35
"Kaua'i Island",1000,"interpolated",1,0.995,8.57,8.393,8.747,35
"Kaua'i Island",1000,"interpolated",2,0.995,5.329,5.206,5.452,35
"Maui Nui",1000,"interpolated",0,0.999,13.574,13.456,13.691,35
"Maui Nui",1000,"interpolated",1,0.999,5.135,5.069,5.202,35
"Maui Nui",1000,"interpolated",2,0.999,3.605,3.558,3.652,35
"O'ahu Island",1000,"interpolated",0,0.997,12.482,12.016,12.948,35
"O'ahu Island",1000,"interpolated",1,0.997,4.456,4.39,4.521,35
"O'ahu Island",1000,"interpolated",2,0.997,3.126,3.07,3.181,35
"Hawai'i Island",1000,"interpolated",0,0.998,11.549,11.279,11.819,36
"Hawai'i Island",1000,"interpolated",1,0.998,2.443,2.413,2.473,36
"Hawai'i Island",1000,"interpolated",2,0.998,1.824,1.804,1.843,36
"Kaua'i Island",1000,"interpolated",0,0.994,35.912,35.169,36.656,36
"Kaua'i Island",1000,"interpolated",1,0.994,8.335,8.128,8.543,36
"Kaua'i Island",1000,"interpolated",2,0.994,4.674,4.567,4.781,36
"Maui Nui",1000,"interpolated",0,0.999,9.451,9.269,9.634,36
"Maui Nui",1000,"interpolated",1,0.999,3.033,2.985,3.081,36
"Maui Nui",1000,"interpolated",2,0.999,1.992,1.962,2.022,36
"O'ahu Island",1000,"interpolated",0,0.997,15.742,15.329,16.155,36
"O'ahu Island",1000,"interpolated",1,0.997,4.359,4.289,4.43,36
"O'ahu Island",1000,"interpolated",2,0.997,2.981,2.929,3.034,36
"Hawai'i Island",1000,"interpolated",0,0.998,15.934,15.57,16.298,37
"Hawai'i Island",1000,"interpolated",1,0.998,4.547,4.47,4.624,37
"Hawai'i Island",1000,"interpolated",2,0.998,2.881,2.825,2.936,37
"Kaua'i Island",1000,"interpolated",0,0.994,23.14,22.439,23.841,37
"Kaua'i Island",1000,"interpolated",1,0.994,5.336,5.227,5.445,37
"Kaua'i Island",1000,"interpolated",2,0.994,3.554,3.493,3.616,37
"Maui Nui",1000,"interpolated",0,0.998,16.983,16.607,17.36,37
"Maui Nui",1000,"interpolated",1,0.998,6.179,6.075,6.282,37
"Maui Nui",1000,"interpolated",2,0.998,3.753,3.671,3.835,37
"O'ahu Island",1000,"interpolated",0,0.998,13.736,13.368,14.103,37
"O'ahu Island",1000,"interpolated",1,0.998,4.493,4.427,4.559,37
"O'ahu Island",1000,"interpolated",2,0.998,3.128,3.07,3.186,37
"Hawai'i Island",1000,"interpolated",0,0.998,13.913,13.548,14.279,38
"Hawai'i Island",1000,"interpolated",1,0.998,5.49,5.431,5.549,38
"Hawai'i Island",1000,"interpolated",2,0.998,4.032,3.991,4.074,38
"Kaua'i Island",1000,"interpolated",0,0.994,29.382,28.759,30.006,38
"Kaua'i Island",1000,"interpolated",1,0.994,5.865,5.725,6.005,38
"Kaua'i Island",1000,"interpolated",2,0.994,3.68,3.617,3.742,38
"Maui Nui",1000,"interpolated",0,0.998,14.039,13.63,14.447,38
"Maui Nui",1000,"interpolated",1,0.998,4.997,4.928,5.066,38
"Maui Nui",1000,"interpolated",2,0.998,3.282,3.225,3.34,38
"O'ahu Island",1000,"interpolated",0,0.998,15.347,14.897,15.796,38
"O'ahu Island",1000,"interpolated",1,0.998,4.244,4.16,4.328,38
"O'ahu Island",1000,"interpolated",2,0.998,2.667,2.613,2.721,38
"Hawai'i Island",1000,"interpolated",0,0.999,9.014,8.794,9.235,39
"Hawai'i Island",1000,"interpolated",1,0.999,2.647,2.605,2.689,39
"Hawai'i Island",1000,"interpolated",2,0.999,1.924,1.9,1.948,39
"Kaua'i Island",1000,"interpolated",0,0.994,34.121,33.303,34.938,39
"Kaua'i Island",1000,"interpolated",1,0.994,6.234,6.056,6.412,39
"Kaua'i Island",1000,"interpolated",2,0.994,3.326,3.243,3.409,39
"Maui Nui",1000,"interpolated",0,0.998,17.019,16.698,17.339,39
"Maui Nui",1000,"interpolated",1,0.998,4.399,4.315,4.482,39
"Maui Nui",1000,"interpolated",2,0.998,2.567,2.524,2.61,39
"O'ahu Island",1000,"interpolated",0,0.996,14.845,14.366,15.324,39
"O'ahu Island",1000,"interpolated",1,0.996,3.864,3.801,3.927,39
"O'ahu Island",1000,"interpolated",2,0.996,2.697,2.651,2.744,39
"Hawai'i Island",1000,"interpolated",0,0.999,8.059,7.701,8.417,40
"Hawai'i Island",1000,"interpolated",1,0.999,3.146,3.088,3.203,40
"Hawai'i Island",1000,"interpolated",2,0.999,2.284,2.236,2.332,40
"Kaua'i Island",1000,"interpolated",0,0.996,25.354,24.866,25.841,40
"Kaua'i Island",1000,"interpolated",1,0.996,6.863,6.746,6.98,40
"Kaua'i Island",1000,"interpolated",2,0.996,4.716,4.644,4.788,40
"Maui Nui",1000,"interpolated",0,0.998,13.863,13.555,14.172,40
"Maui Nui",1000,"interpolated",1,0.998,4.473,4.415,4.531,40
"Maui Nui",1000,"interpolated",2,0.998,3.215,3.17,3.26,40
"O'ahu Island",1000,"interpolated",0,0.997,17.391,16.949,17.833,40
"O'ahu Island",1000,"interpolated",1,0.997,5.096,5.016,5.176,40
"O'ahu Island",1000,"interpolated",2,0.997,3.368,3.308,3.427,40
"Hawai'i Island",1000,"interpolated",0,0.998,10.945,10.695,11.195,41
"Hawai'i Island",1000,"interpolated",1,0.998,2.409,2.374,2.444,41
"Hawai'i Island",1000,"interpolated",2,0.998,1.586,1.569,1.603,41
"Kaua'i Island",1000,"interpolated",0,0.995,30.573,29.926,31.22,41
"Kaua'i Island",1000,"interpolated",1,0.995,8.343,8.174,8.511,41
"Kaua'i Island",1000,"interpolated",2,0.995,5.459,5.378,5.539,41
"Maui Nui",1000,"interpolated",0,0.998,12.793,12.537,13.049,41
"Maui Nui",1000,"interpolated",1,0.998,4.01,3.955,4.065,41
"Maui Nui",1000,"interpolated",2,0.998,2.886,2.846,2.925,41
"O'ahu Island",1000,"interpolated",0,0.999,18.75,18.577,18.924,41
"O'ahu Island",1000,"interpolated",1,0.999,4.989,4.855,5.123,41
"O'ahu Island",1000,"interpolated",2,0.999,3.312,3.231,3.393,41
"Hawai'i Island",1000,"interpolated",0,0.999,11.826,11.727,11.924,42
"Hawai'i Island",1000,"interpolated",1,0.999,4.204,4.135,4.273,42
"Hawai'i Island",1000,"interpolated",2,0.999,3.165,3.119,3.212,42
"Kaua'i Island",1000,"interpolated",0,0.994,24.383,23.692,25.073,42
"Kaua'i Island",1000,"interpolated",1,0.994,6.704,6.573,6.834,42
"Kaua'i Island",1000,"interpolated",2,0.994,4.752,4.671,4.833,42
"Maui Nui",1000,"interpolated",0,0.999,12.954,12.725,13.183,42
"Maui Nui",1000,"interpolated",1,0.999,5.376,5.303,5.449,42
"Maui Nui",1000,"interpolated",2,0.999,3.822,3.756,3.888,42
"O'ahu Island",1000,"interpolated",0,0.997,20.102,19.647,20.558,42
"O'ahu Island",1000,"interpolated",1,0.997,4.249,4.157,4.341,42
"O'ahu Island",1000,"interpolated",2,0.997,2.743,2.691,2.796,42
"Hawai'i Island",1000,"interpolated",0,0.998,12.838,12.479,13.198,43
"Hawai'i Island",1000,"interpolated",1,0.998,4.34,4.269,4.411,43
"Hawai'i Island",1000,"interpolated",2,0.998,2.869,2.82,2.918,43
"Kaua'i Island",1000,"interpolated",0,0.993,33.875,33.128,34.621,43
"Kaua'i Island",1000,"interpolated",1,0.993,7.205,7.044,7.366,43
"Kaua'i Island",1000,"interpolated",2,0.993,4.17,4.092,4.248,43
"Maui Nui",1000,"interpolated",0,0.997,16.612,16.143,17.081,43
"Maui Nui",1000,"interpolated",1,0.997,5.316,5.224,5.408,43
"Maui Nui",1000,"interpolated",2,0.997,3.631,3.554,3.707,43
"O'ahu Island",1000,"interpolated",0,0.997,16.39,15.986,16.793,43
"O'ahu Island",1000,"interpolated",1,0.997,4.275,4.21,4.34,43
"O'ahu Island",1000,"interpolated",2,0.997,2.918,2.867,2.968,43
"Hawai'i Island",1000,"interpolated",0,0.999,12.771,12.68,12.863,44
"Hawai'i Island",1000,"interpolated",1,0.999,4.921,4.846,4.997,44
"Hawai'i Island",1000,"interpolated",2,0.999,3.247,3.194,3.299,44
"Kaua'i Island",1000,"interpolated",0,0.994,30.719,30.089,31.35,44
"Kaua'i Island",1000,"interpolated",1,0.994,7.978,7.82,8.135,44
"Kaua'i Island",1000,"interpolated",2,0.994,5.255,5.179,5.332,44
"Maui Nui",1000,"interpolated",0,0.998,15.245,14.869,15.622,44
"Maui Nui",1000,"interpolated",1,0.998,3.998,3.919,4.076,44
"Maui Nui",1000,"interpolated",2,0.998,2.394,2.35,2.439,44
"O'ahu Island",1000,"interpolated",0,0.996,14.911,14.394,15.428,44
"O'ahu Island",1000,"interpolated",1,0.996,4.582,4.508,4.657,44
"O'ahu Island",1000,"interpolated",2,0.996,3.16,3.107,3.214,44
"Hawai'i Island",1000,"interpolated",0,0.999,11.78,11.47,12.09,45
"Hawai'i Island",1000,"interpolated",1,0.999,4.363,4.29,4.436,45
"Hawai'i Island",1000,"interpolated",2,0.999,2.819,2.76,2.878,45
"Kaua'i Island",1000,"interpolated",0,0.994,28.377,27.705,29.049,45
"Kaua'i Island",1000,"interpolated",1,0.994,6.25,6.104,6.396,45
"Kaua'i Island",1000,"interpolated",2,0.994,4.085,4.003,4.168,45
"Maui Nui",1000,"interpolated",0,0.998,17.117,16.762,17.473,45
"Maui Nui",1000,"interpolated",1,0.998,4.62,4.556,4.683,45
"Maui Nui",1000,"interpolated",2,0.998,3.115,3.071,3.159,45
"O'ahu Island",1000,"interpolated",0,0.998,12.838,12.367,13.309,45
"O'ahu Island",1000,"interpolated",1,0.998,6.093,6.016,6.169,45
"O'ahu Island",1000,"interpolated",2,0.998,5.189,5.124,5.254,45
"Hawai'i Island",1000,"interpolated",0,0.999,10.353,10.134,10.572,46
"Hawai'i Island",1000,"interpolated",1,0.999,5.826,5.757,5.894,46
"Hawai'i Island",1000,"interpolated",2,0.999,4.783,4.719,4.847,46
"Kaua'i Island",1000,"interpolated",0,0.995,29.646,29.008,30.285,46
"Kaua'i Island",1000,"interpolated",1,0.995,8.12,7.929,8.311,46
"Kaua'i Island",1000,"interpolated",2,0.995,5.219,5.122,5.316,46
"Maui Nui",1000,"interpolated",0,0.999,10.85,10.628,11.072,46
"Maui Nui",1000,"interpolated",1,0.999,3.846,3.798,3.894,46
"Maui Nui",1000,"interpolated",2,0.999,2.686,2.651,2.722,46
"O'ahu Island",1000,"interpolated",0,0.996,20.639,20.059,21.22,46
"O'ahu Island",1000,"interpolated",1,0.996,4.071,3.997,4.145,46
"O'ahu Island",1000,"interpolated",2,0.996,2.632,2.584,2.68,46
"Hawai'i Island",1000,"interpolated",0,0.999,8.063,7.852,8.274,47
"Hawai'i Island",1000,"interpolated",1,0.999,3.262,3.229,3.296,47
"Hawai'i Island",1000,"interpolated",2,0.999,2.588,2.559,2.617,47
"Kaua'i Island",1000,"interpolated",0,0.994,35.808,35.012,36.603,47
"Kaua'i Island",1000,"interpolated",1,0.994,8.044,7.817,8.272,47
"Kaua'i Island",1000,"interpolated",2,0.994,4.744,4.638,4.85,47
"Maui Nui",1000,"interpolated",0,0.998,13.723,13.464,13.983,47
"Maui Nui",1000,"interpolated",1,0.998,4.759,4.699,4.82,47
"Maui Nui",1000,"interpolated",2,0.998,3.353,3.314,3.392,47
"O'ahu Island",1000,"interpolated",0,0.997,13.334,12.892,13.775,47
"O'ahu Island",1000,"interpolated",1,0.997,4.421,4.355,4.487,47
"O'ahu Island",1000,"interpolated",2,0.997,3.11,3.053,3.166,47
"Hawai'i Island",1000,"interpolated",0,1,13.876,13.81,13.942,48
"Hawai'i Island",1000,"interpolated",1,1,4.887,4.818,4.956,48
"Hawai'i Island",1000,"interpolated",2,1,2.982,2.933,3.03,48
"Kaua'i Island",1000,"interpolated",0,0.994,30.486,29.889,31.083,48
"Kaua'i Island",1000,"interpolated",1,0.994,8.129,7.972,8.286,48
"Kaua'i Island",1000,"interpolated",2,0.994,5.272,5.193,5.351,48
"Maui Nui",1000,"interpolated",0,0.999,14.207,14.003,14.411,48
"Maui Nui",1000,"interpolated",1,0.999,4.351,4.291,4.41,48
"Maui Nui",1000,"interpolated",2,0.999,2.973,2.936,3.011,48
"O'ahu Island",1000,"interpolated",0,0.998,20.023,19.653,20.392,48
"O'ahu Island",1000,"interpolated",1,0.998,6.209,6.066,6.353,48
"O'ahu Island",1000,"interpolated",2,0.998,4.302,4.203,4.4,48
"Hawai'i Island",1000,"interpolated",0,0.999,11.047,10.827,11.267,49
"Hawai'i Island",1000,"interpolated",1,0.999,3.432,3.38,3.484,49
"Hawai'i Island",1000,"interpolated",2,0.999,2.378,2.342,2.414,49
"Kaua'i Island",1000,"interpolated",0,0.993,35.542,34.778,36.305,49
"Kaua'i Island",1000,"interpolated",1,0.993,7.772,7.598,7.946,49
"Kaua'i Island",1000,"interpolated",2,0.993,4.68,4.592,4.767,49
"Maui Nui",1000,"interpolated",0,1,8,7.999,8,49
"Maui Nui",1000,"interpolated",1,1,3.999,3.952,4.045,49
"Maui Nui",1000,"interpolated",2,1,2.931,2.892,2.97,49
"O'ahu Island",1000,"interpolated",0,0.996,15.948,15.487,16.409,49
"O'ahu Island",1000,"interpolated",1,0.996,4.679,4.609,4.749,49
"O'ahu Island",1000,"interpolated",2,0.996,3.144,3.089,3.199,49
"Hawai'i Island",1000,"interpolated",0,0.998,13.057,12.701,13.412,50
"Hawai'i Island",1000,"interpolated",1,0.998,2.408,2.363,2.453,50
"Hawai'i Island",1000,"interpolated",2,0.998,1.536,1.52,1.553,50
"Kaua'i Island",1000,"interpolated",0,0.994,36.584,35.847,37.32,50
"Kaua'i Island",1000,"interpolated",1,0.994,8.351,8.1,8.602,50
"Kaua'i Island",1000,"interpolated",2,0.994,4.659,4.54,4.779,50
"Maui Nui",1000,"interpolated",0,0.998,18.518,18.241,18.795,50
"Maui Nui",1000,"interpolated",1,0.998,4.773,4.694,4.852,50
"Maui Nui",1000,"interpolated",2,0.998,3.047,3.003,3.09,50
"O'ahu Island",1000,"interpolated",0,0.996,18.46,17.915,19.005,50
"O'ahu Island",1000,"interpolated",1,0.996,3.298,3.229,3.367,50
"O'ahu Island",1000,"interpolated",2,0.996,2.231,2.196,2.266,50
"Hawai'i Island",1000,"interpolated",0,0.999,10.742,10.628,10.856,51
"Hawai'i Island",1000,"interpolated",1,0.999,4.134,4.072,4.196,51
"Hawai'i Island",1000,"interpolated",2,0.999,2.601,2.546,2.656,51
"Kaua'i Island",1000,"interpolated",0,0.993,28.506,27.678,29.334,51
"Kaua'i Island",1000,"interpolated",1,0.993,6.509,6.365,6.652,51
"Kaua'i Island",1000,"interpolated",2,0.993,4.325,4.25,4.401,51
"Maui Nui",1000,"interpolated",0,0.998,15.541,15.129,15.953,51
"Maui Nui",1000,"interpolated",1,0.998,5.844,5.763,5.925,51
"Maui Nui",1000,"interpolated",2,0.998,4.112,4.041,4.184,51
"O'ahu Island",1000,"interpolated",0,0.998,17.438,17.083,17.793,51
"O'ahu Island",1000,"interpolated",1,0.998,4.146,4.07,4.223,51
"O'ahu Island",1000,"interpolated",2,0.998,2.74,2.695,2.786,51
"Hawai'i Island",1000,"interpolated",0,0.999,8.737,8.604,8.87,52
"Hawai'i Island",1000,"interpolated",1,0.999,3.686,3.631,3.742,52
"Hawai'i Island",1000,"interpolated",2,0.999,2.582,2.534,2.63,52
"Kaua'i Island",1000,"interpolated",0,0.993,29.322,28.485,30.16,52
"Kaua'i Island",1000,"interpolated",1,0.993,7.738,7.572,7.903,52
"Kaua'i Island",1000,"interpolated",2,0.993,5.264,5.169,5.359,52
"Maui Nui",1000,"interpolated",0,0.998,16.939,16.611,17.268,52
"Maui Nui",1000,"interpolated",1,0.998,5.479,5.397,5.562,52
"Maui Nui",1000,"interpolated",2,0.998,3.351,3.29,3.412,52
"O'ahu Island",1000,"interpolated",0,0.997,15.954,15.557,16.35,52
"O'ahu Island",1000,"interpolated",1,0.997,3.847,3.774,3.919,52
"O'ahu Island",1000,"interpolated",2,0.997,2.649,2.605,2.693,52
"Hawai'i Island",1000,"interpolated",0,0.999,8.508,8.123,8.894,53
"Hawai'i Island",1000,"interpolated",1,0.999,2.743,2.693,2.794,53
"Hawai'i Island",1000,"interpolated",2,0.999,1.912,1.88,1.943,53
"Kaua'i Island",1000,"interpolated",0,0.994,28.36,27.649,29.07,53
"Kaua'i Island",1000,"interpolated",1,0.994,7.42,7.264,7.577,53
"Kaua'i Island",1000,"interpolated",2,0.994,5.099,4.999,5.199,53
"Maui Nui",1000,"interpolated",0,0.997,14.793,14.306,15.28,53
"Maui Nui",1000,"interpolated",1,0.997,4.271,4.202,4.339,53
"Maui Nui",1000,"interpolated",2,0.997,2.981,2.929,3.034,53
"O'ahu Island",1000,"interpolated",0,0.997,13.516,13.131,13.9,53
"O'ahu Island",1000,"interpolated",1,0.997,3.733,3.676,3.79,53
"O'ahu Island",1000,"interpolated",2,0.997,2.646,2.603,2.689,53
"Hawai'i Island",1000,"interpolated",0,1,10.451,10.255,10.647,54
"Hawai'i Island",1000,"interpolated",1,1,6.477,6.389,6.564,54
"Hawai'i Island",1000,"interpolated",2,1,4.806,4.714,4.898,54
"Kaua'i Island",1000,"interpolated",0,0.994,28.907,28.066,29.747,54
"Kaua'i Island",1000,"interpolated",1,0.994,6.809,6.66,6.958,54
"Kaua'i Island",1000,"interpolated",2,0.994,4.179,4.081,4.276,54
"Maui Nui",1000,"interpolated",0,0.997,18.905,18.541,19.269,54
"Maui Nui",1000,"interpolated",1,0.997,7.03,6.9,7.159,54
"Maui Nui",1000,"interpolated",2,0.997,4.539,4.445,4.632,54
"O'ahu Island",1000,"interpolated",0,0.996,19.216,18.619,19.812,54
"O'ahu Island",1000,"interpolated",1,0.996,4.271,4.185,4.358,54
"O'ahu Island",1000,"interpolated",2,0.996,2.806,2.755,2.856,54
"Hawai'i Island",1000,"interpolated",0,0.998,10.183,9.974,10.393,55
"Hawai'i Island",1000,"interpolated",1,0.998,1.992,1.963,2.021,55
"Hawai'i Island",1000,"interpolated",2,0.998,1.454,1.44,1.469,55
"Kaua'i Island",1000,"interpolated",0,0.993,35.938,35.239,36.636,55
"Kaua'i Island",1000,"interpolated",1,0.993,6.797,6.6,6.994,55
"Kaua'i Island",1000,"interpolated",2,0.993,3.49,3.396,3.585,55
"Maui Nui",1000,"interpolated",0,0.996,18.811,18.425,19.197,55
"Maui Nui",1000,"interpolated",1,0.996,5.047,4.969,5.124,55
"Maui Nui",1000,"interpolated",2,0.996,3.135,3.084,3.187,55
"O'ahu Island",1000,"interpolated",0,0.996,21.984,21.462,22.506,55
"O'ahu Island",1000,"interpolated",1,0.996,6.332,6.219,6.445,55
"O'ahu Island",1000,"interpolated",2,0.996,4.703,4.634,4.771,55
"Hawai'i Island",1000,"interpolated",0,0.999,10.47,10.098,10.842,56
"Hawai'i Island",1000,"interpolated",1,0.999,4.027,3.95,4.104,56
"Hawai'i Island",1000,"interpolated",2,0.999,2.646,2.592,2.7,56
"Kaua'i Island",1000,"interpolated",0,0.996,22.542,21.985,23.099,56
"Kaua'i Island",1000,"interpolated",1,0.996,6.715,6.604,6.827,56
"Kaua'i Island",1000,"interpolated",2,0.996,4.69,4.623,4.757,56
"Maui Nui",1000,"interpolated",0,0.998,15.124,14.759,15.49,56
"Maui Nui",1000,"interpolated",1,0.998,5.616,5.531,5.701,56
"Maui Nui",1000,"interpolated",2,0.998,4.077,4.009,4.145,56
"O'ahu Island",1000,"interpolated",0,0.998,12.768,12.417,13.12,56
"O'ahu Island",1000,"interpolated",1,0.998,4.559,4.491,4.627,56
"O'ahu Island",1000,"interpolated",2,0.998,3.181,3.123,3.238,56
"Hawai'i Island",1000,"interpolated",0,0.999,11.49,11.234,11.747,57
"Hawai'i Island",1000,"interpolated",1,0.999,2.429,2.368,2.491,57
"Hawai'i Island",1000,"interpolated",2,0.999,1.57,1.543,1.596,57
"Kaua'i Island",1000,"interpolated",0,0.994,31.862,31.215,32.509,57
"Kaua'i Island",1000,"interpolated",1,0.994,7.671,7.506,7.836,57
"Kaua'i Island",1000,"interpolated",2,0.994,5.073,4.984,5.163,57
"Maui Nui",1000,"interpolated",0,0.998,13.063,12.859,13.266,57
"Maui Nui",1000,"interpolated",1,0.998,4.341,4.284,4.398,57
"Maui Nui",1000,"interpolated",2,0.998,3.006,2.957,3.056,57
"O'ahu Island",1000,"interpolated",0,0.995,19.998,19.374,20.622,57
"O'ahu Island",1000,"interpolated",1,0.995,3.763,3.683,3.843,57
"O'ahu Island",1000,"interpolated",2,0.995,2.503,2.461,2.546,57
"Hawai'i Island",1000,"interpolated",0,0.999,13.793,13.506,14.08,58
"Hawai'i Island",1000,"interpolated",1,0.999,5.084,5.002,5.166,58
"Hawai'i Island",1000,"interpolated",2,0.999,3.137,3.076,3.198,58
"Kaua'i Island",1000,"interpolated",0,0.993,36.092,35.313,36.87,58
"Kaua'i Island",1000,"interpolated",1,0.993,8.795,8.587,9.004,58
"Kaua'i Island",1000,"interpolated",2,0.993,5.007,4.893,5.122,58
"Maui Nui",1000,"interpolated",0,0.998,13.474,13.206,13.743,58
"Maui Nui",1000,"interpolated",1,0.998,5.482,5.404,5.56,58
"Maui Nui",1000,"interpolated",2,0.998,4.048,3.992,4.105,58
"O'ahu Island",1000,"interpolated",0,0.997,18.968,18.572,19.364,58
"O'ahu Island",1000,"interpolated",1,0.997,5.041,4.958,5.124,58
"O'ahu Island",1000,"interpolated",2,0.997,3.3,3.24,3.36,58
"Hawai'i Island",1000,"interpolated",0,1,8.905,8.836,8.975,59
"Hawai'i Island",1000,"interpolated",1,1,4.024,3.962,4.086,59
"Hawai'i Island",1000,"interpolated",2,1,2.949,2.89,3.009,59
"Kaua'i Island",1000,"interpolated",0,0.994,34.096,33.337,34.854,59
"Kaua'i Island",1000,"interpolated",1,0.994,7.631,7.437,7.824,59
"Kaua'i Island",1000,"interpolated",2,0.994,4.371,4.272,4.471,59
"Maui Nui",1000,"interpolated",0,0.999,10.155,9.888,10.422,59
"Maui Nui",1000,"interpolated",1,0.999,3.906,3.86,3.952,59
"Maui Nui",1000,"interpolated",2,0.999,3.023,2.984,3.061,59
"O'ahu Island",1000,"interpolated",0,0.996,19.392,18.806,19.978,59
"O'ahu Island",1000,"interpolated",1,0.996,6.331,6.234,6.428,59
"O'ahu Island",1000,"interpolated",2,0.996,5,4.926,5.074,59
"Hawai'i Island",1000,"interpolated",0,0.999,12.64,12.328,12.952,60
"Hawai'i Island",1000,"interpolated",1,0.999,3.894,3.829,3.959,60
"Hawai'i Island",1000,"interpolated",2,0.999,2.805,2.763,2.847,60
"Kaua'i Island",1000,"interpolated",0,0.994,38.335,37.593,39.077,60
"Kaua'i Island",1000,"interpolated",1,0.994,9.681,9.396,9.967,60
"Kaua'i Island",1000,"interpolated",2,0.994,5.361,5.206,5.516,60
"Maui Nui",1000,"interpolated",0,0.999,16.829,16.588,17.069,60
"Maui Nui",1000,"interpolated",1,0.999,4.587,4.513,4.662,60
"Maui Nui",1000,"interpolated",2,0.999,2.606,2.559,2.653,60
"O'ahu Island",1000,"interpolated",0,0.997,16.307,15.861,16.753,60
"O'ahu Island",1000,"interpolated",1,0.997,4.085,4.01,4.161,60
"O'ahu Island",1000,"interpolated",2,0.997,2.561,2.515,2.607,60
"Hawai'i Island",1000,"interpolated",0,0.997,14.104,13.727,14.48,61
