"geo_entity2","value","l.QD","h.QD"
"Hawai'i",30.0226350189199,27.9738854489164,32.2469521843825
"Maui Nui",14.7080321067821,12.8626377164502,16.8842574404762
"O'ahu",11.190306122449,6.83724489795918,16.3286862244898
"Kaua'i",16.3744825708061,9.09568491285404,24.5392116013072
