"Iteration","geo_entity2","PlotID","Plot_Area"
90,"Maui Nui",29,1000
90,"Maui Nui",459,168.11
90,"Maui Nui",30,1000
90,"Maui Nui",378,672.45
90,"Maui Nui",358,504.34
90,"Maui Nui",515,168.11
90,"Maui Nui",357,504.34
90,"Maui Nui",525,504.34
91,"Maui Nui",377,168.11
91,"Maui Nui",44,1000
91,"Maui Nui",452,672.45
91,"Maui Nui",176,1000
91,"Maui Nui",356,504.34
91,"Maui Nui",30,1000
91,"Maui Nui",357,504.34
91,"Maui Nui",34,1000
91,"Maui Nui",378,672.45
91,"Maui Nui",350,672.45
92,"Maui Nui",299,672.45
92,"Maui Nui",439,336.23
92,"Maui Nui",345,672.45
92,"Maui Nui",294,1000
92,"Maui Nui",180,1000
92,"Maui Nui",343,504.34
92,"Maui Nui",525,504.34
92,"Maui Nui",219,1000
92,"Maui Nui",37,1000
92,"Maui Nui",348,672.45
93,"Maui Nui",29,1000
93,"Maui Nui",176,1000
93,"Maui Nui",377,168.11
93,"Maui Nui",20,1000
93,"Maui Nui",299,672.45
93,"Maui Nui",378,672.45
93,"Maui Nui",348,672.45
93,"Maui Nui",459,168.11
93,"Maui Nui",452,672.45
93,"Maui Nui",177,1000
94,"Maui Nui",37,1000
94,"Maui Nui",179,1000
94,"Maui Nui",442,336.23
94,"Maui Nui",177,1000
94,"Maui Nui",378,672.45
94,"Maui Nui",452,672.45
94,"Maui Nui",377,168.11
94,"Maui Nui",219,1000
94,"Maui Nui",343,504.34
94,"Maui Nui",294,1000
95,"Maui Nui",348,672.45
95,"Maui Nui",452,672.45
95,"Maui Nui",356,504.34
95,"Maui Nui",179,1000
95,"Maui Nui",442,336.23
95,"Maui Nui",34,1000
95,"Maui Nui",299,672.45
95,"Maui Nui",29,1000
95,"Maui Nui",515,168.11
95,"Maui Nui",350,672.45
96,"Maui Nui",219,1000
96,"Maui Nui",176,1000
96,"Maui Nui",179,1000
96,"Maui Nui",44,1000
96,"Maui Nui",358,504.34
96,"Maui Nui",525,504.34
96,"Maui Nui",299,672.45
96,"Maui Nui",180,1000
96,"Maui Nui",343,504.34
96,"Maui Nui",459,168.11
97,"Maui Nui",349,504.34
97,"Maui Nui",357,504.34
97,"Maui Nui",34,1000
97,"Maui Nui",299,672.45
97,"Maui Nui",25,1000
97,"Maui Nui",29,1000
97,"Maui Nui",177,1000
97,"Maui Nui",439,336.23
97,"Maui Nui",358,504.34
97,"Maui Nui",222,1000
98,"Maui Nui",222,1000
98,"Maui Nui",299,672.45
98,"Maui Nui",349,504.34
98,"Maui Nui",459,168.11
98,"Maui Nui",35,1000
98,"Maui Nui",357,504.34
98,"Maui Nui",177,1000
98,"Maui Nui",356,504.34
98,"Maui Nui",34,1000
98,"Maui Nui",219,1000
99,"Maui Nui",34,1000
99,"Maui Nui",452,672.45
99,"Maui Nui",442,336.23
99,"Maui Nui",345,672.45
99,"Maui Nui",180,1000
99,"Maui Nui",343,504.34
99,"Maui Nui",525,504.34
99,"Maui Nui",357,504.34
99,"Maui Nui",179,1000
99,"Maui Nui",35,1000
100,"Maui Nui",515,168.11
100,"Maui Nui",178,1000
100,"Maui Nui",442,336.23
100,"Maui Nui",35,1000
100,"Maui Nui",176,1000
100,"Maui Nui",356,504.34
100,"Maui Nui",294,1000
100,"Maui Nui",350,672.45
100,"Maui Nui",179,1000
100,"Maui Nui",142,1000
1,"Hawai'i Island",375,504.34
1,"Hawai'i Island",112,1000
1,"Hawai'i Island",441,336.23
1,"Hawai'i Island",335,672.45
1,"Hawai'i Island",453,504.34
1,"Hawai'i Island",239,1017.88
1,"Hawai'i Island",203,100
1,"Hawai'i Island",101,1000
1,"Hawai'i Island",186,1017.88
1,"Hawai'i Island",434,672.45
2,"Hawai'i Island",386,504.34
2,"Hawai'i Island",430,504.34
2,"Hawai'i Island",429,672.45
2,"Hawai'i Island",274,1017.88
2,"Hawai'i Island",12,1017.88
2,"Hawai'i Island",417,672.45
2,"Hawai'i Island",328,504.34
2,"Hawai'i Island",192,1017.88
2,"Hawai'i Island",235,1017.88
2,"Hawai'i Island",422,672.45
3,"Hawai'i Island",526,168.11
3,"Hawai'i Island",329,672.45
3,"Hawai'i Island",414,672.45
3,"Hawai'i Island",340,672.45
3,"Hawai'i Island",503,672.45
3,"Hawai'i Island",124,1000
3,"Hawai'i Island",248,1017.88
3,"Hawai'i Island",453,504.34
3,"Hawai'i Island",330,672.45
3,"Hawai'i Island",5,1017.88
4,"Hawai'i Island",458,504.34
4,"Hawai'i Island",517,336.23
4,"Hawai'i Island",106,1000
4,"Hawai'i Island",240,1017.88
4,"Hawai'i Island",386,504.34
4,"Hawai'i Island",221,1000
4,"Hawai'i Island",518,168.11
4,"Hawai'i Island",286,1000
4,"Hawai'i Island",360,336.23
4,"Hawai'i Island",470,672.45
5,"Hawai'i Island",529,504.34
5,"Hawai'i Island",528,336.23
5,"Hawai'i Island",507,168.11
5,"Hawai'i Island",189,1017.88
5,"Hawai'i Island",280,1017.88
5,"Hawai'i Island",10,1017.88
5,"Hawai'i Island",237,1017.88
5,"Hawai'i Island",389,672.45
5,"Hawai'i Island",241,1017.88
5,"Hawai'i Island",422,672.45
6,"Hawai'i Island",239,1017.88
6,"Hawai'i Island",385,504.34
6,"Hawai'i Island",382,672.45
6,"Hawai'i Island",193,1000
6,"Hawai'i Island",353,336.23
6,"Hawai'i Island",436,672.45
6,"Hawai'i Island",380,672.45
6,"Hawai'i Island",329,672.45
6,"Hawai'i Island",417,672.45
6,"Hawai'i Island",470,672.45
7,"Hawai'i Island",5,1017.88
7,"Hawai'i Island",529,504.34
7,"Hawai'i Island",485,336.23
7,"Hawai'i Island",381,504.34
7,"Hawai'i Island",124,1000
7,"Hawai'i Island",221,1000
7,"Hawai'i Island",235,1017.88
7,"Hawai'i Island",335,672.45
7,"Hawai'i Island",383,336.23
7,"Hawai'i Island",435,672.45
8,"Hawai'i Island",188,1017.88
8,"Hawai'i Island",403,672.45
8,"Hawai'i Island",260,1017.88
8,"Hawai'i Island",278,1017.88
8,"Hawai'i Island",231,1017.88
8,"Hawai'i Island",517,336.23
8,"Hawai'i Island",4,1017.88
8,"Hawai'i Island",322,672.45
8,"Hawai'i Island",526,168.11
8,"Hawai'i Island",387,336.23
9,"Hawai'i Island",347,672.45
9,"Hawai'i Island",238,1017.88
9,"Hawai'i Island",467,336.23
9,"Hawai'i Island",241,1017.88
9,"Hawai'i Island",518,168.11
9,"Hawai'i Island",340,672.45
9,"Hawai'i Island",103,1000
9,"Hawai'i Island",8,1017.88
9,"Hawai'i Island",403,672.45
9,"Hawai'i Island",413,672.45
10,"Hawai'i Island",273,1017.88
10,"Hawai'i Island",347,672.45
10,"Hawai'i Island",518,168.11
10,"Hawai'i Island",248,1017.88
10,"Hawai'i Island",266,1017.88
10,"Hawai'i Island",207,1000
10,"Hawai'i Island",467,336.23
10,"Hawai'i Island",510,336.23
10,"Hawai'i Island",443,336.23
10,"Hawai'i Island",110,1000
11,"Hawai'i Island",274,1017.88
11,"Hawai'i Island",225,1000
11,"Hawai'i Island",4,1017.88
11,"Hawai'i Island",96,1000
11,"Hawai'i Island",382,672.45
11,"Hawai'i Island",526,168.11
11,"Hawai'i Island",528,336.23
11,"Hawai'i Island",518,168.11
11,"Hawai'i Island",422,672.45
11,"Hawai'i Island",184,1017.88
12,"Hawai'i Island",225,1000
12,"Hawai'i Island",323,672.45
12,"Hawai'i Island",518,168.11
12,"Hawai'i Island",124,1000
12,"Hawai'i Island",450,504.34
12,"Hawai'i Island",386,504.34
12,"Hawai'i Island",379,672.45
12,"Hawai'i Island",443,336.23
12,"Hawai'i Island",417,672.45
12,"Hawai'i Island",236,1017.88
13,"Hawai'i Island",485,336.23
13,"Hawai'i Island",260,1017.88
13,"Hawai'i Island",225,1000
13,"Hawai'i Island",429,672.45
13,"Hawai'i Island",241,1017.88
13,"Hawai'i Island",352,672.45
13,"Hawai'i Island",484,504.34
13,"Hawai'i Island",235,1017.88
13,"Hawai'i Island",488,672.45
13,"Hawai'i Island",467,336.23
14,"Hawai'i Island",496,672.45
14,"Hawai'i Island",384,336.23
14,"Hawai'i Island",221,1000
14,"Hawai'i Island",231,1017.88
14,"Hawai'i Island",96,1000
14,"Hawai'i Island",435,672.45
14,"Hawai'i Island",467,336.23
14,"Hawai'i Island",353,336.23
14,"Hawai'i Island",11,1017.88
14,"Hawai'i Island",417,672.45
15,"Hawai'i Island",10,1017.88
15,"Hawai'i Island",248,1017.88
15,"Hawai'i Island",183,1017.88
15,"Hawai'i Island",387,336.23
15,"Hawai'i Island",450,504.34
15,"Hawai'i Island",281,1017.88
15,"Hawai'i Island",414,672.45
15,"Hawai'i Island",458,504.34
15,"Hawai'i Island",435,672.45
15,"Hawai'i Island",518,168.11
16,"Hawai'i Island",346,672.45
16,"Hawai'i Island",322,672.45
16,"Hawai'i Island",443,336.23
16,"Hawai'i Island",328,504.34
16,"Hawai'i Island",203,100
16,"Hawai'i Island",530,504.34
16,"Hawai'i Island",382,672.45
16,"Hawai'i Island",103,1000
16,"Hawai'i Island",225,1000
16,"Hawai'i Island",261,1017.88
17,"Hawai'i Island",375,504.34
17,"Hawai'i Island",347,672.45
17,"Hawai'i Island",526,168.11
17,"Hawai'i Island",516,672.45
17,"Hawai'i Island",340,672.45
17,"Hawai'i Island",232,1017.88
17,"Hawai'i Island",243,1017.88
17,"Hawai'i Island",451,168.11
17,"Hawai'i Island",318,672.45
17,"Hawai'i Island",96,1000
18,"Hawai'i Island",112,1000
18,"Hawai'i Island",527,504.34
18,"Hawai'i Island",2,1017.88
18,"Hawai'i Island",262,1017.88
18,"Hawai'i Island",347,672.45
18,"Hawai'i Island",238,1017.88
18,"Hawai'i Island",422,672.45
18,"Hawai'i Island",517,336.23
18,"Hawai'i Island",453,504.34
18,"Hawai'i Island",429,672.45
19,"Hawai'i Island",528,336.23
19,"Hawai'i Island",453,504.34
19,"Hawai'i Island",275,1017.88
19,"Hawai'i Island",381,504.34
19,"Hawai'i Island",352,672.45
19,"Hawai'i Island",247,1017.88
19,"Hawai'i Island",335,672.45
19,"Hawai'i Island",529,504.34
19,"Hawai'i Island",382,672.45
19,"Hawai'i Island",5,1017.88
20,"Hawai'i Island",293,1000
20,"Hawai'i Island",383,336.23
20,"Hawai'i Island",455,336.23
20,"Hawai'i Island",18,1000
20,"Hawai'i Island",354,168.11
20,"Hawai'i Island",422,672.45
20,"Hawai'i Island",187,1017.88
20,"Hawai'i Island",322,672.45
20,"Hawai'i Island",10,1017.88
20,"Hawai'i Island",450,504.34
21,"Hawai'i Island",471,672.45
21,"Hawai'i Island",205,100
21,"Hawai'i Island",527,504.34
21,"Hawai'i Island",14,1017.88
21,"Hawai'i Island",264,1017.88
21,"Hawai'i Island",453,504.34
21,"Hawai'i Island",248,1017.88
21,"Hawai'i Island",187,1017.88
21,"Hawai'i Island",485,336.23
21,"Hawai'i Island",383,336.23
22,"Hawai'i Island",243,1017.88
22,"Hawai'i Island",347,672.45
22,"Hawai'i Island",193,1000
22,"Hawai'i Island",316,672.45
22,"Hawai'i Island",191,1017.88
22,"Hawai'i Island",453,504.34
22,"Hawai'i Island",233,1017.88
22,"Hawai'i Island",526,168.11
22,"Hawai'i Island",471,672.45
22,"Hawai'i Island",205,100
23,"Hawai'i Island",193,1000
23,"Hawai'i Island",275,1017.88
23,"Hawai'i Island",283,1000
23,"Hawai'i Island",183,1017.88
23,"Hawai'i Island",517,336.23
23,"Hawai'i Island",451,168.11
23,"Hawai'i Island",380,672.45
23,"Hawai'i Island",386,504.34
23,"Hawai'i Island",354,168.11
23,"Hawai'i Island",233,1017.88
24,"Hawai'i Island",272,1017.88
24,"Hawai'i Island",477,672.45
24,"Hawai'i Island",11,1017.88
24,"Hawai'i Island",384,336.23
24,"Hawai'i Island",96,1000
24,"Hawai'i Island",470,672.45
24,"Hawai'i Island",353,336.23
24,"Hawai'i Island",101,1000
24,"Hawai'i Island",203,100
24,"Hawai'i Island",380,672.45
25,"Hawai'i Island",471,672.45
25,"Hawai'i Island",232,1017.88
25,"Hawai'i Island",379,672.45
25,"Hawai'i Island",467,336.23
25,"Hawai'i Island",192,1017.88
25,"Hawai'i Island",496,672.45
25,"Hawai'i Island",354,168.11
25,"Hawai'i Island",261,1017.88
25,"Hawai'i Island",529,504.34
25,"Hawai'i Island",14,1017.88
26,"Hawai'i Island",435,672.45
26,"Hawai'i Island",9,1017.88
26,"Hawai'i Island",236,1017.88
26,"Hawai'i Island",328,504.34
26,"Hawai'i Island",329,672.45
26,"Hawai'i Island",419,672.45
26,"Hawai'i Island",467,336.23
26,"Hawai'i Island",379,672.45
26,"Hawai'i Island",96,1000
26,"Hawai'i Island",330,672.45
27,"Hawai'i Island",353,336.23
27,"Hawai'i Island",530,504.34
27,"Hawai'i Island",335,672.45
27,"Hawai'i Island",346,672.45
27,"Hawai'i Island",526,168.11
27,"Hawai'i Island",12,1017.88
27,"Hawai'i Island",436,672.45
27,"Hawai'i Island",96,1000
27,"Hawai'i Island",323,672.45
27,"Hawai'i Island",257,1017.88
28,"Hawai'i Island",241,1017.88
28,"Hawai'i Island",351,672.45
28,"Hawai'i Island",375,504.34
28,"Hawai'i Island",435,672.45
28,"Hawai'i Island",257,1017.88
28,"Hawai'i Island",467,336.23
28,"Hawai'i Island",528,336.23
28,"Hawai'i Island",389,672.45
28,"Hawai'i Island",322,672.45
28,"Hawai'i Island",272,1017.88
29,"Hawai'i Island",471,672.45
29,"Hawai'i Island",187,1017.88
29,"Hawai'i Island",96,1000
29,"Hawai'i Island",355,672.45
29,"Hawai'i Island",528,336.23
29,"Hawai'i Island",2,1017.88
29,"Hawai'i Island",234,1017.88
29,"Hawai'i Island",205,100
29,"Hawai'i Island",386,504.34
29,"Hawai'i Island",193,1000
30,"Hawai'i Island",323,672.45
30,"Hawai'i Island",322,672.45
30,"Hawai'i Island",354,168.11
30,"Hawai'i Island",517,336.23
30,"Hawai'i Island",286,1000
30,"Hawai'i Island",225,1000
30,"Hawai'i Island",193,1000
30,"Hawai'i Island",112,1000
30,"Hawai'i Island",281,1017.88
30,"Hawai'i Island",516,672.45
31,"Hawai'i Island",329,672.45
31,"Hawai'i Island",106,1000
31,"Hawai'i Island",530,504.34
31,"Hawai'i Island",266,1017.88
31,"Hawai'i Island",188,1017.88
31,"Hawai'i Island",453,504.34
31,"Hawai'i Island",248,1017.88
31,"Hawai'i Island",354,168.11
31,"Hawai'i Island",351,672.45
31,"Hawai'i Island",380,672.45
32,"Hawai'i Island",186,1017.88
32,"Hawai'i Island",455,336.23
32,"Hawai'i Island",241,1017.88
32,"Hawai'i Island",450,504.34
32,"Hawai'i Island",470,672.45
32,"Hawai'i Island",387,336.23
32,"Hawai'i Island",281,1017.88
32,"Hawai'i Island",265,1017.88
32,"Hawai'i Island",13,1017.88
32,"Hawai'i Island",329,672.45
33,"Hawai'i Island",17,1000
33,"Hawai'i Island",389,672.45
33,"Hawai'i Island",186,1017.88
33,"Hawai'i Island",221,1000
33,"Hawai'i Island",518,168.11
33,"Hawai'i Island",279,1017.88
33,"Hawai'i Island",526,168.11
33,"Hawai'i Island",443,336.23
33,"Hawai'i Island",346,672.45
33,"Hawai'i Island",233,1017.88
34,"Hawai'i Island",346,672.45
34,"Hawai'i Island",203,100
34,"Hawai'i Island",485,336.23
34,"Hawai'i Island",526,168.11
34,"Hawai'i Island",239,1017.88
34,"Hawai'i Island",112,1000
34,"Hawai'i Island",484,504.34
34,"Hawai'i Island",184,1017.88
34,"Hawai'i Island",221,1000
34,"Hawai'i Island",329,672.45
35,"Hawai'i Island",386,504.34
35,"Hawai'i Island",277,1017.88
35,"Hawai'i Island",106,1000
35,"Hawai'i Island",417,672.45
35,"Hawai'i Island",485,336.23
35,"Hawai'i Island",191,1017.88
35,"Hawai'i Island",353,336.23
35,"Hawai'i Island",247,1017.88
35,"Hawai'i Island",238,1017.88
35,"Hawai'i Island",389,672.45
36,"Hawai'i Island",417,672.45
36,"Hawai'i Island",517,336.23
36,"Hawai'i Island",235,1017.88
36,"Hawai'i Island",503,672.45
36,"Hawai'i Island",101,1000
36,"Hawai'i Island",380,672.45
36,"Hawai'i Island",283,1000
36,"Hawai'i Island",352,672.45
36,"Hawai'i Island",458,504.34
36,"Hawai'i Island",112,1000
37,"Hawai'i Island",330,672.45
37,"Hawai'i Island",18,1000
37,"Hawai'i Island",14,1017.88
37,"Hawai'i Island",477,672.45
37,"Hawai'i Island",413,672.45
37,"Hawai'i Island",191,1017.88
37,"Hawai'i Island",458,504.34
37,"Hawai'i Island",529,504.34
37,"Hawai'i Island",381,504.34
37,"Hawai'i Island",516,672.45
38,"Hawai'i Island",189,1017.88
38,"Hawai'i Island",458,504.34
38,"Hawai'i Island",278,1017.88
38,"Hawai'i Island",379,672.45
38,"Hawai'i Island",527,504.34
38,"Hawai'i Island",106,1000
38,"Hawai'i Island",451,168.11
38,"Hawai'i Island",384,336.23
38,"Hawai'i Island",417,672.45
38,"Hawai'i Island",112,1000
39,"Hawai'i Island",277,1017.88
39,"Hawai'i Island",360,336.23
39,"Hawai'i Island",232,1017.88
39,"Hawai'i Island",529,504.34
39,"Hawai'i Island",375,504.34
39,"Hawai'i Island",441,336.23
39,"Hawai'i Island",96,1000
39,"Hawai'i Island",419,672.45
39,"Hawai'i Island",246,1017.88
39,"Hawai'i Island",110,1000
40,"Hawai'i Island",528,336.23
40,"Hawai'i Island",243,1017.88
40,"Hawai'i Island",103,1000
40,"Hawai'i Island",518,168.11
40,"Hawai'i Island",322,672.45
40,"Hawai'i Island",238,1017.88
40,"Hawai'i Island",435,672.45
40,"Hawai'i Island",221,1000
40,"Hawai'i Island",429,672.45
40,"Hawai'i Island",387,336.23
41,"Hawai'i Island",387,336.23
41,"Hawai'i Island",484,504.34
41,"Hawai'i Island",316,672.45
41,"Hawai'i Island",527,504.34
41,"Hawai'i Island",471,672.45
41,"Hawai'i Island",274,1017.88
41,"Hawai'i Island",183,1017.88
41,"Hawai'i Island",248,1017.88
41,"Hawai'i Island",318,672.45
41,"Hawai'i Island",485,336.23
42,"Hawai'i Island",518,168.11
42,"Hawai'i Island",293,1000
42,"Hawai'i Island",185,1017.88
42,"Hawai'i Island",375,504.34
42,"Hawai'i Island",453,504.34
42,"Hawai'i Island",247,1017.88
42,"Hawai'i Island",436,672.45
42,"Hawai'i Island",430,504.34
42,"Hawai'i Island",17,1000
42,"Hawai'i Island",316,672.45
43,"Hawai'i Island",484,504.34
43,"Hawai'i Island",352,672.45
43,"Hawai'i Island",117,1000
43,"Hawai'i Island",248,1017.88
43,"Hawai'i Island",414,672.45
43,"Hawai'i Island",272,1017.88
43,"Hawai'i Island",429,672.45
43,"Hawai'i Island",360,336.23
43,"Hawai'i Island",346,672.45
43,"Hawai'i Island",234,1017.88
44,"Hawai'i Island",527,504.34
44,"Hawai'i Island",503,672.45
44,"Hawai'i Island",419,672.45
44,"Hawai'i Island",453,504.34
44,"Hawai'i Island",471,672.45
44,"Hawai'i Island",352,672.45
44,"Hawai'i Island",8,1017.88
44,"Hawai'i Island",274,1017.88
44,"Hawai'i Island",355,672.45
44,"Hawai'i Island",265,1017.88
45,"Hawai'i Island",286,1000
45,"Hawai'i Island",101,1000
45,"Hawai'i Island",385,504.34
45,"Hawai'i Island",422,672.45
45,"Hawai'i Island",340,672.45
45,"Hawai'i Island",328,504.34
45,"Hawai'i Island",346,672.45
45,"Hawai'i Island",8,1017.88
45,"Hawai'i Island",247,1017.88
45,"Hawai'i Island",353,336.23
46,"Hawai'i Island",328,504.34
46,"Hawai'i Island",384,336.23
46,"Hawai'i Island",422,672.45
46,"Hawai'i Island",471,672.45
46,"Hawai'i Island",275,1017.88
46,"Hawai'i Island",507,168.11
46,"Hawai'i Island",103,1000
46,"Hawai'i Island",233,1017.88
46,"Hawai'i Island",470,672.45
46,"Hawai'i Island",322,672.45
47,"Hawai'i Island",458,504.34
47,"Hawai'i Island",3,1017.88
47,"Hawai'i Island",429,672.45
47,"Hawai'i Island",488,672.45
47,"Hawai'i Island",516,672.45
47,"Hawai'i Island",113,1000
47,"Hawai'i Island",379,672.45
47,"Hawai'i Island",532,168.11
47,"Hawai'i Island",387,336.23
47,"Hawai'i Island",112,1000
48,"Hawai'i Island",106,1000
48,"Hawai'i Island",347,672.45
48,"Hawai'i Island",488,672.45
48,"Hawai'i Island",496,672.45
48,"Hawai'i Island",5,1017.88
48,"Hawai'i Island",441,336.23
48,"Hawai'i Island",510,336.23
48,"Hawai'i Island",353,336.23
48,"Hawai'i Island",233,1017.88
48,"Hawai'i Island",280,1017.88
49,"Hawai'i Island",96,1000
49,"Hawai'i Island",241,1017.88
49,"Hawai'i Island",205,100
49,"Hawai'i Island",280,1017.88
49,"Hawai'i Island",385,504.34
49,"Hawai'i Island",103,1000
49,"Hawai'i Island",484,504.34
49,"Hawai'i Island",422,672.45
49,"Hawai'i Island",441,336.23
49,"Hawai'i Island",352,672.45
50,"Hawai'i Island",13,1017.88
50,"Hawai'i Island",434,672.45
50,"Hawai'i Island",527,504.34
50,"Hawai'i Island",101,1000
50,"Hawai'i Island",277,1017.88
50,"Hawai'i Island",485,336.23
50,"Hawai'i Island",526,168.11
50,"Hawai'i Island",352,672.45
50,"Hawai'i Island",184,1017.88
50,"Hawai'i Island",247,1017.88
51,"Hawai'i Island",451,168.11
51,"Hawai'i Island",14,1017.88
51,"Hawai'i Island",375,504.34
51,"Hawai'i Island",259,1017.88
51,"Hawai'i Island",233,1017.88
51,"Hawai'i Island",477,672.45
51,"Hawai'i Island",527,504.34
51,"Hawai'i Island",207,1000
51,"Hawai'i Island",241,1017.88
51,"Hawai'i Island",354,168.11
52,"Hawai'i Island",528,336.23
52,"Hawai'i Island",403,672.45
52,"Hawai'i Island",470,672.45
52,"Hawai'i Island",355,672.45
52,"Hawai'i Island",17,1000
52,"Hawai'i Island",353,336.23
52,"Hawai'i Island",453,504.34
52,"Hawai'i Island",488,672.45
52,"Hawai'i Island",477,672.45
52,"Hawai'i Island",12,1017.88
53,"Hawai'i Island",264,1017.88
53,"Hawai'i Island",360,336.23
53,"Hawai'i Island",417,672.45
53,"Hawai'i Island",286,1000
53,"Hawai'i Island",340,672.45
53,"Hawai'i Island",225,1000
53,"Hawai'i Island",532,168.11
53,"Hawai'i Island",188,1017.88
53,"Hawai'i Island",233,1017.88
53,"Hawai'i Island",436,672.45
54,"Hawai'i Island",530,504.34
54,"Hawai'i Island",375,504.34
54,"Hawai'i Island",260,1017.88
54,"Hawai'i Island",106,1000
54,"Hawai'i Island",531,168.11
54,"Hawai'i Island",8,1017.88
54,"Hawai'i Island",246,1017.88
54,"Hawai'i Island",434,672.45
54,"Hawai'i Island",413,672.45
54,"Hawai'i Island",330,672.45
55,"Hawai'i Island",323,672.45
55,"Hawai'i Island",221,1000
55,"Hawai'i Island",340,672.45
55,"Hawai'i Island",518,168.11
55,"Hawai'i Island",231,1017.88
55,"Hawai'i Island",103,1000
55,"Hawai'i Island",10,1017.88
55,"Hawai'i Island",381,504.34
55,"Hawai'i Island",510,336.23
55,"Hawai'i Island",274,1017.88
56,"Hawai'i Island",503,672.45
56,"Hawai'i Island",496,672.45
56,"Hawai'i Island",237,1017.88
56,"Hawai'i Island",322,672.45
56,"Hawai'i Island",12,1017.88
56,"Hawai'i Island",243,1017.88
56,"Hawai'i Island",354,168.11
56,"Hawai'i Island",403,672.45
56,"Hawai'i Island",450,504.34
56,"Hawai'i Island",259,1017.88
57,"Hawai'i Island",323,672.45
57,"Hawai'i Island",96,1000
57,"Hawai'i Island",387,336.23
57,"Hawai'i Island",234,1017.88
57,"Hawai'i Island",453,504.34
57,"Hawai'i Island",347,672.45
57,"Hawai'i Island",329,672.45
57,"Hawai'i Island",330,672.45
57,"Hawai'i Island",110,1000
57,"Hawai'i Island",381,504.34
58,"Hawai'i Island",233,1017.88
58,"Hawai'i Island",318,672.45
58,"Hawai'i Island",117,1000
58,"Hawai'i Island",529,504.34
58,"Hawai'i Island",530,504.34
58,"Hawai'i Island",286,1000
58,"Hawai'i Island",451,168.11
58,"Hawai'i Island",192,1017.88
58,"Hawai'i Island",221,1000
58,"Hawai'i Island",203,100
59,"Hawai'i Island",455,336.23
59,"Hawai'i Island",96,1000
59,"Hawai'i Island",243,1017.88
59,"Hawai'i Island",458,504.34
59,"Hawai'i Island",286,1000
59,"Hawai'i Island",316,672.45
59,"Hawai'i Island",436,672.45
59,"Hawai'i Island",470,672.45
59,"Hawai'i Island",434,672.45
59,"Hawai'i Island",239,1017.88
60,"Hawai'i Island",6,1017.88
60,"Hawai'i Island",527,504.34
60,"Hawai'i Island",530,504.34
60,"Hawai'i Island",281,1017.88
60,"Hawai'i Island",477,672.45
60,"Hawai'i Island",207,1000
60,"Hawai'i Island",485,336.23
60,"Hawai'i Island",526,168.11
60,"Hawai'i Island",221,1000
60,"Hawai'i Island",384,336.23
61,"Hawai'i Island",353,336.23
61,"Hawai'i Island",293,1000
61,"Hawai'i Island",189,1017.88
61,"Hawai'i Island",526,168.11
61,"Hawai'i Island",351,672.45
61,"Hawai'i Island",238,1017.88
61,"Hawai'i Island",455,336.23
61,"Hawai'i Island",417,672.45
61,"Hawai'i Island",243,1017.88
61,"Hawai'i Island",276,1017.88
62,"Hawai'i Island",257,1017.88
62,"Hawai'i Island",526,168.11
62,"Hawai'i Island",279,1017.88
62,"Hawai'i Island",106,1000
62,"Hawai'i Island",382,672.45
62,"Hawai'i Island",283,1000
62,"Hawai'i Island",347,672.45
62,"Hawai'i Island",527,504.34
62,"Hawai'i Island",517,336.23
62,"Hawai'i Island",507,168.11
63,"Hawai'i Island",530,504.34
63,"Hawai'i Island",527,504.34
63,"Hawai'i Island",3,1017.88
63,"Hawai'i Island",323,672.45
63,"Hawai'i Island",384,336.23
63,"Hawai'i Island",257,1017.88
63,"Hawai'i Island",237,1017.88
63,"Hawai'i Island",477,672.45
63,"Hawai'i Island",243,1017.88
63,"Hawai'i Island",441,336.23
64,"Hawai'i Island",248,1017.88
64,"Hawai'i Island",335,672.45
64,"Hawai'i Island",328,504.34
64,"Hawai'i Island",233,1017.88
64,"Hawai'i Island",190,1017.88
64,"Hawai'i Island",351,672.45
64,"Hawai'i Island",443,336.23
64,"Hawai'i Island",527,504.34
64,"Hawai'i Island",262,1017.88
64,"Hawai'i Island",386,504.34
65,"Hawai'i Island",387,336.23
65,"Hawai'i Island",5,1017.88
65,"Hawai'i Island",192,1017.88
65,"Hawai'i Island",467,336.23
65,"Hawai'i Island",112,1000
65,"Hawai'i Island",517,336.23
65,"Hawai'i Island",417,672.45
65,"Hawai'i Island",225,1000
65,"Hawai'i Island",389,672.45
65,"Hawai'i Island",335,672.45
66,"Hawai'i Island",429,672.45
66,"Hawai'i Island",351,672.45
66,"Hawai'i Island",382,672.45
66,"Hawai'i Island",241,1017.88
66,"Hawai'i Island",529,504.34
66,"Hawai'i Island",443,336.23
66,"Hawai'i Island",260,1017.88
66,"Hawai'i Island",353,336.23
66,"Hawai'i Island",532,168.11
66,"Hawai'i Island",17,1000
67,"Hawai'i Island",13,1017.88
67,"Hawai'i Island",516,672.45
67,"Hawai'i Island",414,672.45
67,"Hawai'i Island",386,504.34
67,"Hawai'i Island",353,336.23
67,"Hawai'i Island",458,504.34
67,"Hawai'i Island",323,672.45
67,"Hawai'i Island",236,1017.88
67,"Hawai'i Island",531,168.11
67,"Hawai'i Island",293,1000
68,"Hawai'i Island",488,672.45
68,"Hawai'i Island",113,1000
68,"Hawai'i Island",379,672.45
68,"Hawai'i Island",239,1017.88
68,"Hawai'i Island",360,336.23
68,"Hawai'i Island",318,672.45
68,"Hawai'i Island",471,672.45
68,"Hawai'i Island",529,504.34
68,"Hawai'i Island",323,672.45
