"m","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL","geo_entity2","iteration","fit","se.fit","uprS","lwrS"
"409",100,"interpolated",0,5.341,5.286,5.395,0.994,0.994,0.995,"Hawai'i Island","38",8.12384772858704,0.219839669045861,8.65386532664776,7.59383013052633
"410",200,"interpolated",0,5.769,5.67,5.869,0.996,0.996,0.997,"Hawai'i Island","38",9.42690266252045,0.219089465844214,9.9551115747297,8.8986937503112
"411",300,"interpolated",0,6.102,5.967,6.236,0.997,0.997,0.997,"Hawai'i Island","38",9.9752615428618,0.218209739727164,10.5013494988054,9.44917358691824
"412",400,"interpolated",0,6.397,6.236,6.557,0.997,0.997,0.997,"Hawai'i Island","38",10.5877757664604,0.217484824985194,11.1121160052062,10.0634355277146
"413",500,"interpolated",0,6.661,6.481,6.841,0.997,0.997,0.998,"Hawai'i Island","38",10.7641243357278,0.217208713740487,11.2877988901621,10.2404497812934
"414",600,"interpolated",0,6.899,6.705,7.093,0.998,0.998,0.998,"Hawai'i Island","38",11.1876843446373,0.217493297546486,11.7120450101178,10.6633236791569
"415",700,"interpolated",0,7.112,6.909,7.315,0.998,0.998,0.998,"Hawai'i Island","38",11.2487838750905,0.218223312241424,11.7749045533878,10.7226631967933
"416",800,"interpolated",0,7.304,7.094,7.513,0.998,0.998,0.998,"Hawai'i Island","38",11.531840349606,0.219103307257194,12.0600826324643,11.0035980667476
"417",900,"interpolated",0,7.476,7.264,7.687,0.998,0.998,0.998,"Hawai'i Island","38",11.5967323013595,0.219848858030191,12.1267720533992,11.0666925493198
"418",1000,"interpolated",0,7.63,7.418,7.842,0.999,0.998,0.999,"Hawai'i Island","38",11.7447513913757,0.220205495709887,12.275650971158,11.2138518115934
"419",1,"interpolated",0,1,1,1,0.279,0.274,0.284,"Hawai'i Island","39",1.01569570177488,0.220204005808861,1.54659168951317,0.484799714036592
"420",100,"interpolated",0,8.695,8.616,8.773,0.988,0.987,0.989,"Hawai'i Island","39",8.12384772858704,0.219839669045861,8.65386532664776,7.59383013052633
"421",200,"interpolated",0,9.428,9.318,9.538,0.995,0.995,0.995,"Hawai'i Island","39",9.42690266252045,0.219089465844214,9.9551115747297,8.8986937503112
"422",300,"interpolated",0,9.837,9.71,9.964,0.997,0.996,0.997,"Hawai'i Island","39",9.9752615428618,0.218209739727164,10.5013494988054,9.44917358691824
"423",400,"interpolated",0,10.131,9.993,10.27,0.997,0.997,0.998,"Hawai'i Island","39",10.5877757664604,0.217484824985194,11.1121160052062,10.0634355277146
"424",500,"interpolated",0,10.357,10.21,10.503,0.998,0.998,0.998,"Hawai'i Island","39",10.7641243357278,0.217208713740487,11.2877988901621,10.2404497812934
"425",600,"interpolated",0,10.535,10.382,10.689,0.998,0.998,0.999,"Hawai'i Island","39",11.1876843446373,0.217493297546486,11.7120450101178,10.6633236791569
"426",700,"interpolated",0,10.681,10.523,10.84,0.999,0.999,0.999,"Hawai'i Island","39",11.2487838750905,0.218223312241424,11.7749045533878,10.7226631967933
"427",800,"interpolated",0,10.803,10.64,10.966,0.999,0.999,0.999,"Hawai'i Island","39",11.531840349606,0.219103307257194,12.0600826324643,11.0035980667476
"428",900,"interpolated",0,10.906,10.739,11.073,0.999,0.999,0.999,"Hawai'i Island","39",11.5967323013595,0.219848858030191,12.1267720533992,11.0666925493198
"429",1000,"interpolated",0,10.994,10.823,11.165,0.999,0.999,0.999,"Hawai'i Island","39",11.7447513913757,0.220205495709887,12.275650971158,11.2138518115934
"430",1,"interpolated",0,1,1,1,0.33,0.327,0.333,"Hawai'i Island","40",1.01569570177488,0.220204005808861,1.54659168951317,0.484799714036592
"431",100,"interpolated",0,6.373,6.291,6.456,0.99,0.989,0.99,"Hawai'i Island","40",8.12384772858704,0.219839669045861,8.65386532664776,7.59383013052633
"432",200,"interpolated",0,7.163,7.035,7.29,0.994,0.993,0.994,"Hawai'i Island","40",9.42690266252045,0.219089465844214,9.9551115747297,8.8986937503112
"433",300,"interpolated",0,7.684,7.527,7.84,0.996,0.995,0.996,"Hawai'i Island","40",9.9752615428618,0.218209739727164,10.5013494988054,9.44917358691824
"434",400,"interpolated",0,8.069,7.896,8.243,0.997,0.996,0.997,"Hawai'i Island","40",10.5877757664604,0.217484824985194,11.1121160052062,10.0634355277146
"435",500,"interpolated",0,8.372,8.189,8.555,0.997,0.997,0.997,"Hawai'i Island","40",10.7641243357278,0.217208713740487,11.2877988901621,10.2404497812934
"436",600,"interpolated",0,8.618,8.431,8.804,0.998,0.998,0.998,"Hawai'i Island","40",11.1876843446373,0.217493297546486,11.7120450101178,10.6633236791569
"437",700,"interpolated",0,8.821,8.634,9.007,0.998,0.998,0.998,"Hawai'i Island","40",11.2487838750905,0.218223312241424,11.7749045533878,10.7226631967933
"438",800,"interpolated",0,8.99,8.807,9.173,0.998,0.998,0.999,"Hawai'i Island","40",11.531840349606,0.219103307257194,12.0600826324643,11.0035980667476
"439",900,"interpolated",0,9.132,8.954,9.31,0.999,0.999,0.999,"Hawai'i Island","40",11.5967323013595,0.219848858030191,12.1267720533992,11.0666925493198
"440",1000,"interpolated",0,9.253,9.081,9.425,0.999,0.999,0.999,"Hawai'i Island","40",11.7447513913757,0.220205495709887,12.275650971158,11.2138518115934
"441",1,"interpolated",0,1,1,1,0.428,0.423,0.434,"Hawai'i Island","41",1.01569570177488,0.220204005808861,1.54659168951317,0.484799714036592
"442",100,"interpolated",0,7.213,7.144,7.282,0.988,0.987,0.988,"Hawai'i Island","41",8.12384772858704,0.219839669045861,8.65386532664776,7.59383013052633
"443",200,"interpolated",0,8.016,7.916,8.117,0.995,0.994,0.995,"Hawai'i Island","41",9.42690266252045,0.219089465844214,9.9551115747297,8.8986937503112
"444",300,"interpolated",0,8.436,8.307,8.564,0.997,0.996,0.997,"Hawai'i Island","41",9.9752615428618,0.218209739727164,10.5013494988054,9.44917358691824
"445",400,"interpolated",0,8.728,8.573,8.882,0.997,0.997,0.998,"Hawai'i Island","41",10.5877757664604,0.217484824985194,11.1121160052062,10.0634355277146
"446",500,"interpolated",0,8.961,8.783,9.139,0.998,0.998,0.998,"Hawai'i Island","41",10.7641243357278,0.217208713740487,11.2877988901621,10.2404497812934
"447",600,"interpolated",0,9.16,8.96,9.36,0.998,0.998,0.998,"Hawai'i Island","41",11.1876843446373,0.217493297546486,11.7120450101178,10.6633236791569
"448",700,"interpolated",0,9.336,9.115,9.557,0.998,0.998,0.999,"Hawai'i Island","41",11.2487838750905,0.218223312241424,11.7749045533878,10.7226631967933
"449",800,"interpolated",0,9.495,9.255,9.735,0.998,0.998,0.999,"Hawai'i Island","41",11.531840349606,0.219103307257194,12.0600826324643,11.0035980667476
"450",900,"interpolated",0,9.642,9.383,9.9,0.999,0.998,0.999,"Hawai'i Island","41",11.5967323013595,0.219848858030191,12.1267720533992,11.0666925493198
"451",1000,"interpolated",0,9.778,9.503,10.053,0.999,0.999,0.999,"Hawai'i Island","41",11.7447513913757,0.220205495709887,12.275650971158,11.2138518115934
"452",1,"interpolated",0,1,1,1,0.328,0.325,0.33,"Hawai'i Island","42",1.01569570177488,0.220204005808861,1.54659168951317,0.484799714036592
"453",100,"interpolated",0,9.106,8.998,9.213,0.972,0.971,0.973,"Hawai'i Island","42",8.12384772858704,0.219839669045861,8.65386532664776,7.59383013052633
"454",200,"interpolated",0,11.075,10.929,11.222,0.986,0.985,0.986,"Hawai'i Island","42",9.42690266252045,0.219089465844214,9.9551115747297,8.8986937503112
"455",300,"interpolated",0,12.224,12.046,12.402,0.991,0.99,0.991,"Hawai'i Island","42",9.9752615428618,0.218209739727164,10.5013494988054,9.44917358691824
"456",400,"interpolated",0,13.022,12.813,13.232,0.993,0.993,0.994,"Hawai'i Island","42",10.5877757664604,0.217484824985194,11.1121160052062,10.0634355277146
"457",500,"interpolated",0,13.623,13.383,13.863,0.995,0.994,0.995,"Hawai'i Island","42",10.7641243357278,0.217208713740487,11.2877988901621,10.2404497812934
"458",600,"interpolated",0,14.1,13.833,14.367,0.996,0.995,0.996,"Hawai'i Island","42",11.1876843446373,0.217493297546486,11.7120450101178,10.6633236791569
"459",700,"interpolated",0,14.494,14.204,14.784,0.996,0.996,0.997,"Hawai'i Island","42",11.2487838750905,0.218223312241424,11.7749045533878,10.7226631967933
"460",800,"interpolated",0,14.83,14.521,15.139,0.997,0.997,0.997,"Hawai'i Island","42",11.531840349606,0.219103307257194,12.0600826324643,11.0035980667476
"461",900,"interpolated",0,15.123,14.799,15.447,0.997,0.997,0.997,"Hawai'i Island","42",11.5967323013595,0.219848858030191,12.1267720533992,11.0666925493198
"462",1000,"interpolated",0,15.383,15.047,15.72,0.998,0.997,0.998,"Hawai'i Island","42",11.7447513913757,0.220205495709887,12.275650971158,11.2138518115934
"463",1,"interpolated",0,1,1,1,0.339,0.334,0.344,"Hawai'i Island","43",1.01569570177488,0.220204005808861,1.54659168951317,0.484799714036592
"464",100,"interpolated",0,7.956,7.851,8.061,0.984,0.984,0.985,"Hawai'i Island","43",8.12384772858704,0.219839669045861,8.65386532664776,7.59383013052633
"465",200,"interpolated",0,9,8.872,9.129,0.993,0.993,0.993,"Hawai'i Island","43",9.42690266252045,0.219089465844214,9.9551115747297,8.8986937503112
"466",300,"interpolated",0,9.536,9.396,9.676,0.996,0.996,0.996,"Hawai'i Island","43",9.9752615428618,0.218209739727164,10.5013494988054,9.44917358691824
"467",400,"interpolated",0,9.867,9.721,10.013,0.997,0.997,0.998,"Hawai'i Island","43",10.5877757664604,0.217484824985194,11.1121160052062,10.0634355277146
"468",500,"interpolated",0,10.094,9.946,10.243,0.998,0.998,0.998,"Hawai'i Island","43",10.7641243357278,0.217208713740487,11.2877988901621,10.2404497812934
"469",600,"interpolated",0,10.261,10.112,10.41,0.999,0.998,0.999,"Hawai'i Island","43",11.1876843446373,0.217493297546486,11.7120450101178,10.6633236791569
"470",700,"interpolated",0,10.389,10.241,10.537,0.999,0.999,0.999,"Hawai'i Island","43",11.2487838750905,0.218223312241424,11.7749045533878,10.7226631967933
"471",800,"interpolated",0,10.49,10.344,10.636,0.999,0.999,0.999,"Hawai'i Island","43",11.531840349606,0.219103307257194,12.0600826324643,11.0035980667476
"472",900,"interpolated",0,10.571,10.429,10.714,0.999,0.999,0.999,"Hawai'i Island","43",11.5967323013595,0.219848858030191,12.1267720533992,11.0666925493198
"473",1000,"interpolated",0,10.638,10.499,10.777,0.999,0.999,0.999,"Hawai'i Island","43",11.7447513913757,0.220205495709887,12.275650971158,11.2138518115934
"474",1,"interpolated",0,1,1,1,0.6,0.595,0.606,"Hawai'i Island","44",1.01569570177488,0.220204005808861,1.54659168951317,0.484799714036592
"475",100,"interpolated",0,5.638,5.544,5.732,0.985,0.984,0.986,"Hawai'i Island","44",8.12384772858704,0.219839669045861,8.65386532664776,7.59383013052633
"476",200,"interpolated",0,6.727,6.603,6.851,0.992,0.992,0.992,"Hawai'i Island","44",9.42690266252045,0.219089465844214,9.9551115747297,8.8986937503112
"477",300,"interpolated",0,7.375,7.243,7.506,0.995,0.995,0.995,"Hawai'i Island","44",9.9752615428618,0.218209739727164,10.5013494988054,9.44917358691824
"478",400,"interpolated",0,7.81,7.682,7.938,0.996,0.996,0.997,"Hawai'i Island","44",10.5877757664604,0.217484824985194,11.1121160052062,10.0634355277146
"479",500,"interpolated",0,8.117,7.999,8.236,0.997,0.997,0.998,"Hawai'i Island","44",10.7641243357278,0.217208713740487,11.2877988901621,10.2404497812934
"480",600,"interpolated",0,8.34,8.233,8.446,0.998,0.998,0.998,"Hawai'i Island","44",11.1876843446373,0.217493297546486,11.7120450101178,10.6633236791569
"481",700,"interpolated",0,8.503,8.409,8.597,0.999,0.998,0.999,"Hawai'i Island","44",11.2487838750905,0.218223312241424,11.7749045533878,10.7226631967933
"482",800,"interpolated",0,8.625,8.543,8.706,0.999,0.999,0.999,"Hawai'i Island","44",11.531840349606,0.219103307257194,12.0600826324643,11.0035980667476
"483",900,"interpolated",0,8.715,8.645,8.786,0.999,0.999,0.999,"Hawai'i Island","44",11.5967323013595,0.219848858030191,12.1267720533992,11.0666925493198
"484",1000,"interpolated",0,8.784,8.723,8.844,0.999,0.999,1,"Hawai'i Island","44",11.7447513913757,0.220205495709887,12.275650971158,11.2138518115934
"485",1,"interpolated",0,1,1,1,0.746,0.739,0.753,"Hawai'i Island","45",1.01569570177488,0.220204005808861,1.54659168951317,0.484799714036592
"486",100,"interpolated",0,6.209,6.083,6.335,0.979,0.978,0.98,"Hawai'i Island","45",8.12384772858704,0.219839669045861,8.65386532664776,7.59383013052633
"487",200,"interpolated",0,7.701,7.522,7.881,0.989,0.988,0.99,"Hawai'i Island","45",9.42690266252045,0.219089465844214,9.9551115747297,8.8986937503112
"488",300,"interpolated",0,8.6,8.385,8.814,0.993,0.992,0.993,"Hawai'i Island","45",9.9752615428618,0.218209739727164,10.5013494988054,9.44917358691824
"489",400,"interpolated",0,9.222,8.983,9.461,0.995,0.994,0.995,"Hawai'i Island","45",10.5877757664604,0.217484824985194,11.1121160052062,10.0634355277146
"490",500,"interpolated",0,9.68,9.422,9.937,0.996,0.996,0.996,"Hawai'i Island","45",10.7641243357278,0.217208713740487,11.2877988901621,10.2404497812934
"491",600,"interpolated",0,10.03,9.759,10.302,0.997,0.997,0.997,"Hawai'i Island","45",11.1876843446373,0.217493297546486,11.7120450101178,10.6633236791569
"492",700,"interpolated",0,10.306,10.024,10.588,0.998,0.997,0.998,"Hawai'i Island","45",11.2487838750905,0.218223312241424,11.7749045533878,10.7226631967933
"493",800,"interpolated",0,10.527,10.237,10.818,0.998,0.998,0.998,"Hawai'i Island","45",11.531840349606,0.219103307257194,12.0600826324643,11.0035980667476
"494",900,"interpolated",0,10.709,10.412,11.005,0.998,0.998,0.999,"Hawai'i Island","45",11.5967323013595,0.219848858030191,12.1267720533992,11.0666925493198
"495",1000,"interpolated",0,10.859,10.558,11.16,0.999,0.998,0.999,"Hawai'i Island","45",11.7447513913757,0.220205495709887,12.275650971158,11.2138518115934
"496",1,"interpolated",0,1,1,1,0.468,0.462,0.473,"Hawai'i Island","46",1.01569570177488,0.220204005808861,1.54659168951317,0.484799714036592
"497",100,"interpolated",0,7.477,7.372,7.581,0.978,0.978,0.979,"Hawai'i Island","46",8.12384772858704,0.219839669045861,8.65386532664776,7.59383013052633
"498",200,"interpolated",0,8.998,8.855,9.141,0.989,0.988,0.989,"Hawai'i Island","46",9.42690266252045,0.219089465844214,9.9551115747297,8.8986937503112
"499",300,"interpolated",0,9.918,9.758,10.079,0.992,0.992,0.993,"Hawai'i Island","46",9.9752615428618,0.218209739727164,10.5013494988054,9.44917358691824
"500",400,"interpolated",0,10.572,10.404,10.739,0.994,0.994,0.995,"Hawai'i Island","46",10.5877757664604,0.217484824985194,11.1121160052062,10.0634355277146
"501",500,"interpolated",0,11.06,10.891,11.229,0.996,0.996,0.996,"Hawai'i Island","46",10.7641243357278,0.217208713740487,11.2877988901621,10.2404497812934
"502",600,"interpolated",0,11.436,11.269,11.603,0.997,0.997,0.997,"Hawai'i Island","46",11.1876843446373,0.217493297546486,11.7120450101178,10.6633236791569
"503",700,"interpolated",0,11.729,11.567,11.891,0.997,0.997,0.998,"Hawai'i Island","46",11.2487838750905,0.218223312241424,11.7749045533878,10.7226631967933
"504",800,"interpolated",0,11.962,11.807,12.117,0.998,0.998,0.998,"Hawai'i Island","46",11.531840349606,0.219103307257194,12.0600826324643,11.0035980667476
"505",900,"interpolated",0,12.149,12.001,12.296,0.998,0.998,0.998,"Hawai'i Island","46",11.5967323013595,0.219848858030191,12.1267720533992,11.0666925493198
"506",1000,"interpolated",0,12.299,12.161,12.438,0.999,0.999,0.999,"Hawai'i Island","46",11.7447513913757,0.220205495709887,12.275650971158,11.2138518115934
"507",1,"interpolated",0,1,1,1,0.291,0.285,0.298,"Hawai'i Island","47",1.01569570177488,0.220204005808861,1.54659168951317,0.484799714036592
"508",100,"interpolated",0,8.229,8.083,8.375,0.984,0.983,0.985,"Hawai'i Island","47",8.12384772858704,0.219839669045861,8.65386532664776,7.59383013052633
"509",200,"interpolated",0,9.259,9.075,9.443,0.993,0.993,0.994,"Hawai'i Island","47",9.42690266252045,0.219089465844214,9.9551115747297,8.8986937503112
"510",300,"interpolated",0,9.777,9.582,9.971,0.996,0.996,0.996,"Hawai'i Island","47",9.9752615428618,0.218209739727164,10.5013494988054,9.44917358691824
"511",400,"interpolated",0,10.103,9.913,10.293,0.997,0.997,0.998,"Hawai'i Island","47",10.5877757664604,0.217484824985194,11.1121160052062,10.0634355277146
"512",500,"interpolated",0,10.33,10.152,10.507,0.998,0.998,0.998,"Hawai'i Island","47",10.7641243357278,0.217208713740487,11.2877988901621,10.2404497812934
"513",600,"interpolated",0,10.494,10.332,10.656,0.999,0.998,0.999,"Hawai'i Island","47",11.1876843446373,0.217493297546486,11.7120450101178,10.6633236791569
"514",700,"interpolated",0,10.616,10.471,10.761,0.999,0.999,0.999,"Hawai'i Island","47",11.2487838750905,0.218223312241424,11.7749045533878,10.7226631967933
"515",800,"interpolated",0,10.708,10.58,10.835,0.999,0.999,0.999,"Hawai'i Island","47",11.531840349606,0.219103307257194,12.0600826324643,11.0035980667476
"516",900,"interpolated",0,10.777,10.665,10.888,0.999,0.999,1,"Hawai'i Island","47",11.5967323013595,0.219848858030191,12.1267720533992,11.0666925493198
"517",1000,"interpolated",0,10.829,10.732,10.926,1,0.999,1,"Hawai'i Island","47",11.7447513913757,0.220205495709887,12.275650971158,11.2138518115934
"518",1,"interpolated",0,1,1,1,0.407,0.402,0.412,"Hawai'i Island","48",1.01569570177488,0.220204005808861,1.54659168951317,0.484799714036592
"519",100,"interpolated",0,4.437,4.341,4.534,0.994,0.993,0.995,"Hawai'i Island","48",8.12384772858704,0.219839669045861,8.65386532664776,7.59383013052633
"520",200,"interpolated",0,4.876,4.718,5.035,0.996,0.996,0.997,"Hawai'i Island","48",9.42690266252045,0.219089465844214,9.9551115747297,8.8986937503112
"521",300,"interpolated",0,5.191,4.986,5.395,0.997,0.997,0.998,"Hawai'i Island","48",9.9752615428618,0.218209739727164,10.5013494988054,9.44917358691824
"522",400,"interpolated",0,5.447,5.206,5.689,0.998,0.997,0.998,"Hawai'i Island","48",10.5877757664604,0.217484824985194,11.1121160052062,10.0634355277146
"523",500,"interpolated",0,5.663,5.391,5.935,0.998,0.998,0.998,"Hawai'i Island","48",10.7641243357278,0.217208713740487,11.2877988901621,10.2404497812934
"524",600,"interpolated",0,5.849,5.55,6.147,0.998,0.998,0.999,"Hawai'i Island","48",11.1876843446373,0.217493297546486,11.7120450101178,10.6633236791569
"525",700,"interpolated",0,6.011,5.69,6.333,0.998,0.998,0.999,"Hawai'i Island","48",11.2487838750905,0.218223312241424,11.7749045533878,10.7226631967933
"526",800,"interpolated",0,6.156,5.815,6.497,0.999,0.998,0.999,"Hawai'i Island","48",11.531840349606,0.219103307257194,12.0600826324643,11.0035980667476
"527",900,"interpolated",0,6.286,5.929,6.643,0.999,0.999,0.999,"Hawai'i Island","48",11.5967323013595,0.219848858030191,12.1267720533992,11.0666925493198
"528",1000,"interpolated",0,6.405,6.035,6.775,0.999,0.999,0.999,"Hawai'i Island","48",11.7447513913757,0.220205495709887,12.275650971158,11.2138518115934
"529",1,"interpolated",0,1,1,1,0.32,0.315,0.325,"Hawai'i Island","49",1.01569570177488,0.220204005808861,1.54659168951317,0.484799714036592
"530",100,"interpolated",0,7.04,6.908,7.172,0.985,0.985,0.986,"Hawai'i Island","49",8.12384772858704,0.219839669045861,8.65386532664776,7.59383013052633
"531",200,"interpolated",0,8.098,7.935,8.262,0.992,0.992,0.993,"Hawai'i Island","49",9.42690266252045,0.219089465844214,9.9551115747297,8.8986937503112
"532",300,"interpolated",0,8.69,8.521,8.859,0.995,0.995,0.996,"Hawai'i Island","49",9.9752615428618,0.218209739727164,10.5013494988054,9.44917358691824
"533",400,"interpolated",0,9.059,8.895,9.224,0.997,0.997,0.997,"Hawai'i Island","49",10.5877757664604,0.217484824985194,11.1121160052062,10.0634355277146
"534",500,"interpolated",0,9.307,9.152,9.462,0.998,0.998,0.998,"Hawai'i Island","49",10.7641243357278,0.217208713740487,11.2877988901621,10.2404497812934
"535",600,"interpolated",0,9.482,9.34,9.625,0.999,0.998,0.999,"Hawai'i Island","49",11.1876843446373,0.217493297546486,11.7120450101178,10.6633236791569
"536",700,"interpolated",0,9.609,9.48,9.738,0.999,0.999,0.999,"Hawai'i Island","49",11.2487838750905,0.218223312241424,11.7749045533878,10.7226631967933
"537",800,"interpolated",0,9.702,9.587,9.818,0.999,0.999,0.999,"Hawai'i Island","49",11.531840349606,0.219103307257194,12.0600826324643,11.0035980667476
"538",900,"interpolated",0,9.772,9.67,9.875,0.999,0.999,1,"Hawai'i Island","49",11.5967323013595,0.219848858030191,12.1267720533992,11.0666925493198
"539",1000,"interpolated",0,9.825,9.734,9.915,1,0.999,1,"Hawai'i Island","49",11.7447513913757,0.220205495709887,12.275650971158,11.2138518115934
"540",1,"interpolated",0,1,1,1,0.383,0.378,0.388,"Hawai'i Island","50",1.01569570177488,0.220204005808861,1.54659168951317,0.484799714036592
"541",100,"interpolated",0,6.57,6.386,6.753,0.979,0.978,0.98,"Hawai'i Island","50",8.12384772858704,0.219839669045861,8.65386532664776,7.59383013052633
"542",200,"interpolated",0,8.033,7.807,8.258,0.99,0.989,0.991,"Hawai'i Island","50",9.42690266252045,0.219089465844214,9.9551115747297,8.8986937503112
"543",300,"interpolated",0,8.83,8.569,9.092,0.994,0.993,0.994,"Hawai'i Island","50",9.9752615428618,0.218209739727164,10.5013494988054,9.44917358691824
"544",400,"interpolated",0,9.356,9.06,9.652,0.996,0.995,0.996,"Hawai'i Island","50",10.5877757664604,0.217484824985194,11.1121160052062,10.0634355277146
"545",500,"interpolated",0,9.745,9.421,10.069,0.997,0.996,0.997,"Hawai'i Island","50",10.7641243357278,0.217208713740487,11.2877988901621,10.2404497812934
"546",600,"interpolated",0,10.053,9.708,10.399,0.997,0.997,0.998,"Hawai'i Island","50",11.1876843446373,0.217493297546486,11.7120450101178,10.6633236791569
"547",700,"interpolated",0,10.308,9.948,10.668,0.998,0.997,0.998,"Hawai'i Island","50",11.2487838750905,0.218223312241424,11.7749045533878,10.7226631967933
"548",800,"interpolated",0,10.523,10.154,10.892,0.998,0.998,0.998,"Hawai'i Island","50",11.531840349606,0.219103307257194,12.0600826324643,11.0035980667476
"549",900,"interpolated",0,10.707,10.333,11.081,0.998,0.998,0.998,"Hawai'i Island","50",11.5967323013595,0.219848858030191,12.1267720533992,11.0666925493198
"550",1000,"interpolated",0,10.866,10.491,11.241,0.999,0.998,0.999,"Hawai'i Island","50",11.7447513913757,0.220205495709887,12.275650971158,11.2138518115934
"551",1,"interpolated",0,1,1,1,0.22,0.215,0.224,"Hawai'i Island","51",1.01569570177488,0.220204005808861,1.54659168951317,0.484799714036592
"552",100,"interpolated",0,9.684,9.521,9.848,0.981,0.98,0.982,"Hawai'i Island","51",8.12384772858704,0.219839669045861,8.65386532664776,7.59383013052633
"553",200,"interpolated",0,10.952,10.743,11.161,0.991,0.991,0.992,"Hawai'i Island","51",9.42690266252045,0.219089465844214,9.9551115747297,8.8986937503112
"554",300,"interpolated",0,11.643,11.392,11.893,0.995,0.994,0.995,"Hawai'i Island","51",9.9752615428618,0.218209739727164,10.5013494988054,9.44917358691824
"555",400,"interpolated",0,12.107,11.817,12.397,0.996,0.996,0.997,"Hawai'i Island","51",10.5877757664604,0.217484824985194,11.1121160052062,10.0634355277146
"556",500,"interpolated",0,12.461,12.134,12.788,0.997,0.996,0.997,"Hawai'i Island","51",10.7641243357278,0.217208713740487,11.2877988901621,10.2404497812934
"557",600,"interpolated",0,12.751,12.391,13.11,0.997,0.997,0.998,"Hawai'i Island","51",11.1876843446373,0.217493297546486,11.7120450101178,10.6633236791569
"558",700,"interpolated",0,12.997,12.609,13.386,0.998,0.997,0.998,"Hawai'i Island","51",11.2487838750905,0.218223312241424,11.7749045533878,10.7226631967933
"559",800,"interpolated",0,13.213,12.799,13.628,0.998,0.998,0.998,"Hawai'i Island","51",11.531840349606,0.219103307257194,12.0600826324643,11.0035980667476
"560",900,"interpolated",0,13.405,12.968,13.842,0.998,0.998,0.998,"Hawai'i Island","51",11.5967323013595,0.219848858030191,12.1267720533992,11.0666925493198
"561",1000,"interpolated",0,13.578,13.121,14.035,0.998,0.998,0.999,"Hawai'i Island","51",11.7447513913757,0.220205495709887,12.275650971158,11.2138518115934
"562",1,"interpolated",0,1,1,1,0.618,0.613,0.623,"Hawai'i Island","52",1.01569570177488,0.220204005808861,1.54659168951317,0.484799714036592
"563",100,"interpolated",0,5.382,5.24,5.525,0.978,0.977,0.979,"Hawai'i Island","52",8.12384772858704,0.219839669045861,8.65386532664776,7.59383013052633
"564",200,"interpolated",0,7.098,6.881,7.315,0.986,0.986,0.987,"Hawai'i Island","52",9.42690266252045,0.219089465844214,9.9551115747297,8.8986937503112
"565",300,"interpolated",0,8.271,8.015,8.528,0.99,0.99,0.99,"Hawai'i Island","52",9.9752615428618,0.218209739727164,10.5013494988054,9.44917358691824
"566",400,"interpolated",0,9.132,8.855,9.409,0.993,0.992,0.993,"Hawai'i Island","52",10.5877757664604,0.217484824985194,11.1121160052062,10.0634355277146
"567",500,"interpolated",0,9.784,9.497,10.071,0.994,0.994,0.995,"Hawai'i Island","52",10.7641243357278,0.217208713740487,11.2877988901621,10.2404497812934
"568",600,"interpolated",0,10.289,9.997,10.58,0.996,0.995,0.996,"Hawai'i Island","52",11.1876843446373,0.217493297546486,11.7120450101178,10.6633236791569
"569",700,"interpolated",0,10.687,10.395,10.98,0.996,0.996,0.997,"Hawai'i Island","52",11.2487838750905,0.218223312241424,11.7749045533878,10.7226631967933
"570",800,"interpolated",0,11.007,10.715,11.299,0.997,0.997,0.997,"Hawai'i Island","52",11.531840349606,0.219103307257194,12.0600826324643,11.0035980667476
"571",900,"interpolated",0,11.267,10.977,11.556,0.998,0.998,0.998,"Hawai'i Island","52",11.5967323013595,0.219848858030191,12.1267720533992,11.0666925493198
"572",1000,"interpolated",0,11.481,11.195,11.767,0.998,0.998,0.998,"Hawai'i Island","52",11.7447513913757,0.220205495709887,12.275650971158,11.2138518115934
"573",1,"interpolated",0,1,1,1,0.746,0.737,0.755,"Hawai'i Island","53",1.01569570177488,0.220204005808861,1.54659168951317,0.484799714036592
"574",100,"interpolated",0,5.234,5.148,5.32,0.992,0.991,0.992,"Hawai'i Island","53",8.12384772858704,0.219839669045861,8.65386532664776,7.59383013052633
"575",200,"interpolated",0,5.702,5.573,5.832,0.997,0.997,0.997,"Hawai'i Island","53",9.42690266252045,0.219089465844214,9.9551115747297,8.8986937503112
"576",300,"interpolated",0,5.966,5.812,6.121,0.998,0.998,0.998,"Hawai'i Island","53",9.9752615428618,0.218209739727164,10.5013494988054,9.44917358691824
"577",400,"interpolated",0,6.173,6.008,6.338,0.998,0.998,0.998,"Hawai'i Island","53",10.5877757664604,0.217484824985194,11.1121160052062,10.0634355277146
"578",500,"interpolated",0,6.339,6.174,6.503,0.999,0.998,0.999,"Hawai'i Island","53",10.7641243357278,0.217208713740487,11.2877988901621,10.2404497812934
"579",600,"interpolated",0,6.472,6.314,6.63,0.999,0.999,0.999,"Hawai'i Island","53",11.1876843446373,0.217493297546486,11.7120450101178,10.6633236791569
"580",700,"interpolated",0,6.579,6.432,6.727,0.999,0.999,0.999,"Hawai'i Island","53",11.2487838750905,0.218223312241424,11.7749045533878,10.7226631967933
"581",800,"interpolated",0,6.665,6.53,6.8,0.999,0.999,0.999,"Hawai'i Island","53",11.531840349606,0.219103307257194,12.0600826324643,11.0035980667476
