"Iteration","geo_entity2","PlotID","Plot_Area","min_dist_km","r_Arid","r_Elev"
1,"Kaua'i Island",460,168.11,1.73659327482025,0.64530383574957,1027.04875183106
1,"Kaua'i Island",409,504.34,1.73659327482025,0.64530383574957,1027.04875183106
1,"Kaua'i Island",282,1000,1.73659327482025,0.64530383574957,1027.04875183106
1,"Kaua'i Island",341,504.34,1.73659327482025,0.64530383574957,1027.04875183106
1,"Kaua'i Island",337,672.45,1.73659327482025,0.64530383574957,1027.04875183106
1,"Kaua'i Island",230,1000,1.73659327482025,0.64530383574957,1027.04875183106
1,"Kaua'i Island",223,1000,1.73659327482025,0.64530383574957,1027.04875183106
1,"Kaua'i Island",195,1000,1.73659327482025,0.64530383574957,1027.04875183106
1,"Kaua'i Island",218,1000,1.73659327482025,0.64530383574957,1027.04875183106
1,"Kaua'i Island",304,336.23,1.73659327482025,0.64530383574957,1027.04875183106
2,"Kaua'i Island",194,1000,2.05874637080818,0.264066596757941,1036.08219909668
2,"Kaua'i Island",337,672.45,2.05874637080818,0.264066596757941,1036.08219909668
2,"Kaua'i Island",230,1000,2.05874637080818,0.264066596757941,1036.08219909668
2,"Kaua'i Island",460,168.11,2.05874637080818,0.264066596757941,1036.08219909668
2,"Kaua'i Island",282,1000,2.05874637080818,0.264066596757941,1036.08219909668
2,"Kaua'i Island",304,336.23,2.05874637080818,0.264066596757941,1036.08219909668
2,"Kaua'i Island",223,1000,2.05874637080818,0.264066596757941,1036.08219909668
2,"Kaua'i Island",196,1000,2.05874637080818,0.264066596757941,1036.08219909668
2,"Kaua'i Island",295,1000,2.05874637080818,0.264066596757941,1036.08219909668
2,"Kaua'i Island",327,672.45,2.05874637080818,0.264066596757941,1036.08219909668
3,"Kaua'i Island",409,504.34,1.14076675791476,0.753941032157194,1063.26432800293
3,"Kaua'i Island",460,168.11,1.14076675791476,0.753941032157194,1063.26432800293
3,"Kaua'i Island",454,336.23,1.14076675791476,0.753941032157194,1063.26432800293
3,"Kaua'i Island",230,1000,1.14076675791476,0.753941032157194,1063.26432800293
3,"Kaua'i Island",218,1000,1.14076675791476,0.753941032157194,1063.26432800293
3,"Kaua'i Island",223,1000,1.14076675791476,0.753941032157194,1063.26432800293
3,"Kaua'i Island",282,1000,1.14076675791476,0.753941032157194,1063.26432800293
3,"Kaua'i Island",327,672.45,1.14076675791476,0.753941032157194,1063.26432800293
3,"Kaua'i Island",287,1000,1.14076675791476,0.753941032157194,1063.26432800293
3,"Kaua'i Island",194,1000,1.14076675791476,0.753941032157194,1063.26432800293
4,"Kaua'i Island",287,1000,1.05750938201913,0.753941032157194,1063.26432800293
4,"Kaua'i Island",454,336.23,1.05750938201913,0.753941032157194,1063.26432800293
4,"Kaua'i Island",196,1000,1.05750938201913,0.753941032157194,1063.26432800293
4,"Kaua'i Island",194,1000,1.05750938201913,0.753941032157194,1063.26432800293
4,"Kaua'i Island",327,672.45,1.05750938201913,0.753941032157194,1063.26432800293
4,"Kaua'i Island",304,336.23,1.05750938201913,0.753941032157194,1063.26432800293
4,"Kaua'i Island",308,672.45,1.05750938201913,0.753941032157194,1063.26432800293
4,"Kaua'i Island",218,1000,1.05750938201913,0.753941032157194,1063.26432800293
