"m","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL","geo_entity2","iteration"
10000,"interpolated",2,6.115,6.044,6.187,1,1,1,"O'ahu Island",2
1000,"interpolated",0,20.33,20.059,20.602,0.998,0.997,0.998,"Hawai'i Island",3
10000,"interpolated",0,22,22,22,1,1,1,"Hawai'i Island",3
1000,"interpolated",1,6.865,6.784,6.946,0.998,0.997,0.998,"Hawai'i Island",3
10000,"interpolated",1,6.934,6.853,7.016,1,1,1,"Hawai'i Island",3
1000,"interpolated",2,4.346,4.3,4.392,0.998,0.997,0.998,"Hawai'i Island",3
10000,"interpolated",2,4.359,4.313,4.406,1,1,1,"Hawai'i Island",3
1000,"interpolated",0,24.466,23.851,25.082,0.992,0.992,0.992,"Kaua'i Island",3
10000,"interpolated",0,40.777,40.145,41.409,1,1,1,"Kaua'i Island",3
1000,"interpolated",1,4.485,4.422,4.549,0.992,0.992,0.992,"Kaua'i Island",3
10000,"interpolated",1,4.565,4.5,4.63,1,1,1,"Kaua'i Island",3
1000,"interpolated",2,2.572,2.541,2.602,0.992,0.992,0.992,"Kaua'i Island",3
10000,"interpolated",2,2.575,2.544,2.606,1,1,1,"Kaua'i Island",3
1000,"interpolated",0,24.426,23.987,24.865,0.996,0.995,0.996,"Maui Nui",3
10000,"interpolated",0,27.989,27.903,28.075,1,1,1,"Maui Nui",3
1000,"interpolated",1,7.984,7.889,8.079,0.996,0.995,0.996,"Maui Nui",3
10000,"interpolated",1,8.09,7.994,8.185,1,1,1,"Maui Nui",3
1000,"interpolated",2,5.16,5.085,5.234,0.996,0.995,0.996,"Maui Nui",3
10000,"interpolated",2,5.179,5.104,5.254,1,1,1,"Maui Nui",3
1000,"interpolated",0,31.768,31.362,32.173,0.993,0.993,0.994,"O'ahu Island",3
10000,"interpolated",0,39.792,39.536,40.047,1,1,1,"O'ahu Island",3
1000,"interpolated",1,11.812,11.679,11.946,0.993,0.993,0.994,"O'ahu Island",3
10000,"interpolated",1,12.032,11.895,12.168,1,1,1,"O'ahu Island",3
1000,"interpolated",2,7.466,7.377,7.554,0.993,0.993,0.994,"O'ahu Island",3
10000,"interpolated",2,7.509,7.42,7.599,1,1,1,"O'ahu Island",3
1000,"interpolated",0,13.613,13.45,13.777,0.999,0.999,0.999,"Hawai'i Island",4
10000,"interpolated",0,14.998,14.992,15.003,1,1,1,"Hawai'i Island",4
1000,"interpolated",1,3.936,3.891,3.981,0.999,0.999,0.999,"Hawai'i Island",4
10000,"interpolated",1,3.962,3.917,4.008,1,1,1,"Hawai'i Island",4
1000,"interpolated",2,2.361,2.34,2.383,0.999,0.999,0.999,"Hawai'i Island",4
10000,"interpolated",2,2.364,2.342,2.386,1,1,1,"Hawai'i Island",4
1000,"interpolated",0,33.859,33.28,34.439,0.99,0.99,0.99,"Kaua'i Island",4
10000,"interpolated",0,50.63,50.278,50.981,1,1,1,"Kaua'i Island",4
1000,"interpolated",1,7.387,7.261,7.513,0.99,0.99,0.991,"Kaua'i Island",4
10000,"interpolated",1,7.558,7.427,7.69,1,1,1,"Kaua'i Island",4
1000,"interpolated",2,4.155,4.088,4.222,0.99,0.99,0.991,"Kaua'i Island",4
10000,"interpolated",2,4.167,4.099,4.235,1,1,1,"Kaua'i Island",4
1000,"interpolated",0,21.431,20.908,21.954,0.995,0.995,0.996,"Maui Nui",4
10000,"interpolated",0,26.99,26.904,27.076,1,1,1,"Maui Nui",4
1000,"interpolated",1,6.87,6.772,6.967,0.995,0.995,0.996,"Maui Nui",4
10000,"interpolated",1,6.956,6.857,7.055,1,1,1,"Maui Nui",4
1000,"interpolated",2,5.189,5.122,5.257,0.995,0.995,0.996,"Maui Nui",4
10000,"interpolated",2,5.209,5.141,5.277,1,1,1,"Maui Nui",4
1000,"interpolated",0,24.503,24.218,24.788,0.996,0.996,0.997,"O'ahu Island",4
10000,"interpolated",0,27.924,27.738,28.11,1,1,1,"O'ahu Island",4
1000,"interpolated",1,7.398,7.317,7.479,0.996,0.996,0.997,"O'ahu Island",4
10000,"interpolated",1,7.494,7.412,7.576,1,1,1,"O'ahu Island",4
1000,"interpolated",2,4.738,4.682,4.794,0.996,0.996,0.997,"O'ahu Island",4
10000,"interpolated",2,4.754,4.697,4.81,1,1,1,"O'ahu Island",4
1000,"interpolated",0,11.418,11.282,11.554,0.999,0.999,0.999,"Hawai'i Island",5
10000,"interpolated",0,12,12,12,1,1,1,"Hawai'i Island",5
1000,"interpolated",1,3.018,2.972,3.064,0.999,0.999,0.999,"Hawai'i Island",5
10000,"interpolated",1,3.034,2.988,3.08,1,1,1,"Hawai'i Island",5
1000,"interpolated",2,2.131,2.111,2.15,0.999,0.999,0.999,"Hawai'i Island",5
10000,"interpolated",2,2.133,2.113,2.153,1,1,1,"Hawai'i Island",5
1000,"interpolated",0,38.835,38.03,39.641,0.991,0.991,0.991,"Kaua'i Island",5
10000,"interpolated",0,49.98,49.753,50.206,1,1,1,"Kaua'i Island",5
1000,"interpolated",1,8.968,8.786,9.15,0.991,0.991,0.991,"Kaua'i Island",5
10000,"interpolated",1,9.181,8.995,9.368,1,1,1,"Kaua'i Island",5
1000,"interpolated",2,4.979,4.883,5.075,0.991,0.991,0.991,"Kaua'i Island",5
10000,"interpolated",2,4.997,4.9,5.093,1,1,1,"Kaua'i Island",5
1000,"interpolated",0,18.842,18.565,19.119,0.997,0.997,0.997,"Maui Nui",5
10000,"interpolated",0,21.918,21.766,22.07,1,1,1,"Maui Nui",5
1000,"interpolated",1,6.729,6.65,6.807,0.997,0.997,0.997,"Maui Nui",5
10000,"interpolated",1,6.796,6.716,6.875,1,1,1,"Maui Nui",5
1000,"interpolated",2,5.193,5.146,5.239,0.997,0.997,0.997,"Maui Nui",5
10000,"interpolated",2,5.212,5.165,5.259,1,1,1,"Maui Nui",5
1000,"interpolated",0,22.888,22.536,23.24,0.996,0.996,0.996,"O'ahu Island",5
10000,"interpolated",0,26.926,26.776,27.075,1,1,1,"O'ahu Island",5
1000,"interpolated",1,5.829,5.752,5.905,0.996,0.996,0.996,"O'ahu Island",5
10000,"interpolated",1,5.902,5.824,5.979,1,1,1,"O'ahu Island",5
1000,"interpolated",2,3.549,3.496,3.602,0.996,0.996,0.996,"O'ahu Island",5
10000,"interpolated",2,3.557,3.503,3.61,1,1,1,"O'ahu Island",5
1000,"interpolated",0,15.834,15.642,16.025,0.998,0.998,0.998,"Hawai'i Island",6
10000,"interpolated",0,17,17,17,1,1,1,"Hawai'i Island",6
1000,"interpolated",1,4.864,4.803,4.925,0.998,0.998,0.998,"Hawai'i Island",6
10000,"interpolated",1,4.901,4.84,4.963,1,1,1,"Hawai'i Island",6
1000,"interpolated",2,2.854,2.812,2.896,0.998,0.998,0.998,"Hawai'i Island",6
10000,"interpolated",2,2.858,2.816,2.901,1,1,1,"Hawai'i Island",6
1000,"interpolated",0,30.72,30.138,31.302,0.993,0.993,0.994,"Kaua'i Island",6
10000,"interpolated",0,41.65,41.297,42.003,1,1,1,"Kaua'i Island",6
1000,"interpolated",1,8.898,8.797,9,0.993,0.993,0.994,"Kaua'i Island",6
10000,"interpolated",1,9.067,8.962,9.171,1,1,1,"Kaua'i Island",6
1000,"interpolated",2,5.429,5.35,5.509,0.993,0.993,0.994,"Kaua'i Island",6
10000,"interpolated",2,5.451,5.371,5.531,1,1,1,"Kaua'i Island",6
1000,"interpolated",0,15.973,15.764,16.183,0.998,0.998,0.999,"Maui Nui",6
10000,"interpolated",0,17,17,17,1,1,1,"Maui Nui",6
1000,"interpolated",1,6.938,6.871,7.006,0.998,0.998,0.999,"Maui Nui",6
10000,"interpolated",1,6.992,6.923,7.06,1,1,1,"Maui Nui",6
1000,"interpolated",2,5.347,5.292,5.402,0.998,0.998,0.999,"Maui Nui",6
10000,"interpolated",2,5.368,5.312,5.424,1,1,1,"Maui Nui",6
1000,"interpolated",0,32.572,32.001,33.144,0.992,0.991,0.992,"O'ahu Island",6
10000,"interpolated",0,44.604,44.214,44.994,1,1,1,"O'ahu Island",6
1000,"interpolated",1,10.437,10.303,10.572,0.992,0.991,0.992,"O'ahu Island",6
10000,"interpolated",1,10.653,10.514,10.791,1,1,1,"O'ahu Island",6
1000,"interpolated",2,7.4,7.314,7.486,0.992,0.991,0.992,"O'ahu Island",6
10000,"interpolated",2,7.443,7.356,7.53,1,1,1,"O'ahu Island",6
1000,"interpolated",0,13.15,12.816,13.483,0.997,0.997,0.998,"Hawai'i Island",7
10000,"interpolated",0,16.835,16.543,17.127,1,1,1,"Hawai'i Island",7
1000,"interpolated",1,3.927,3.884,3.971,0.997,0.997,0.998,"Hawai'i Island",7
10000,"interpolated",1,3.956,3.912,4,1,1,1,"Hawai'i Island",7
1000,"interpolated",2,2.593,2.565,2.621,0.997,0.997,0.998,"Hawai'i Island",7
10000,"interpolated",2,2.597,2.569,2.625,1,1,1,"Hawai'i Island",7
1000,"interpolated",0,30.397,29.871,30.922,0.994,0.993,0.994,"Kaua'i Island",7
10000,"interpolated",0,37.92,37.621,38.219,1,1,1,"Kaua'i Island",7
1000,"interpolated",1,8.428,8.317,8.54,0.994,0.993,0.994,"Kaua'i Island",7
10000,"interpolated",1,8.579,8.465,8.692,1,1,1,"Kaua'i Island",7
1000,"interpolated",2,5.196,5.108,5.284,0.994,0.993,0.994,"Kaua'i Island",7
10000,"interpolated",2,5.216,5.127,5.304,1,1,1,"Kaua'i Island",7
1000,"interpolated",0,19.969,19.616,20.321,0.997,0.997,0.997,"Maui Nui",7
10000,"interpolated",0,22.988,22.878,23.098,1,1,1,"Maui Nui",7
1000,"interpolated",1,7.956,7.872,8.039,0.997,0.997,0.997,"Maui Nui",7
10000,"interpolated",1,8.039,7.954,8.124,1,1,1,"Maui Nui",7
1000,"interpolated",2,6.087,6.01,6.164,0.997,0.997,0.997,"Maui Nui",7
10000,"interpolated",2,6.115,6.038,6.193,1,1,1,"Maui Nui",7
1000,"interpolated",0,23.971,23.502,24.441,0.996,0.996,0.997,"O'ahu Island",7
10000,"interpolated",0,26.999,26.958,27.039,1,1,1,"O'ahu Island",7
1000,"interpolated",1,7.575,7.457,7.693,0.996,0.996,0.997,"O'ahu Island",7
10000,"interpolated",1,7.671,7.551,7.79,1,1,1,"O'ahu Island",7
1000,"interpolated",2,4.742,4.65,4.834,0.996,0.996,0.997,"O'ahu Island",7
10000,"interpolated",2,4.758,4.666,4.851,1,1,1,"O'ahu Island",7
1000,"interpolated",0,14.209,13.986,14.431,0.999,0.999,0.999,"Hawai'i Island",8
10000,"interpolated",0,15,14.995,15.005,1,1,1,"Hawai'i Island",8
1000,"interpolated",1,4.638,4.558,4.718,0.999,0.999,0.999,"Hawai'i Island",8
10000,"interpolated",1,4.669,4.589,4.75,1,1,1,"Hawai'i Island",8
1000,"interpolated",2,2.975,2.923,3.028,0.999,0.999,0.999,"Hawai'i Island",8
10000,"interpolated",2,2.981,2.928,3.034,1,1,1,"Hawai'i Island",8
1000,"interpolated",0,21.412,21.116,21.707,0.996,0.996,0.996,"Kaua'i Island",8
10000,"interpolated",0,26.807,26.622,26.992,1,1,1,"Kaua'i Island",8
1000,"interpolated",1,4.605,4.543,4.667,0.996,0.996,0.996,"Kaua'i Island",8
10000,"interpolated",1,4.661,4.598,4.723,1,1,1,"Kaua'i Island",8
1000,"interpolated",2,2.509,2.477,2.542,0.996,0.996,0.996,"Kaua'i Island",8
10000,"interpolated",2,2.513,2.48,2.545,1,1,1,"Kaua'i Island",8
1000,"interpolated",0,17.622,17.332,17.912,0.997,0.997,0.997,"Maui Nui",8
10000,"interpolated",0,20,19.997,20.002,1,1,1,"Maui Nui",8
1000,"interpolated",1,5.166,5.114,5.218,0.997,0.997,0.997,"Maui Nui",8
10000,"interpolated",1,5.214,5.161,5.267,1,1,1,"Maui Nui",8
1000,"interpolated",2,3.822,3.788,3.857,0.997,0.997,0.997,"Maui Nui",8
10000,"interpolated",2,3.832,3.797,3.867,1,1,1,"Maui Nui",8
1000,"interpolated",0,23.681,23.389,23.972,0.996,0.996,0.997,"O'ahu Island",8
10000,"interpolated",0,28.839,28.581,29.097,1,1,1,"O'ahu Island",8
1000,"interpolated",1,9.797,9.716,9.878,0.996,0.996,0.997,"O'ahu Island",8
10000,"interpolated",1,9.924,9.842,10.007,1,1,1,"O'ahu Island",8
1000,"interpolated",2,6.681,6.601,6.761,0.996,0.996,0.997,"O'ahu Island",8
10000,"interpolated",2,6.715,6.634,6.796,1,1,1,"O'ahu Island",8
1000,"interpolated",0,19.098,18.694,19.502,0.998,0.998,0.999,"Hawai'i Island",9
10000,"interpolated",0,21,20.989,21.011,1,1,1,"Hawai'i Island",9
1000,"interpolated",1,5.057,4.972,5.142,0.998,0.998,0.999,"Hawai'i Island",9
10000,"interpolated",1,5.104,5.018,5.19,1,1,1,"Hawai'i Island",9
1000,"interpolated",2,2.793,2.741,2.844,0.998,0.998,0.999,"Hawai'i Island",9
10000,"interpolated",2,2.797,2.746,2.849,1,1,1,"Hawai'i Island",9
1000,"interpolated",0,25.54,25.007,26.072,0.991,0.991,0.992,"Kaua'i Island",9
10000,"interpolated",0,40.797,40.185,41.409,1,1,1,"Kaua'i Island",9
1000,"interpolated",1,3.738,3.693,3.783,0.991,0.991,0.992,"Kaua'i Island",9
10000,"interpolated",1,3.806,3.759,3.852,1,1,1,"Kaua'i Island",9
1000,"interpolated",2,2.11,2.091,2.129,0.991,0.991,0.992,"Kaua'i Island",9
10000,"interpolated",2,2.112,2.093,2.131,1,1,1,"Kaua'i Island",9
1000,"interpolated",0,18.302,17.975,18.628,0.996,0.996,0.996,"Maui Nui",9
10000,"interpolated",0,22.936,22.758,23.114,1,1,1,"Maui Nui",9
1000,"interpolated",1,7.074,6.996,7.153,0.996,0.996,0.996,"Maui Nui",9
10000,"interpolated",1,7.149,7.069,7.228,1,1,1,"Maui Nui",9
1000,"interpolated",2,5.804,5.744,5.864,0.996,0.996,0.996,"Maui Nui",9
10000,"interpolated",2,5.829,5.769,5.889,1,1,1,"Maui Nui",9
1000,"interpolated",0,24.486,23.832,25.139,0.994,0.993,0.994,"O'ahu Island",9
10000,"interpolated",0,32.867,32.595,33.139,1,1,1,"O'ahu Island",9
1000,"interpolated",1,7.149,7.064,7.234,0.994,0.993,0.994,"O'ahu Island",9
10000,"interpolated",1,7.258,7.171,7.345,1,1,1,"O'ahu Island",9
1000,"interpolated",2,5.483,5.425,5.542,0.994,0.993,0.994,"O'ahu Island",9
10000,"interpolated",2,5.505,5.446,5.564,1,1,1,"O'ahu Island",9
1000,"interpolated",0,12.466,12.327,12.605,0.999,0.999,0.999,"Hawai'i Island",10
10000,"interpolated",0,13,13,13,1,1,1,"Hawai'i Island",10
1000,"interpolated",1,4.237,4.168,4.306,0.999,0.999,0.999,"Hawai'i Island",10
10000,"interpolated",1,4.261,4.192,4.33,1,1,1,"Hawai'i Island",10
1000,"interpolated",2,2.717,2.677,2.757,0.999,0.999,0.999,"Hawai'i Island",10
10000,"interpolated",2,2.721,2.681,2.761,1,1,1,"Hawai'i Island",10
1000,"interpolated",0,29.968,29.496,30.44,0.993,0.992,0.993,"Kaua'i Island",10
10000,"interpolated",0,37.952,37.829,38.076,1,1,1,"Kaua'i Island",10
1000,"interpolated",1,5.266,5.191,5.341,0.993,0.992,0.993,"Kaua'i Island",10
10000,"interpolated",1,5.361,5.285,5.438,1,1,1,"Kaua'i Island",10
1000,"interpolated",2,2.91,2.859,2.961,0.993,0.992,0.993,"Kaua'i Island",10
10000,"interpolated",2,2.915,2.863,2.966,1,1,1,"Kaua'i Island",10
1000,"interpolated",0,18.385,18.191,18.579,0.999,0.999,0.999,"Maui Nui",10
10000,"interpolated",0,19.938,19.776,20.1,1,1,1,"Maui Nui",10
1000,"interpolated",1,8.471,8.386,8.557,0.999,0.999,0.999,"Maui Nui",10
10000,"interpolated",1,8.545,8.459,8.631,1,1,1,"Maui Nui",10
1000,"interpolated",2,5.696,5.623,5.769,0.999,0.999,0.999,"Maui Nui",10
10000,"interpolated",2,5.72,5.646,5.794,1,1,1,"Maui Nui",10
1000,"interpolated",0,21.849,21.382,22.315,0.994,0.994,0.995,"O'ahu Island",10
10000,"interpolated",0,29.706,29.32,30.091,1,1,1,"O'ahu Island",10
1000,"interpolated",1,7.391,7.323,7.459,0.994,0.994,0.995,"O'ahu Island",10
10000,"interpolated",1,7.491,7.421,7.561,1,1,1,"O'ahu Island",10
1000,"interpolated",2,5.767,5.715,5.82,0.994,0.994,0.995,"O'ahu Island",10
10000,"interpolated",2,5.792,5.739,5.845,1,1,1,"O'ahu Island",10
1000,"interpolated",0,23.359,23.126,23.591,0.997,0.997,0.997,"Hawai'i Island",11
10000,"interpolated",0,25.936,25.785,26.086,1,1,1,"Hawai'i Island",11
1000,"interpolated",1,11.383,11.291,11.476,0.997,0.997,0.997,"Hawai'i Island",11
10000,"interpolated",1,11.518,11.424,11.612,1,1,1,"Hawai'i Island",11
1000,"interpolated",2,8.895,8.809,8.981,0.997,0.997,0.997,"Hawai'i Island",11
10000,"interpolated",2,8.959,8.872,9.046,1,1,1,"Hawai'i Island",11
1000,"interpolated",0,27.467,26.929,28.005,0.994,0.994,0.995,"Kaua'i Island",11
10000,"interpolated",0,36.769,36.462,37.076,1,1,1,"Kaua'i Island",11
1000,"interpolated",1,7.354,7.266,7.442,0.994,0.994,0.994,"Kaua'i Island",11
10000,"interpolated",1,7.477,7.387,7.567,1,1,1,"Kaua'i Island",11
1000,"interpolated",2,4.683,4.609,4.756,0.994,0.994,0.995,"Kaua'i Island",11
10000,"interpolated",2,4.698,4.624,4.772,1,1,1,"Kaua'i Island",11
1000,"interpolated",0,20.635,20.326,20.944,0.997,0.997,0.997,"Maui Nui",11
10000,"interpolated",0,23.856,23.617,24.095,1,1,1,"Maui Nui",11
1000,"interpolated",1,9.391,9.301,9.48,0.997,0.997,0.997,"Maui Nui",11
10000,"interpolated",1,9.492,9.402,9.582,1,1,1,"Maui Nui",11
1000,"interpolated",2,7.101,7.032,7.171,0.997,0.997,0.997,"Maui Nui",11
10000,"interpolated",2,7.141,7.07,7.211,1,1,1,"Maui Nui",11
1000,"interpolated",0,32.294,31.714,32.873,0.993,0.992,0.993,"O'ahu Island",11
10000,"interpolated",0,39.956,39.853,40.058,1,1,1,"O'ahu Island",11
1000,"interpolated",1,8.448,8.317,8.578,0.993,0.992,0.993,"O'ahu Island",11
10000,"interpolated",1,8.608,8.475,8.742,1,1,1,"O'ahu Island",11
1000,"interpolated",2,5.438,5.336,5.54,0.993,0.992,0.993,"O'ahu Island",11
10000,"interpolated",2,5.46,5.357,5.563,1,1,1,"O'ahu Island",11
1000,"interpolated",0,15.169,14.943,15.395,0.999,0.999,0.999,"Hawai'i Island",12
10000,"interpolated",0,15.998,15.951,16.045,1,1,1,"Hawai'i Island",12
1000,"interpolated",1,3.27,3.217,3.324,0.999,0.999,0.999,"Hawai'i Island",12
10000,"interpolated",1,3.293,3.239,3.348,1,1,1,"Hawai'i Island",12
1000,"interpolated",2,1.859,1.829,1.888,0.999,0.999,0.999,"Hawai'i Island",12
10000,"interpolated",2,1.86,1.83,1.89,1,1,1,"Hawai'i Island",12
1000,"interpolated",0,22.032,21.628,22.437,0.995,0.994,0.995,"Kaua'i Island",12
10000,"interpolated",0,29.628,29.34,29.917,1,1,1,"Kaua'i Island",12
1000,"interpolated",1,6.275,6.205,6.345,0.995,0.994,0.995,"Kaua'i Island",12
10000,"interpolated",1,6.36,6.289,6.431,1,1,1,"Kaua'i Island",12
1000,"interpolated",2,3.591,3.545,3.638,0.995,0.994,0.995,"Kaua'i Island",12
10000,"interpolated",2,3.6,3.553,3.647,1,1,1,"Kaua'i Island",12
1000,"interpolated",0,19.543,19.216,19.87,0.997,0.997,0.997,"Maui Nui",12
10000,"interpolated",0,23.866,23.608,24.125,1,1,1,"Maui Nui",12
1000,"interpolated",1,8.807,8.738,8.876,0.997,0.997,0.997,"Maui Nui",12
10000,"interpolated",1,8.901,8.83,8.972,1,1,1,"Maui Nui",12
1000,"interpolated",2,6.959,6.909,7.009,0.997,0.997,0.997,"Maui Nui",12
10000,"interpolated",2,6.996,6.946,7.047,1,1,1,"Maui Nui",12
1000,"interpolated",0,25.371,24.778,25.963,0.997,0.996,0.997,"O'ahu Island",12
10000,"interpolated",0,28,27.959,28.041,1,1,1,"O'ahu Island",12
1000,"interpolated",1,5.94,5.814,6.066,0.997,0.996,0.997,"O'ahu Island",12
10000,"interpolated",1,6.018,5.89,6.145,1,1,1,"O'ahu Island",12
1000,"interpolated",2,3.471,3.387,3.556,0.997,0.996,0.997,"O'ahu Island",12
10000,"interpolated",2,3.479,3.394,3.564,1,1,1,"O'ahu Island",12
1000,"interpolated",0,15.952,15.902,16.002,1,1,1,"Hawai'i Island",13
10000,"interpolated",0,16,16,16,1,1,1,"Hawai'i Island",13
1000,"interpolated",1,6.376,6.271,6.481,1,1,1,"Hawai'i Island",13
10000,"interpolated",1,6.42,6.314,6.526,1,1,1,"Hawai'i Island",13
1000,"interpolated",2,4.214,4.139,4.289,1,1,1,"Hawai'i Island",13
10000,"interpolated",2,4.226,4.151,4.302,1,1,1,"Hawai'i Island",13
1000,"interpolated",0,24.709,24.306,25.113,0.992,0.992,0.993,"Kaua'i Island",13
10000,"interpolated",0,39.627,39.143,40.111,1,1,1,"Kaua'i Island",13
1000,"interpolated",1,4.032,3.978,4.086,0.992,0.992,0.993,"Kaua'i Island",13
10000,"interpolated",1,4.102,4.046,4.157,1,1,1,"Kaua'i Island",13
1000,"interpolated",2,2.309,2.284,2.334,0.992,0.992,0.993,"Kaua'i Island",13
10000,"interpolated",2,2.312,2.287,2.336,1,1,1,"Kaua'i Island",13
1000,"interpolated",0,22.43,22.201,22.66,0.998,0.998,0.998,"Maui Nui",13
10000,"interpolated",0,23.999,23.993,24.006,1,1,1,"Maui Nui",13
1000,"interpolated",1,8.478,8.375,8.581,0.998,0.998,0.998,"Maui Nui",13
10000,"interpolated",1,8.572,8.468,8.676,1,1,1,"Maui Nui",13
1000,"interpolated",2,6.366,6.285,6.448,0.998,0.997,0.998,"Maui Nui",13
10000,"interpolated",2,6.397,6.315,6.479,1,1,1,"Maui Nui",13
1000,"interpolated",0,29.914,29.589,30.24,0.993,0.993,0.993,"O'ahu Island",13
10000,"interpolated",0,37.784,37.488,38.081,1,1,1,"O'ahu Island",13
1000,"interpolated",1,6.842,6.763,6.922,0.993,0.993,0.993,"O'ahu Island",13
10000,"interpolated",1,6.964,6.883,7.044,1,1,1,"O'ahu Island",13
1000,"interpolated",2,4.035,3.979,4.091,0.993,0.993,0.994,"O'ahu Island",13
10000,"interpolated",2,4.046,3.99,4.102,1,1,1,"O'ahu Island",13
1000,"interpolated",0,21.315,21.004,21.627,0.997,0.997,0.997,"Hawai'i Island",14
10000,"interpolated",0,23.982,23.887,24.077,1,1,1,"Hawai'i Island",14
1000,"interpolated",1,5.779,5.698,5.859,0.997,0.997,0.997,"Hawai'i Island",14
10000,"interpolated",1,5.843,5.761,5.924,1,1,1,"Hawai'i Island",14
1000,"interpolated",2,3.165,3.121,3.209,0.997,0.997,0.997,"Hawai'i Island",14
10000,"interpolated",2,3.171,3.127,3.215,1,1,1,"Hawai'i Island",14
1000,"interpolated",0,27.744,27.256,28.233,0.993,0.993,0.993,"Kaua'i Island",14
10000,"interpolated",0,37.58,37.183,37.976,1,1,1,"Kaua'i Island",14
1000,"interpolated",1,3.436,3.386,3.486,0.993,0.993,0.993,"Kaua'i Island",14
10000,"interpolated",1,3.496,3.445,3.547,1,1,1,"Kaua'i Island",14
