"m","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL","geo_entity2","iteration"
1,"interpolated",0,1,1,1,0.261,0.257,0.265,"Hawai'i Island",1
100,"interpolated",0,7.563,7.496,7.63,0.991,0.991,0.991,"Hawai'i Island",1
200,"interpolated",0,8.164,8.084,8.245,0.996,0.996,0.996,"Hawai'i Island",1
300,"interpolated",0,8.479,8.402,8.557,0.998,0.998,0.998,"Hawai'i Island",1
400,"interpolated",0,8.67,8.602,8.737,0.999,0.998,0.999,"Hawai'i Island",1
500,"interpolated",0,8.789,8.734,8.844,0.999,0.999,0.999,"Hawai'i Island",1
600,"interpolated",0,8.865,8.822,8.908,0.999,0.999,1,"Hawai'i Island",1
700,"interpolated",0,8.914,8.881,8.947,1,1,1,"Hawai'i Island",1
800,"interpolated",0,8.945,8.92,8.969,1,1,1,"Hawai'i Island",1
900,"interpolated",0,8.965,8.946,8.983,1,1,1,"Hawai'i Island",1
1000,"interpolated",0,8.977,8.964,8.991,1,1,1,"Hawai'i Island",1
1,"interpolated",0,1,1,1,0.207,0.204,0.21,"Kaua'i Island",1
100,"interpolated",0,13.763,13.526,13.999,0.945,0.944,0.947,"Kaua'i Island",1
200,"interpolated",0,17.945,17.585,18.306,0.967,0.966,0.969,"Kaua'i Island",1
300,"interpolated",0,20.672,20.23,21.114,0.977,0.976,0.978,"Kaua'i Island",1
400,"interpolated",0,22.639,22.137,23.14,0.983,0.982,0.984,"Kaua'i Island",1
500,"interpolated",0,24.139,23.59,24.687,0.987,0.986,0.987,"Kaua'i Island",1
600,"interpolated",0,25.328,24.742,25.914,0.989,0.989,0.99,"Kaua'i Island",1
700,"interpolated",0,26.297,25.682,26.913,0.991,0.991,0.992,"Kaua'i Island",1
800,"interpolated",0,27.105,26.467,27.744,0.993,0.992,0.993,"Kaua'i Island",1
900,"interpolated",0,27.789,27.133,28.446,0.994,0.993,0.994,"Kaua'i Island",1
1000,"interpolated",0,28.377,27.708,29.046,0.995,0.994,0.995,"Kaua'i Island",1
1,"interpolated",0,1,1,1,0.395,0.386,0.404,"Maui Nui",1
100,"interpolated",0,10.339,10.164,10.514,0.978,0.976,0.979,"Maui Nui",1
200,"interpolated",0,11.829,11.553,12.106,0.989,0.988,0.99,"Maui Nui",1
300,"interpolated",0,12.692,12.345,13.038,0.993,0.992,0.994,"Maui Nui",1
400,"interpolated",0,13.319,12.925,13.713,0.994,0.994,0.995,"Maui Nui",1
500,"interpolated",0,13.812,13.387,14.238,0.996,0.995,0.996,"Maui Nui",1
600,"interpolated",0,14.213,13.766,14.661,0.996,0.996,0.997,"Maui Nui",1
700,"interpolated",0,14.545,14.083,15.008,0.997,0.997,0.997,"Maui Nui",1
800,"interpolated",0,14.825,14.352,15.297,0.997,0.997,0.998,"Maui Nui",1
900,"interpolated",0,15.062,14.584,15.54,0.998,0.998,0.998,"Maui Nui",1
1000,"interpolated",0,15.266,14.785,15.747,0.998,0.998,0.998,"Maui Nui",1
1,"interpolated",0,1,1,1,0.386,0.378,0.393,"O'ahu Island",1
100,"interpolated",0,9.971,9.707,10.235,0.957,0.955,0.959,"O'ahu Island",1
200,"interpolated",0,13.351,12.942,13.76,0.973,0.972,0.974,"O'ahu Island",1
300,"interpolated",0,15.66,15.161,16.159,0.98,0.979,0.981,"O'ahu Island",1
400,"interpolated",0,17.374,16.819,17.929,0.985,0.984,0.986,"O'ahu Island",1
500,"interpolated",0,18.692,18.104,19.28,0.988,0.988,0.989,"O'ahu Island",1
600,"interpolated",0,19.729,19.124,20.335,0.991,0.99,0.991,"O'ahu Island",1
700,"interpolated",0,20.562,19.95,21.175,0.993,0.992,0.993,"O'ahu Island",1
800,"interpolated",0,21.242,20.629,21.855,0.994,0.993,0.994,"O'ahu Island",1
900,"interpolated",0,21.805,21.197,22.413,0.995,0.995,0.995,"O'ahu Island",1
1000,"interpolated",0,22.277,21.676,22.878,0.996,0.995,0.996,"O'ahu Island",1
1,"interpolated",0,1,1,1,0.282,0.278,0.285,"Hawai'i Island",2
100,"interpolated",0,8.509,8.407,8.611,0.978,0.977,0.979,"Hawai'i Island",2
200,"interpolated",0,10.028,9.887,10.17,0.989,0.989,0.99,"Hawai'i Island",2
300,"interpolated",0,10.895,10.723,11.067,0.993,0.993,0.993,"Hawai'i Island",2
400,"interpolated",0,11.482,11.289,11.676,0.995,0.995,0.995,"Hawai'i Island",2
500,"interpolated",0,11.915,11.71,12.119,0.996,0.996,0.996,"Hawai'i Island",2
600,"interpolated",0,12.248,12.039,12.457,0.997,0.997,0.997,"Hawai'i Island",2
700,"interpolated",0,12.514,12.305,12.722,0.998,0.997,0.998,"Hawai'i Island",2
800,"interpolated",0,12.729,12.524,12.934,0.998,0.998,0.998,"Hawai'i Island",2
900,"interpolated",0,12.907,12.707,13.106,0.998,0.998,0.999,"Hawai'i Island",2
1000,"interpolated",0,13.054,12.861,13.247,0.999,0.999,0.999,"Hawai'i Island",2
1,"interpolated",0,1,1,1,0.24,0.236,0.244,"Kaua'i Island",2
100,"interpolated",0,15.393,15.089,15.697,0.93,0.928,0.932,"Kaua'i Island",2
200,"interpolated",0,20.855,20.402,21.308,0.957,0.955,0.958,"Kaua'i Island",2
300,"interpolated",0,24.52,23.987,25.053,0.969,0.968,0.97,"Kaua'i Island",2
400,"interpolated",0,27.212,26.629,27.794,0.977,0.976,0.978,"Kaua'i Island",2
500,"interpolated",0,29.284,28.666,29.903,0.982,0.981,0.982,"Kaua'i Island",2
600,"interpolated",0,30.932,30.284,31.58,0.985,0.984,0.986,"Kaua'i Island",2
700,"interpolated",0,32.276,31.604,32.949,0.988,0.987,0.988,"Kaua'i Island",2
800,"interpolated",0,33.395,32.701,34.089,0.99,0.989,0.99,"Kaua'i Island",2
900,"interpolated",0,34.341,33.629,35.053,0.991,0.991,0.992,"Kaua'i Island",2
1000,"interpolated",0,35.151,34.424,35.877,0.992,0.992,0.993,"Kaua'i Island",2
1,"interpolated",0,1,1,1,0.334,0.327,0.341,"Maui Nui",2
100,"interpolated",0,9.455,9.336,9.573,0.986,0.985,0.987,"Maui Nui",2
200,"interpolated",0,10.324,10.146,10.503,0.994,0.993,0.994,"Maui Nui",2
300,"interpolated",0,10.843,10.625,11.061,0.995,0.995,0.996,"Maui Nui",2
400,"interpolated",0,11.25,11.012,11.488,0.996,0.996,0.996,"Maui Nui",2
500,"interpolated",0,11.581,11.338,11.824,0.997,0.997,0.997,"Maui Nui",2
600,"interpolated",0,11.85,11.612,12.089,0.998,0.997,0.998,"Maui Nui",2
700,"interpolated",0,12.07,11.842,12.297,0.998,0.998,0.998,"Maui Nui",2
800,"interpolated",0,12.248,12.035,12.461,0.998,0.998,0.999,"Maui Nui",2
900,"interpolated",0,12.393,12.197,12.589,0.999,0.999,0.999,"Maui Nui",2
1000,"interpolated",0,12.51,12.332,12.689,0.999,0.999,0.999,"Maui Nui",2
1,"interpolated",0,1,1,1,0.398,0.393,0.404,"O'ahu Island",2
100,"interpolated",0,7.355,7.167,7.542,0.976,0.974,0.977,"O'ahu Island",2
200,"interpolated",0,9.387,9.075,9.699,0.982,0.981,0.984,"O'ahu Island",2
300,"interpolated",0,10.966,10.563,11.369,0.986,0.985,0.987,"O'ahu Island",2
400,"interpolated",0,12.248,11.779,12.717,0.988,0.988,0.989,"O'ahu Island",2
500,"interpolated",0,13.305,12.787,13.823,0.99,0.99,0.991,"O'ahu Island",2
600,"interpolated",0,14.186,13.631,14.74,0.992,0.991,0.992,"O'ahu Island",2
700,"interpolated",0,14.928,14.347,15.508,0.993,0.993,0.994,"O'ahu Island",2
800,"interpolated",0,15.56,14.96,16.159,0.994,0.994,0.994,"O'ahu Island",2
900,"interpolated",0,16.103,15.491,16.715,0.995,0.995,0.995,"O'ahu Island",2
1000,"interpolated",0,16.574,15.953,17.194,0.996,0.995,0.996,"O'ahu Island",2
1,"interpolated",0,1,1,1,0.484,0.478,0.489,"Hawai'i Island",3
100,"interpolated",0,7.594,7.463,7.724,0.972,0.971,0.973,"Hawai'i Island",3
200,"interpolated",0,9.48,9.311,9.648,0.987,0.987,0.988,"Hawai'i Island",3
300,"interpolated",0,10.454,10.256,10.652,0.993,0.992,0.993,"Hawai'i Island",3
400,"interpolated",0,11.06,10.836,11.284,0.995,0.995,0.995,"Hawai'i Island",3
500,"interpolated",0,11.487,11.24,11.733,0.996,0.996,0.997,"Hawai'i Island",3
600,"interpolated",0,11.812,11.548,12.076,0.997,0.997,0.997,"Hawai'i Island",3
700,"interpolated",0,12.074,11.796,12.352,0.998,0.997,0.998,"Hawai'i Island",3
800,"interpolated",0,12.291,12.002,12.58,0.998,0.998,0.998,"Hawai'i Island",3
900,"interpolated",0,12.475,12.177,12.772,0.998,0.998,0.998,"Hawai'i Island",3
1000,"interpolated",0,12.632,12.327,12.936,0.999,0.998,0.999,"Hawai'i Island",3
1,"interpolated",0,1,1,1,0.24,0.235,0.244,"Kaua'i Island",3
100,"interpolated",0,15.393,15.116,15.671,0.93,0.928,0.932,"Kaua'i Island",3
200,"interpolated",0,20.855,20.418,21.292,0.957,0.955,0.958,"Kaua'i Island",3
300,"interpolated",0,24.52,23.98,25.06,0.969,0.968,0.97,"Kaua'i Island",3
400,"interpolated",0,27.212,26.595,27.829,0.977,0.976,0.978,"Kaua'i Island",3
500,"interpolated",0,29.284,28.607,29.961,0.982,0.981,0.983,"Kaua'i Island",3
600,"interpolated",0,30.932,30.208,31.656,0.985,0.984,0.986,"Kaua'i Island",3
700,"interpolated",0,32.276,31.516,33.036,0.988,0.987,0.988,"Kaua'i Island",3
800,"interpolated",0,33.395,32.609,34.181,0.99,0.989,0.99,"Kaua'i Island",3
900,"interpolated",0,34.341,33.536,35.146,0.991,0.991,0.992,"Kaua'i Island",3
1000,"interpolated",0,35.151,34.334,35.967,0.992,0.992,0.993,"Kaua'i Island",3
1,"interpolated",0,1,1,1,0.27,0.268,0.273,"Maui Nui",3
100,"interpolated",0,6.795,6.664,6.925,0.985,0.984,0.985,"Maui Nui",3
200,"interpolated",0,7.97,7.799,8.142,0.991,0.991,0.991,"Maui Nui",3
300,"interpolated",0,8.691,8.511,8.872,0.994,0.994,0.995,"Maui Nui",3
400,"interpolated",0,9.159,8.976,9.341,0.996,0.996,0.997,"Maui Nui",3
500,"interpolated",0,9.472,9.287,9.657,0.997,0.997,0.998,"Maui Nui",3
600,"interpolated",0,9.689,9.501,9.878,0.998,0.998,0.998,"Maui Nui",3
700,"interpolated",0,9.848,9.654,10.041,0.999,0.998,0.999,"Maui Nui",3
800,"interpolated",0,9.967,9.769,10.166,0.999,0.999,0.999,"Maui Nui",3
900,"interpolated",0,10.062,9.858,10.266,0.999,0.999,0.999,"Maui Nui",3
1000,"interpolated",0,10.139,9.93,10.349,0.999,0.999,0.999,"Maui Nui",3
1,"interpolated",0,1,1,1,0.408,0.4,0.417,"O'ahu Island",3
100,"interpolated",0,7.664,7.472,7.856,0.981,0.979,0.982,"O'ahu Island",3
200,"interpolated",0,9.291,8.968,9.614,0.986,0.985,0.987,"O'ahu Island",3
300,"interpolated",0,10.601,10.18,11.023,0.988,0.987,0.989,"O'ahu Island",3
400,"interpolated",0,11.72,11.227,12.213,0.99,0.989,0.99,"O'ahu Island",3
500,"interpolated",0,12.688,12.143,13.233,0.991,0.99,0.992,"O'ahu Island",3
600,"interpolated",0,13.531,12.95,14.113,0.992,0.992,0.993,"O'ahu Island",3
700,"interpolated",0,14.27,13.663,14.877,0.993,0.993,0.993,"O'ahu Island",3
800,"interpolated",0,14.921,14.297,15.544,0.994,0.994,0.994,"O'ahu Island",3
900,"interpolated",0,15.496,14.863,16.129,0.995,0.994,0.995,"O'ahu Island",3
1000,"interpolated",0,16.007,15.37,16.644,0.995,0.995,0.995,"O'ahu Island",3
1,"interpolated",0,1,1,1,0.275,0.269,0.281,"Hawai'i Island",4
100,"interpolated",0,8.866,8.723,9.01,0.981,0.98,0.982,"Hawai'i Island",4
200,"interpolated",0,10.157,9.979,10.334,0.991,0.991,0.992,"Hawai'i Island",4
300,"interpolated",0,10.799,10.61,10.987,0.995,0.995,0.996,"Hawai'i Island",4
400,"interpolated",0,11.162,10.973,11.351,0.997,0.997,0.997,"Hawai'i Island",4
500,"interpolated",0,11.39,11.208,11.572,0.998,0.998,0.998,"Hawai'i Island",4
600,"interpolated",0,11.545,11.375,11.716,0.999,0.999,0.999,"Hawai'i Island",4
700,"interpolated",0,11.657,11.501,11.813,0.999,0.999,0.999,"Hawai'i Island",4
800,"interpolated",0,11.739,11.599,11.879,0.999,0.999,0.999,"Hawai'i Island",4
900,"interpolated",0,11.801,11.677,11.925,0.999,0.999,1,"Hawai'i Island",4
1000,"interpolated",0,11.848,11.74,11.957,1,0.999,1,"Hawai'i Island",4
1,"interpolated",0,1,1,1,0.21,0.205,0.215,"Kaua'i Island",4
100,"interpolated",0,16.725,16.307,17.143,0.919,0.916,0.922,"Kaua'i Island",4
200,"interpolated",0,22.805,22.233,23.377,0.954,0.953,0.956,"Kaua'i Island",4
300,"interpolated",0,26.515,25.872,27.158,0.97,0.969,0.971,"Kaua'i Island",4
400,"interpolated",0,29.057,28.376,29.737,0.979,0.978,0.979,"Kaua'i Island",4
500,"interpolated",0,30.921,30.221,31.622,0.984,0.983,0.985,"Kaua'i Island",4
600,"interpolated",0,32.353,31.644,33.062,0.987,0.987,0.988,"Kaua'i Island",4
700,"interpolated",0,33.487,32.777,34.197,0.99,0.989,0.99,"Kaua'i Island",4
800,"interpolated",0,34.408,33.702,35.114,0.992,0.991,0.992,"Kaua'i Island",4
900,"interpolated",0,35.17,34.472,35.867,0.993,0.993,0.993,"Kaua'i Island",4
1000,"interpolated",0,35.808,35.122,36.493,0.994,0.994,0.995,"Kaua'i Island",4
1,"interpolated",0,1,1,1,0.25,0.246,0.254,"Maui Nui",4
100,"interpolated",0,10.423,10.297,10.549,0.975,0.974,0.977,"Maui Nui",4
200,"interpolated",0,12.076,11.89,12.262,0.988,0.988,0.989,"Maui Nui",4
300,"interpolated",0,13.046,12.815,13.276,0.992,0.991,0.992,"Maui Nui",4
400,"interpolated",0,13.752,13.485,14.018,0.994,0.993,0.994,"Maui Nui",4
500,"interpolated",0,14.307,14.011,14.603,0.995,0.995,0.995,"Maui Nui",4
600,"interpolated",0,14.762,14.442,15.083,0.996,0.996,0.996,"Maui Nui",4
700,"interpolated",0,15.145,14.804,15.486,0.996,0.996,0.997,"Maui Nui",4
800,"interpolated",0,15.473,15.115,15.83,0.997,0.997,0.997,"Maui Nui",4
900,"interpolated",0,15.757,15.385,16.128,0.997,0.997,0.998,"Maui Nui",4
1000,"interpolated",0,16.006,15.622,16.389,0.998,0.997,0.998,"Maui Nui",4
1,"interpolated",0,1,1,1,0.378,0.372,0.384,"O'ahu Island",4
