"geo_entity2","SPP_CODE3A","RelAbund","Rank","Rank_N","iteration","fit","se.fit","uprS","lwrS"
"33","Maui Nui","CIBMEN",0.112396694214876,9,0.75,"3",0.826839305349764,0.00789656464046806,0.849822772194309,0.803855838505219
"34","Maui Nui","ANTPLA",0.133223140495868,10,0.833333333333333,"3",0.853544306839281,0.00816914205544107,0.877321128042948,0.829767485635614
"35","Maui Nui","CIBGLA",0.228099173553719,11,0.916666666666667,"3",0.92518706629199,0.00895836772679547,0.95126098032986,0.899113152254121
"36","Maui Nui","METPOL",0.391570247933884,12,1,"3",0.974432453774853,0.00886789268244733,1.00024303429027,0.948621873259435
"37","Maui Nui","NOTSAN",0.00142785749982152,1,0.0833333333333333,"4",0.149178493590679,0.00877451529731448,0.174717293131339,0.123639694050019
"38","Maui Nui","DIOSAN",0.00214178624973228,2,0.166666666666667,"4",0.211515669001351,0.00794801297807596,0.23464887959086,0.188382458411842
"39","Maui Nui","SADPAL",0.00285571499964304,3,0.25,"4",0.259954843802685,0.00777973638268617,0.28259827437684,0.23731141322853
"40","Maui Nui","ILEANO",0.00356964374955379,4,0.333333333333333,"4",0.297153890770509,0.00762738955852315,0.319353905968302,0.274953875572716
"41","Maui Nui","COPOCH",0.00571142999928607,5,0.416666666666667,"4",0.377571632865138,0.00788211090541053,0.400513031170312,0.354630234559965
"42","Maui Nui","MYRLES",0.0120653958734918,6,0.5,"4",0.510767815650306,0.00826365479318058,0.534819722346605,0.486715908954007
"43","Maui Nui","ACAKO2",0.0164203612479475,7,0.583333333333333,"4",0.547524359674305,0.00858341402928044,0.57250694649997,0.522541772848641
"44","Maui Nui","SADSOU",0.0371242949953595,8,0.666666666666667,"4",0.626285929847195,0.0083555801449286,0.650605391280302,0.601966468414088
"45","Maui Nui","CIBGLA",0.0542585849932177,9,0.75,"4",0.690165575526225,0.00782672190233635,0.712945760522362,0.667385390530087
"46","Maui Nui","CHETRI",0.0805311629899336,10,0.833333333333333,"4",0.767621968931227,0.00769118190479848,0.790007655916982,0.745236281945473
"47","Maui Nui","CIBMEN",0.194188619975726,11,0.916666666666667,"4",0.905772219841324,0.00859697756491195,0.930794284222821,0.880750155459826
"48","Maui Nui","METPOL",0.589705147426287,12,1,"4",0.996534972444773,0.0110105970435237,1.0285820338709,0.964487911018645
"49","Maui Nui","POLSPP",0.000588339118668,1,0.1,"5",0.0747700513268774,0.0126767005767371,0.111666415843484,0.0378736868102705
"50","Maui Nui","MELCLU",0.002353356474672,2,0.2,"5",0.227315478394632,0.00786515321725333,0.250207520241489,0.204423436547775
"51","Maui Nui","SADPAL",0.002353356474672,3,0.3,"5",0.227315478394632,0.00786515321725333,0.250207520241489,0.204423436547775
"52","Maui Nui","ILEANO",0.00588339118668,4,0.4,"5",0.382964437223951,0.00791077908095623,0.405989276125403,0.3599395983225
"53","Maui Nui","ACAKOA",0.009413425898688,5,0.5,"5",0.470468320772931,0.00794003346195656,0.493578306459901,0.44735833508596
"54","Maui Nui","MYRLES",0.0099429311054892,6,0.6,"5",0.480046793498177,0.00798604563048115,0.503290700605142,0.456802886391212
"55","Maui Nui","CIBGLA",0.098840971936224,7,0.7,"5",0.805110377261784,0.00772033091748989,0.827580904351717,0.782639850171851
"56","Maui Nui","CHETRI",0.0993116432311584,8,0.8,"5",0.80593860960252,0.0077249730476213,0.828422647915221,0.783454571289818
"57","Maui Nui","CIBMEN",0.360063540624816,9,0.9,"5",0.968501068086562,0.00912579385225524,0.995062286791539,0.941939849381586
"58","Maui Nui","METPOL",0.411249043948932,10,1,"5",0.977625450298905,0.00872972457668717,1.00303388352341,0.952217017074403
"59","Maui Nui","CIBSPP",0.00227570120043238,1,0.0909090909090909,"6",0.221666980325877,0.00788858081817486,0.244627209734483,0.198706750917271
"60","Maui Nui","SADSOU",0.00227570120043238,2,0.181818181818182,"6",0.221666980325877,0.00788858081817486,0.244627209734483,0.198706750917271
"61","Maui Nui","PSYHAW",0.00335665927063777,3,0.272727272727273,"6",0.286947037500543,0.00767255477422109,0.309278509006842,0.264615565994243
"62","Maui Nui","ILEANO",0.00455140240086477,4,0.363636363636364,"6",0.337773665220997,0.00762198321559871,0.359957944904802,0.315589385537192
"63","Maui Nui","ACAKOA",0.00739602890140525,5,0.454545454545455,"6",0.425730948047906,0.00795244927474005,0.448877070768441,0.40258482532737
"64","Maui Nui","HEDHIL",0.0135404221425727,6,0.545454545454545,"6",0.526271030934869,0.00842453131131403,0.550791179238618,0.50175088263112
"65","Maui Nui","CIBGLA",0.0341355180064857,7,0.636363636363636,"6",0.615188379822164,0.00854861350621241,0.640069677453791,0.590307082190538
"66","Maui Nui","BROARG",0.0438641406383342,8,0.727272727272727,"6",0.651817279506526,0.00800376781065147,0.675112768175715,0.628521790837337
"67","Maui Nui","CHETRI",0.109518120270808,9,0.818181818181818,"6",0.822564940100905,0.00785446091047727,0.845425861290936,0.799704018910874
"68","Maui Nui","CIBMEN",0.273084144051886,10,0.909090909090909,"6",0.944473632913166,0.00934854119022455,0.971683172285423,0.917264093540909
"69","Maui Nui","METPOL",0.50600216191614,11,1,"6",0.989245789379087,0.0090654561926251,1.01563139138709,0.962860187371083
"70","Maui Nui","CIBGLA",0.00288288288288288,1,0.0909090909090909,"7",0.261545381674332,0.00777497010424872,0.28417493968397,0.238915823664694
"71","Maui Nui","COPRHY",0.00425225225225225,2,0.181818181818182,"7",0.326284038654237,0.00758369130567787,0.348356867234664,0.30421121007381
"72","Maui Nui","DIOSAN",0.00425225225225225,3,0.272727272727273,"7",0.326284038654237,0.00758369130567787,0.348356867234664,0.30421121007381
"73","Maui Nui","NESSAN",0.00425225225225225,4,0.363636363636364,"7",0.326284038654237,0.00758369130567787,0.348356867234664,0.30421121007381
"74","Maui Nui","ILEANO",0.00864864864864865,5,0.454545454545455,"7",0.455095198306373,0.00791201919795721,0.478123646649307,0.43206674996344
"75","Maui Nui","SADPAL",0.0115315315315315,6,0.545454545454545,"7",0.504085287680225,0.00819223332141461,0.52792931752082,0.48024125783963
"76","Maui Nui","PSYHAW",0.0128288288288288,7,0.636363636363636,"7",0.519289880671708,0.00835473493340363,0.543606882061499,0.494972879281916
"77","Maui Nui","XYLHAW",0.0555675675675676,8,0.727272727272727,"7",0.694756709706047,0.00782261978680924,0.717524955227172,0.671988464184922
"78","Maui Nui","CHETRI",0.0641441441441441,9,0.818181818181818,"7",0.723006043317245,0.00780427958325056,0.745720908478732,0.700291178155758
"79","Maui Nui","CIBMEN",0.0922522522522523,10,0.909090909090909,"7",0.792866393587094,0.00767421073630503,0.815202684879133,0.770530102295054
"80","Maui Nui","METPOL",0.739387387387387,11,1,"7",1.00666719078174,0.0159190240677582,1.05300054946582,0.960333832097658
"81","Maui Nui","COPOCH",0.00101347927434884,1,0.0526315789473684,"8",0.110515773292026,0.00848529927103713,0.135212790709256,0.0858187558747962
"82","Maui Nui","DUBPLA",0.00101347927434884,2,0.105263157894737,"8",0.110515773292026,0.00848529927103713,0.135212790709256,0.0858187558747962
"83","Maui Nui","RUBMAC",0.00202695854869768,3,0.157894736842105,"8",0.202392265864129,0.00802481542567303,0.225749014990748,0.179035516737509
"84","Maui Nui","OSTANT",0.00304043782304652,4,0.210526315789474,"8",0.270461767041241,0.00774418110101168,0.293001711647166,0.247921822435317
"85","Maui Nui","MELCLU",0.00405391709739536,5,0.263157894736842,"8",0.318288614331921,0.00757684339535677,0.340341511622352,0.29623571704149
"86","Maui Nui","WIKOAH",0.0050673963717442,6,0.315789473684211,"8",0.356286651111718,0.00773687704719688,0.378805336792233,0.333767965431203
"87","Maui Nui","PSYHAW",0.00597952771865815,7,0.368421052631579,"8",0.385929918054072,0.007924307565959,0.408994132494214,0.362865703613931
"88","Maui Nui","ILEANO",0.00608087564609304,8,0.421052631578947,"8",0.389018559751957,0.0079365801678178,0.412118494400919,0.365918625102996
"89","Maui Nui","MYRLES",0.00608087564609304,9,0.473684210526316,"8",0.389018559751957,0.0079365801678178,0.412118494400919,0.365918625102996
"90","Maui Nui","COPFOL",0.0182426269382791,10,0.526315789473684,"8",0.557163909246894,0.00864070106051149,0.582313233716442,0.532014584777346
"91","Maui Nui","VACDEN",0.0233100233100233,11,0.578947368421053,"8",0.577297135309215,0.00880012954864729,0.602910486800383,0.551683783818048
"92","Maui Nui","HEDHIL",0.0241208067295024,12,0.631578947368421,"8",0.580127357066743,0.00881782075336288,0.605792199964051,0.554462514169434
"93","Maui Nui","CIBGLA",0.0243235025843721,13,0.684210526315789,"8",0.580828794948028,0.00882146427422005,0.606504242550626,0.555153347345429
"94","Maui Nui","DODVIS",0.0456065673456978,14,0.736842105263158,"8",0.658410374618295,0.00794639815158282,0.681538885149886,0.635281864086704
"95","Maui Nui","BROARG",0.0781392520522955,15,0.789473684210526,"8",0.761840109339494,0.00770760691939005,0.784273602402382,0.739406616276606
"96","Maui Nui","CIBMEN",0.0851322590453025,16,0.842105263157895,"8",0.778114740202888,0.00766999128939175,0.800438750519257,0.755790729886519
"97","Maui Nui","CHETRI",0.0998277085233607,17,0.894736842105263,"8",0.806840010480388,0.00773024043640956,0.829339379871994,0.784340641088783
"98","Maui Nui","STYTAM",0.123644471470558,18,0.947368421052632,"8",0.842090048099651,0.00805678281026514,0.865539840385838,0.818640255813463
"99","Maui Nui","METPOL",0.443295834600182,19,1,"8",0.98215163574367,0.00861887889397958,1.00723744537306,0.957065826114284
"100","Maui Nui","ACAKOA",0.0048257890165042,1,0.125,"9",0.347802147760342,0.00767853203315544,0.370151016468943,0.325453279051741
"101","Maui Nui","SADSOU",0.00772126242640672,2,0.25,"9",0.433870048211463,0.00793667780096678,0.456970267028078,0.410769829394848
"102","Maui Nui","ILEANO",0.0115818936396101,3,0.375,"9",0.504743093159494,0.00819914916459581,0.528607252013109,0.48087893430588
"103","Maui Nui","CIBGLA",0.0617700994112537,4,0.5,"9",0.715520917682046,0.00781146017834732,0.738256682434284,0.692785152929807
"104","Maui Nui","CHEFOR",0.0744136666344947,5,0.625,"9",0.752359487945078,0.00773705910719194,0.774878703523093,0.729840272367063
"105","Maui Nui","CHETRI",0.125470514429109,6,0.75,"9",0.844372450974381,0.00808033717238622,0.867890799769063,0.820854102179699
"106","Maui Nui","CIBMEN",0.274104816137438,7,0.875,"9",0.944843878702579,0.0093536163440784,0.972068189641415,0.917619567763744
"107","Maui Nui","METPOL",0.440111958305183,8,1,"9",0.981734552777382,0.00862137191982441,1.00682761852123,0.956641487033539
"108","Maui Nui","MYRSAN",0.000744546199091654,1,0.1,"10",0.087906907831846,0.00911942373625346,0.114449585898382,0.0613642297653098
"109","Maui Nui","POLOAH",0.000744546199091654,2,0.2,"10",0.087906907831846,0.00911942373625346,0.114449585898382,0.0613642297653098
"110","Maui Nui","ILEANO",0.00595636959273323,3,0.3,"10",0.385218762621331,0.00792121643989574,0.408273980137288,0.362163545105374
"111","Maui Nui","MYRLES",0.00670091579182488,4,0.4,"10",0.407095372969183,0.0079708667189549,0.430295100863328,0.383895645075038
"112","Maui Nui","ACAKOA",0.0156354701809247,5,0.5,"10",0.542624286620473,0.00855389229755817,0.567520948518891,0.517727624722055
"113","Maui Nui","CIBGLA",0.038716402352766,6,0.6,"10",0.632282073986316,0.00825665186261301,0.656313598196072,0.608250549776559
"114","Maui Nui","CHEFOR",0.0574045119499665,7,0.7,"10",0.7010816995673,0.00781894937217219,0.723839262107033,0.678324137027568
"115","Maui Nui","CHETRI",0.0699873427146154,8,0.8,"10",0.740303520577582,0.00777172757912883,0.762923641006198,0.717683400148965
"116","Maui Nui","CIBMEN",0.265058446876629,9,0.9,"10",0.941468888278325,0.00930171585668917,0.968542139460743,0.914395637095907
"117","Maui Nui","METPOL",0.539051448142357,10,1,"10",0.992342547375798,0.0096835296575802,1.0205270925491,0.964158002202497
"118","Maui Nui","MELCLU",0.000661944793804197,1,0.0769230769230769,"11",0.0811467823385977,0.0105924127256269,0.111976691009965,0.0503168736672304
"119","Maui Nui","PITGLA",0.000661944793804197,2,0.153846153846154,"11",0.0811467823385977,0.0105924127256269,0.111976691009965,0.0503168736672304
"120","Maui Nui","PSYHAW",0.00390547428344476,3,0.230769230769231,"11",0.312074879991345,0.00758252311948117,0.334144308489591,0.290005451493098
"121","Maui Nui","PSYSPP",0.00529555835043357,4,0.307692307692308,"11",0.364035441071947,0.00779285897412425,0.386717065805077,0.341353816338817
"122","Maui Nui","ILEANO",0.00595750314423777,5,0.384615384615385,"11",0.385253619471531,0.00792137023131587,0.408309284607455,0.362197954335606
"123","Maui Nui","MYRLES",0.0112530614946713,6,0.461538461538462,"11",0.500340058659488,0.00815365401358537,0.524071800906332,0.476608316412645
"124","Maui Nui","ACAKOA",0.0125769510822797,7,0.538461538461538,"11",0.516604078967776,0.00832643389080302,0.540838708325692,0.492369449609861
"125","Maui Nui","HEDHIL",0.0157542860925399,8,0.615384615384615,"11",0.543401566654369,0.00855876381874197,0.568312407433187,0.518490725875551
"126","Maui Nui","CIBGLA",0.0291255709273847,9,0.692307692307692,"11",0.597308858524559,0.00879484551455068,0.622906830489567,0.571710886559552
"127","Maui Nui","BROARG",0.0510359436023036,10,0.769230769230769,"11",0.678591571554149,0.00784733118329503,0.701431741207814,0.655751401900484
"128","Maui Nui","CHETRI",0.117495200900245,11,0.846153846153846,"11",0.834021609923566,0.00797144148333454,0.857223010706956,0.810820209140176
"129","Maui Nui","CIBMEN",0.243595684119944,12,0.923076923076923,"11",0.932544918270487,0.00912252873811316,0.959096633647619,0.905993202893355
"130","Maui Nui","METPOL",0.502680876414907,13,1,"11",0.988914362064304,0.0090171124594871,1.01515925648131,0.962669467647297
"131","Maui Nui","DODVIS",0.00102764361319494,1,0.0555555555555556,"12",0.111779289321084,0.00851681059498008,0.136568022503592,0.0869905561385756
"132","Maui Nui","ILEANO",0.00102764361319494,2,0.111111111111111,"12",0.111779289321084,0.00851681059498008,0.136568022503592,0.0869905561385756
"133","Maui Nui","SCAGAU",0.00102764361319494,3,0.166666666666667,"12",0.111779289321084,0.00851681059498008,0.136568022503592,0.0869905561385756
"134","Maui Nui","SYZSAN",0.00102764361319494,4,0.222222222222222,"12",0.111779289321084,0.00851681059498008,0.136568022503592,0.0869905561385756
"135","Maui Nui","MELCLU",0.00205528722638989,5,0.277777777777778,"12",0.204678996521293,0.00800330787275799,0.22797314651122,0.181384846531366
"136","Maui Nui","NOTSAN",0.00205528722638989,6,0.333333333333333,"12",0.204678996521293,0.00800330787275799,0.22797314651122,0.181384846531366
"137","Maui Nui","DIOSAN",0.00308293083958483,7,0.388888888888889,"12",0.272781250923848,0.00773505813763013,0.295294642549337,0.250267859298358
"138","Maui Nui","MYRLES",0.00822114890555955,8,0.444444444444444,"12",0.445671409767435,0.00791705563562378,0.468714516990957,0.422628302543913
"139","Maui Nui","COPOCH",0.0092487925187545,9,0.5,"12",0.467315802242278,0.00792989292137429,0.490396273223947,0.444235331260609
"140","Maui Nui","PSYMA2",0.0113040797451444,10,0.555555555555556,"12",0.501040113304529,0.00816074807627728,0.524792503283911,0.477287723325146
"141","Maui Nui","WIKOAH",0.0154146541979242,11,0.611111111111111,"12",0.541143149977347,0.00854434781124409,0.566012032025319,0.516274267929375
"142","Maui Nui","ACAKO2",0.0236358031034837,12,0.666666666666667,"12",0.578439686923525,0.008807805691807,0.604075380330429,0.55280399351662
"143","Maui Nui","STYTAM",0.0328845956222382,13,0.722222222222222,"12",0.610629840644282,0.00862462302909039,0.635732368953864,0.5855273123347
"144","Maui Nui","CIBGLA",0.0411057445277978,14,0.777777777777778,"12",0.641339723779118,0.00812444683036762,0.66498645661267,0.617692990945566
"145","Maui Nui","PSYODO",0.0792313225773302,15,0.833333333333333,"12",0.764508710469274,0.00769975825007973,0.786919359467802,0.742098061470746
"146","Maui Nui","CHETRI",0.0904326379611551,16,0.888888888888889,"12",0.789256194536233,0.00766846214720937,0.811575754184463,0.766936634888003
"147","Maui Nui","METPOL",0.299044291439729,17,0.944444444444444,"12",0.953131665899591,0.00941408878943249,0.980531985838047,0.925731345961135
"148","Maui Nui","CIBMEN",0.378172849655739,18,1,"12",0.972044540352513,0.00897668608928599,0.998171771180166,0.94591730952486
"149","Maui Nui","MYOSAN",0.00108495171964848,1,0.0666666666666667,"13",0.116961136769167,0.00864022839469436,0.142109085514001,0.0918131880243343
"150","Maui Nui","POUSAN",0.00108495171964848,2,0.133333333333333,"13",0.116961136769167,0.00864022839469436,0.142109085514001,0.0918131880243343
"151","Maui Nui","SYZSAN",0.00325485515894543,3,0.2,"13",0.281827299394418,0.00769603865519311,0.304227122269227,0.259427476519609
"152","Maui Nui","PSYODO",0.0043398068785939,4,0.266666666666667,"13",0.329713157606521,0.00759169890408076,0.351809292824806,0.307617022388237
"153","Maui Nui","PSYHAW",0.00640121514592601,5,0.333333333333333,"13",0.3985318390323,0.00796243059761692,0.421707013044612,0.375356665019988
"154","Maui Nui","ACAKOA",0.0108495171964848,6,0.4,"13",0.49457505364474,0.00809787330783186,0.51814444250633,0.471005664783149
"155","Maui Nui","MELCLU",0.0130194206357817,7,0.466666666666667,"13",0.521244847121393,0.00837490734306093,0.545620561626272,0.496869132616513
"156","Maui Nui","HEDHIL",0.0258218509276337,8,0.533333333333333,"13",0.585970318308206,0.00883730903833211,0.61169188313104,0.560248753485371
"157","Maui Nui","NESSAN",0.0466529239448845,9,0.6,"13",0.66234961783982,0.00791864119511964,0.685397339937754,0.639301895741886
"158","Maui Nui","CIBGLA",0.0477378756645329,10,0.666666666666667,"13",0.666412990814808,0.00789473171445248,0.689391122808538,0.643434858821078
"159","Maui Nui","CIBMEN",0.0520776825431268,11,0.733333333333333,"13",0.682372333527839,0.00783855218435454,0.705186951332028,0.659557715723651
"160","Maui Nui","DIOSAN",0.0585873928610177,12,0.8,"13",0.705078294377276,0.00781715281337343,0.727830627915352,0.682325960839199
"161","Maui Nui","BROARG",0.0836497775848975,13,0.866666666666667,"13",0.774821205515924,0.00767502740700415,0.797159873781343,0.752482537250506
"162","Maui Nui","CHETRI",0.114462406422914,14,0.933333333333333,"13",0.829806876852164,0.00792705960691121,0.85287910128714,0.806734652417189
"163","Maui Nui","METPOL",0.530975371595964,15,1,"13",0.991616796124471,0.00951092893110802,1.01929897561664,0.963934616632303
"164","Maui Nui","MYOSAN",0.000605033881897386,1,0.0909090909090909,"14",0.0762638778503231,0.012139610202293,0.111597005772842,0.0409307499278041
"165","Maui Nui","POUSAN",0.000605033881897386,2,0.181818181818182,"14",0.0762638778503231,0.012139610202293,0.111597005772842,0.0409307499278041
"166","Maui Nui","PSYODO",0.00242013552758954,3,0.272727272727273,"14",0.232036114202349,0.00784951040246033,0.254882626615646,0.209189601789052
"167","Maui Nui","MYRLES",0.00544530493707648,4,0.363636363636364,"14",0.368993314955523,0.00782766061419216,0.391776232133793,0.346210397777254
"168","Maui Nui","ILEANO",0.00968054211035818,5,0.454545454545455,"14",0.475405695814417,0.00796086774739584,0.498576321049143,0.45223507057969
"169","Maui Nui","NESSAN",0.0260164569215876,6,0.545454545454545,"14",0.58663507998632,0.00883783448797346,0.612358174164635,0.560911985808005
"170","Maui Nui","DIOSAN",0.0326718296224589,7,0.636363636363636,"14",0.609860501208091,0.00863687943194291,0.634998702578228,0.584722299837954
"171","Maui Nui","CIBGLA",0.0349709583736689,8,0.727272727272727,"14",0.6182640121951,0.00849525136478327,0.642989995830814,0.593538028559386
"172","Maui Nui","CHETRI",0.115016940948693,9,0.818181818181818,"14",0.83058990557059,0.00793523087253169,0.853685913007544,0.807493898133635
"173","Maui Nui","CIBMEN",0.261374636979671,10,0.909090909090909,"14",0.940032167849029,0.00927624466035458,0.96703128345185,0.913033052246208
"174","Maui Nui","METPOL",0.511193126815102,11,1,"14",0.989755768287314,0.00914633291029628,1.01637676726143,0.963134769313195
"175","Maui Nui","MYRSAN",0.00113314447592068,1,0.0714285714285714,"15",0.121392821577443,0.00872784284152661,0.146795777888928,0.0959898652659587
"176","Maui Nui","POLOAH",0.00113314447592068,2,0.142857142857143,"15",0.121392821577443,0.00872784284152661,0.146795777888928,0.0959898652659587
"177","Maui Nui","ILEANO",0.00453257790368272,3,0.214285714285714,"15",0.337068793360112,0.00761873242038482,0.359243611392247,0.314893975327977
"178","Maui Nui","MYRLES",0.00453257790368272,4,0.285714285714286,"15",0.337068793360112,0.00761873242038482,0.359243611392247,0.314893975327977
"179","Maui Nui","COPRHY",0.00668555240793201,5,0.357142857142857,"15",0.406664204260616,0.00797075204402878,0.429863598385903,0.383464810135329
"180","Maui Nui","DIOSAN",0.00668555240793201,6,0.428571428571429,"15",0.406664204260616,0.00797075204402878,0.429863598385903,0.383464810135329
"181","Maui Nui","NESSAN",0.00668555240793201,7,0.5,"15",0.406664204260616,0.00797075204402878,0.429863598385903,0.383464810135329
"182","Maui Nui","SADSOU",0.00906515580736544,8,0.571428571428571,"15",0.463699038826336,0.00792119138550259,0.486754183419846,0.440643894232825
"183","Maui Nui","PSYHAW",0.0201699716713881,9,0.642857142857143,"15",0.565582029311848,0.00870269594201448,0.590911793930806,0.54025226469289
"184","Maui Nui","CIBGLA",0.0453257790368272,10,0.714285714285714,"15",0.657350391889633,0.00795467989108154,0.680503006964637,0.63419777681463
"185","Maui Nui","XYLHAW",0.0873654390934844,11,0.785714285714286,"15",0.78292653275806,0.00766608822988165,0.805239182964947,0.760613882551172
"186","Maui Nui","CHETRI",0.0917847025495751,12,0.857142857142857,"15",0.791948716217757,0.00767242698112761,0.814279815773916,0.769617616661598
"187","Maui Nui","CIBMEN",0.240226628895184,13,0.928571428571429,"15",0.931015246128275,0.00908861728203134,0.957468259998867,0.904562232257684
"188","Maui Nui","METPOL",0.474674220963173,14,1,"15",0.985941408858396,0.00871939407682098,1.0113197744887,0.960563043228091
"189","Maui Nui","POLOAH",0.000872828838264816,1,0.1,"16",0.0983947054945049,0.00832930022515877,0.122637677505667,0.0741517334833432
"190","Maui Nui","ILEANO",0.00349131535305927,2,0.2,"16",0.293474732974235,0.00764300648901764,0.315720202267647,0.271229263680822
"191","Maui Nui","MYRLES",0.00436414419132408,3,0.3,"16",0.330656182103846,0.00759442753336217,0.352760259175769,0.308552105031923
"192","Maui Nui","PSYHAW",0.00514969014576242,4,0.4,"16",0.359109634638254,0.00775725798364457,0.381687640364692,0.336531628911816
"193","Maui Nui","HEDHIL",0.0207733263507026,5,0.5,"16",0.567973844297039,0.00872295897206804,0.593362585787663,0.542585102806414
"194","Maui Nui","CIBGLA",0.0244392074714149,6,0.6,"16",0.581228331218857,0.00882339306435999,0.606909392691062,0.555547269746651
"195","Maui Nui","BROARG",0.0672951034302173,7,0.7,"16",0.732532270593201,0.00778926937741868,0.755203447570804,0.709861093615599
"196","Maui Nui","CIBMEN",0.139652614122371,8,0.8,"16",0.860578743991448,0.00822891636424423,0.884529542222732,0.836627945760165
"197","Maui Nui","CHETRI",0.173256524395566,9,0.9,"16",0.890924086961728,0.00843598753172593,0.915477579342805,0.866370594580651
"198","Maui Nui","METPOL",0.560705245701318,10,1,"16",0.994204405828202,0.0102049147218445,1.02390647626513,0.964502335391276
"199","Maui Nui","MYRLES",0.000956846234810066,1,0.0909090909090909,"17",0.10554030338662,0.00837112334155301,0.129905004308105,0.0811756024651349
