"geo_entity2","mean_MAP","r_MAP","mean_MAT","r_MAT","mean_PET","r_PET","mean_Arid","r_Arid","mean_minElev","mean_maxElev","r_Elev","mean_SubstrateAge","mean_minSubstrateAge","mean_maxSubstrateAge","r_SubstrateAge","m_PlotArea","sd_PlotArea"
"Hawai'i Island",2549.40740979004,3184.43819763184,17.4275142269135,11.5292012500763,2394.7656295166,2350.71202270508,1.12425303283326,1.58276918421507,74.4988324356079,1964.61803222656,1890.11919979095,18485.7825,183.735,126923.75,126740.015,7415.7837,485.556585036214
"Kaua'i Island",1685.39001672363,2045.81582763672,19.2608694019318,7.09916607856752,2768.14860778809,1855.58796264648,0.605779850768303,0.706651323009283,80.3310569000245,1142.92816162109,1062.59710472107,4275025,2347500,4750000,2402500,7302.0772,473.56490542977
"Maui Nui",3919.35240380859,5451.9013293457,16.3416762523651,9.22116952896118,2301.34538781738,1463.56267822265,1.84503356408518,3.17778536391525,339.375524291992,1710.11761962891,1370.74209533691,697485.133333333,6524.75,1426450,1419925.25,7921.9104,240.063931429892
"O'ahu Island",2007.46090368652,2490.49280151367,20.7014862632752,4.26382774353027,3289.78339990234,1396.5613256836,0.619488098671131,0.812522592859716,69.819818406105,776.254543457031,706.434725050927,2521894.44444444,1446000,3251700,1805700,7389.2781,438.817217482382
