"geo_entity2","SPP_CODE3A","RelAbund","Rank","Rank_N","iteration","RankN_pred"
"1","Maui Nui","ILEANO",0.00267183220893728,1,0.0833333333333333,"1",0.346660008496022
"2","Maui Nui","PSYMA2",0.00267183220893728,2,0.166666666666667,"1",0.346660008496022
"3","Maui Nui","SADPAL",0.00267183220893728,3,0.25,"1",0.346660008496022
"4","Maui Nui","MELCLU",0.0033397902611716,4,0.333333333333333,"1",0.391294390097625
"5","Maui Nui","SYZSAN",0.00801549662681184,5,0.416666666666667,"1",0.558058191048658
"6","Maui Nui","ACAKOA",0.0220426157237326,6,0.5,"1",0.66267744033721
"7","Maui Nui","ERYSAN",0.0280542381938414,7,0.583333333333333,"1",0.683238633855013
"8","Maui Nui","PSYODO",0.051499565827266,8,0.666666666666667,"1",0.761471805575713
"9","Maui Nui","CIBMEN",0.106873288357491,9,0.75,"1",0.849980803935592
"10","Maui Nui","CHETRI",0.120232449402178,10,0.833333333333333,"1",0.861342912239315
"11","Maui Nui","CIBGLA",0.259167724266916,11,0.916666666666667,"1",0.937795192043548
"12","Maui Nui","METPOL",0.39275933471378,12,1,"1",0.97791301313607
"13","Maui Nui","ANTPLA",0.000580720092915215,1,0.0714285714285714,"2",0.0975566881830197
"14","Maui Nui","ILEANO",0.00116144018583043,2,0.142857142857143,"2",0.17344429845353
"15","Maui Nui","SYZSAN",0.00174216027874564,3,0.214285714285714,"2",0.254276893597682
"16","Maui Nui","PERSAN",0.00232288037166086,4,0.285714285714286,"2",0.317201779281583
"17","Maui Nui","MELCLU",0.00348432055749129,5,0.357142857142857,"2",0.399519340697066
"18","Maui Nui","PSYSPP",0.00348432055749129,6,0.428571428571429,"2",0.399519340697066
"19","Maui Nui","CIBCHA",0.00464576074332172,7,0.5,"2",0.454746804241517
"20","Maui Nui","SADPAL",0.0116144018583043,8,0.571428571428571,"2",0.61162814053779
"21","Maui Nui","ACAKOA",0.0180023228803717,9,0.642857142857143,"2",0.6486202626276
"22","Maui Nui","CIBGLA",0.0952380952380952,10,0.714285714285714,"2",0.838381140768769
"23","Maui Nui","CIBMEN",0.118466898954704,11,0.785714285714286,"2",0.859930964472038
"24","Maui Nui","CHETRI",0.130081300813008,12,0.857142857142857,"2",0.868832827090034
"25","Maui Nui","SADCYA",0.150987224157956,13,0.928571428571429,"2",0.883111964171804
"26","Maui Nui","METPOL",0.458188153310105,14,1,"2",0.991219981883858
"27","Maui Nui","POLOAH",0.00138792505204719,1,0.0714285714285714,"3",0.206443564796262
"28","Maui Nui","RUBMAC",0.00138792505204719,2,0.142857142857143,"3",0.206443564796262
"29","Maui Nui","MYRLES",0.00208188757807078,3,0.214285714285714,"3",0.293432274419951
"30","Maui Nui","MELCLU",0.00277585010409438,4,0.285714285714286,"3",0.354492024941469
"31","Maui Nui","SADSPP",0.00277585010409438,5,0.357142857142857,"3",0.354492024941469
"32","Maui Nui","ACAKOA",0.00693962526023595,6,0.428571428571429,"3",0.532016318119051
"33","Maui Nui","STYTAM",0.00832755031228314,7,0.5,"3",0.564573687199048
"34","Maui Nui","ILEANO",0.0104094378903539,8,0.571428571428571,"3",0.598222037166987
"35","Maui Nui","COPFOL",0.0124913254684247,9,0.642857142857143,"3",0.619404326849797
"36","Maui Nui","VACDEN",0.0152671755725191,10,0.714285714285714,"3",0.63692810263846
"37","Maui Nui","CIBGLA",0.0971547536433033,11,0.785714285714286,"3",0.840434648312861
"38","Maui Nui","CHETRI",0.166551006245663,12,0.857142857142857,"3",0.892724423912872
"39","Maui Nui","CIBMEN",0.241498959056211,13,0.928571428571429,"3",0.930561322205963
"40","Maui Nui","METPOL",0.430950728660652,14,1,"3",0.986028227022833
"41","Maui Nui","MYRLES",0.00066006600660066,1,0.0769230769230769,"4",0.10630110230079
"42","Maui Nui","PSYMA2",0.00198019801980198,2,0.153846153846154,"4",0.282432568150377
"43","Maui Nui","MELCLU",0.00264026402640264,3,0.230769230769231,"4",0.344204436756082
"44","Maui Nui","SADPAL",0.00264026402640264,4,0.307692307692308,"4",0.344204436756082
"45","Maui Nui","SADSOU",0.00264026402640264,5,0.384615384615385,"4",0.344204436756082
"46","Maui Nui","SADSPP",0.00264026402640264,6,0.461538461538462,"4",0.344204436756082
"47","Maui Nui","ILEANO",0.00594059405940594,7,0.538461538461538,"4",0.502334265972799
"48","Maui Nui","POLSPP",0.00594059405940594,8,0.615384615384615,"4",0.502334265972799
"49","Maui Nui","ACAKOA",0.0145214521452145,9,0.692307692307692,"4",0.633002475503689
"50","Maui Nui","CIBGLA",0.0844884488448845,10,0.769230769230769,"4",0.825501454283031
"51","Maui Nui","CHETRI",0.107590759075908,11,0.846153846153846,"4",0.850636237473359
"52","Maui Nui","CIBMEN",0.192739273927393,12,0.923076923076923,"4",0.907399430466262
"53","Maui Nui","METPOL",0.575577557755776,13,1,"4",1.00971302563347
"54","Maui Nui","MYRLES",0.000610836234805449,1,0.0588235294117647,"5",0.1008355725039
"55","Maui Nui","RAUSAN",0.000610836234805449,2,0.117647058823529,"5",0.1008355725039
"56","Maui Nui","PLEAUW",0.0012216724696109,3,0.176470588235294,"5",0.182282138397397
"57","Maui Nui","PSYSPP",0.0012216724696109,4,0.235294117647059,"5",0.182282138397397
"58","Maui Nui","REYSAN",0.0012216724696109,5,0.294117647058824,"5",0.182282138397397
"59","Maui Nui","WIKMON",0.0012216724696109,6,0.352941176470588,"5",0.182282138397397
"60","Maui Nui","SADPAL",0.00244334493922179,7,0.411764705882353,"5",0.327977366820711
"61","Maui Nui","ILEANO",0.00549752611324904,8,0.470588235294118,"5",0.487303705658708
"62","Maui Nui","POUSAN",0.00610836234805449,9,0.529411764705882,"5",0.507716464340161
"63","Maui Nui","ACAKOA",0.00794087105247083,10,0.588235294117647,"5",0.556434214947701
"64","Maui Nui","DIOSAN",0.00855170728727628,11,0.647058823529412,"5",0.56898879378786
"65","Maui Nui","ERYSAN",0.0256551218618288,12,0.705882352941177,"5",0.67488261425402
