"geo_entity2","value","l.QD","h.QD"
"Hawai'i",30.0226350189199,28.0194083247334,31.9839559683523
"Maui Nui",14.7080321067821,12.8970392541486,16.8105026830808
"O'ahu",11.190306122449,6.87845663265306,15.9986479591837
"Kaua'i",16.3744825708061,8.80544458061003,24.6665788398693
