"geo_entity2","beta_S","l.QD","h.QD"
"Hawai'i",5.10744897959184,4.87760357142857,5.34236567460318
"Maui Nui",3.54374891774892,3.34980957148011,3.76651132369614
"O'ahu",7.27958503401361,7.00371147959184,7.57612568027211
"Kaua'i",11.7983045051354,11.3438291695845,12.2760114262372
