"geo_entity2","index","value"
"O'ahu Island","beta_S_PIE",1.35595695100421
"O'ahu Island","beta_S_PIE",2.64084215435345
"O'ahu Island","beta_S_PIE",3.28898618179268
"O'ahu Island","beta_S_PIE",2.6637362045248
"O'ahu Island","beta_S_PIE",2.94384565654283
"O'ahu Island","beta_S_PIE",1.78959542244602
"O'ahu Island","beta_S_PIE",1.13362698459599
"O'ahu Island","beta_S_PIE",1.76631252035878
"O'ahu Island","beta_S_PIE",1.11069342968277
"O'ahu Island","beta_S_PIE",3.28898618179268
"O'ahu Island","beta_S_PIE",3.28898618179268
