"geo_entity2","SPP_CODE3A","RelAbund","Rank","Rank_N","iteration","RankN_pred"
"23","Maui Nui","PSYSPP",0.00353045013239188,5,0.416666666666667,"2",0.394956902287967
"24","Maui Nui","MYRLES",0.00750220653133275,6,0.5,"2",0.53742321240382
"25","Maui Nui","SADPAL",0.0088261253309797,7,0.583333333333333,"2",0.563892101288411
"26","Maui Nui","ACAKOA",0.0141218005295675,8,0.666666666666667,"2",0.623734274045387
"27","Maui Nui","CHETRI",0.0829655781112092,9,0.75,"2",0.802653875643564
"28","Maui Nui","CIBGLA",0.100617828773169,10,0.833333333333333,"2",0.828661395506947
"29","Maui Nui","CIBMEN",0.254192409532215,11,0.916666666666667,"2",0.937776993988774
"30","Maui Nui","METPOL",0.522947925860547,12,1,"2",1.00608633572581
"31","Maui Nui","MELCLU",0.000508001016002032,1,0.0588235294117647,"3",0.093789205925407
"32","Maui Nui","MELPSE",0.000508001016002032,2,0.117647058823529,"3",0.093789205925407
"33","Maui Nui","STYTAM",0.000508001016002032,3,0.176470588235294,"3",0.093789205925407
"34","Maui Nui","MELHAL",0.0015240030480061,4,0.235294117647059,"3",0.241343220622642
"35","Maui Nui","MELVOL",0.00203200406400813,5,0.294117647058824,"3",0.291620101643543
"36","Maui Nui","MYRLES",0.00203200406400813,6,0.352941176470588,"3",0.291620101643543
"37","Maui Nui","SADSOU",0.00203200406400813,7,0.411764705882353,"3",0.291620101643543
"38","Maui Nui","ACAKOA",0.00406400812801626,8,0.470588235294118,"3",0.422253341820461
"39","Maui Nui","CLEARB",0.00406400812801626,9,0.529411764705882,"3",0.422253341820461
"40","Maui Nui","VACDEN",0.00711201422402845,10,0.588235294117647,"3",0.528169948328299
"41","Maui Nui","ILEANO",0.00812801625603251,11,0.647058823529412,"3",0.550809553891516
"42","Maui Nui","COPFOL",0.00965201930403861,12,0.705882352941177,"3",0.57724264267805
"43","Maui Nui","CIBGLA",0.0426720853441707,13,0.764705882352941,"3",0.720379369542901
"44","Maui Nui","CHETRI",0.1000762001524,14,0.823529411764706,"3",0.827938328969201
"45","Maui Nui","SANPAN",0.195834391668783,15,0.882352941176471,"3",0.910461659614739
"46","Maui Nui","CIBMEN",0.286512573025146,16,0.941176470588235,"3",0.949624026893134
"47","Maui Nui","METPOL",0.332740665481331,17,1,"3",0.96400203424339
"48","Maui Nui","PITGLA",0.000616256855857521,1,0.0526315789473684,"4",0.11391626462743
"49","Maui Nui","WIKOAH",0.000616256855857521,2,0.105263157894737,"4",0.11391626462743
"50","Maui Nui","MYRLES",0.00123251371171504,3,0.157894736842105,"4",0.206639711979099
"51","Maui Nui","NOTSAN",0.00123251371171504,4,0.210526315789474,"4",0.206639711979099
"52","Maui Nui","DODVIS",0.00184877056757256,5,0.263157894736842,"4",0.274767697188158
"53","Maui Nui","MELCLU",0.00246502742343009,6,0.315789473684211,"4",0.326902411874729
"54","Maui Nui","PSYMA2",0.00246502742343009,7,0.368421052631579,"4",0.326902411874729
"55","Maui Nui","SADPAL",0.00246502742343009,8,0.421052631578947,"4",0.326902411874729
"56","Maui Nui","DIOSAN",0.00308128427928761,9,0.473684210526316,"4",0.368850564264185
"57","Maui Nui","COPOCH",0.00493005484686017,10,0.526315789473684,"4",0.45981413431758
"58","Maui Nui","ILEANO",0.00493005484686017,11,0.578947368421053,"4",0.45981413431758
"59","Maui Nui","ACAKO2",0.0147901645405805,12,0.631578947368421,"4",0.628331151484915
"60","Maui Nui","ACAKOA",0.0147901645405805,13,0.684210526315789,"4",0.628331151484915
"61","Maui Nui","SADSOU",0.0320453565045911,14,0.736842105263158,"4",0.692576437178474
"62","Maui Nui","CIBGLA",0.0419054661983115,15,0.789473684210526,"4",0.718465107698409
"63","Maui Nui","CIBMEN",0.133111480865225,16,0.842105263157895,"4",0.865110265940088
"64","Maui Nui","CHEFOR",0.142540210759845,17,0.894736842105263,"4",0.873607756861312
"65","Maui Nui","CHETRI",0.159672151352684,18,0.947368421052632,"4",0.887268149611621
"66","Maui Nui","METPOL",0.435262217292167,19,1,"4",0.989123629202722
"67","Maui Nui","MELORB",0.000632911392405063,1,0.0625,"5",0.116864352404117
"68","Maui Nui","MYRSAN",0.000632911392405063,2,0.125,"5",0.116864352404117
"69","Maui Nui","POLSPP",0.000632911392405063,3,0.1875,"5",0.116864352404117
"70","Maui Nui","RUBMAC",0.00506329113924051,4,0.25,"5",0.464968429205526
"71","Maui Nui","MYRLES",0.00569620253164557,5,0.3125,"5",0.48750730893882
"72","Maui Nui","STYTAM",0.00886075949367089,6,0.375,"5",0.564495575393163
"73","Maui Nui","ACAKOA",0.0107594936708861,7,0.4375,"5",0.59220428671815
"74","Maui Nui","ILEANO",0.0113924050632911,8,0.5,"5",0.599520409774569
"75","Maui Nui","MELCLU",0.0126582278481013,9,0.5625,"5",0.612022120992171
"76","Maui Nui","COPFOL",0.0151898734177215,10,0.625,"5",0.630895693016325
"77","Maui Nui","VACDEN",0.019620253164557,11,0.6875,"5",0.653039122463244
"78","Maui Nui","CIBGLA",0.0835443037974684,12,0.75,"5",0.803591919046605
"79","Maui Nui","CHETRI",0.106962025316456,13,0.8125,"5",0.836812985704045
"80","Maui Nui","CIBMEN",0.149367088607595,14,0.875,"5",0.879304978926738
"81","Maui Nui","SADCYA",0.164556962025316,15,0.9375,"5",0.890802291309944
"82","Maui Nui","METPOL",0.404430379746835,16,1,"5",0.982305452984776
"83","Maui Nui","MYRLES",0.000611995104039168,1,0.0769230769230769,"6",0.113156376099757
"84","Maui Nui","WIKOAH",0.000611995104039168,2,0.153846153846154,"6",0.113156376099757
"85","Maui Nui","NOTSAN",0.00122399020807834,3,0.230769230769231,"6",0.205547942910019
"86","Maui Nui","PSYSPP",0.00122399020807834,4,0.307692307692308,"6",0.205547942910019
"87","Maui Nui","DODVIS",0.0018359853121175,5,0.384615384615385,"6",0.273542013916658
"88","Maui Nui","DIOSAN",0.00305997552019584,6,0.461538461538462,"6",0.367528887409073
"89","Maui Nui","ACAKOA",0.00795593635250918,7,0.538461538461538,"6",0.54729581341902
"90","Maui Nui","ILEANO",0.00795593635250918,8,0.615384615384615,"6",0.54729581341902
"91","Maui Nui","ACAKO2",0.01468788249694,9,0.692307692307692,"6",0.62765367677076
"92","Maui Nui","CHETRI",0.128518971848225,10,0.769230769230769,"6",0.860678668635496
"93","Maui Nui","CIBGLA",0.164014687882497,11,0.846153846153846,"6",0.890417072449442
"94","Maui Nui","CIBMEN",0.283965728274174,12,0.923076923076923,"6",0.94875211429173
"95","Maui Nui","METPOL",0.384332925336597,13,1,"6",0.977557034525174
"96","Maui Nui","MYRLES",0.000331829041677728,1,0.0588235294117647,"7",0.0542230493895761
"97","Maui Nui","ILEANO",0.00132731616671091,2,0.117647058823529,"7",0.218475311637666
"98","Maui Nui","SOPCHR",0.00165914520838864,3,0.176470588235294,"7",0.255856685344045
"99","Maui Nui","PSYHAW",0.00195779134589859,4,0.235294117647059,"7",0.284950413922194
"100","Maui Nui","COPOCH",0.00265463233342182,5,0.294117647058824,"7",0.340700939104788
"101","Maui Nui","ACAKOA",0.00431377754181046,6,0.352941176470588,"7",0.433865119759908
"102","Maui Nui","STYTAM",0.00564109370852137,7,0.411764705882353,"7",0.485664903475597
"103","Maui Nui","VACRET",0.0059729227501991,8,0.470588235294118,"7",0.496437664039666
"104","Maui Nui","SADSOU",0.0172551101672418,9,0.529411764705882,"7",0.642402142253989
"105","Maui Nui","ANTPLA",0.0255840191133528,10,0.588235294117647,"7",0.673862071396776
"106","Maui Nui","SYZSAN",0.0255840191133528,11,0.647058823529412,"7",0.673862071396776
"107","Maui Nui","CHETRI",0.0506039288558535,12,0.705882352941177,"7",0.739393685700565
"108","Maui Nui","CIBGLA",0.0557472790018582,13,0.764705882352941,"7",0.750958983336739
"109","Maui Nui","HEDHIL",0.0846495885319883,14,0.823529411764706,"7",0.805366375252515
"110","Maui Nui","CIBMEN",0.110167241837006,15,0.882352941176471,"7",0.840718878497322
"111","Maui Nui","METPOL",0.248374037695779,16,0.941176470588235,"7",0.935441483987994
"112","Maui Nui","BROARG",0.358176267586939,17,1,"7",0.970956575284927
"113","Maui Nui","ACAKOA",0.000570450656018254,1,0.0625,"8",0.105622228143439
"114","Maui Nui","MELORB",0.000570450656018254,2,0.125,"8",0.105622228143439
"115","Maui Nui","POLOAH",0.000570450656018254,3,0.1875,"8",0.105622228143439
"116","Maui Nui","SADSPP",0.00228180262407302,4,0.25,"8",0.312671408869062
"117","Maui Nui","RUBMAC",0.00456360524814604,5,0.3125,"8",0.444823315186188
"118","Maui Nui","MYRLES",0.00513405590416429,6,0.375,"8",0.467645159221505
"119","Maui Nui","STYTAM",0.00798630918425556,7,0.4375,"8",0.547924870713239
"120","Maui Nui","MELCLU",0.00969766115231033,8,0.5,"8",0.577921195827019
"121","Maui Nui","ILEANO",0.0108385624643468,9,0.5625,"8",0.593162873707769
"122","Maui Nui","COPFOL",0.0136908157444381,10,0.625,"8",0.620540067887601
"123","Maui Nui","VACDEN",0.0176839703365659,11,0.6875,"8",0.644496305493443
"124","Maui Nui","CIBGLA",0.0365088419851683,12,0.75,"8",0.704598580252818
"125","Maui Nui","CHETRI",0.131203650884199,13,0.8125,"8",0.863293891533745
"126","Maui Nui","SADCYA",0.148317170564746,14,0.875,"8",0.878451881630892
"127","Maui Nui","CIBMEN",0.257843696520251,15,0.9375,"8",0.939207970474143
"128","Maui Nui","METPOL",0.352538505419281,16,1,"8",0.969464154543915
"129","Maui Nui","POLOAH",0.00044873233116446,1,0.0769230769230769,"9",0.0817931213191128
"130","Maui Nui","PSYMA2",0.00134619699349338,2,0.153846153846154,"9",0.220766836345842
"131","Maui Nui","COPOCH",0.00358985864931568,3,0.230769230769231,"9",0.398180594219771
"132","Maui Nui","PSYSPP",0.00358985864931568,4,0.307692307692308,"9",0.398180594219771
"133","Maui Nui","ILEANO",0.00538478797397352,5,0.384615384615385,"9",0.476803237771779
"134","Maui Nui","ACAKOA",0.00583352030513799,6,0.461538461538462,"9",0.492004725078603
"135","Maui Nui","MYRLES",0.00852591429212475,7,0.538461538461538,"9",0.558486379938796
"136","Maui Nui","CIBGLA",0.0251290105452098,8,0.615384615384615,"9",0.672445526099685
"137","Maui Nui","SADSOU",0.0251290105452098,9,0.692307692307692,"9",0.672445526099685
"138","Maui Nui","CHETRI",0.0798743549472739,10,0.769230769230769,"9",0.797537575762734
"139","Maui Nui","ANTPLA",0.106484182185326,11,0.846153846153846,"9",0.836218806921287
"140","Maui Nui","CIBMEN",0.195647296387705,12,0.923076923076923,"9",0.910357057238826
"141","Maui Nui","METPOL",0.53901727619475,13,1,"9",1.00887976182544
"142","Maui Nui","MELORB",0.000457414692159912,1,0.0588235294117647,"10",0.0836095451984157
"143","Maui Nui","POLOAH",0.000457414692159912,2,0.117647058823529,"10",0.0836095451984157
"144","Maui Nui","ILEANO",0.000914829384319824,3,0.176470588235294,"10",0.162594109597097
"145","Maui Nui","ACAKOA",0.00274448815295947,4,0.235294117647059,"10",0.346943601790113
"146","Maui Nui","MYRLES",0.0036593175372793,5,0.294117647058824,"10",0.401887744744613
"147","Maui Nui","RUBMAC",0.0036593175372793,6,0.352941176470588,"10",0.401887744744613
"148","Maui Nui","SADSOU",0.0036593175372793,7,0.411764705882353,"10",0.401887744744613
"149","Maui Nui","STYTAM",0.00640380569023877,8,0.470588235294118,"10",0.509340087366963
"150","Maui Nui","MELCLU",0.00731863507455859,9,0.529411764705882,"10",0.533162198378926
"151","Maui Nui","COPFOL",0.0109779526118379,10,0.588235294117647,"10",0.594820750977083
"152","Maui Nui","VACDEN",0.0141798554569573,11,0.647058823529412,"10",0.624150112936271
"153","Maui Nui","CIBMEN",0.0329338578355137,12,0.705882352941177,"10",0.695013858199631
"154","Maui Nui","CIBGLA",0.0494007867532705,13,0.764705882352941,"10",0.736601938959293
"155","Maui Nui","CHEFOR",0.105800018296588,14,0.823529411764706,"10",0.835362597918192
"156","Maui Nui","ANTPLA",0.108544506449547,15,0.882352941176471,"10",0.83875856244323
"157","Maui Nui","CHETRI",0.13452566096423,16,0.941176470588235,"10",0.866434751118943
"158","Maui Nui","METPOL",0.514362821333821,17,1,"10",1.00455834736247
"159","Maui Nui","MELCLU",0.000486144871171609,1,0.0714285714285714,"11",0.0894683832309502
"160","Maui Nui","POLOAH",0.000972289742343218,2,0.142857142857143,"11",0.171097177690186
"161","Maui Nui","PSYMA2",0.00145843461351483,3,0.214285714285714,"11",0.233960449520807
"162","Maui Nui","ILEANO",0.00194457948468644,4,0.285714285714286,"11",0.283741325276767
"163","Maui Nui","MYRLES",0.00243072435585805,5,0.357142857142857,"11",0.32430868748784
"164","Maui Nui","ACAKOA",0.00340301409820126,6,0.428571428571429,"11",0.387870627477817
"165","Maui Nui","COPOCH",0.00388915896937287,7,0.5,"11",0.413702386963474
"166","Maui Nui","PSYSPP",0.00388915896937287,8,0.571428571428571,"11",0.413702386963474
"167","Maui Nui","SYZSAN",0.00583373845405931,9,0.642857142857143,"11",0.492011765454067
"168","Maui Nui","SADSOU",0.0272241127856101,10,0.714285714285714,"11",0.678829574265069
"169","Maui Nui","CHETRI",0.12980068060282,11,0.785714285714286,"11",0.861936001143478
"170","Maui Nui","CIBGLA",0.132231404958678,12,0.857142857142857,"11",0.864276643833584
"171","Maui Nui","CIBMEN",0.241127856101118,13,0.928571428571429,"11",0.932432253160196
"172","Maui Nui","METPOL",0.445308701993194,14,1,"11",0.99123664721943
"173","Maui Nui","OSTANT",0.000336802398033074,1,0.0625,"12",0.0555560955773539
"174","Maui Nui","POUSAN",0.000336802398033074,2,0.125,"12",0.0555560955773539
"175","Maui Nui","MYOSAN",0.000673604796066148,3,0.1875,"12",0.123932402806864
"176","Maui Nui","SADSOU",0.0013472095921323,4,0.25,"12",0.220889132409743
"177","Maui Nui","ILEANO",0.00168401199016537,5,0.3125,"12",0.258429523556043
"178","Maui Nui","PSYODO",0.00269441918426459,6,0.375,"12",0.343487461973133
"179","Maui Nui","PSYSPP",0.00269441918426459,7,0.4375,"12",0.343487461973133
"180","Maui Nui","ACAKOA",0.00437843117442996,8,0.5,"12",0.436761780535987
"181","Maui Nui","MYRLES",0.0110807988952881,9,0.5625,"12",0.596018438575042
"182","Maui Nui","NESSAN",0.0144825031154222,10,0.625,"12",0.626265743341474
"183","Maui Nui","DIOSAN",0.0222289582701829,11,0.6875,"12",0.662871706038879
"184","Maui Nui","CIBGLA",0.0646660604223502,12,0.75,"12",0.769614261471333
"185","Maui Nui","BROARG",0.07790239466505,13,0.8125,"12",0.794178886020927
"186","Maui Nui","CHETRI",0.0983126199858543,14,0.875,"12",0.825553213788139
"187","Maui Nui","CIBMEN",0.303122158229767,15,0.9375,"12",0.955088527464252
"188","Maui Nui","METPOL",0.394058805698697,16,1,"12",0.979887409178665
"189","Maui Nui","MYRSAN",0.000591016548463357,1,0.0476190476190476,"13",0.10938151498265
"190","Maui Nui","SYZSAN",0.000591016548463357,2,0.0952380952380952,"13",0.10938151498265
"191","Maui Nui","VACDEN",0.000591016548463357,3,0.142857142857143,"13",0.10938151498265
"192","Maui Nui","MELCLU",0.00118203309692671,4,0.19047619047619,"13",0.200105131769542
"193","Maui Nui","NOTSAN",0.00118203309692671,5,0.238095238095238,"13",0.200105131769542
"194","Maui Nui","POLOAH",0.00118203309692671,6,0.285714285714286,"13",0.200105131769542
"195","Maui Nui","SCAGAU",0.00118203309692671,7,0.333333333333333,"13",0.200105131769542
"196","Maui Nui","DODVIS",0.00236406619385343,8,0.380952380952381,"13",0.319177374482176
"197","Maui Nui","ILEANO",0.00236406619385343,9,0.428571428571429,"13",0.319177374482176
"198","Maui Nui","MYRLES",0.00236406619385343,10,0.476190476190476,"13",0.319177374482176
"199","Maui Nui","SADSOU",0.00236406619385343,11,0.523809523809524,"13",0.319177374482176
"200","Maui Nui","DIOSAN",0.00295508274231678,12,0.571428571428571,"13",0.360901338458688
"201","Maui Nui","PSYMA2",0.0100472813238771,13,0.619047619047619,"13",0.58293234315462
"202","Maui Nui","COPOCH",0.0118203309692671,14,0.666666666666667,"13",0.604038687734956
"203","Maui Nui","ACAKO2",0.0141843971631206,15,0.714285714285714,"13",0.62418250544195
"204","Maui Nui","WIKOAH",0.0183215130023641,16,0.761904761904762,"13",0.647461417743866
"205","Maui Nui","STYTAM",0.0283687943262411,17,0.80952380952381,"13",0.682191199641499
"206","Maui Nui","CIBGLA",0.0425531914893617,18,0.857142857142857,"13",0.72008337756454
"207","Maui Nui","CHETRI",0.0868794326241135,19,0.904761904761905,"13",0.808878958643722
"208","Maui Nui","CIBMEN",0.243498817966903,20,0.952380952380952,"13",0.933429628792207
"209","Maui Nui","METPOL",0.525413711583924,21,1,"13",1.00652053510992
"210","Maui Nui","POLOAH",0.00136054421768707,1,0.0769230769230769,"14",0.222493949758295
"211","Maui Nui","CIBSPP",0.00272108843537415,2,0.153846153846154,"14",0.345335282148286
"212","Maui Nui","SADPAL",0.00272108843537415,3,0.230769230769231,"14",0.345335282148286
"213","Maui Nui","SADSPP",0.00272108843537415,4,0.307692307692308,"14",0.345335282148286
"214","Maui Nui","COPOCH",0.0054421768707483,5,0.384615384615385,"14",0.478830208128931
"215","Maui Nui","MELCLU",0.0054421768707483,6,0.461538461538462,"14",0.478830208128931
"216","Maui Nui","MYRLES",0.00680272108843537,7,0.538461538461538,"14",0.520286920261981
"217","Maui Nui","ACAKOA",0.0170068027210884,8,0.615384615384615,"14",0.641149350301797
"218","Maui Nui","SADSOU",0.0353741496598639,9,0.692307692307692,"14",0.701592737826818
"219","Maui Nui","CIBMEN",0.127891156462585,10,0.769230769230769,"14",0.860056840519101
"220","Maui Nui","CIBGLA",0.149659863945578,11,0.846153846153846,"14",0.879541424447674
"221","Maui Nui","CHETRI",0.160544217687075,12,0.923076923076923,"14",0.887909833298744
"222","Maui Nui","METPOL",0.482312925170068,13,1,"14",0.998617321601122
"223","Maui Nui","DODVIS",0.000336157052574963,1,0.0526315789473684,"15",0.0553841686001365
"224","Maui Nui","VACDEN",0.000336157052574963,2,0.105263157894737,"15",0.0553841686001365
"225","Maui Nui","SCAGAU",0.000672314105149926,3,0.157894736842105,"15",0.12371101886648
"226","Maui Nui","ILEANO",0.00134462821029985,4,0.210526315789474,"15",0.220577247059087
"227","Maui Nui","PSYSPP",0.0026892564205997,5,0.263157894736842,"15",0.343127911694504
"228","Maui Nui","PSYMA2",0.00470619873604948,6,0.315789473684211,"15",0.450803532899619
"229","Maui Nui","MELCLU",0.00504235578862445,7,0.368421052631579,"15",0.464168527818338
"230","Maui Nui","SYZSAN",0.00537851284119941,8,0.421052631578947,"15",0.476580070566251
"231","Maui Nui","ACAKOA",0.00571466989377437,9,0.473684210526316,"15",0.488119862300822
"232","Maui Nui","COPOCH",0.00672314105149926,10,0.526315789473684,"15",0.518175371738548
"233","Maui Nui","MYRLES",0.00971493881941643,11,0.578947368421053,"15",0.578176554168446
"234","Maui Nui","WIKOAH",0.0100847115772489,12,0.631578947368421,"15",0.583449934872342
"235","Maui Nui","STYTAM",0.0161355385235982,13,0.684210526315789,"15",0.636491326805463
"236","Maui Nui","CIBGLA",0.0739545515664919,14,0.736842105263158,"15",0.787226342330928
"237","Maui Nui","BROARG",0.0777531262605889,15,0.789473684210526,"15",0.793921588623927
"238","Maui Nui","CHEFOR",0.0777531262605889,16,0.842105263157895,"15",0.793921588623927
"239","Maui Nui","CHETRI",0.0860562054591905,17,0.894736842105263,"15",0.807592541530518
"240","Maui Nui","CIBMEN",0.151942987763883,18,0.947368421052632,"15",0.881364031041277
"241","Maui Nui","METPOL",0.463661422616647,19,1,"15",0.994972581230836
"242","Maui Nui","POLOAH",0.000473596968979399,1,0.0769230769230769,"16",0.0869365501464957
"243","Maui Nui","PERSAN",0.00189438787591759,2,0.153846153846154,"16",0.279086098803694
"244","Maui Nui","PSYSPP",0.00189438787591759,3,0.230769230769231,"16",0.279086098803694
"245","Maui Nui","SADSOU",0.00189438787591759,4,0.307692307692308,"16",0.279086098803694
"246","Maui Nui","MYRLES",0.00236798484489699,5,0.384615384615385,"16",0.319482437525118
"247","Maui Nui","CIBCHA",0.00378877575183519,6,0.461538461538462,"16",0.408625499572635
"248","Maui Nui","ACAKOA",0.00520956665877338,7,0.538461538461538,"16",0.470456037481198
"249","Maui Nui","ILEANO",0.00568316362775278,8,0.615384615384615,"16",0.487073353606658
"250","Maui Nui","CIBGLA",0.0625147999052806,9,0.692307692307692,"16",0.765274464896447
"251","Maui Nui","CHETRI",0.122661614965664,10,0.769230769230769,"16",0.854719560253576
"252","Maui Nui","SANPAN",0.182571631541558,11,0.846153846153846,"16",0.902689965691346
"253","Maui Nui","CIBMEN",0.263319914752546,12,0.923076923076923,"16",0.941306541630474
"254","Maui Nui","METPOL",0.345725787354961,13,1,"16",0.967624620630802
"255","Maui Nui","OSTANT",0.000408229915088178,1,0.0588235294117647,"17",0.0729793326210919
"256","Maui Nui","POUSAN",0.000408229915088178,2,0.117647058823529,"17",0.0729793326210919
"257","Maui Nui","MYOSAN",0.000816459830176355,3,0.176470588235294,"17",0.147436936301452
"258","Maui Nui","PSYSPP",0.000816459830176355,4,0.235294117647059,"17",0.147436936301452
"259","Maui Nui","MYRLES",0.00204114957544089,5,0.294117647058824,"17",0.292428053161896
"260","Maui Nui","PSYODO",0.00326583932070542,6,0.352941176470588,"17",0.379967954163421
"261","Maui Nui","ACAKOA",0.00530698889614631,7,0.411764705882353,"17",0.474014851461147
"262","Maui Nui","ILEANO",0.00653167864141084,8,0.470588235294118,"17",0.512949120490183
"263","Maui Nui","NESSAN",0.0175538863487916,9,0.529411764705882,"17",0.643870036876594
"264","Maui Nui","CIBGLA",0.0244937949052907,10,0.588235294117647,"17",0.670434840724454
"265","Maui Nui","DIOSAN",0.0269431743958197,11,0.647058823529412,"17",0.677992389704518
"266","Maui Nui","ANTPLA",0.0314745264532985,12,0.705882352941177,"17",0.690997386610141
"267","Maui Nui","SYZSAN",0.0314745264532985,13,0.764705882352941,"17",0.690997386610141
"268","Maui Nui","CHETRI",0.0775636838667538,14,0.823529411764706,"17",0.793594417843902
"269","Maui Nui","HEDHIL",0.0944235793598955,15,0.882352941176471,"17",0.820122636496341
"270","Maui Nui","CIBMEN",0.197583278902678,16,0.941176470588235,"17",0.911432912888222
"271","Maui Nui","METPOL",0.478894513389941,17,1,"17",0.997960188747345
"272","Maui Nui","POLSPP",0.000444207533759773,1,0.0666666666666667,"18",0.0808371779595208
"273","Maui Nui","MELCLU",0.00177683013503909,2,0.133333333333333,"18",0.267780815418385
"274","Maui Nui","MYRLES",0.00222103766879886,3,0.2,"18",0.30773630911133
"275","Maui Nui","COPRHY",0.00262082444918266,4,0.266666666666667,"18",0.338304475435846
"276","Maui Nui","DIOSAN",0.00262082444918266,5,0.333333333333333,"18",0.338304475435846
"277","Maui Nui","ILEANO",0.00355366027007818,6,0.4,"18",0.396222258479925
"278","Maui Nui","PSYSPP",0.00355366027007818,7,0.466666666666667,"18",0.396222258479925
"279","Maui Nui","ACAKOA",0.00710732054015636,8,0.533333333333333,"18",0.528054053500847
"280","Maui Nui","PSYHAW",0.00790689410092395,9,0.6,"18",0.546271926778158
"281","Maui Nui","XYLHAW",0.0684968017057569,10,0.666666666666667,"18",0.777096272332003
"282","Maui Nui","CIBGLA",0.0852878464818763,11,0.733333333333333,"18",0.806380928445594
"283","Maui Nui","NESSAN",0.105410447761194,12,0.8,"18",0.834872159072578
"284","Maui Nui","CIBMEN",0.122601279317697,13,0.866666666666667,"18",0.854656290479192
"285","Maui Nui","CHETRI",0.123489694385217,14,0.933333333333333,"18",0.855583925911841
"286","Maui Nui","METPOL",0.462908670931059,15,1,"18",0.994822358371993
"287","Maui Nui","POLSPP",0.000469814423302795,1,0.0833333333333333,"19",0.086165354097924
"288","Maui Nui","POLOAH",0.000939628846605591,2,0.166666666666667,"19",0.166294761550317
"289","Maui Nui","ILEANO",0.00187925769321118,3,0.25,"19",0.277663169353982
"290","Maui Nui","MELCLU",0.00187925769321118,4,0.333333333333333,"19",0.277663169353982
"291","Maui Nui","SADSOU",0.00563777307963354,5,0.416666666666667,"19",0.485553190847128
"292","Maui Nui","MYRLES",0.00657740192623914,6,0.5,"19",0.514216290603516
"293","Maui Nui","ACAKOA",0.0112755461592671,7,0.583333333333333,"19",0.598228922651864
"294","Maui Nui","CIBGLA",0.101479915433404,8,0.666666666666667,"19",0.829803242396576
"295","Maui Nui","CHETRI",0.11604416255579,9,0.75,"19",0.847536556641245
"296","Maui Nui","SANPAN",0.181113460183228,10,0.833333333333333,"19",0.90178849280026
"297","Maui Nui","CIBMEN",0.233027953958187,11,0.916666666666667,"19",0.928926046971579
"298","Maui Nui","METPOL",0.339675828047921,12,1,"19",0.965956417896334
"299","Maui Nui","ANTPLA",0.000557413600891862,1,0.0625,"20",0.103206690915398
"300","Maui Nui","KADAFF",0.000557413600891862,2,0.125,"20",0.103206690915398
"301","Maui Nui","MELCLU",0.000557413600891862,3,0.1875,"20",0.103206690915398
"302","Maui Nui","POLOAH",0.000557413600891862,4,0.25,"20",0.103206690915398
"303","Maui Nui","PSYMA2",0.00167224080267559,5,0.3125,"20",0.257215269577424
"304","Maui Nui","FREARB",0.00222965440356745,6,0.375,"20",0.308443040904948
"305","Maui Nui","MELVOL",0.00222965440356745,7,0.4375,"20",0.308443040904948
"306","Maui Nui","ILEANO",0.00278706800445931,8,0.5,"20",0.349839728632604
"307","Maui Nui","MYRLES",0.00445930880713489,9,0.5625,"20",0.440324920007882
"308","Maui Nui","SADSOU",0.00668896321070234,10,0.625,"20",0.51725769996214
