"geo_entity2","value","l.QD","h.QD"
"Hawai'i",30.0226350189199,27.8663639490884,32.164133126935
"Maui Nui",14.7080321067821,12.8193037968975,16.8451847267316
"O'ahu",11.190306122449,7.08049744897959,15.9290816326531
"Kaua'i",16.3744825708061,9.33305215141613,24.5260682189543
