"geo_entity2","value","l.QD","h.QD"
"Hawai'i",30.0226350189199,27.8490230478156,32.2062074303406
"Maui Nui",14.7080321067821,13.0007068001443,16.8778496121934
"O'ahu",11.190306122449,7.19081632653061,15.8651403061224
"Kaua'i",16.3744825708061,9.49944512527233,24.8892973856209
