"geo_entity2","SPP_CODE3A","RelAbund","Rank","Rank_N","iteration","RankN_pred"
"83","Maui Nui","CHETRI",0.0885363357215967,19,0.904761904761905,"6",0.824366160482041
"84","Maui Nui","METPOL",0.362845445240532,20,0.952380952380952,"6",0.971568472232239
"85","Maui Nui","CIBMEN",0.401228249744115,21,1,"6",0.97982514527734
"86","Maui Nui","PITGLA",0.00073008688033876,1,0.0833333333333333,"7",0.100811683140014
"87","Maui Nui","MELCLU",0.00292034752135504,2,0.166666666666667,"7",0.355970399047407
"88","Maui Nui","PSYMA2",0.00292034752135504,3,0.25,"7",0.355970399047407
"89","Maui Nui","SADPAL",0.00292034752135504,4,0.333333333333333,"7",0.355970399047407
"90","Maui Nui","MYRLES",0.00868803387603125,5,0.416666666666667,"7",0.57683576512676
"91","Maui Nui","ACAKOA",0.0138716507264364,6,0.5,"7",0.636156543812924
"92","Maui Nui","CIBGLA",0.0146017376067752,7,0.583333333333333,"7",0.64079434029329
"93","Maui Nui","CIBMEN",0.0175220851281302,8,0.666666666666667,"7",0.655473253675897
"94","Maui Nui","NESSAN",0.0350441702562605,9,0.75,"7",0.712622955013811
"95","Maui Nui","DIOSAN",0.0379645177776155,10,0.833333333333333,"7",0.721226602944427
"96","Maui Nui","CHETRI",0.091844929546616,11,0.916666666666667,"7",0.828673698179305
"97","Maui Nui","METPOL",0.770971745637731,12,1,"7",1.02837263343871
"98","Maui Nui","RAUSAN",0.000590841949778434,1,0.0476190476190476,"8",0.082589250945324
"99","Maui Nui","PLEAUW",0.00118168389955687,2,0.0952380952380952,"8",0.16607240794602
"100","Maui Nui","POLOAH",0.00118168389955687,3,0.142857142857143,"8",0.16607240794602
"101","Maui Nui","REYSAN",0.00118168389955687,4,0.19047619047619,"8",0.16607240794602
"102","Maui Nui","WIKMON",0.00118168389955687,5,0.238095238095238,"8",0.16607240794602
"103","Maui Nui","SYZSAN",0.0017725258493353,6,0.285714285714286,"8",0.247119358821754
"104","Maui Nui","COPRHY",0.00348596750369276,7,0.333333333333333,"8",0.393584170637952
"105","Maui Nui","PSYSPP",0.00472673559822747,8,0.380952380952381,"8",0.457824487575617
"106","Maui Nui","ACAKOA",0.00590841949778434,9,0.428571428571429,"8",0.504378712085668
"107","Maui Nui","POUSAN",0.00590841949778434,10,0.476190476190476,"8",0.504378712085668
"108","Maui Nui","MELCLU",0.00709010339734121,11,0.523809523809524,"8",0.540619517449562
"109","Maui Nui","MYRLES",0.0100443131462334,12,0.571428571428571,"8",0.598917170658967
"110","Maui Nui","PSYHAW",0.0105169867060561,13,0.619047619047619,"8",0.605197364356431
"111","Maui Nui","NESSAN",0.0336189069423929,14,0.666666666666667,"8",0.708353501311753
"112","Maui Nui","CIBGLA",0.0425406203840473,15,0.714285714285714,"8",0.734217188384243
"113","Maui Nui","XYLHAW",0.0455539143279173,16,0.761904761904762,"8",0.742379980555183
"114","Maui Nui","CHETRI",0.0508124076809453,17,0.80952380952381,"8",0.755796388278007
"115","Maui Nui","DIOSAN",0.0602067946824225,18,0.857142857142857,"8",0.777089751022235
"116","Maui Nui","ANTPLA",0.0946528803545052,19,0.904761904761905,"8",0.83218363287273
"117","Maui Nui","CIBMEN",0.13943870014771,20,0.952380952380952,"8",0.875835553963486
"118","Maui Nui","METPOL",0.478404726735598,21,1,"8",0.993481355383481
"119","Maui Nui","MELCLU",0.00230813618003462,1,0.0833333333333333,"9",0.305011946796825
"120","Maui Nui","PSYMA2",0.00230813618003462,2,0.166666666666667,"9",0.305011946796825
"121","Maui Nui","SADPAL",0.00230813618003462,3,0.25,"9",0.305011946796825
"122","Maui Nui","ILEANO",0.0051933064050779,4,0.333333333333333,"9",0.477605841420726
"123","Maui Nui","MYRLES",0.0051933064050779,5,0.416666666666667,"9",0.477605841420726
"124","Maui Nui","ERYSAN",0.0242354298903635,6,0.5,"9",0.679378294263331
"125","Maui Nui","CIBGLA",0.0323139065204847,7,0.583333333333333,"9",0.704410451759145
"126","Maui Nui","ANTPLA",0.0924408540103866,8,0.666666666666667,"9",0.82942941167579
"127","Maui Nui","CHETRI",0.0934795152914022,9,0.75,"9",0.830732511836813
"128","Maui Nui","SADCYA",0.15002885170225,10,0.833333333333333,"9",0.883875907053291
"129","Maui Nui","CIBMEN",0.228505481823428,11,0.916666666666667,"9",0.928563562551899
"130","Maui Nui","METPOL",0.361684939411425,12,1,"9",0.97129921541773
"131","Maui Nui","POLOAH",0.000443124916914078,1,0.0909090909090909,"10",0.0630499767408195
"132","Maui Nui","CIBSPP",0.00177249966765631,2,0.181818181818182,"10",0.247116154560376
"133","Maui Nui","ILEANO",0.00177249966765631,3,0.272727272727273,"10",0.247116154560376
"134","Maui Nui","MELCLU",0.00354499933531262,4,0.363636363636364,"10",0.397132541266443
"135","Maui Nui","MYRLES",0.00704568617893384,5,0.454545454545455,"10",0.539418092398821
"136","Maui Nui","ACAKOA",0.00753312358753933,6,0.545454545454545,"10",0.551981334228754
"137","Maui Nui","SADPAL",0.00886249833828156,7,0.636363636363636,"10",0.580062785439175
"138","Maui Nui","CHETRI",0.0792307351442372,8,0.727272727272727,"10",0.811107915151389
"139","Maui Nui","CIBGLA",0.0797624850445341,9,0.818181818181818,"10",0.811915955415623
"140","Maui Nui","CIBMEN",0.177249966765631,10,0.909090909090909,"10",0.901964330027287
"141","Maui Nui","METPOL",0.632782381353303,11,1,"10",1.0140465742075
"142","Maui Nui","FREARB",0.00063653723742839,1,0.0476190476190476,"11",0.0884622689529911
"143","Maui Nui","KADAFF",0.00063653723742839,2,0.0952380952380952,"11",0.0884622689529911
"144","Maui Nui","MYOSAN",0.00063653723742839,3,0.142857142857143,"11",0.0884622689529911
"145","Maui Nui","POUSAN",0.00063653723742839,4,0.19047619047619,"11",0.0884622689529911
"146","Maui Nui","ANTPLA",0.00127307447485678,5,0.238095238095238,"11",0.179523859178533
"147","Maui Nui","ILEANO",0.00190961171228517,6,0.285714285714286,"11",0.263374197088062
"148","Maui Nui","PSYMA2",0.00190961171228517,7,0.333333333333333,"11",0.263374197088062
"149","Maui Nui","SYZSAN",0.00190961171228517,8,0.380952380952381,"11",0.263374197088062
"150","Maui Nui","PSYODO",0.00254614894971356,9,0.428571428571429,"11",0.32642123626284
"151","Maui Nui","SADPAL",0.00254614894971356,10,0.476190476190476,"11",0.32642123626284
"152","Maui Nui","MELCLU",0.00381922342457034,11,0.523809523809524,"11",0.412860158644581
"153","Maui Nui","SADSOU",0.00509229789942712,12,0.571428571428571,"11",0.473488974079278
"154","Maui Nui","PSYSPP",0.0063653723742839,13,0.619047619047619,"11",0.519490915099299
"155","Maui Nui","ACAKOA",0.00891152132399745,14,0.666666666666667,"11",0.580947117514088
"156","Maui Nui","MYRLES",0.0133672819859962,15,0.714285714285714,"11",0.632625458259222
"157","Maui Nui","NESSAN",0.0579248886059835,16,0.761904761904762,"11",0.772224544001831
"158","Maui Nui","DIOSAN",0.0674729471674093,17,0.80952380952381,"11",0.7913727471855
"159","Maui Nui","CIBGLA",0.0763844684914067,18,0.857142857142857,"11",0.806667494738607
"160","Maui Nui","CHETRI",0.0776575429662635,19,0.904761904761905,"11",0.808678035773648
"161","Maui Nui","METPOL",0.273711012094208,20,0.952380952380952,"11",0.946325228592462
"162","Maui Nui","CIBMEN",0.394653087205602,21,1,"11",0.978493572541776
"163","Maui Nui","POLOAH",0.00065410779696494,1,0.0833333333333333,"12",0.0907431817115224
"164","Maui Nui","PSYMA2",0.00196232339089482,2,0.166666666666667,"12",0.269349064756104
"165","Maui Nui","PSYHAW",0.00385923600209314,3,0.25,"12",0.415058892585694
"166","Maui Nui","SADSOU",0.00523286237571952,4,0.333333333333333,"12",0.479194237079537
"167","Maui Nui","CIBGLA",0.0287807430664574,5,0.416666666666667,"12",0.693602002502875
"168","Maui Nui","NESSAN",0.0313971742543171,6,0.5,"12",0.701623616543942
"169","Maui Nui","DIOSAN",0.0340136054421769,7,0.583333333333333,"12",0.70953993710206
"170","Maui Nui","BROARG",0.0504317111459969,8,0.666666666666667,"12",0.754861463443541
"171","Maui Nui","HEDHIL",0.0659994767137624,9,0.75,"12",0.788617887548101
"172","Maui Nui","CHETRI",0.112833594976452,10,0.833333333333333,"12",0.85226450180433
"173","Maui Nui","CIBMEN",0.22239665096808,11,0.916666666666667,"12",0.925803332236382
"174","Maui Nui","METPOL",0.442438513867085,12,1,"12",0.987521402368121
"175","Maui Nui","MYRLES",0.00218603126024702,1,0.111111111111111,"13",0.293085460395411
"176","Maui Nui","SADSPP",0.00218603126024702,2,0.222222222222222,"13",0.293085460395411
"177","Maui Nui","ILEANO",0.00437206252049404,3,0.333333333333333,"13",0.44137928701677
"178","Maui Nui","PSYSPP",0.00437206252049404,4,0.444444444444444,"13",0.44137928701677
"179","Maui Nui","ACAKOA",0.00710460159580282,5,0.555555555555556,"13",0.541009149139331
"180","Maui Nui","CIBGLA",0.0131161875614821,6,0.666666666666667,"13",0.630753186075481
"181","Maui Nui","CHETRI",0.122472401355339,7,0.777777777777778,"13",0.861453003843182
"182","Maui Nui","CIBMEN",0.20106022516122,8,0.888888888888889,"13",0.915350744738198
"183","Maui Nui","METPOL",0.643130396764674,9,1,"13",1.01522436458669
"184","Maui Nui","CIBSPP",0.00175816447628676,1,0.0909090909090909,"14",0.24535599465131
"185","Maui Nui","SADPAL",0.00175816447628676,2,0.181818181818182,"14",0.24535599465131
"186","Maui Nui","MELCLU",0.00351632895257351,3,0.272727272727273,"14",0.39541686426525
"187","Maui Nui","MYRLES",0.00351632895257351,4,0.363636363636364,"14",0.39541686426525
"188","Maui Nui","ACAKOA",0.00747219902421872,5,0.454545454545455,"14",0.550484006209515
"189","Maui Nui","ILEANO",0.00747219902421872,6,0.545454545454545,"14",0.550484006209515
"190","Maui Nui","CHEFOR",0.0338886202804272,7,0.636363636363636,"14",0.70916456693376
"191","Maui Nui","CHETRI",0.0936222583622698,8,0.727272727272727,"14",0.830910221386353
"192","Maui Nui","CIBGLA",0.101973539624632,9,0.818181818181818,"14",0.840774218289055
"193","Maui Nui","METPOL",0.370533163377434,10,0.909090909090909,"14",0.973320999211641
"194","Maui Nui","CIBMEN",0.374489033449079,11,1,"14",0.974202316736262
"195","Maui Nui","SOPCHR",0.00188359389715577,1,0.0625,"15",0.260369138055726
"196","Maui Nui","VACRET",0.00188359389715577,2,0.125,"15",0.260369138055726
"197","Maui Nui","MELCLU",0.00251145852954103,3,0.1875,"15",0.323440703029609
"198","Maui Nui","MYRLES",0.00251145852954103,4,0.25,"15",0.323440703029609
"199","Maui Nui","PSYMA2",0.00251145852954103,5,0.3125,"15",0.323440703029609
"200","Maui Nui","SADPAL",0.00251145852954103,6,0.375,"15",0.323440703029609
"201","Maui Nui","PSYHAW",0.00370440133107302,7,0.4375,"15",0.40641914710388
"202","Maui Nui","POLSPP",0.00502291705908206,8,0.5,"15",0.470609625092284
"203","Maui Nui","STYTAM",0.00753437558862309,9,0.5625,"15",0.552011892714469
"204","Maui Nui","ACAKOA",0.0119294280153199,10,0.625,"15",0.620668885266338
"205","Maui Nui","HEDHIL",0.0149431782507691,11,0.6875,"15",0.642797562637403
"206","Maui Nui","BROARG",0.0484083631569034,12,0.75,"15",0.749796693257901
"207","Maui Nui","CIBMEN",0.115527092358887,13,0.8125,"15",0.854918392738564
"208","Maui Nui","CIBGLA",0.138130219124757,14,0.875,"15",0.874796128064756
"209","Maui Nui","CHETRI",0.152257173353425,15,0.9375,"15",0.8854886647378
"210","Maui Nui","METPOL",0.488729829848685,16,1,"15",0.995085769854938
"211","Maui Nui","ANTPLA",0.000675766995539938,1,0.0666666666666667,"16",0.0935778461330996
"212","Maui Nui","POLOAH",0.000675766995539938,2,0.133333333333333,"16",0.0935778461330996
"213","Maui Nui","ILEANO",0.00135153399107988,3,0.2,"16",0.190891122451055
"214","Maui Nui","PSYSPP",0.00135153399107988,4,0.266666666666667,"16",0.190891122451055
"215","Maui Nui","SYZSAN",0.00202730098661981,5,0.333333333333333,"16",0.276508884560899
"216","Maui Nui","SADPAL",0.00270306798215975,6,0.4,"16",0.339363293253706
"217","Maui Nui","MELCLU",0.00405460197323963,7,0.466666666666667,"16",0.425476518907658
"218","Maui Nui","ACAKOA",0.00946073793755913,8,0.533333333333333,"16",0.590221219335302
"219","Maui Nui","NESSAN",0.032436815785917,9,0.6,"16",0.704783073101956
"220","Maui Nui","DIOSAN",0.0351398837680768,10,0.666666666666667,"16",0.712908151419767
"221","Maui Nui","CIBMEN",0.086498175429112,11,0.733333333333333,"16",0.821613243925921
"222","Maui Nui","CIBGLA",0.0931206919854034,12,0.8,"16",0.830284331816204
"223","Maui Nui","CHETRI",0.102108393026085,13,0.866666666666667,"16",0.84092551370229
"224","Maui Nui","SADCYA",0.175699418840384,14,0.933333333333333,"16",0.901020482692072
"225","Maui Nui","METPOL",0.452696310312204,15,1,"16",0.989284863936805
"226","Maui Nui","MELCLU",0.000558628009608402,1,0.0909090909090909,"17",0.0784693952311492
"227","Maui Nui","MYRLES",0.000558628009608402,2,0.181818181818182,"17",0.0784693952311492
"228","Maui Nui","COPOCH",0.00446902407686721,3,0.272727272727273,"17",0.446006008911153
"229","Maui Nui","ACAKOA",0.00726216412490922,4,0.363636363636364,"17",0.545164512705888
"230","Maui Nui","ILEANO",0.0117311882017764,5,0.454545454545455,"17",0.618753474469465
"231","Maui Nui","SADSOU",0.0290486564996369,6,0.545454545454545,"17",0.694427816959733
"232","Maui Nui","CHEFOR",0.0430702195408078,7,0.636363636363636,"17",0.735675733521937
"233","Maui Nui","CIBGLA",0.0446902407686721,8,0.727272727272727,"17",0.740074547716022
"234","Maui Nui","CHETRI",0.12233953410424,9,0.818181818181818,"17",0.861331900083238
"235","Maui Nui","CIBMEN",0.268141444612033,10,0.909090909090909,"17",0.944361925503911
"236","Maui Nui","METPOL",0.468130272051841,11,1,"17",0.991840316935295
"237","Maui Nui","COPRHY",0.00316795532646048,1,0.0833333333333333,"18",0.373318433708572
"238","Maui Nui","DIOSAN",0.00316795532646048,2,0.166666666666667,"18",0.373318433708572
"239","Maui Nui","NESSAN",0.00316795532646048,3,0.25,"18",0.373318433708572
"240","Maui Nui","PSYSPP",0.00429553264604811,4,0.333333333333333,"18",0.437653994134774
"241","Maui Nui","MYRLES",0.00912800687285223,5,0.416666666666667,"18",0.584738625205598
"242","Maui Nui","PSYHAW",0.00955756013745705,6,0.5,"18",0.591742133878144
"243","Maui Nui","CIBGLA",0.0353307560137457,7,0.583333333333333,"18",0.713476290671083
"244","Maui Nui","HEDHIL",0.0413981958762887,8,0.666666666666667,"18",0.731037605238928
"245","Maui Nui","XYLHAW",0.0413981958762887,9,0.75,"18",0.731037605238928
"246","Maui Nui","CHETRI",0.0967031786941581,10,0.833333333333333,"18",0.834667812150364
"247","Maui Nui","CIBMEN",0.208333333333333,11,0.916666666666667,"18",0.91906348799651
"248","Maui Nui","METPOL",0.544351374570447,12,1,"18",1.00307049223699
"249","Maui Nui","ANTPLA",0.000554631170271769,1,0.0588235294117647,"19",0.0779573269365572
"250","Maui Nui","POLOAH",0.000554631170271769,2,0.117647058823529,"19",0.0779573269365572
"251","Maui Nui","PSYSPP",0.00110926234054354,3,0.176470588235294,"19",0.155325511684859
"252","Maui Nui","SYZSAN",0.00166389351081531,4,0.235294117647059,"19",0.233496482001342
"253","Maui Nui","SADPAL",0.00221852468108708,5,0.294117647058824,"19",0.296326498543536
"254","Maui Nui","SADSPP",0.00221852468108708,6,0.352941176470588,"19",0.296326498543536
"255","Maui Nui","MELCLU",0.00332778702163062,7,0.411764705882353,"19",0.383759120913986
"256","Maui Nui","MYRLES",0.00443704936217415,8,0.470588235294118,"19",0.444491553826255
"257","Maui Nui","POLSPP",0.00443704936217415,9,0.529411764705882,"19",0.444491553826255
"258","Maui Nui","ILEANO",0.00554631170271769,10,0.588235294117647,"19",0.491324090340957
"259","Maui Nui","ACAKOA",0.0110926234054354,11,0.647058823529412,"19",0.612044817644062
"260","Maui Nui","NESSAN",0.0282861896838602,12,0.705882352941177,"19",0.69207484143251
"261","Maui Nui","DIOSAN",0.0454797559622851,13,0.764705882352941,"19",0.742183128865845
"262","Maui Nui","CIBGLA",0.086522462562396,14,0.823529411764706,"19",0.821646515546642
"263","Maui Nui","CHETRI",0.102606766500277,15,0.882352941176471,"19",0.841482612815162
"264","Maui Nui","CIBMEN",0.177481974486966,16,0.941176470588235,"19",0.902104742423577
"265","Maui Nui","METPOL",0.522462562396007,17,1,"19",1.00004904361578
"266","Maui Nui","POLOAH",0.000581226387678001,1,0.111111111111111,"20",0.0813596894898722
"267","Maui Nui","PSYHAW",0.0034292356873002,2,0.222222222222222,"20",0.390114911140102
"268","Maui Nui","MYRLES",0.00691659401336821,3,0.333333333333333,"20",0.53585934124611
"269","Maui Nui","BROARG",0.0448125544899738,4,0.444444444444444,"20",0.740402742941796
"270","Maui Nui","CIBGLA",0.0581226387678001,5,0.555555555555556,"20",0.772653728703338
"271","Maui Nui","HEDHIL",0.0586457425167103,6,0.666666666666667,"20",0.773782065778729
"272","Maui Nui","CIBMEN",0.0883464109270561,7,0.777777777777778,"20",0.824112932025371
"273","Maui Nui","CHETRI",0.10305143853531,8,0.888888888888889,"20",0.841976997804126
"274","Maui Nui","METPOL",0.636094158674804,9,1,"20",1.01442564617444
"275","Maui Nui","PITGLA",0.000598014591556034,1,0.0769230769230769,"21",0.0835071964363367
"276","Maui Nui","POLOAH",0.000598014591556034,2,0.153846153846154,"21",0.0835071964363367
"277","Maui Nui","PSYMA2",0.0017940437746681,3,0.230769230769231,"21",0.249739920307124
"278","Maui Nui","PSYSPP",0.00478411673244827,4,0.307692307692308,"21",0.460365800769623
"279","Maui Nui","SADSOU",0.00478411673244827,5,0.384615384615385,"21",0.460365800769623
"280","Maui Nui","MYRLES",0.0131563210142327,6,0.461538461538462,"21",0.631057891775078
"281","Maui Nui","ACAKOA",0.0161463939720129,7,0.538461538461538,"21",0.649175242715147
"282","Maui Nui","CIBGLA",0.0215285252960172,8,0.615384615384615,"21",0.670494818468264
"283","Maui Nui","CHEFOR",0.0461069250089702,9,0.692307692307692,"21",0.743841353878662
"284","Maui Nui","HEDHIL",0.0461069250089702,10,0.769230769230769,"21",0.743841353878662
"285","Maui Nui","CHETRI",0.0944863054658534,11,0.846153846153846,"21",0.831978958067087
"286","Maui Nui","CIBMEN",0.275086712115776,12,0.923076923076923,"21",0.946801551081332
"287","Maui Nui","METPOL",0.474823585695491,13,1,"21",0.992914567937736
"288","Maui Nui","ANTPLA",0.000691706439786954,1,0.0625,"22",0.095681595984368
"289","Maui Nui","FREARB",0.000691706439786954,2,0.125,"22",0.095681595984368
"290","Maui Nui","KADAFF",0.000691706439786954,3,0.1875,"22",0.095681595984368
"291","Maui Nui","MELCLU",0.00276682575914782,4,0.25,"22",0.344385314722032
"292","Maui Nui","SADPAL",0.00276682575914782,5,0.3125,"22",0.344385314722032
"293","Maui Nui","PSYHAW",0.00408106799474303,6,0.375,"22",0.42684905739343
"294","Maui Nui","ACAKOA",0.00415023863872173,7,0.4375,"22",0.430394736040327
"295","Maui Nui","PSYMA2",0.00484194507850868,8,0.5,"22",0.462895051728481
"296","Maui Nui","POLSPP",0.00553365151829564,9,0.5625,"22",0.490849479108146
"297","Maui Nui","HEDHIL",0.0164626132669295,10,0.625,"22",0.650703499099781
"298","Maui Nui","ERYSAN",0.0290516704710521,11,0.6875,"22",0.694437101377982
"299","Maui Nui","CIBGLA",0.0415023863872173,12,0.75,"22",0.731329435346071
"300","Maui Nui","BROARG",0.0533305665075742,13,0.8125,"22",0.761836906568611
"301","Maui Nui","CIBMEN",0.0691706439786954,14,0.875,"22",0.794462861051026
"302","Maui Nui","CHETRI",0.11931936086325,15,0.9375,"22",0.858539068961991
"303","Maui Nui","METPOL",0.644947084457356,16,1,"22",1.0154291361939
"304","Maui Nui","DODVIS",0.000588200694076819,1,0.0555555555555556,"23",0.0822514212018343
"305","Maui Nui","POLOAH",0.000588200694076819,2,0.111111111111111,"23",0.0822514212018343
"306","Maui Nui","SCAGAU",0.000588200694076819,3,0.166666666666667,"23",0.0822514212018343
"307","Maui Nui","MELCLU",0.00176460208223046,4,0.222222222222222,"23",0.24614785915063
"308","Maui Nui","ILEANO",0.00235280277630728,5,0.277777777777778,"23",0.309207691713462
