"geo_entity2","beta_S","l.QD","h.QD"
"Hawai'i",6.36721913580247,6.1208520282187,6.62914716710758
"Maui Nui",4.89606080647747,4.64866946749238,5.15376822190156
"O'ahu",9.12759259259259,8.82446911375661,9.39820482804233
"Kaua'i",13.5977322984749,13.2954221291757,13.8755891158315
