"geo_entity2","mean_MAP","mean_PET","r_PET","m_PlotArea","sd_PlotArea"
"Hawai'i Island",3273.77155957031,1284.67050854492,180.368109130859,7340.4468,497.794999948267
"Kaua'i Island",1860.37081506348,1302.38322473144,176.803458251953,7243.6707,479.209535351951
"Maui Nui",5064.08352905273,1191.80615380859,156.071666259766,7966.1729,204.561742591104
"O'ahu Island",1992.2257923584,1315.586125,74.9992395019483,7467.2494,425.771048388804
