"geo_entity2","beta_S","l.QD","h.QD"
"Hawai'i",5.79967636684303,5.55618444664903,6.05946018518519
"Maui Nui",4.73227982202982,4.48596619468494,4.99153559603976
"O'ahu",8.78889417989418,8.52649384920635,9.05632341269841
"Kaua'i",14.3679895606391,14.0086370029956,14.7160686683007
