"m","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL","geo_entity2","iteration","qD_pred"
"961",300,"interpolated",0,14.01,13.599,14.422,0.991,0.99,0.992,"Maui Nui","88",11.0360684996406
"962",400,"interpolated",0,14.781,14.337,15.224,0.993,0.993,0.994,"Maui Nui","88",11.897340665704
"963",500,"interpolated",0,15.359,14.901,15.817,0.995,0.995,0.995,"Maui Nui","88",12.2840558128155
"964",600,"interpolated",0,15.808,15.345,16.271,0.996,0.996,0.996,"Maui Nui","88",12.8441970205628
"965",700,"interpolated",0,16.164,15.702,16.625,0.997,0.996,0.997,"Maui Nui","88",13.0407000574376
"966",800,"interpolated",0,16.45,15.994,16.907,0.997,0.997,0.998,"Maui Nui","88",13.4124407545958
"967",900,"interpolated",0,16.684,16.235,17.133,0.998,0.998,0.998,"Maui Nui","88",13.567588362846
"968",1000,"interpolated",0,16.876,16.436,17.316,0.998,0.998,0.999,"Maui Nui","88",13.7833113214636
"969",1,"interpolated",0,1,1,1,0.277,0.272,0.281,"Maui Nui","89",1.02001246810175
"970",100,"interpolated",0,7.535,7.371,7.699,0.979,0.977,0.98,"Maui Nui","89",8.31903446661933
"971",200,"interpolated",0,9.205,8.965,9.446,0.987,0.986,0.987,"Maui Nui","89",10.1229805702121
"972",300,"interpolated",0,10.325,10.042,10.608,0.991,0.99,0.991,"Maui Nui","89",11.0360684996406
"973",400,"interpolated",0,11.154,10.849,11.46,0.993,0.992,0.993,"Maui Nui","89",11.897340665704
"974",500,"interpolated",0,11.801,11.482,12.12,0.994,0.994,0.995,"Maui Nui","89",12.2840558128155
"975",600,"interpolated",0,12.322,11.995,12.649,0.995,0.995,0.996,"Maui Nui","89",12.8441970205628
"976",700,"interpolated",0,12.751,12.417,13.085,0.996,0.996,0.996,"Maui Nui","89",13.0407000574376
"977",800,"interpolated",0,13.109,12.768,13.45,0.997,0.996,0.997,"Maui Nui","89",13.4124407545958
"978",900,"interpolated",0,13.412,13.063,13.76,0.997,0.997,0.998,"Maui Nui","89",13.567588362846
"979",1000,"interpolated",0,13.671,13.315,14.027,0.998,0.997,0.998,"Maui Nui","89",13.7833113214636
"980",1,"interpolated",0,1,1,1,0.196,0.194,0.199,"Maui Nui","90",1.02001246810175
"981",100,"interpolated",0,10.241,10.024,10.459,0.967,0.965,0.968,"Maui Nui","90",8.31903446661933
"982",200,"interpolated",0,12.893,12.558,13.227,0.979,0.978,0.98,"Maui Nui","90",10.1229805702121
"983",300,"interpolated",0,14.685,14.286,15.084,0.985,0.984,0.986,"Maui Nui","90",11.0360684996406
"984",400,"interpolated",0,15.979,15.547,16.411,0.989,0.988,0.989,"Maui Nui","90",11.897340665704
"985",500,"interpolated",0,16.946,16.499,17.392,0.992,0.991,0.992,"Maui Nui","90",12.2840558128155
"986",600,"interpolated",0,17.684,17.235,18.133,0.994,0.993,0.994,"Maui Nui","90",12.8441970205628
"987",700,"interpolated",0,18.257,17.812,18.702,0.995,0.995,0.995,"Maui Nui","90",13.0407000574376
"988",800,"interpolated",0,18.708,18.27,19.145,0.996,0.996,0.996,"Maui Nui","90",13.4124407545958
"989",900,"interpolated",0,19.065,18.637,19.494,0.997,0.997,0.997,"Maui Nui","90",13.567588362846
"990",1000,"interpolated",0,19.353,18.934,19.771,0.997,0.997,0.998,"Maui Nui","90",13.7833113214636
"991",1,"interpolated",0,1,1,1,0.412,0.405,0.419,"Maui Nui","91",1.02001246810175
"992",100,"interpolated",0,6.411,6.266,6.556,0.983,0.982,0.983,"Maui Nui","91",8.31903446661933
"993",200,"interpolated",0,7.677,7.496,7.858,0.991,0.99,0.991,"Maui Nui","91",10.1229805702121
"994",300,"interpolated",0,8.389,8.19,8.588,0.995,0.994,0.995,"Maui Nui","91",11.0360684996406
"995",400,"interpolated",0,8.833,8.616,9.049,0.996,0.996,0.997,"Maui Nui","91",11.897340665704
"996",500,"interpolated",0,9.134,8.898,9.371,0.997,0.997,0.998,"Maui Nui","91",12.2840558128155
"997",600,"interpolated",0,9.355,9.097,9.613,0.998,0.998,0.998,"Maui Nui","91",12.8441970205628
"998",700,"interpolated",0,9.527,9.248,9.805,0.998,0.998,0.999,"Maui Nui","91",13.0407000574376
"999",800,"interpolated",0,9.666,9.369,9.963,0.999,0.998,0.999,"Maui Nui","91",13.4124407545958
"1000",900,"interpolated",0,9.783,9.469,10.098,0.999,0.999,0.999,"Maui Nui","91",13.567588362846
"1001",1000,"interpolated",0,9.884,9.555,10.213,0.999,0.999,0.999,"Maui Nui","91",13.7833113214636
"1002",1,"interpolated",0,1,1,1,0.321,0.316,0.326,"Maui Nui","92",1.02001246810175
"1003",100,"interpolated",0,7.313,7.115,7.512,0.976,0.975,0.977,"Maui Nui","92",8.31903446661933
"1004",200,"interpolated",0,9.17,8.901,9.439,0.986,0.985,0.987,"Maui Nui","92",10.1229805702121
"1005",300,"interpolated",0,10.305,9.998,10.613,0.991,0.99,0.991,"Maui Nui","92",11.0360684996406
"1006",400,"interpolated",0,11.066,10.731,11.4,0.994,0.993,0.994,"Maui Nui","92",11.897340665704
"1007",500,"interpolated",0,11.619,11.266,11.973,0.995,0.995,0.995,"Maui Nui","92",12.2840558128155
"1008",600,"interpolated",0,12.05,11.683,12.417,0.996,0.996,0.996,"Maui Nui","92",12.8441970205628
"1009",700,"interpolated",0,12.401,12.026,12.775,0.997,0.997,0.997,"Maui Nui","92",13.0407000574376
"1010",800,"interpolated",0,12.696,12.318,13.074,0.997,0.997,0.997,"Maui Nui","92",13.4124407545958
"1011",900,"interpolated",0,12.949,12.571,13.328,0.998,0.997,0.998,"Maui Nui","92",13.567588362846
"1012",1000,"interpolated",0,13.169,12.793,13.545,0.998,0.998,0.998,"Maui Nui","92",13.7833113214636
"1013",1,"interpolated",0,1,1,1,0.35,0.343,0.357,"Maui Nui","93",1.02001246810175
"1014",100,"interpolated",0,9.142,8.911,9.373,0.971,0.969,0.972,"Maui Nui","93",8.31903446661933
"1015",200,"interpolated",0,11.325,11.009,11.641,0.984,0.983,0.985,"Maui Nui","93",10.1229805702121
"1016",300,"interpolated",0,12.649,12.283,13.016,0.989,0.989,0.99,"Maui Nui","93",11.0360684996406
"1017",400,"interpolated",0,13.558,13.158,13.959,0.992,0.992,0.993,"Maui Nui","93",11.897340665704
"1018",500,"interpolated",0,14.235,13.813,14.658,0.994,0.994,0.994,"Maui Nui","93",12.2840558128155
"1019",600,"interpolated",0,14.766,14.331,15.201,0.995,0.995,0.996,"Maui Nui","93",12.8441970205628
"1020",700,"interpolated",0,15.196,14.756,15.635,0.996,0.996,0.996,"Maui Nui","93",13.0407000574376
"1021",800,"interpolated",0,15.551,15.111,15.99,0.997,0.996,0.997,"Maui Nui","93",13.4124407545958
"1022",900,"interpolated",0,15.849,15.413,16.285,0.997,0.997,0.998,"Maui Nui","93",13.567588362846
"1023",1000,"interpolated",0,16.102,15.673,16.532,0.998,0.997,0.998,"Maui Nui","93",13.7833113214636
"1024",1,"interpolated",0,1,1,1,0.21,0.207,0.213,"Maui Nui","94",1.02001246810175
"1025",100,"interpolated",0,9.207,9.019,9.395,0.971,0.97,0.972,"Maui Nui","94",8.31903446661933
"1026",200,"interpolated",0,11.382,11.132,11.631,0.984,0.983,0.984,"Maui Nui","94",10.1229805702121
"1027",300,"interpolated",0,12.662,12.383,12.94,0.99,0.989,0.991,"Maui Nui","94",11.0360684996406
"1028",400,"interpolated",0,13.482,13.183,13.78,0.993,0.993,0.994,"Maui Nui","94",11.897340665704
"1029",500,"interpolated",0,14.043,13.728,14.358,0.995,0.995,0.996,"Maui Nui","94",12.2840558128155
"1030",600,"interpolated",0,14.449,14.121,14.778,0.996,0.996,0.997,"Maui Nui","94",12.8441970205628
"1031",700,"interpolated",0,14.758,14.418,15.099,0.997,0.997,0.998,"Maui Nui","94",13.0407000574376
"1032",800,"interpolated",0,15.003,14.653,15.353,0.998,0.998,0.998,"Maui Nui","94",13.4124407545958
"1033",900,"interpolated",0,15.202,14.845,15.56,0.998,0.998,0.998,"Maui Nui","94",13.567588362846
"1034",1000,"interpolated",0,15.369,15.005,15.734,0.998,0.998,0.999,"Maui Nui","94",13.7833113214636
"1035",1,"interpolated",0,1,1,1,0.3,0.296,0.304,"Maui Nui","95",1.02001246810175
"1036",100,"interpolated",0,8.081,7.941,8.222,0.979,0.978,0.98,"Maui Nui","95",8.31903446661933
"1037",200,"interpolated",0,9.604,9.406,9.802,0.989,0.988,0.989,"Maui Nui","95",10.1229805702121
"1038",300,"interpolated",0,10.541,10.309,10.772,0.992,0.992,0.993,"Maui Nui","95",11.0360684996406
"1039",400,"interpolated",0,11.204,10.948,11.46,0.994,0.994,0.995,"Maui Nui","95",11.897340665704
"1040",500,"interpolated",0,11.705,11.43,11.98,0.996,0.995,0.996,"Maui Nui","95",12.2840558128155
"1041",600,"interpolated",0,12.102,11.812,12.393,0.996,0.996,0.997,"Maui Nui","95",12.8441970205628
"1042",700,"interpolated",0,12.428,12.126,12.73,0.997,0.997,0.997,"Maui Nui","95",13.0407000574376
"1043",800,"interpolated",0,12.701,12.39,13.012,0.997,0.997,0.998,"Maui Nui","95",13.4124407545958
"1044",900,"interpolated",0,12.934,12.614,13.253,0.998,0.998,0.998,"Maui Nui","95",13.567588362846
"1045",1000,"interpolated",0,13.135,12.809,13.461,0.998,0.998,0.998,"Maui Nui","95",13.7833113214636
"1046",1,"interpolated",0,1,1,1,0.273,0.27,0.276,"Maui Nui","96",1.02001246810175
"1047",100,"interpolated",0,8.583,8.387,8.78,0.97,0.969,0.972,"Maui Nui","96",8.31903446661933
"1048",200,"interpolated",0,11.009,10.709,11.31,0.98,0.979,0.981,"Maui Nui","96",10.1229805702121
"1049",300,"interpolated",0,12.702,12.333,13.071,0.986,0.985,0.986,"Maui Nui","96",11.0360684996406
"1050",400,"interpolated",0,13.95,13.53,14.37,0.989,0.989,0.99,"Maui Nui","96",11.897340665704
"1051",500,"interpolated",0,14.91,14.45,15.37,0.992,0.991,0.992,"Maui Nui","96",12.2840558128155
"1052",600,"interpolated",0,15.675,15.184,16.166,0.993,0.993,0.994,"Maui Nui","96",12.8441970205628
"1053",700,"interpolated",0,16.301,15.787,16.815,0.994,0.994,0.995,"Maui Nui","96",13.0407000574376
"1054",800,"interpolated",0,16.825,16.295,17.356,0.995,0.995,0.995,"Maui Nui","96",13.4124407545958
"1055",900,"interpolated",0,17.272,16.73,17.814,0.996,0.996,0.996,"Maui Nui","96",13.567588362846
"1056",1000,"interpolated",0,17.656,17.107,18.205,0.996,0.996,0.997,"Maui Nui","96",13.7833113214636
"1057",1,"interpolated",0,1,1,1,0.323,0.319,0.328,"Maui Nui","97",1.02001246810175
"1058",100,"interpolated",0,7.965,7.819,8.111,0.978,0.977,0.979,"Maui Nui","97",8.31903446661933
"1059",200,"interpolated",0,9.742,9.503,9.981,0.985,0.984,0.986,"Maui Nui","97",10.1229805702121
"1060",300,"interpolated",0,11.061,10.759,11.362,0.988,0.988,0.989,"Maui Nui","97",11.0360684996406
"1061",400,"interpolated",0,12.115,11.77,12.461,0.99,0.99,0.991,"Maui Nui","97",11.897340665704
"1062",500,"interpolated",0,12.983,12.607,13.36,0.992,0.992,0.993,"Maui Nui","97",12.2840558128155
"1063",600,"interpolated",0,13.71,13.311,14.11,0.993,0.993,0.994,"Maui Nui","97",12.8441970205628
"1064",700,"interpolated",0,14.327,13.911,14.744,0.994,0.994,0.995,"Maui Nui","97",13.0407000574376
"1065",800,"interpolated",0,14.856,14.426,15.286,0.995,0.995,0.995,"Maui Nui","97",13.4124407545958
"1066",900,"interpolated",0,15.314,14.873,15.755,0.996,0.995,0.996,"Maui Nui","97",13.567588362846
"1067",1000,"interpolated",0,15.713,15.264,16.163,0.996,0.996,0.997,"Maui Nui","97",13.7833113214636
"1068",1,"interpolated",0,1,1,1,0.357,0.346,0.368,"Maui Nui","98",1.02001246810175
"1069",100,"interpolated",0,10.52,10.207,10.833,0.958,0.956,0.96,"Maui Nui","98",8.31903446661933
"1070",200,"interpolated",0,13.741,13.314,14.168,0.975,0.974,0.977,"Maui Nui","98",10.1229805702121
"1071",300,"interpolated",0,15.759,15.27,16.248,0.984,0.983,0.984,"Maui Nui","98",11.0360684996406
"1072",400,"interpolated",0,17.157,16.635,17.679,0.988,0.988,0.989,"Maui Nui","98",11.897340665704
"1073",500,"interpolated",0,18.175,17.64,18.71,0.991,0.991,0.992,"Maui Nui","98",12.2840558128155
"1074",600,"interpolated",0,18.937,18.402,19.473,0.993,0.993,0.994,"Maui Nui","98",12.8441970205628
"1075",700,"interpolated",0,19.521,18.994,20.049,0.995,0.994,0.995,"Maui Nui","98",13.0407000574376
"1076",800,"interpolated",0,19.976,19.462,20.489,0.996,0.996,0.996,"Maui Nui","98",13.4124407545958
"1077",900,"interpolated",0,20.334,19.838,20.83,0.997,0.996,0.997,"Maui Nui","98",13.567588362846
"1078",1000,"interpolated",0,20.62,20.145,21.095,0.997,0.997,0.998,"Maui Nui","98",13.7833113214636
"1079",1,"interpolated",0,1,1,1,0.358,0.353,0.363,"Maui Nui","99",1.02001246810175
"1080",100,"interpolated",0,6.252,6.192,6.312,0.994,0.993,0.994,"Maui Nui","99",8.31903446661933
"1081",200,"interpolated",0,6.606,6.535,6.678,0.998,0.998,0.998,"Maui Nui","99",10.1229805702121
"1082",300,"interpolated",0,6.765,6.699,6.831,0.999,0.999,0.999,"Maui Nui","99",11.0360684996406
"1083",400,"interpolated",0,6.857,6.802,6.911,0.999,0.999,0.999,"Maui Nui","99",11.897340665704
"1084",500,"interpolated",0,6.913,6.87,6.955,1,0.999,1,"Maui Nui","99",12.2840558128155
"1085",600,"interpolated",0,6.947,6.915,6.978,1,1,1,"Maui Nui","99",12.8441970205628
"1086",700,"interpolated",0,6.968,6.945,6.99,1,1,1,"Maui Nui","99",13.0407000574376
"1087",800,"interpolated",0,6.98,6.964,6.996,1,1,1,"Maui Nui","99",13.4124407545958
"1088",900,"interpolated",0,6.988,6.977,6.999,1,1,1,"Maui Nui","99",13.567588362846
"1089",1000,"interpolated",0,6.993,6.985,7.001,1,1,1,"Maui Nui","99",13.7833113214636
"1090",1,"interpolated",0,1,1,1,0.39,0.385,0.395,"Maui Nui","100",1.02001246810175
"1091",100,"interpolated",0,6.831,6.714,6.947,0.984,0.983,0.985,"Maui Nui","100",8.31903446661933
"1092",200,"interpolated",0,7.994,7.825,8.164,0.991,0.991,0.992,"Maui Nui","100",10.1229805702121
"1093",300,"interpolated",0,8.731,8.533,8.929,0.994,0.994,0.994,"Maui Nui","100",11.0360684996406
"1094",400,"interpolated",0,9.262,9.049,9.475,0.995,0.995,0.996,"Maui Nui","100",11.897340665704
"1095",500,"interpolated",0,9.665,9.446,9.884,0.996,0.996,0.997,"Maui Nui","100",12.2840558128155
"1096",600,"interpolated",0,9.979,9.758,10.2,0.997,0.997,0.997,"Maui Nui","100",12.8441970205628
"1097",700,"interpolated",0,10.23,10.01,10.45,0.998,0.998,0.998,"Maui Nui","100",13.0407000574376
"1098",800,"interpolated",0,10.433,10.216,10.651,0.998,0.998,0.998,"Maui Nui","100",13.4124407545958
"1099",900,"interpolated",0,10.601,10.386,10.816,0.998,0.998,0.999,"Maui Nui","100",13.567588362846
"1100",1000,"interpolated",0,10.74,10.528,10.953,0.999,0.999,0.999,"Maui Nui","100",13.7833113214636
"1101",1,"interpolated",0,1,1,1,0.28,0.275,0.284,"Hawai'i Island","1",1.01831043846997
"1102",100,"interpolated",0,6.44,6.317,6.564,0.989,0.988,0.99,"Hawai'i Island","1",7.04336804009112
"1103",200,"interpolated",0,7.259,7.08,7.438,0.994,0.993,0.994,"Hawai'i Island","1",8.22914350537499
"1104",300,"interpolated",0,7.759,7.538,7.98,0.996,0.995,0.997,"Hawai'i Island","1",8.69778899649174
"1105",400,"interpolated",0,8.095,7.842,8.349,0.997,0.997,0.998,"Hawai'i Island","1",9.19647795469147
"1106",500,"interpolated",0,8.343,8.064,8.621,0.998,0.998,0.998,"Hawai'i Island","1",9.33050560477097
"1107",600,"interpolated",0,8.537,8.24,8.835,0.998,0.998,0.999,"Hawai'i Island","1",9.6583706808579
"1108",700,"interpolated",0,8.698,8.386,9.009,0.999,0.998,0.999,"Hawai'i Island","1",9.69448362540769
"1109",800,"interpolated",0,8.834,8.512,9.155,0.999,0.999,0.999,"Hawai'i Island","1",9.90848316514283
"1110",900,"interpolated",0,8.952,8.623,9.281,0.999,0.999,0.999,"Hawai'i Island","1",9.94862965839273
"1111",1000,"interpolated",0,9.056,8.722,9.39,0.999,0.999,0.999,"Hawai'i Island","1",10.0563983302918
"1112",1,"interpolated",0,1,1,1,0.498,0.493,0.503,"Hawai'i Island","2",1.01831043846997
"1113",100,"interpolated",0,4.643,4.584,4.702,0.993,0.992,0.993,"Hawai'i Island","2",7.04336804009112
"1114",200,"interpolated",0,5.112,5.035,5.189,0.997,0.997,0.997,"Hawai'i Island","2",8.22914350537499
"1115",300,"interpolated",0,5.335,5.246,5.425,0.998,0.998,0.998,"Hawai'i Island","2",8.69778899649174
"1116",400,"interpolated",0,5.473,5.376,5.571,0.999,0.999,0.999,"Hawai'i Island","2",9.19647795469147
"1117",500,"interpolated",0,5.571,5.469,5.673,0.999,0.999,0.999,"Hawai'i Island","2",9.33050560477097
"1118",600,"interpolated",0,5.646,5.543,5.748,0.999,0.999,0.999,"Hawai'i Island","2",9.6583706808579
"1119",700,"interpolated",0,5.705,5.605,5.806,0.999,0.999,0.999,"Hawai'i Island","2",9.69448362540769
"1120",800,"interpolated",0,5.754,5.657,5.851,1,1,1,"Hawai'i Island","2",9.90848316514283
"1121",900,"interpolated",0,5.794,5.703,5.886,1,1,1,"Hawai'i Island","2",9.94862965839273
"1122",1000,"interpolated",0,5.828,5.743,5.914,1,1,1,"Hawai'i Island","2",10.0563983302918
"1123",1,"interpolated",0,1,1,1,0.326,0.323,0.329,"Hawai'i Island","3",1.01831043846997
"1124",100,"interpolated",0,6.56,6.47,6.65,0.985,0.985,0.985,"Hawai'i Island","3",7.04336804009112
"1125",200,"interpolated",0,7.513,7.435,7.591,0.994,0.994,0.995,"Hawai'i Island","3",8.22914350537499
"1126",300,"interpolated",0,7.894,7.823,7.965,0.998,0.997,0.998,"Hawai'i Island","3",8.69778899649174
"1127",400,"interpolated",0,8.064,7.986,8.141,0.999,0.999,0.999,"Hawai'i Island","3",9.19647795469147
"1128",500,"interpolated",0,8.152,8.063,8.241,0.999,0.999,0.999,"Hawai'i Island","3",9.33050560477097
"1129",600,"interpolated",0,8.208,8.107,8.308,1,0.999,1,"Hawai'i Island","3",9.6583706808579
"1130",700,"interpolated",0,8.249,8.138,8.361,1,1,1,"Hawai'i Island","3",9.69448362540769
"1131",800,"interpolated",0,8.284,8.163,8.406,1,1,1,"Hawai'i Island","3",9.90848316514283
"1132",900,"interpolated",0,8.316,8.186,8.446,1,1,1,"Hawai'i Island","3",9.94862965839273
"1133",1000,"interpolated",0,8.346,8.208,8.484,1,1,1,"Hawai'i Island","3",10.0563983302918
"1134",1,"interpolated",0,1,1,1,0.427,0.419,0.436,"Hawai'i Island","4",1.01831043846997
"1135",100,"interpolated",0,7.201,7.06,7.343,0.979,0.978,0.979,"Hawai'i Island","4",7.04336804009112
"1136",200,"interpolated",0,8.734,8.57,8.898,0.989,0.989,0.99,"Hawai'i Island","4",8.22914350537499
"1137",300,"interpolated",0,9.535,9.371,9.698,0.994,0.994,0.994,"Hawai'i Island","4",8.69778899649174
"1138",400,"interpolated",0,9.992,9.834,10.15,0.996,0.996,0.997,"Hawai'i Island","4",9.19647795469147
"1139",500,"interpolated",0,10.275,10.125,10.426,0.998,0.998,0.998,"Hawai'i Island","4",9.33050560477097
"1140",600,"interpolated",0,10.462,10.321,10.604,0.998,0.998,0.999,"Hawai'i Island","4",9.6583706808579
"1141",700,"interpolated",0,10.592,10.462,10.723,0.999,0.999,0.999,"Hawai'i Island","4",9.69448362540769
"1142",800,"interpolated",0,10.686,10.567,10.806,0.999,0.999,0.999,"Hawai'i Island","4",9.90848316514283
"1143",900,"interpolated",0,10.756,10.648,10.865,0.999,0.999,1,"Hawai'i Island","4",9.94862965839273
"1144",1000,"interpolated",0,10.809,10.712,10.907,1,0.999,1,"Hawai'i Island","4",10.0563983302918
"1145",1,"interpolated",0,1,1,1,0.573,0.566,0.58,"Hawai'i Island","5",1.01831043846997
"1146",100,"interpolated",0,9.214,9.118,9.311,0.975,0.974,0.976,"Hawai'i Island","5",7.04336804009112
"1147",200,"interpolated",0,10.59,10.48,10.7,0.993,0.992,0.993,"Hawai'i Island","5",8.22914350537499
"1148",300,"interpolated",0,11.098,10.976,11.221,0.997,0.996,0.997,"Hawai'i Island","5",8.69778899649174
"1149",400,"interpolated",0,11.37,11.233,11.506,0.998,0.998,0.998,"Hawai'i Island","5",9.19647795469147
"1150",500,"interpolated",0,11.546,11.395,11.697,0.999,0.998,0.999,"Hawai'i Island","5",9.33050560477097
"1151",600,"interpolated",0,11.675,11.51,11.84,0.999,0.999,0.999,"Hawai'i Island","5",9.6583706808579
"1152",700,"interpolated",0,11.777,11.6,11.954,0.999,0.999,0.999,"Hawai'i Island","5",9.69448362540769
"1153",800,"interpolated",0,11.863,11.676,12.049,0.999,0.999,0.999,"Hawai'i Island","5",9.90848316514283
"1154",900,"interpolated",0,11.937,11.742,12.132,0.999,0.999,0.999,"Hawai'i Island","5",9.94862965839273
"1155",1000,"interpolated",0,12.003,11.8,12.205,0.999,0.999,0.999,"Hawai'i Island","5",10.0563983302918
"1156",1,"interpolated",0,1,1,1,0.422,0.417,0.427,"Hawai'i Island","6",1.01831043846997
"1157",100,"interpolated",0,5.184,5.037,5.331,0.987,0.986,0.987,"Hawai'i Island","6",7.04336804009112
"1158",200,"interpolated",0,6.125,5.957,6.294,0.993,0.993,0.994,"Hawai'i Island","6",8.22914350537499
"1159",300,"interpolated",0,6.623,6.455,6.791,0.996,0.996,0.997,"Hawai'i Island","6",8.69778899649174
"1160",400,"interpolated",0,6.924,6.756,7.092,0.998,0.997,0.998,"Hawai'i Island","6",9.19647795469147
"1161",500,"interpolated",0,7.123,6.949,7.296,0.998,0.998,0.999,"Hawai'i Island","6",9.33050560477097
"1162",600,"interpolated",0,7.262,7.078,7.446,0.999,0.999,0.999,"Hawai'i Island","6",9.6583706808579
"1163",700,"interpolated",0,7.366,7.171,7.56,0.999,0.999,0.999,"Hawai'i Island","6",9.69448362540769
"1164",800,"interpolated",0,7.446,7.242,7.651,0.999,0.999,0.999,"Hawai'i Island","6",9.90848316514283
"1165",900,"interpolated",0,7.512,7.298,7.725,0.999,0.999,1,"Hawai'i Island","6",9.94862965839273
"1166",1000,"interpolated",0,7.566,7.346,7.786,1,0.999,1,"Hawai'i Island","6",10.0563983302918
"1167",1,"interpolated",0,1,1,1,0.32,0.313,0.327,"Hawai'i Island","7",1.01831043846997
"1168",100,"interpolated",0,7.735,7.613,7.857,0.986,0.985,0.987,"Hawai'i Island","7",7.04336804009112
"1169",200,"interpolated",0,8.652,8.505,8.8,0.994,0.993,0.994,"Hawai'i Island","7",8.22914350537499
"1170",300,"interpolated",0,9.134,8.981,9.286,0.996,0.996,0.996,"Hawai'i Island","7",8.69778899649174
"1171",400,"interpolated",0,9.432,9.29,9.575,0.998,0.997,0.998,"Hawai'i Island","7",9.19647795469147
"1172",500,"interpolated",0,9.626,9.499,9.752,0.998,0.998,0.999,"Hawai'i Island","7",9.33050560477097
"1173",600,"interpolated",0,9.752,9.643,9.861,0.999,0.999,0.999,"Hawai'i Island","7",9.6583706808579
"1174",700,"interpolated",0,9.836,9.744,9.928,0.999,0.999,1,"Hawai'i Island","7",9.69448362540769
"1175",800,"interpolated",0,9.891,9.814,9.968,1,0.999,1,"Hawai'i Island","7",9.90848316514283
"1176",900,"interpolated",0,9.928,9.864,9.991,1,1,1,"Hawai'i Island","7",9.94862965839273
"1177",1000,"interpolated",0,9.952,9.9,10.004,1,1,1,"Hawai'i Island","7",10.0563983302918
"1178",1,"interpolated",0,1,1,1,0.385,0.379,0.391,"Hawai'i Island","8",1.01831043846997
"1179",100,"interpolated",0,7.514,7.349,7.68,0.977,0.976,0.978,"Hawai'i Island","8",7.04336804009112
"1180",200,"interpolated",0,8.96,8.775,9.145,0.991,0.991,0.992,"Hawai'i Island","8",8.22914350537499
"1181",300,"interpolated",0,9.596,9.416,9.777,0.996,0.995,0.996,"Hawai'i Island","8",8.69778899649174
"1182",400,"interpolated",0,9.936,9.758,10.114,0.997,0.997,0.998,"Hawai'i Island","8",9.19647795469147
"1183",500,"interpolated",0,10.14,9.957,10.323,0.998,0.998,0.999,"Hawai'i Island","8",9.33050560477097
"1184",600,"interpolated",0,10.273,10.081,10.466,0.999,0.999,0.999,"Hawai'i Island","8",9.6583706808579
"1185",700,"interpolated",0,10.368,10.165,10.57,0.999,0.999,0.999,"Hawai'i Island","8",9.69448362540769
"1186",800,"interpolated",0,10.438,10.226,10.651,0.999,0.999,1,"Hawai'i Island","8",9.90848316514283
"1187",900,"interpolated",0,10.495,10.275,10.715,0.999,0.999,1,"Hawai'i Island","8",9.94862965839273
"1188",1000,"interpolated",0,10.542,10.317,10.768,1,0.999,1,"Hawai'i Island","8",10.0563983302918
"1189",1,"interpolated",0,1,1,1,0.185,0.18,0.189,"Hawai'i Island","9",1.01831043846997
"1190",100,"interpolated",0,8.746,8.644,8.847,0.991,0.99,0.992,"Hawai'i Island","9",7.04336804009112
"1191",200,"interpolated",0,9.369,9.219,9.52,0.995,0.995,0.996,"Hawai'i Island","9",8.22914350537499
"1192",300,"interpolated",0,9.738,9.555,9.921,0.997,0.997,0.997,"Hawai'i Island","9",8.69778899649174
"1193",400,"interpolated",0,9.992,9.786,10.197,0.998,0.998,0.998,"Hawai'i Island","9",9.19647795469147
"1194",500,"interpolated",0,10.175,9.955,10.396,0.998,0.998,0.999,"Hawai'i Island","9",9.33050560477097
"1195",600,"interpolated",0,10.313,10.083,10.544,0.999,0.999,0.999,"Hawai'i Island","9",9.6583706808579
"1196",700,"interpolated",0,10.42,10.184,10.656,0.999,0.999,0.999,"Hawai'i Island","9",9.69448362540769
"1197",800,"interpolated",0,10.505,10.267,10.743,0.999,0.999,0.999,"Hawai'i Island","9",9.90848316514283
"1198",900,"interpolated",0,10.574,10.336,10.812,0.999,0.999,0.999,"Hawai'i Island","9",9.94862965839273
"1199",1000,"interpolated",0,10.632,10.396,10.867,0.999,0.999,1,"Hawai'i Island","9",10.0563983302918
"1200",1,"interpolated",0,1,1,1,0.748,0.742,0.755,"Hawai'i Island","10",1.01831043846997
"1201",100,"interpolated",0,6.152,6.065,6.239,0.982,0.981,0.983,"Hawai'i Island","10",7.04336804009112
"1202",200,"interpolated",0,7.324,7.196,7.452,0.992,0.992,0.993,"Hawai'i Island","10",8.22914350537499
"1203",300,"interpolated",0,7.93,7.775,8.086,0.995,0.995,0.996,"Hawai'i Island","10",8.69778899649174
"1204",400,"interpolated",0,8.328,8.154,8.501,0.997,0.996,0.997,"Hawai'i Island","10",9.19647795469147
"1205",500,"interpolated",0,8.618,8.433,8.803,0.997,0.997,0.998,"Hawai'i Island","10",9.33050560477097
"1206",600,"interpolated",0,8.843,8.653,9.034,0.998,0.998,0.998,"Hawai'i Island","10",9.6583706808579
"1207",700,"interpolated",0,9.026,8.836,9.216,0.998,0.998,0.998,"Hawai'i Island","10",9.69448362540769
"1208",800,"interpolated",0,9.177,8.99,9.364,0.999,0.999,0.999,"Hawai'i Island","10",9.90848316514283
"1209",900,"interpolated",0,9.303,9.122,9.484,0.999,0.999,0.999,"Hawai'i Island","10",9.94862965839273
"1210",1000,"interpolated",0,9.409,9.236,9.583,0.999,0.999,0.999,"Hawai'i Island","10",10.0563983302918
