"geo_entity2","mean_MAP","r_MAP","mean_MAT","r_MAT","mean_PET","r_PET","mean_Arid","r_Arid","mean_minElev","mean_maxElev","r_Elev","m_PlotArea","sd_PlotArea"
"Hawai'i Island",2463.71006988525,3312.12705932617,17.5191357679367,11.5360800933838,2403.85502746582,2337.86489135742,1.07370931866399,1.59598809995304,79.3359959030151,1976.19832763672,1896.8623317337,7285.988,504.64977079719
"Kaua'i Island",1795.98124279785,2324.92766845704,19.6449769830704,7.10466387748721,2821.90358044434,1944.08567993164,0.643534766440578,0.900349695783135,66.3687233734131,1138.57198852539,1072.20326515198,7079.3445,453.625027148308
"Maui Nui",3663.07384002686,5632.70769897461,16.7430261983871,10.3540253353119,2390.74399255371,1625.39595092773,1.67996741271063,3.2157014088035,229.124668579102,1766.76189086914,1537.63722229004,7677.0387,390.571278675962
"O'ahu Island",1716.18615881348,2347.21871337891,21.1238257770538,4.35915252685546,3286.0981003418,1711.96203125,0.530606454895861,0.756249768690361,69.9734940481187,741.932885742188,671.959391694069,6666.6653,361.905557540496
