"geo_entity2","beta_S","l.QD","h.QD"
"Hawai'i",5.46030385487528,5.20323786848073,5.70778829365079
"Maui Nui",3.8688169449598,3.6471463693053,4.08045016749124
"O'ahu",7.58698299319728,7.26905612244898,7.90356862244898
"Kaua'i",11.4222806956116,11.014908444211,11.822290502451
