"m","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL","geo_entity2","iteration","qD_pred"
"582",900,"interpolated",0,11.292,11.097,11.486,0.999,0.999,0.999,"Maui Nui","53",12.9943040008188
"583",1000,"interpolated",0,11.372,11.172,11.571,0.999,0.999,0.999,"Maui Nui","53",13.1989199939679
"584",1,"interpolated",0,1,1,1,0.566,0.558,0.574,"Maui Nui","54",1.01981110409481
"585",100,"interpolated",0,8.452,8.288,8.616,0.977,0.976,0.978,"Maui Nui","54",8.06753997015173
"586",200,"interpolated",0,9.914,9.708,10.119,0.99,0.99,0.991,"Maui Nui","54",9.75720113978417
"587",300,"interpolated",0,10.67,10.425,10.916,0.994,0.993,0.995,"Maui Nui","54",10.6052504077115
"588",400,"interpolated",0,11.171,10.885,11.457,0.996,0.995,0.996,"Maui Nui","54",11.4202499144328
"589",500,"interpolated",0,11.543,11.219,11.867,0.997,0.996,0.997,"Maui Nui","54",11.7793426865683
"590",600,"interpolated",0,11.84,11.483,12.197,0.997,0.997,0.998,"Maui Nui","54",12.313873455365
"591",700,"interpolated",0,12.088,11.703,12.474,0.998,0.997,0.998,"Maui Nui","54",12.4950799705531
"592",800,"interpolated",0,12.303,11.893,12.713,0.998,0.998,0.998,"Maui Nui","54",12.8501873565543
"593",900,"interpolated",0,12.493,12.063,12.923,0.998,0.998,0.998,"Maui Nui","54",12.9943040008188
"594",1000,"interpolated",0,12.664,12.217,13.111,0.998,0.998,0.999,"Maui Nui","54",13.1989199939679
"595",1,"interpolated",0,1,1,1,0.25,0.245,0.255,"Maui Nui","55",1.01981110409481
"596",100,"interpolated",0,10.896,10.716,11.075,0.962,0.961,0.963,"Maui Nui","55",8.06753997015173
"597",200,"interpolated",0,13.658,13.407,13.91,0.98,0.979,0.981,"Maui Nui","55",9.75720113978417
"598",300,"interpolated",0,15.288,14.99,15.586,0.987,0.986,0.988,"Maui Nui","55",10.6052504077115
"599",400,"interpolated",0,16.404,16.072,16.736,0.99,0.99,0.991,"Maui Nui","55",11.4202499144328
"600",500,"interpolated",0,17.242,16.883,17.601,0.993,0.992,0.993,"Maui Nui","55",11.7793426865683
"601",600,"interpolated",0,17.909,17.527,18.29,0.994,0.994,0.994,"Maui Nui","55",12.313873455365
"602",700,"interpolated",0,18.458,18.058,18.859,0.995,0.995,0.995,"Maui Nui","55",12.4950799705531
"603",800,"interpolated",0,18.923,18.506,19.34,0.996,0.995,0.996,"Maui Nui","55",12.8501873565543
"604",900,"interpolated",0,19.322,18.891,19.752,0.996,0.996,0.997,"Maui Nui","55",12.9943040008188
"605",1000,"interpolated",0,19.669,19.227,20.111,0.997,0.996,0.997,"Maui Nui","55",13.1989199939679
"606",1,"interpolated",0,1,1,1,0.336,0.331,0.341,"Maui Nui","56",1.01981110409481
"607",100,"interpolated",0,6.554,6.425,6.682,0.988,0.987,0.989,"Maui Nui","56",8.06753997015173
"608",200,"interpolated",0,7.429,7.251,7.608,0.993,0.993,0.994,"Maui Nui","56",9.75720113978417
"609",300,"interpolated",0,7.964,7.762,8.166,0.996,0.995,0.996,"Maui Nui","56",10.6052504077115
"610",400,"interpolated",0,8.333,8.121,8.544,0.997,0.997,0.997,"Maui Nui","56",11.4202499144328
"611",500,"interpolated",0,8.601,8.387,8.815,0.998,0.997,0.998,"Maui Nui","56",11.7793426865683
"612",600,"interpolated",0,8.803,8.589,9.017,0.998,0.998,0.998,"Maui Nui","56",12.313873455365
"613",700,"interpolated",0,8.959,8.746,9.172,0.999,0.998,0.999,"Maui Nui","56",12.4950799705531
"614",800,"interpolated",0,9.081,8.868,9.294,0.999,0.999,0.999,"Maui Nui","56",12.8501873565543
"615",900,"interpolated",0,9.179,8.965,9.393,0.999,0.999,0.999,"Maui Nui","56",12.9943040008188
"616",1000,"interpolated",0,9.258,9.043,9.474,0.999,0.999,0.999,"Maui Nui","56",13.1989199939679
"617",1,"interpolated",0,1,1,1,0.364,0.359,0.369,"Maui Nui","57",1.01981110409481
"618",100,"interpolated",0,8.548,8.412,8.683,0.981,0.98,0.982,"Maui Nui","57",8.06753997015173
"619",200,"interpolated",0,9.827,9.656,9.997,0.991,0.991,0.991,"Maui Nui","57",9.75720113978417
"620",300,"interpolated",0,10.53,10.358,10.701,0.995,0.994,0.995,"Maui Nui","57",10.6052504077115
"621",400,"interpolated",0,10.976,10.816,11.137,0.996,0.996,0.997,"Maui Nui","57",11.4202499144328
"622",500,"interpolated",0,11.271,11.125,11.418,0.998,0.997,0.998,"Maui Nui","57",11.7793426865683
"623",600,"interpolated",0,11.471,11.338,11.604,0.998,0.998,0.999,"Maui Nui","57",12.313873455365
"624",700,"interpolated",0,11.609,11.489,11.73,0.999,0.999,0.999,"Maui Nui","57",12.4950799705531
"625",800,"interpolated",0,11.707,11.599,11.816,0.999,0.999,0.999,"Maui Nui","57",12.8501873565543
"626",900,"interpolated",0,11.778,11.68,11.875,0.999,0.999,1,"Maui Nui","57",12.9943040008188
"627",1000,"interpolated",0,11.829,11.742,11.917,1,0.999,1,"Maui Nui","57",13.1989199939679
"628",1,"interpolated",0,1,1,1,0.271,0.267,0.274,"Maui Nui","58",1.01981110409481
"629",100,"interpolated",0,9.117,8.922,9.312,0.969,0.967,0.97,"Maui Nui","58",8.06753997015173
"630",200,"interpolated",0,11.552,11.251,11.853,0.981,0.98,0.982,"Maui Nui","58",9.75720113978417
"631",300,"interpolated",0,13.194,12.831,13.558,0.986,0.985,0.987,"Maui Nui","58",10.6052504077115
"632",400,"interpolated",0,14.409,14.013,14.805,0.989,0.989,0.99,"Maui Nui","58",11.4202499144328
"633",500,"interpolated",0,15.345,14.936,15.755,0.992,0.991,0.992,"Maui Nui","58",11.7793426865683
"634",600,"interpolated",0,16.086,15.675,16.497,0.993,0.993,0.994,"Maui Nui","58",12.313873455365
"635",700,"interpolated",0,16.68,16.274,17.086,0.995,0.994,0.995,"Maui Nui","58",12.4950799705531
"636",800,"interpolated",0,17.163,16.766,17.559,0.996,0.995,0.996,"Maui Nui","58",12.8501873565543
"637",900,"interpolated",0,17.558,17.174,17.943,0.996,0.996,0.997,"Maui Nui","58",12.9943040008188
"638",1000,"interpolated",0,17.885,17.514,18.257,0.997,0.997,0.997,"Maui Nui","58",13.1989199939679
"639",1,"interpolated",0,1,1,1,0.278,0.275,0.281,"Maui Nui","59",1.01981110409481
"640",100,"interpolated",0,7.912,7.745,8.079,0.974,0.973,0.975,"Maui Nui","59",8.06753997015173
"641",200,"interpolated",0,9.944,9.719,10.168,0.984,0.984,0.985,"Maui Nui","59",9.75720113978417
"642",300,"interpolated",0,11.209,10.968,11.45,0.99,0.989,0.99,"Maui Nui","59",10.6052504077115
"643",400,"interpolated",0,12.048,11.804,12.293,0.993,0.993,0.994,"Maui Nui","59",11.4202499144328
"644",500,"interpolated",0,12.626,12.38,12.873,0.995,0.995,0.996,"Maui Nui","59",11.7793426865683
"645",600,"interpolated",0,13.038,12.789,13.287,0.997,0.996,0.997,"Maui Nui","59",12.313873455365
"646",700,"interpolated",0,13.341,13.089,13.592,0.997,0.997,0.998,"Maui Nui","59",12.4950799705531
"647",800,"interpolated",0,13.571,13.318,13.824,0.998,0.998,0.998,"Maui Nui","59",12.8501873565543
"648",900,"interpolated",0,13.751,13.496,14.005,0.998,0.998,0.999,"Maui Nui","59",12.9943040008188
"649",1000,"interpolated",0,13.896,13.641,14.151,0.999,0.999,0.999,"Maui Nui","59",13.1989199939679
"650",1,"interpolated",0,1,1,1,0.307,0.302,0.313,"Maui Nui","60",1.01981110409481
"651",100,"interpolated",0,8.443,8.278,8.608,0.974,0.973,0.975,"Maui Nui","60",8.06753997015173
"652",200,"interpolated",0,10.475,10.23,10.72,0.984,0.983,0.984,"Maui Nui","60",9.75720113978417
"653",300,"interpolated",0,11.85,11.564,12.137,0.988,0.988,0.989,"Maui Nui","60",10.6052504077115
"654",400,"interpolated",0,12.863,12.561,13.166,0.991,0.991,0.991,"Maui Nui","60",11.4202499144328
"655",500,"interpolated",0,13.637,13.334,13.94,0.993,0.993,0.993,"Maui Nui","60",11.7793426865683
"656",600,"interpolated",0,14.238,13.943,14.533,0.995,0.994,0.995,"Maui Nui","60",12.313873455365
"657",700,"interpolated",0,14.711,14.429,14.993,0.996,0.996,0.996,"Maui Nui","60",12.4950799705531
"658",800,"interpolated",0,15.086,14.817,15.355,0.997,0.996,0.997,"Maui Nui","60",12.8501873565543
"659",900,"interpolated",0,15.385,15.129,15.641,0.997,0.997,0.998,"Maui Nui","60",12.9943040008188
"660",1000,"interpolated",0,15.626,15.381,15.871,0.998,0.998,0.998,"Maui Nui","60",13.1989199939679
"661",1,"interpolated",0,1,1,1,0.445,0.439,0.452,"Maui Nui","61",1.01981110409481
"662",100,"interpolated",0,6.87,6.702,7.037,0.979,0.978,0.98,"Maui Nui","61",8.06753997015173
"663",200,"interpolated",0,8.47,8.247,8.693,0.988,0.987,0.988,"Maui Nui","61",9.75720113978417
"664",300,"interpolated",0,9.472,9.221,9.723,0.992,0.991,0.992,"Maui Nui","61",10.6052504077115
"665",400,"interpolated",0,10.167,9.899,10.434,0.994,0.994,0.994,"Maui Nui","61",11.4202499144328
"666",500,"interpolated",0,10.682,10.407,10.957,0.996,0.995,0.996,"Maui Nui","61",11.7793426865683
"667",600,"interpolated",0,11.081,10.804,11.358,0.996,0.996,0.997,"Maui Nui","61",12.313873455365
"668",700,"interpolated",0,11.399,11.126,11.672,0.997,0.997,0.997,"Maui Nui","61",12.4950799705531
"669",800,"interpolated",0,11.656,11.391,11.922,0.998,0.998,0.998,"Maui Nui","61",12.8501873565543
"670",900,"interpolated",0,11.868,11.612,12.124,0.998,0.998,0.998,"Maui Nui","61",12.9943040008188
"671",1000,"interpolated",0,12.043,11.798,12.288,0.998,0.998,0.999,"Maui Nui","61",13.1989199939679
"672",1,"interpolated",0,1,1,1,0.401,0.394,0.409,"Maui Nui","62",1.01981110409481
"673",100,"interpolated",0,6.822,6.623,7.022,0.976,0.974,0.977,"Maui Nui","62",8.06753997015173
"674",200,"interpolated",0,8.929,8.632,9.226,0.982,0.981,0.983,"Maui Nui","62",9.75720113978417
"675",300,"interpolated",0,10.509,10.169,10.849,0.986,0.986,0.987,"Maui Nui","62",10.6052504077115
"676",400,"interpolated",0,11.701,11.349,12.054,0.99,0.989,0.99,"Maui Nui","62",11.4202499144328
"677",500,"interpolated",0,12.607,12.257,12.958,0.992,0.992,0.993,"Maui Nui","62",11.7793426865683
"678",600,"interpolated",0,13.3,12.959,13.641,0.994,0.994,0.994,"Maui Nui","62",12.313873455365
"679",700,"interpolated",0,13.834,13.506,14.161,0.995,0.995,0.996,"Maui Nui","62",12.4950799705531
"680",800,"interpolated",0,14.248,13.934,14.561,0.996,0.996,0.997,"Maui Nui","62",12.8501873565543
"681",900,"interpolated",0,14.571,14.272,14.871,0.997,0.997,0.997,"Maui Nui","62",12.9943040008188
"682",1000,"interpolated",0,14.826,14.54,15.112,0.998,0.997,0.998,"Maui Nui","62",13.1989199939679
"683",1,"interpolated",0,1,1,1,0.237,0.232,0.241,"Maui Nui","63",1.01981110409481
"684",100,"interpolated",0,12.454,12.229,12.679,0.963,0.961,0.964,"Maui Nui","63",8.06753997015173
"685",200,"interpolated",0,15.12,14.806,15.434,0.98,0.98,0.981,"Maui Nui","63",9.75720113978417
"686",300,"interpolated",0,16.703,16.345,17.061,0.987,0.986,0.988,"Maui Nui","63",10.6052504077115
"687",400,"interpolated",0,17.788,17.402,18.174,0.991,0.99,0.991,"Maui Nui","63",11.4202499144328
"688",500,"interpolated",0,18.583,18.178,18.989,0.993,0.993,0.994,"Maui Nui","63",11.7793426865683
"689",600,"interpolated",0,19.194,18.774,19.615,0.995,0.994,0.995,"Maui Nui","63",12.313873455365
"690",700,"interpolated",0,19.68,19.248,20.112,0.996,0.995,0.996,"Maui Nui","63",12.4950799705531
"691",800,"interpolated",0,20.075,19.636,20.515,0.996,0.996,0.997,"Maui Nui","63",12.8501873565543
"692",900,"interpolated",0,20.404,19.959,20.849,0.997,0.997,0.997,"Maui Nui","63",12.9943040008188
"693",1000,"interpolated",0,20.681,20.233,21.13,0.997,0.997,0.998,"Maui Nui","63",13.1989199939679
"694",1,"interpolated",0,1,1,1,0.221,0.218,0.224,"Maui Nui","64",1.01981110409481
"695",100,"interpolated",0,9.473,9.295,9.65,0.974,0.973,0.975,"Maui Nui","64",8.06753997015173
"696",200,"interpolated",0,11.422,11.163,11.681,0.985,0.984,0.986,"Maui Nui","64",9.75720113978417
"697",300,"interpolated",0,12.63,12.322,12.938,0.99,0.989,0.991,"Maui Nui","64",10.6052504077115
"698",400,"interpolated",0,13.471,13.127,13.815,0.993,0.992,0.993,"Maui Nui","64",11.4202499144328
"699",500,"interpolated",0,14.094,13.721,14.466,0.995,0.994,0.995,"Maui Nui","64",11.7793426865683
"700",600,"interpolated",0,14.576,14.18,14.972,0.996,0.995,0.996,"Maui Nui","64",12.313873455365
"701",700,"interpolated",0,14.963,14.548,15.378,0.997,0.996,0.997,"Maui Nui","64",12.4950799705531
"702",800,"interpolated",0,15.281,14.85,15.711,0.997,0.997,0.997,"Maui Nui","64",12.8501873565543
"703",900,"interpolated",0,15.548,15.105,15.991,0.998,0.997,0.998,"Maui Nui","64",12.9943040008188
"704",1000,"interpolated",0,15.778,15.325,16.23,0.998,0.998,0.998,"Maui Nui","64",13.1989199939679
"705",1,"interpolated",0,1,1,1,0.254,0.25,0.258,"Maui Nui","65",1.01981110409481
"706",100,"interpolated",0,9.409,9.228,9.591,0.974,0.972,0.975,"Maui Nui","65",8.06753997015173
"707",200,"interpolated",0,11.321,11.071,11.57,0.986,0.985,0.987,"Maui Nui","65",9.75720113978417
"708",300,"interpolated",0,12.445,12.161,12.73,0.991,0.99,0.991,"Maui Nui","65",10.6052504077115
"709",400,"interpolated",0,13.204,12.902,13.506,0.994,0.993,0.994,"Maui Nui","65",11.4202499144328
"710",500,"interpolated",0,13.747,13.438,14.057,0.995,0.995,0.996,"Maui Nui","65",11.7793426865683
"711",600,"interpolated",0,14.151,13.839,14.463,0.997,0.996,0.997,"Maui Nui","65",12.313873455365
"712",700,"interpolated",0,14.459,14.148,14.769,0.997,0.997,0.998,"Maui Nui","65",12.4950799705531
"713",800,"interpolated",0,14.698,14.39,15.006,0.998,0.998,0.998,"Maui Nui","65",12.8501873565543
"714",900,"interpolated",0,14.887,14.582,15.191,0.998,0.998,0.999,"Maui Nui","65",12.9943040008188
"715",1000,"interpolated",0,15.039,14.738,15.34,0.999,0.998,0.999,"Maui Nui","65",13.1989199939679
"716",1,"interpolated",0,1,1,1,0.334,0.329,0.34,"Maui Nui","66",1.01981110409481
"717",100,"interpolated",0,6.966,6.809,7.122,0.983,0.982,0.984,"Maui Nui","66",8.06753997015173
"718",200,"interpolated",0,8.378,8.147,8.609,0.988,0.988,0.989,"Maui Nui","66",9.75720113978417
"719",300,"interpolated",0,9.374,9.11,9.639,0.992,0.991,0.992,"Maui Nui","66",10.6052504077115
"720",400,"interpolated",0,10.1,9.824,10.376,0.994,0.994,0.994,"Maui Nui","66",11.4202499144328
"721",500,"interpolated",0,10.638,10.362,10.915,0.995,0.995,0.996,"Maui Nui","66",11.7793426865683
"722",600,"interpolated",0,11.045,10.774,11.316,0.996,0.996,0.997,"Maui Nui","66",12.313873455365
"723",700,"interpolated",0,11.358,11.095,11.621,0.997,0.997,0.997,"Maui Nui","66",12.4950799705531
"724",800,"interpolated",0,11.602,11.347,11.857,0.998,0.998,0.998,"Maui Nui","66",12.8501873565543
"725",900,"interpolated",0,11.795,11.548,12.043,0.998,0.998,0.998,"Maui Nui","66",12.9943040008188
"726",1000,"interpolated",0,11.951,11.71,12.192,0.999,0.998,0.999,"Maui Nui","66",13.1989199939679
"727",1,"interpolated",0,1,1,1,0.237,0.232,0.243,"Maui Nui","67",1.01981110409481
"728",100,"interpolated",0,11.77,11.58,11.961,0.969,0.967,0.97,"Maui Nui","67",8.06753997015173
"729",200,"interpolated",0,14.037,13.758,14.316,0.983,0.982,0.984,"Maui Nui","67",9.75720113978417
"730",300,"interpolated",0,15.454,15.111,15.797,0.988,0.987,0.989,"Maui Nui","67",10.6052504077115
"731",400,"interpolated",0,16.501,16.114,16.888,0.991,0.99,0.991,"Maui Nui","67",11.4202499144328
"732",500,"interpolated",0,17.327,16.909,17.745,0.993,0.992,0.993,"Maui Nui","67",11.7793426865683
"733",600,"interpolated",0,18.001,17.562,18.441,0.994,0.993,0.994,"Maui Nui","67",12.313873455365
"734",700,"interpolated",0,18.563,18.107,19.018,0.995,0.995,0.995,"Maui Nui","67",12.4950799705531
"735",800,"interpolated",0,19.037,18.57,19.504,0.996,0.995,0.996,"Maui Nui","67",12.8501873565543
"736",900,"interpolated",0,19.443,18.967,19.918,0.996,0.996,0.997,"Maui Nui","67",12.9943040008188
"737",1000,"interpolated",0,19.792,19.311,20.274,0.997,0.996,0.997,"Maui Nui","67",13.1989199939679
"738",1,"interpolated",0,1,1,1,0.262,0.259,0.266,"Maui Nui","68",1.01981110409481
"739",100,"interpolated",0,7.312,7.091,7.533,0.979,0.978,0.981,"Maui Nui","68",8.06753997015173
"740",200,"interpolated",0,9.05,8.721,9.379,0.985,0.985,0.986,"Maui Nui","68",9.75720113978417
"741",300,"interpolated",0,10.324,9.95,10.697,0.989,0.989,0.989,"Maui Nui","68",10.6052504077115
"742",400,"interpolated",0,11.278,10.895,11.661,0.992,0.991,0.992,"Maui Nui","68",11.4202499144328
"743",500,"interpolated",0,12,11.626,12.375,0.994,0.993,0.994,"Maui Nui","68",11.7793426865683
"744",600,"interpolated",0,12.554,12.196,12.911,0.995,0.995,0.996,"Maui Nui","68",12.313873455365
"745",700,"interpolated",0,12.982,12.645,13.319,0.996,0.996,0.997,"Maui Nui","68",12.4950799705531
"746",800,"interpolated",0,13.316,13,13.633,0.997,0.997,0.997,"Maui Nui","68",12.8501873565543
"747",900,"interpolated",0,13.58,13.282,13.877,0.998,0.997,0.998,"Maui Nui","68",12.9943040008188
"748",1000,"interpolated",0,13.79,13.509,14.071,0.998,0.998,0.998,"Maui Nui","68",13.1989199939679
"749",1,"interpolated",0,1,1,1,0.441,0.432,0.449,"Maui Nui","69",1.01981110409481
"750",100,"interpolated",0,8.504,8.309,8.698,0.977,0.976,0.979,"Maui Nui","69",8.06753997015173
"751",200,"interpolated",0,10.208,9.928,10.488,0.987,0.986,0.988,"Maui Nui","69",9.75720113978417
"752",300,"interpolated",0,11.334,10.999,11.668,0.99,0.99,0.991,"Maui Nui","69",10.6052504077115
"753",400,"interpolated",0,12.168,11.795,12.542,0.993,0.992,0.993,"Maui Nui","69",11.4202499144328
"754",500,"interpolated",0,12.817,12.414,13.22,0.994,0.994,0.995,"Maui Nui","69",11.7793426865683
"755",600,"interpolated",0,13.336,12.91,13.762,0.995,0.995,0.996,"Maui Nui","69",12.313873455365
"756",700,"interpolated",0,13.76,13.315,14.204,0.996,0.996,0.997,"Maui Nui","69",12.4950799705531
"757",800,"interpolated",0,14.113,13.655,14.571,0.997,0.996,0.997,"Maui Nui","69",12.8501873565543
"758",900,"interpolated",0,14.412,13.945,14.88,0.997,0.997,0.998,"Maui Nui","69",12.9943040008188
"759",1000,"interpolated",0,14.67,14.195,15.144,0.998,0.997,0.998,"Maui Nui","69",13.1989199939679
"760",1,"interpolated",0,1,1,1,0.297,0.292,0.302,"Maui Nui","70",1.01981110409481
"761",100,"interpolated",0,7.175,7.088,7.261,0.99,0.99,0.991,"Maui Nui","70",8.06753997015173
"762",200,"interpolated",0,7.718,7.606,7.83,0.997,0.996,0.997,"Maui Nui","70",9.75720113978417
"763",300,"interpolated",0,7.953,7.823,8.083,0.998,0.998,0.999,"Maui Nui","70",10.6052504077115
"764",400,"interpolated",0,8.098,7.952,8.244,0.999,0.999,0.999,"Maui Nui","70",11.4202499144328
"765",500,"interpolated",0,8.2,8.037,8.363,0.999,0.999,0.999,"Maui Nui","70",11.7793426865683
"766",600,"interpolated",0,8.278,8.098,8.457,0.999,0.999,1,"Maui Nui","70",12.313873455365
"767",700,"interpolated",0,8.339,8.144,8.534,0.999,0.999,1,"Maui Nui","70",12.4950799705531
"768",800,"interpolated",0,8.391,8.182,8.6,1,0.999,1,"Maui Nui","70",12.8501873565543
"769",900,"interpolated",0,8.436,8.215,8.657,1,0.999,1,"Maui Nui","70",12.9943040008188
"770",1000,"interpolated",0,8.476,8.245,8.707,1,1,1,"Maui Nui","70",13.1989199939679
"771",1,"interpolated",0,1,1,1,0.372,0.368,0.377,"Maui Nui","71",1.01981110409481
"772",100,"interpolated",0,6.246,6.109,6.383,0.987,0.986,0.989,"Maui Nui","71",8.06753997015173
"773",200,"interpolated",0,7.282,7.065,7.498,0.991,0.99,0.992,"Maui Nui","71",9.75720113978417
"774",300,"interpolated",0,8.078,7.817,8.339,0.993,0.993,0.993,"Maui Nui","71",10.6052504077115
"775",400,"interpolated",0,8.713,8.43,8.996,0.994,0.994,0.995,"Maui Nui","71",11.4202499144328
"776",500,"interpolated",0,9.223,8.932,9.515,0.995,0.995,0.996,"Maui Nui","71",11.7793426865683
"777",600,"interpolated",0,9.637,9.344,9.93,0.996,0.996,0.997,"Maui Nui","71",12.313873455365
"778",700,"interpolated",0,9.974,9.684,10.264,0.997,0.997,0.997,"Maui Nui","71",12.4950799705531
"779",800,"interpolated",0,10.251,9.966,10.535,0.997,0.997,0.998,"Maui Nui","71",12.8501873565543
"780",900,"interpolated",0,10.479,10.201,10.758,0.998,0.998,0.998,"Maui Nui","71",12.9943040008188
"781",1000,"interpolated",0,10.67,10.397,10.942,0.998,0.998,0.998,"Maui Nui","71",13.1989199939679
"782",1,"interpolated",0,1,1,1,0.259,0.254,0.264,"Maui Nui","72",1.01981110409481
"783",100,"interpolated",0,7.926,7.775,8.077,0.978,0.977,0.979,"Maui Nui","72",8.06753997015173
"784",200,"interpolated",0,9.717,9.491,9.943,0.985,0.985,0.986,"Maui Nui","72",9.75720113978417
"785",300,"interpolated",0,10.952,10.689,11.216,0.99,0.989,0.99,"Maui Nui","72",10.6052504077115
"786",400,"interpolated",0,11.855,11.576,12.134,0.992,0.992,0.992,"Maui Nui","72",11.4202499144328
"787",500,"interpolated",0,12.533,12.254,12.813,0.994,0.994,0.994,"Maui Nui","72",11.7793426865683
"788",600,"interpolated",0,13.051,12.78,13.323,0.995,0.995,0.996,"Maui Nui","72",12.313873455365
"789",700,"interpolated",0,13.452,13.193,13.711,0.996,0.996,0.997,"Maui Nui","72",12.4950799705531
"790",800,"interpolated",0,13.764,13.521,14.007,0.997,0.997,0.997,"Maui Nui","72",12.8501873565543
"791",900,"interpolated",0,14.009,13.783,14.235,0.998,0.998,0.998,"Maui Nui","72",12.9943040008188
"792",1000,"interpolated",0,14.203,13.995,14.411,0.998,0.998,0.998,"Maui Nui","72",13.1989199939679
"793",1,"interpolated",0,1,1,1,0.35,0.344,0.356,"Maui Nui","73",1.01981110409481
"794",100,"interpolated",0,8.241,8.078,8.404,0.97,0.969,0.971,"Maui Nui","73",8.06753997015173
"795",200,"interpolated",0,10.563,10.333,10.792,0.982,0.982,0.983,"Maui Nui","73",9.75720113978417
"796",300,"interpolated",0,11.996,11.722,12.269,0.988,0.988,0.989,"Maui Nui","73",10.6052504077115
"797",400,"interpolated",0,12.976,12.668,13.283,0.992,0.991,0.992,"Maui Nui","73",11.4202499144328
"798",500,"interpolated",0,13.701,13.368,14.034,0.994,0.993,0.994,"Maui Nui","73",11.7793426865683
"799",600,"interpolated",0,14.27,13.918,14.622,0.995,0.995,0.995,"Maui Nui","73",12.313873455365
"800",700,"interpolated",0,14.734,14.369,15.098,0.996,0.996,0.996,"Maui Nui","73",12.4950799705531
"801",800,"interpolated",0,15.121,14.749,15.493,0.996,0.996,0.997,"Maui Nui","73",12.8501873565543
"802",900,"interpolated",0,15.45,15.074,15.827,0.997,0.997,0.997,"Maui Nui","73",12.9943040008188
"803",1000,"interpolated",0,15.734,15.356,16.112,0.997,0.997,0.998,"Maui Nui","73",13.1989199939679
"804",1,"interpolated",0,1,1,1,0.334,0.33,0.338,"Maui Nui","74",1.01981110409481
"805",100,"interpolated",0,7.699,7.506,7.893,0.976,0.975,0.978,"Maui Nui","74",8.06753997015173
"806",200,"interpolated",0,9.588,9.294,9.883,0.985,0.984,0.985,"Maui Nui","74",9.75720113978417
"807",300,"interpolated",0,10.906,10.553,11.259,0.989,0.988,0.989,"Maui Nui","74",10.6052504077115
"808",400,"interpolated",0,11.88,11.49,12.27,0.992,0.991,0.992,"Maui Nui","74",11.4202499144328
"809",500,"interpolated",0,12.621,12.206,13.037,0.994,0.993,0.994,"Maui Nui","74",11.7793426865683
"810",600,"interpolated",0,13.199,12.766,13.633,0.995,0.994,0.995,"Maui Nui","74",12.313873455365
"811",700,"interpolated",0,13.658,13.21,14.106,0.996,0.996,0.996,"Maui Nui","74",12.4950799705531
"812",800,"interpolated",0,14.029,13.568,14.489,0.997,0.996,0.997,"Maui Nui","74",12.8501873565543
"813",900,"interpolated",0,14.332,13.86,14.803,0.997,0.997,0.998,"Maui Nui","74",12.9943040008188
"814",1000,"interpolated",0,14.584,14.103,15.065,0.998,0.997,0.998,"Maui Nui","74",13.1989199939679
"815",1,"interpolated",0,1,1,1,0.284,0.281,0.288,"Maui Nui","75",1.01981110409481
"816",100,"interpolated",0,7.174,7.039,7.309,0.98,0.979,0.981,"Maui Nui","75",8.06753997015173
"817",200,"interpolated",0,8.743,8.559,8.927,0.988,0.987,0.988,"Maui Nui","75",9.75720113978417
"818",300,"interpolated",0,9.758,9.563,9.953,0.992,0.991,0.992,"Maui Nui","75",10.6052504077115
"819",400,"interpolated",0,10.454,10.26,10.649,0.994,0.994,0.995,"Maui Nui","75",11.4202499144328
"820",500,"interpolated",0,10.946,10.753,11.139,0.996,0.996,0.996,"Maui Nui","75",11.7793426865683
"821",600,"interpolated",0,11.301,11.108,11.494,0.997,0.997,0.997,"Maui Nui","75",12.313873455365
"822",700,"interpolated",0,11.565,11.37,11.76,0.998,0.997,0.998,"Maui Nui","75",12.4950799705531
"823",800,"interpolated",0,11.766,11.568,11.963,0.998,0.998,0.998,"Maui Nui","75",12.8501873565543
"824",900,"interpolated",0,11.922,11.722,12.123,0.999,0.998,0.999,"Maui Nui","75",12.9943040008188
"825",1000,"interpolated",0,12.047,11.843,12.25,0.999,0.999,0.999,"Maui Nui","75",13.1989199939679
"826",1,"interpolated",0,1,1,1,0.3,0.297,0.304,"Maui Nui","76",1.01981110409481
"827",100,"interpolated",0,7.458,7.313,7.603,0.978,0.977,0.979,"Maui Nui","76",8.06753997015173
"828",200,"interpolated",0,8.988,8.819,9.157,0.99,0.989,0.99,"Maui Nui","76",9.75720113978417
"829",300,"interpolated",0,9.777,9.585,9.969,0.994,0.994,0.995,"Maui Nui","76",10.6052504077115
"830",400,"interpolated",0,10.256,10.045,10.468,0.996,0.996,0.996,"Maui Nui","76",11.4202499144328
"831",500,"interpolated",0,10.587,10.363,10.81,0.997,0.997,0.997,"Maui Nui","76",11.7793426865683
"832",600,"interpolated",0,10.833,10.604,11.063,0.998,0.998,0.998,"Maui Nui","76",12.313873455365
"833",700,"interpolated",0,11.027,10.797,11.257,0.998,0.998,0.998,"Maui Nui","76",12.4950799705531
"834",800,"interpolated",0,11.182,10.955,11.41,0.999,0.998,0.999,"Maui Nui","76",12.8501873565543
"835",900,"interpolated",0,11.31,11.088,11.532,0.999,0.999,0.999,"Maui Nui","76",12.9943040008188
"836",1000,"interpolated",0,11.415,11.2,11.63,0.999,0.999,0.999,"Maui Nui","76",13.1989199939679
"837",1,"interpolated",0,1,1,1,0.202,0.198,0.206,"Maui Nui","77",1.01981110409481
