"geo_entity2","mean_MAP","r_MAP","mean_MAT","r_MAT","mean_PET","r_PET","mean_Arid","r_Arid","mean_minElev","mean_maxElev","r_Elev","mean_SubstrateAge","mean_minSubstrateAge","mean_maxSubstrateAge","r_SubstrateAge","m_PlotArea","sd_PlotArea"
"Hawai'i Island",2731.902665802,3971.11035247803,17.1493849906921,11.7654074192047,2329.06771679688,2249.41420166016,1.27005397747702,2.30175606285254,77.0340118789673,2003.70203857422,1926.66802669525,18009.121,199.455,122230,122030.545,7468.8082,492.077763771894
"Kaua'i Island",1835.56340252686,3072.75741027832,19.3284862556458,7.06542501449587,2734.67447253418,1858.28299682617,0.681766660841364,1.27810932587661,82.5070077514649,1139.72715698242,1057.22014923096,4124891.66666667,2204500,4750000,2545500,7208.5092,698.466167248832
"Maui Nui",4265.55478033447,6437.82287414551,16.3166110887528,9.21512124061584,2288.20697814942,1642.25119018555,2.06313673338542,3.84220155228424,327.041377563477,1659.78302978516,1332.74165222168,660661.691666667,7527.5,1446950,1439422.5,7904.2854,223.112421888268
"O'ahu Island",2201.90789367676,3278.759375,20.5232251167297,4.55331020355225,3226.29363061524,1415.32482421876,0.709166085254977,1.30542750812881,91.9541260361671,763.928820800782,671.974694764614,2487053.33333333,1374000,3212750,1838750,7448.4972,423.386816667022
