"geo_entity2","m","method","order","SC","qD","qD.LCL","qD.UCL","iteration"
"Maui Nui",1000,"interpolated",1,0.999,2.666,2.628,2.704,6
"Maui Nui",1000,"interpolated",2,0.999,1.972,1.945,2,6
"O'ahu Island",1000,"interpolated",0,0.996,17.733,17.151,18.316,6
"O'ahu Island",1000,"interpolated",1,0.996,3.152,3.083,3.222,6
"O'ahu Island",1000,"interpolated",2,0.996,2.19,2.154,2.225,6
"Hawai'i Island",1000,"interpolated",0,1,8.837,8.706,8.967,7
"Hawai'i Island",1000,"interpolated",1,1,3.306,3.243,3.37,7
"Hawai'i Island",1000,"interpolated",2,1,2.462,2.41,2.514,7
"Kaua'i Island",1000,"interpolated",0,0.996,23.129,22.551,23.707,7
"Kaua'i Island",1000,"interpolated",1,0.996,7.272,7.118,7.427,7
"Kaua'i Island",1000,"interpolated",2,0.996,4.965,4.857,5.073,7
"Maui Nui",1000,"interpolated",0,1,11.837,11.759,11.915,7
"Maui Nui",1000,"interpolated",1,1,3.875,3.813,3.937,7
"Maui Nui",1000,"interpolated",2,1,2.577,2.535,2.619,7
"O'ahu Island",1000,"interpolated",0,0.996,16.004,15.352,16.656,7
"O'ahu Island",1000,"interpolated",1,0.996,1.78,1.742,1.819,7
"O'ahu Island",1000,"interpolated",2,0.996,1.289,1.273,1.306,7
"Hawai'i Island",1000,"interpolated",0,0.999,11.186,10.931,11.441,8
"Hawai'i Island",1000,"interpolated",1,0.999,4.787,4.724,4.849,8
"Hawai'i Island",1000,"interpolated",2,0.999,3.692,3.644,3.74,8
"Kaua'i Island",1000,"interpolated",0,0.993,27.659,26.858,28.46,8
"Kaua'i Island",1000,"interpolated",1,0.993,6.056,5.923,6.19,8
"Kaua'i Island",1000,"interpolated",2,0.993,3.962,3.884,4.04,8
"Maui Nui",1000,"interpolated",0,1,10.755,10.628,10.881,8
"Maui Nui",1000,"interpolated",1,1,3.328,3.271,3.385,8
"Maui Nui",1000,"interpolated",2,1,2.192,2.156,2.229,8
"O'ahu Island",1000,"interpolated",0,0.997,11.877,11.432,12.322,8
"O'ahu Island",1000,"interpolated",1,0.997,2.416,2.374,2.459,8
"O'ahu Island",1000,"interpolated",2,0.997,1.9,1.874,1.927,8
"Hawai'i Island",1000,"interpolated",0,0.999,8.074,7.825,8.322,9
"Hawai'i Island",1000,"interpolated",1,0.999,2.887,2.847,2.927,9
"Hawai'i Island",1000,"interpolated",2,0.999,1.95,1.923,1.977,9
"Kaua'i Island",1000,"interpolated",0,0.995,31.666,30.992,32.341,9
"Kaua'i Island",1000,"interpolated",1,0.995,6.699,6.537,6.86,9
"Kaua'i Island",1000,"interpolated",2,0.995,4.181,4.1,4.261,9
"Maui Nui",1000,"interpolated",0,0.998,15.365,14.947,15.782,9
"Maui Nui",1000,"interpolated",1,0.998,4.423,4.32,4.526,9
"Maui Nui",1000,"interpolated",2,0.998,2.555,2.499,2.61,9
"O'ahu Island",1000,"interpolated",0,0.997,18.082,17.53,18.634,9
"O'ahu Island",1000,"interpolated",1,0.997,6.36,6.258,6.462,9
"O'ahu Island",1000,"interpolated",2,0.997,5.128,5.055,5.201,9
"Hawai'i Island",1000,"interpolated",0,0.999,9.826,9.487,10.166,10
"Hawai'i Island",1000,"interpolated",1,0.999,3.817,3.751,3.883,10
"Hawai'i Island",1000,"interpolated",2,0.999,2.609,2.558,2.661,10
"Kaua'i Island",1000,"interpolated",0,0.997,22.103,21.542,22.664,10
"Kaua'i Island",1000,"interpolated",1,0.997,6.04,5.885,6.195,10
"Kaua'i Island",1000,"interpolated",2,0.997,4.042,3.964,4.121,10
"Maui Nui",1000,"interpolated",0,0.999,13.077,12.835,13.32,10
"Maui Nui",1000,"interpolated",1,0.999,4.449,4.373,4.526,10
"Maui Nui",1000,"interpolated",2,0.999,2.866,2.812,2.919,10
"O'ahu Island",1000,"interpolated",0,0.999,9.144,8.886,9.403,10
"O'ahu Island",1000,"interpolated",1,0.999,2.751,2.705,2.796,10
"O'ahu Island",1000,"interpolated",2,0.999,1.995,1.957,2.033,10
"Hawai'i Island",1000,"interpolated",0,0.998,18.193,17.989,18.397,11
"Hawai'i Island",1000,"interpolated",1,0.998,6.53,6.439,6.622,11
"Hawai'i Island",1000,"interpolated",2,0.998,4.389,4.316,4.462,11
"Kaua'i Island",1000,"interpolated",0,0.994,26.956,26.167,27.744,11
"Kaua'i Island",1000,"interpolated",1,0.994,6.098,5.965,6.232,11
"Kaua'i Island",1000,"interpolated",2,0.994,3.888,3.809,3.968,11
"Maui Nui",1000,"interpolated",0,0.997,18.882,18.471,19.292,11
"Maui Nui",1000,"interpolated",1,0.997,4.569,4.472,4.666,11
"Maui Nui",1000,"interpolated",2,0.997,3.086,3.034,3.138,11
"O'ahu Island",1000,"interpolated",0,0.996,18.565,17.976,19.154,11
"O'ahu Island",1000,"interpolated",1,0.996,6.203,6.113,6.292,11
"O'ahu Island",1000,"interpolated",2,0.996,4.975,4.908,5.042,11
"Hawai'i Island",1000,"interpolated",0,1,10.941,10.892,10.991,12
"Hawai'i Island",1000,"interpolated",1,1,4.233,4.152,4.313,12
"Hawai'i Island",1000,"interpolated",2,1,3.051,2.987,3.114,12
"Kaua'i Island",1000,"interpolated",0,0.997,21.477,21.024,21.931,12
"Kaua'i Island",1000,"interpolated",1,0.997,4.349,4.229,4.468,12
"Kaua'i Island",1000,"interpolated",2,0.997,2.66,2.596,2.724,12
"Maui Nui",1000,"interpolated",0,0.998,14.802,14.537,15.066,12
"Maui Nui",1000,"interpolated",1,0.998,5.025,4.946,5.103,12
"Maui Nui",1000,"interpolated",2,0.998,3.62,3.562,3.678,12
"O'ahu Island",1000,"interpolated",0,0.995,19.851,19.193,20.51,12
"O'ahu Island",1000,"interpolated",1,0.995,3.017,2.948,3.086,12
"O'ahu Island",1000,"interpolated",2,0.995,2.102,2.069,2.136,12
"Hawai'i Island",1000,"interpolated",0,0.999,11.654,11.551,11.756,13
"Hawai'i Island",1000,"interpolated",1,0.999,4.716,4.662,4.771,13
"Hawai'i Island",1000,"interpolated",2,0.999,3.484,3.444,3.524,13
"Kaua'i Island",1000,"interpolated",0,0.995,37.97,37.258,38.681,13
"Kaua'i Island",1000,"interpolated",1,0.995,8.385,8.095,8.675,13
"Kaua'i Island",1000,"interpolated",2,0.995,4.271,4.136,4.407,13
"Maui Nui",1000,"interpolated",0,0.997,19.265,18.764,19.766,13
"Maui Nui",1000,"interpolated",1,0.997,6.157,6.037,6.277,13
"Maui Nui",1000,"interpolated",2,0.997,4.063,3.979,4.147,13
"O'ahu Island",1000,"interpolated",0,0.999,16.194,15.777,16.611,13
"O'ahu Island",1000,"interpolated",1,0.999,5.222,5.085,5.358,13
"O'ahu Island",1000,"interpolated",2,0.999,3.443,3.339,3.548,13
"Hawai'i Island",1000,"interpolated",0,0.999,8.37,8.146,8.595,14
"Hawai'i Island",1000,"interpolated",1,0.999,3.787,3.735,3.839,14
"Hawai'i Island",1000,"interpolated",2,0.999,3.033,2.993,3.073,14
"Kaua'i Island",1000,"interpolated",0,0.996,28.617,27.996,29.239,14
"Kaua'i Island",1000,"interpolated",1,0.996,4.869,4.717,5.021,14
"Kaua'i Island",1000,"interpolated",2,0.996,2.747,2.674,2.82,14
"Maui Nui",1000,"interpolated",0,0.998,12.006,11.73,12.281,14
"Maui Nui",1000,"interpolated",1,0.998,3.265,3.21,3.32,14
"Maui Nui",1000,"interpolated",2,0.998,2.403,2.36,2.446,14
"O'ahu Island",1000,"interpolated",0,0.998,19.49,19.099,19.882,14
"O'ahu Island",1000,"interpolated",1,0.998,2.621,2.546,2.697,14
"O'ahu Island",1000,"interpolated",2,0.998,1.578,1.548,1.608,14
"Hawai'i Island",1000,"interpolated",0,1,9.93,9.843,10.016,15
"Hawai'i Island",1000,"interpolated",1,1,4.381,4.28,4.482,15
"Hawai'i Island",1000,"interpolated",2,1,2.848,2.768,2.929,15
"Kaua'i Island",1000,"interpolated",0,0.993,28.42,27.602,29.237,15
"Kaua'i Island",1000,"interpolated",1,0.993,6.681,6.529,6.833,15
"Kaua'i Island",1000,"interpolated",2,0.993,4.139,4.057,4.222,15
"Maui Nui",1000,"interpolated",0,0.998,15.41,14.939,15.881,15
"Maui Nui",1000,"interpolated",1,0.998,4.759,4.666,4.852,15
"Maui Nui",1000,"interpolated",2,0.998,2.987,2.924,3.05,15
"O'ahu Island",1000,"interpolated",0,0.997,17.353,16.803,17.903,15
"O'ahu Island",1000,"interpolated",1,0.997,4.841,4.731,4.951,15
"O'ahu Island",1000,"interpolated",2,0.997,3.596,3.523,3.67,15
"Hawai'i Island",1000,"interpolated",0,1,8.925,8.87,8.98,16
"Hawai'i Island",1000,"interpolated",1,1,3.362,3.312,3.413,16
"Hawai'i Island",1000,"interpolated",2,1,2.807,2.768,2.845,16
"Kaua'i Island",1000,"interpolated",0,0.996,21.378,20.928,21.828,16
"Kaua'i Island",1000,"interpolated",1,0.996,6.125,6.027,6.222,16
"Kaua'i Island",1000,"interpolated",2,0.996,4.525,4.466,4.585,16
"Maui Nui",1000,"interpolated",0,1,8.334,8.137,8.532,16
"Maui Nui",1000,"interpolated",1,1,2.827,2.784,2.87,16
"Maui Nui",1000,"interpolated",2,1,2.001,1.973,2.029,16
"O'ahu Island",1000,"interpolated",0,0.998,18.136,17.803,18.47,16
"O'ahu Island",1000,"interpolated",1,0.998,2.217,2.154,2.281,16
"O'ahu Island",1000,"interpolated",2,0.998,1.401,1.378,1.425,16
"Hawai'i Island",1000,"interpolated",0,0.998,9.467,9.078,9.855,17
"Hawai'i Island",1000,"interpolated",1,0.998,2.079,2.048,2.11,17
"Hawai'i Island",1000,"interpolated",2,0.998,1.469,1.453,1.485,17
"Kaua'i Island",1000,"interpolated",0,0.995,27.482,26.898,28.065,17
"Kaua'i Island",1000,"interpolated",1,0.995,6.289,6.149,6.429,17
"Kaua'i Island",1000,"interpolated",2,0.995,3.859,3.794,3.924,17
"Maui Nui",1000,"interpolated",0,0.999,7.978,7.739,8.217,17
"Maui Nui",1000,"interpolated",1,0.999,3.444,3.406,3.483,17
"Maui Nui",1000,"interpolated",2,0.999,2.679,2.641,2.718,17
"O'ahu Island",1000,"interpolated",0,0.996,19.159,18.575,19.742,17
"O'ahu Island",1000,"interpolated",1,0.996,4.218,4.135,4.301,17
"O'ahu Island",1000,"interpolated",2,0.996,2.595,2.541,2.649,17
"Hawai'i Island",1000,"interpolated",0,0.999,13.403,13.077,13.729,18
"Hawai'i Island",1000,"interpolated",1,0.999,6.043,5.944,6.141,18
"Hawai'i Island",1000,"interpolated",2,0.999,4.224,4.154,4.294,18
"Kaua'i Island",1000,"interpolated",0,0.994,29.383,28.676,30.09,18
"Kaua'i Island",1000,"interpolated",1,0.994,7.179,7.047,7.311,18
"Kaua'i Island",1000,"interpolated",2,0.994,4.876,4.798,4.954,18
"Maui Nui",1000,"interpolated",0,0.999,13.624,13.473,13.775,18
"Maui Nui",1000,"interpolated",1,0.999,5.035,4.952,5.118,18
"Maui Nui",1000,"interpolated",2,0.999,3.566,3.5,3.633,18
"O'ahu Island",1000,"interpolated",0,0.998,24.738,24.286,25.191,18
"O'ahu Island",1000,"interpolated",1,0.998,5.211,5.036,5.386,18
"O'ahu Island",1000,"interpolated",2,0.998,3.223,3.144,3.302,18
"Hawai'i Island",1000,"interpolated",0,0.999,6.673,6.361,6.985,19
"Hawai'i Island",1000,"interpolated",1,0.999,1.735,1.691,1.779,19
"Hawai'i Island",1000,"interpolated",2,0.999,1.328,1.302,1.353,19
"Kaua'i Island",1000,"interpolated",0,0.997,21.036,20.538,21.534,19
"Kaua'i Island",1000,"interpolated",1,0.997,5.26,5.149,5.371,19
"Kaua'i Island",1000,"interpolated",2,0.997,3.749,3.682,3.815,19
"Maui Nui",1000,"interpolated",0,0.999,10.473,10.304,10.643,19
"Maui Nui",1000,"interpolated",1,0.999,4.307,4.255,4.36,19
"Maui Nui",1000,"interpolated",2,0.999,3.315,3.275,3.356,19
"O'ahu Island",1000,"interpolated",0,0.996,21.135,20.576,21.694,19
"O'ahu Island",1000,"interpolated",1,0.996,6.266,6.148,6.384,19
"O'ahu Island",1000,"interpolated",2,0.996,4.761,4.687,4.835,19
"Hawai'i Island",1000,"interpolated",0,0.999,17.861,17.781,17.94,20
"Hawai'i Island",1000,"interpolated",1,0.999,8.835,8.697,8.973,20
"Hawai'i Island",1000,"interpolated",2,0.999,6.744,6.607,6.881,20
"Kaua'i Island",1000,"interpolated",0,0.995,27.868,27.253,28.484,20
"Kaua'i Island",1000,"interpolated",1,0.995,6.716,6.56,6.873,20
"Kaua'i Island",1000,"interpolated",2,0.995,4.093,4.01,4.177,20
"Maui Nui",1000,"interpolated",0,0.997,20.406,19.863,20.948,20
"Maui Nui",1000,"interpolated",1,0.997,5.994,5.876,6.111,20
"Maui Nui",1000,"interpolated",2,0.997,3.659,3.573,3.746,20
"O'ahu Island",1000,"interpolated",0,0.998,15.392,14.99,15.794,20
"O'ahu Island",1000,"interpolated",1,0.998,3.234,3.171,3.297,20
"O'ahu Island",1000,"interpolated",2,0.998,2.134,2.094,2.173,20
"Hawai'i Island",1000,"interpolated",0,1,11.945,11.901,11.99,21
"Hawai'i Island",1000,"interpolated",1,1,5.44,5.34,5.54,21
"Hawai'i Island",1000,"interpolated",2,1,3.668,3.586,3.749,21
"Kaua'i Island",1000,"interpolated",0,0.995,18.924,18.251,19.597,21
"Kaua'i Island",1000,"interpolated",1,0.995,5.694,5.602,5.786,21
"Kaua'i Island",1000,"interpolated",2,0.995,4.385,4.326,4.444,21
"Maui Nui",1000,"interpolated",0,0.999,9.884,9.577,10.19,21
"Maui Nui",1000,"interpolated",1,0.999,4.203,4.139,4.267,21
"Maui Nui",1000,"interpolated",2,0.999,3.005,2.947,3.064,21
"O'ahu Island",1000,"interpolated",0,0.997,14.938,14.496,15.381,21
"O'ahu Island",1000,"interpolated",1,0.997,2.818,2.763,2.873,21
"O'ahu Island",1000,"interpolated",2,0.997,2.081,2.05,2.112,21
"Hawai'i Island",1000,"interpolated",0,0.999,12.708,12.531,12.885,22
"Hawai'i Island",1000,"interpolated",1,0.999,4.594,4.518,4.67,22
"Hawai'i Island",1000,"interpolated",2,0.999,3.482,3.422,3.542,22
"Kaua'i Island",1000,"interpolated",0,0.996,29.86,29.217,30.503,22
"Kaua'i Island",1000,"interpolated",1,0.996,7.041,6.801,7.281,22
"Kaua'i Island",1000,"interpolated",2,0.996,3.894,3.767,4.021,22
"Maui Nui",1000,"interpolated",0,0.999,10.594,10.421,10.766,22
"Maui Nui",1000,"interpolated",1,0.999,5.366,5.301,5.431,22
"Maui Nui",1000,"interpolated",2,0.999,4.046,3.988,4.104,22
"O'ahu Island",1000,"interpolated",0,0.998,15.027,14.589,15.465,22
"O'ahu Island",1000,"interpolated",1,0.998,3.624,3.517,3.732,22
"O'ahu Island",1000,"interpolated",2,0.998,2.682,2.63,2.733,22
"Hawai'i Island",1000,"interpolated",0,0.999,14.584,14.339,14.829,23
"Hawai'i Island",1000,"interpolated",1,0.999,6.481,6.402,6.56,23
"Hawai'i Island",1000,"interpolated",2,0.999,4.819,4.757,4.88,23
"Kaua'i Island",1000,"interpolated",0,0.997,22.476,21.934,23.018,23
"Kaua'i Island",1000,"interpolated",1,0.997,6.555,6.384,6.725,23
"Kaua'i Island",1000,"interpolated",2,0.997,4.242,4.13,4.354,23
"Maui Nui",1000,"interpolated",0,0.998,15.362,14.981,15.743,23
"Maui Nui",1000,"interpolated",1,0.998,4.05,3.976,4.125,23
"Maui Nui",1000,"interpolated",2,0.998,2.787,2.737,2.838,23
"O'ahu Island",1000,"interpolated",0,0.997,15.725,15.332,16.119,23
"O'ahu Island",1000,"interpolated",1,0.997,3.311,3.244,3.378,23
"O'ahu Island",1000,"interpolated",2,0.997,2.158,2.121,2.194,23
"Hawai'i Island",1000,"interpolated",0,0.999,8.563,8.4,8.726,24
"Hawai'i Island",1000,"interpolated",1,0.999,3.17,3.122,3.219,24
"Hawai'i Island",1000,"interpolated",2,0.999,2.071,2.042,2.101,24
"Kaua'i Island",1000,"interpolated",0,0.992,33.527,32.748,34.307,24
"Kaua'i Island",1000,"interpolated",1,0.992,7.952,7.784,8.121,24
"Kaua'i Island",1000,"interpolated",2,0.992,5.194,5.096,5.292,24
"Maui Nui",1000,"interpolated",0,0.997,14.366,13.864,14.867,24
"Maui Nui",1000,"interpolated",1,0.997,4.476,4.414,4.538,24
"Maui Nui",1000,"interpolated",2,0.997,3.119,3.074,3.164,24
"O'ahu Island",1000,"interpolated",0,0.997,19.238,18.705,19.771,24
"O'ahu Island",1000,"interpolated",1,0.997,3.149,3.064,3.233,24
"O'ahu Island",1000,"interpolated",2,0.997,1.9,1.861,1.939,24
"Hawai'i Island",1000,"interpolated",0,0.999,12.183,11.964,12.402,25
"Hawai'i Island",1000,"interpolated",1,0.999,4.533,4.477,4.589,25
"Hawai'i Island",1000,"interpolated",2,0.999,3.385,3.344,3.426,25
"Kaua'i Island",1000,"interpolated",0,0.996,28.617,27.944,29.291,25
"Kaua'i Island",1000,"interpolated",1,0.996,4.869,4.715,5.023,25
"Kaua'i Island",1000,"interpolated",2,0.996,2.747,2.678,2.816,25
"Maui Nui",1000,"interpolated",0,0.999,10.806,10.554,11.059,25
"Maui Nui",1000,"interpolated",1,0.999,3.793,3.742,3.845,25
"Maui Nui",1000,"interpolated",2,0.999,2.987,2.954,3.02,25
"O'ahu Island",1000,"interpolated",0,0.997,14.177,13.612,14.742,25
"O'ahu Island",1000,"interpolated",1,0.997,2.796,2.742,2.85,25
"O'ahu Island",1000,"interpolated",2,0.997,2.053,2.022,2.084,25
"Hawai'i Island",1000,"interpolated",0,0.999,7.795,7.627,7.962,26
"Hawai'i Island",1000,"interpolated",1,0.999,2.837,2.81,2.864,26
"Hawai'i Island",1000,"interpolated",2,0.999,2.177,2.159,2.195,26
"Kaua'i Island",1000,"interpolated",0,0.996,20.773,20.215,21.332,26
"Kaua'i Island",1000,"interpolated",1,0.996,5.757,5.638,5.877,26
"Kaua'i Island",1000,"interpolated",2,0.996,4.033,3.969,4.098,26
"Maui Nui",1000,"interpolated",0,0.998,15.568,15.004,16.133,26
"Maui Nui",1000,"interpolated",1,0.998,5.131,5.025,5.236,26
"Maui Nui",1000,"interpolated",2,0.998,3.08,3.008,3.152,26
"O'ahu Island",1000,"interpolated",0,0.998,14.813,14.409,15.217,26
"O'ahu Island",1000,"interpolated",1,0.998,2.019,1.966,2.072,26
"O'ahu Island",1000,"interpolated",2,0.998,1.373,1.351,1.396,26
"Hawai'i Island",1000,"interpolated",0,0.999,9.517,9.262,9.771,27
"Hawai'i Island",1000,"interpolated",1,0.999,3.942,3.874,4.009,27
"Hawai'i Island",1000,"interpolated",2,0.999,3.157,3.108,3.207,27
"Kaua'i Island",1000,"interpolated",0,0.998,24.759,24.295,25.223,27
"Kaua'i Island",1000,"interpolated",1,0.998,6.123,5.948,6.298,27
"Kaua'i Island",1000,"interpolated",2,0.998,3.802,3.712,3.891,27
"Maui Nui",1000,"interpolated",0,0.998,13.94,13.629,14.252,27
"Maui Nui",1000,"interpolated",1,0.998,4.372,4.288,4.456,27
"Maui Nui",1000,"interpolated",2,0.998,2.83,2.771,2.889,27
"O'ahu Island",1000,"interpolated",0,0.997,15.476,14.947,16.004,27
"O'ahu Island",1000,"interpolated",1,0.997,2.592,2.533,2.651,27
"O'ahu Island",1000,"interpolated",2,0.997,1.715,1.686,1.744,27
"Hawai'i Island",1000,"interpolated",0,1,11.919,11.858,11.979,28
"Hawai'i Island",1000,"interpolated",1,1,4.827,4.749,4.906,28
"Hawai'i Island",1000,"interpolated",2,1,3.639,3.572,3.707,28
"Kaua'i Island",1000,"interpolated",0,0.996,21.548,20.875,22.222,28
"Kaua'i Island",1000,"interpolated",1,0.996,4.161,4.029,4.293,28
"Kaua'i Island",1000,"interpolated",2,0.996,2.58,2.516,2.645,28
"Maui Nui",1000,"interpolated",0,0.998,16.106,15.663,16.55,28
"Maui Nui",1000,"interpolated",1,0.998,3.988,3.896,4.081,28
"Maui Nui",1000,"interpolated",2,0.998,2.399,2.351,2.447,28
"O'ahu Island",1000,"interpolated",0,0.998,12.909,12.447,13.372,28
"O'ahu Island",1000,"interpolated",1,0.998,2.843,2.791,2.896,28
"O'ahu Island",1000,"interpolated",2,0.998,2.113,2.08,2.147,28
"Hawai'i Island",1000,"interpolated",0,0.999,8.714,8.595,8.834,29
"Hawai'i Island",1000,"interpolated",1,0.999,3.641,3.596,3.685,29
"Hawai'i Island",1000,"interpolated",2,0.999,3.037,2.998,3.076,29
"Kaua'i Island",1000,"interpolated",0,0.995,28.244,27.599,28.89,29
"Kaua'i Island",1000,"interpolated",1,0.995,6.531,6.375,6.687,29
"Kaua'i Island",1000,"interpolated",2,0.995,4.042,3.962,4.121,29
"Maui Nui",1000,"interpolated",0,1,7.992,7.986,7.999,29
"Maui Nui",1000,"interpolated",1,1,2.424,2.388,2.46,29
"Maui Nui",1000,"interpolated",2,1,1.678,1.655,1.701,29
"O'ahu Island",1000,"interpolated",0,0.999,15.631,15.382,15.881,29
"O'ahu Island",1000,"interpolated",1,0.999,5.257,5.123,5.391,29
"O'ahu Island",1000,"interpolated",2,0.999,3.553,3.46,3.645,29
"Hawai'i Island",1000,"interpolated",0,0.998,9.901,9.504,10.298,30
"Hawai'i Island",1000,"interpolated",1,0.998,3.881,3.819,3.943,30
"Hawai'i Island",1000,"interpolated",2,0.998,2.785,2.731,2.839,30
"Kaua'i Island",1000,"interpolated",0,0.995,23.754,22.946,24.561,30
"Kaua'i Island",1000,"interpolated",1,0.995,5.753,5.623,5.883,30
"Kaua'i Island",1000,"interpolated",2,0.995,3.788,3.716,3.861,30
"Maui Nui",1000,"interpolated",0,0.998,23.147,22.719,23.575,30
"Maui Nui",1000,"interpolated",1,0.998,5.9,5.761,6.038,30
"Maui Nui",1000,"interpolated",2,0.998,3.152,3.074,3.229,30
"O'ahu Island",1000,"interpolated",0,0.998,17.032,16.746,17.318,30
"O'ahu Island",1000,"interpolated",1,0.998,7.012,6.908,7.116,30
"O'ahu Island",1000,"interpolated",2,0.998,5.564,5.481,5.648,30
"Hawai'i Island",1000,"interpolated",0,1,8.846,8.752,8.941,31
"Hawai'i Island",1000,"interpolated",1,1,4.558,4.505,4.611,31
"Hawai'i Island",1000,"interpolated",2,1,3.724,3.672,3.776,31
"Kaua'i Island",1000,"interpolated",0,0.997,30.428,29.783,31.073,31
"Kaua'i Island",1000,"interpolated",1,0.997,6.266,6.028,6.505,31
"Kaua'i Island",1000,"interpolated",2,0.997,3.32,3.214,3.427,31
