"geo_entity2","beta_ENS_PIE","l.QD","h.QD"
"Hawai'i",1.97286734921921,1.87220142784882,2.06915321188742
"Maui Nui",1.61915100264228,1.56148217848779,1.68086537263295
"O'ahu",2.25667511301967,2.11798756559747,2.38887866627466
"Kaua'i",2.52744470651802,2.45367809701652,2.60308393098364
