"geo_entity2","index","value","PlotID","Iteration"
"Hawai'i Island","beta_S",5.5,"108",1
"Hawai'i Island","beta_S",2.2,"127",1
"Hawai'i Island","beta_S",1.57142857142857,"133",1
"Hawai'i Island","beta_S",1.83333333333333,"138",1
"Hawai'i Island","beta_S",2.75,"206",1
"Hawai'i Island","beta_S",11,"249",1
"Hawai'i Island","beta_S",11,"269",1
"Hawai'i Island","beta_S",2.2,"371",1
"Hawai'i Island","beta_S",3.66666666666667,"483",1
"Hawai'i Island","beta_S",11,"506",1
"Kaua'i Island","beta_S",1.8,"194",1
"Kaua'i Island","beta_S",3,"195",1
"Kaua'i Island","beta_S",27,"218",1
"Kaua'i Island","beta_S",4.5,"230",1
"Kaua'i Island","beta_S",9,"308",1
"Kaua'i Island","beta_S",27,"337",1
"Kaua'i Island","beta_S",9,"409",1
"Kaua'i Island","beta_S",27,"454",1
"Kaua'i Island","beta_S",27,"462",1
"Kaua'i Island","beta_S",27,"480",1
"Maui Nui","beta_S",2.28571428571429,"23",1
"Maui Nui","beta_S",3.2,"31",1
"Maui Nui","beta_S",1.45454545454545,"37",1
"Maui Nui","beta_S",5.33333333333333,"46",1
"Maui Nui","beta_S",2.66666666666667,"147",1
"Maui Nui","beta_S",5.33333333333333,"153",1
"Maui Nui","beta_S",3.2,"166",1
"Maui Nui","beta_S",5.33333333333333,"364",1
"Maui Nui","beta_S",8,"388",1
"Maui Nui","beta_S",5.33333333333333,"407",1
"O'ahu Island","beta_S",2.57142857142857,"1",1
"O'ahu Island","beta_S",1.5,"143",1
"O'ahu Island","beta_S",18,"229",1
"O'ahu Island","beta_S",3.6,"296",1
"O'ahu Island","beta_S",4.5,"300",1
"O'ahu Island","beta_S",9,"314",1
"O'ahu Island","beta_S",18,"342",1
"O'ahu Island","beta_S",18,"344",1
"O'ahu Island","beta_S",18,"438",1
"O'ahu Island","beta_S",18,"461",1
"Hawai'i Island","beta_S_PIE",2.81902149711792,"108",1
"Hawai'i Island","beta_S_PIE",2.82457157030834,"127",1
"Hawai'i Island","beta_S_PIE",1.12713858292629,"133",1
"Hawai'i Island","beta_S_PIE",2.11818930420562,"138",1
"Hawai'i Island","beta_S_PIE",1.35876733278941,"206",1
"Hawai'i Island","beta_S_PIE",3.05364576968414,"249",1
"Hawai'i Island","beta_S_PIE",3.05364576968414,"269",1
"Hawai'i Island","beta_S_PIE",0.767467825769986,"371",1
"Hawai'i Island","beta_S_PIE",1.6279865557431,"483",1
"Hawai'i Island","beta_S_PIE",3.05364576968414,"506",1
"Kaua'i Island","beta_S_PIE",0.374494941641171,"194",1
"Kaua'i Island","beta_S_PIE",1.03183620393836,"195",1
"Kaua'i Island","beta_S_PIE",3.72387869076823,"218",1
"Kaua'i Island","beta_S_PIE",1.90247888733837,"230",1
"Kaua'i Island","beta_S_PIE",1.60412060932593,"308",1
"Kaua'i Island","beta_S_PIE",3.72387869076823,"337",1
"Kaua'i Island","beta_S_PIE",1.81577969622388,"409",1
"Kaua'i Island","beta_S_PIE",3.72387869076823,"454",1
"Kaua'i Island","beta_S_PIE",3.72387869076823,"462",1
"Kaua'i Island","beta_S_PIE",3.72387869076823,"480",1
"Maui Nui","beta_S_PIE",1.15883753682655,"23",1
"Maui Nui","beta_S_PIE",1.51766503595649,"31",1
"Maui Nui","beta_S_PIE",0.612218697287022,"37",1
"Maui Nui","beta_S_PIE",1.85012464968681,"46",1
"Maui Nui","beta_S_PIE",1.11548658100973,"147",1
"Maui Nui","beta_S_PIE",1.82235314669716,"153",1
"Maui Nui","beta_S_PIE",1.11087152374846,"166",1
"Maui Nui","beta_S_PIE",1.31231591313161,"364",1
"Maui Nui","beta_S_PIE",1.25694068170811,"388",1
"Maui Nui","beta_S_PIE",1.49895402273391,"407",1
"O'ahu Island","beta_S_PIE",1.0514821403168,"1",1
"O'ahu Island","beta_S_PIE",1.25442719420283,"143",1
"O'ahu Island","beta_S_PIE",3.04603464839076,"229",1
"O'ahu Island","beta_S_PIE",1.6553560902153,"296",1
"O'ahu Island","beta_S_PIE",1.04567670461212,"300",1
"O'ahu Island","beta_S_PIE",1.63367860421979,"314",1
