"geo_entity2","beta_S","l.QD","h.QD"
"Hawai'i",5.26735884353741,4.97328810941043,5.58791910430839
"Maui Nui",3.93097103689961,3.69224985054628,4.1743995374665
"O'ahu",7.57939115646259,7.24592619047619,7.89939965986395
"Kaua'i",11.4708215452848,11.0019916520775,11.9937298611111
