"m","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL","geo_entity2","iteration"
1000,"interpolated",1,2.142,2.109,2.175,0.999,0.999,0.999,"Hawai'i Island",6
10000,"interpolated",1,2.152,2.119,2.185,1,1,1,"Hawai'i Island",6
1000,"interpolated",2,1.421,1.404,1.437,0.999,0.999,0.999,"Hawai'i Island",6
10000,"interpolated",2,1.421,1.405,1.438,1,1,1,"Hawai'i Island",6
1000,"interpolated",0,11.936,11.62,12.252,0.999,0.999,0.999,"Kaua'i Island",6
10000,"interpolated",0,13,12.999,13.001,1,1,1,"Kaua'i Island",6
1000,"interpolated",1,4.267,4.195,4.339,0.999,0.999,0.999,"Kaua'i Island",6
10000,"interpolated",1,4.291,4.219,4.364,1,1,1,"Kaua'i Island",6
1000,"interpolated",2,3.128,3.07,3.185,0.999,0.999,0.999,"Kaua'i Island",6
10000,"interpolated",2,3.134,3.076,3.191,1,1,1,"Kaua'i Island",6
1000,"interpolated",0,10.301,9.984,10.618,0.999,0.999,0.999,"Maui Nui",6
10000,"interpolated",0,11,10.998,11.002,1,1,1,"Maui Nui",6
1000,"interpolated",1,2.458,2.417,2.498,0.999,0.999,0.999,"Maui Nui",6
10000,"interpolated",1,2.469,2.428,2.51,1,1,1,"Maui Nui",6
1000,"interpolated",2,1.661,1.633,1.689,0.999,0.999,0.999,"Maui Nui",6
10000,"interpolated",2,1.662,1.633,1.691,1,1,1,"Maui Nui",6
1000,"interpolated",0,14.068,13.786,14.351,0.999,0.998,0.999,"O'ahu Island",6
10000,"interpolated",0,15.976,15.784,16.167,1,1,1,"O'ahu Island",6
1000,"interpolated",1,4.687,4.637,4.738,0.999,0.998,0.999,"O'ahu Island",6
10000,"interpolated",1,4.72,4.669,4.771,1,1,1,"O'ahu Island",6
1000,"interpolated",2,3.636,3.603,3.669,0.999,0.998,0.999,"O'ahu Island",6
10000,"interpolated",2,3.645,3.612,3.678,1,1,1,"O'ahu Island",6
1000,"interpolated",0,13.345,13.166,13.524,0.999,0.999,0.999,"Hawai'i Island",7
10000,"interpolated",0,14,14,14,1,1,1,"Hawai'i Island",7
1000,"interpolated",1,3.098,3.048,3.148,0.999,0.999,0.999,"Hawai'i Island",7
10000,"interpolated",1,3.118,3.067,3.168,1,1,1,"Hawai'i Island",7
1000,"interpolated",2,1.983,1.96,2.007,0.999,0.999,0.999,"Hawai'i Island",7
10000,"interpolated",2,1.985,1.962,2.009,1,1,1,"Hawai'i Island",7
1000,"interpolated",0,10.165,9.856,10.473,0.998,0.998,0.998,"Kaua'i Island",7
10000,"interpolated",0,13.866,13.653,14.08,1,1,1,"Kaua'i Island",7
1000,"interpolated",1,1.816,1.796,1.835,0.998,0.998,0.998,"Kaua'i Island",7
10000,"interpolated",1,1.826,1.807,1.846,1,1,1,"Kaua'i Island",7
1000,"interpolated",2,1.401,1.39,1.412,0.998,0.998,0.998,"Kaua'i Island",7
10000,"interpolated",2,1.401,1.391,1.412,1,1,1,"Kaua'i Island",7
1000,"interpolated",0,11.339,11.067,11.611,0.998,0.998,0.998,"Maui Nui",7
10000,"interpolated",0,13.976,13.928,14.025,1,1,1,"Maui Nui",7
1000,"interpolated",1,3.541,3.512,3.57,0.998,0.998,0.998,"Maui Nui",7
10000,"interpolated",1,3.562,3.533,3.592,1,1,1,"Maui Nui",7
1000,"interpolated",2,2.671,2.641,2.702,0.998,0.998,0.998,"Maui Nui",7
10000,"interpolated",2,2.675,2.645,2.706,1,1,1,"Maui Nui",7
1000,"interpolated",0,15.826,15.65,16.002,0.999,0.999,0.999,"O'ahu Island",7
10000,"interpolated",0,16.979,16.905,17.054,1,1,1,"O'ahu Island",7
1000,"interpolated",1,6.407,6.335,6.478,0.999,0.999,0.999,"O'ahu Island",7
10000,"interpolated",1,6.455,6.383,6.527,1,1,1,"O'ahu Island",7
1000,"interpolated",2,4.866,4.818,4.914,0.999,0.999,0.999,"O'ahu Island",7
10000,"interpolated",2,4.883,4.834,4.931,1,1,1,"O'ahu Island",7
1000,"interpolated",0,8.939,8.889,8.988,1,1,1,"Hawai'i Island",8
10000,"interpolated",0,9,9,9,1,1,1,"Hawai'i Island",8
1000,"interpolated",1,3.587,3.541,3.632,1,1,1,"Hawai'i Island",8
10000,"interpolated",1,3.6,3.554,3.645,1,1,1,"Hawai'i Island",8
1000,"interpolated",2,2.858,2.829,2.887,1,1,1,"Hawai'i Island",8
10000,"interpolated",2,2.863,2.833,2.892,1,1,1,"Hawai'i Island",8
1000,"interpolated",0,10.611,10.336,10.886,0.998,0.998,0.998,"Kaua'i Island",8
10000,"interpolated",0,13.84,13.566,14.114,1,1,1,"Kaua'i Island",8
1000,"interpolated",1,2.6,2.569,2.631,0.998,0.998,0.998,"Kaua'i Island",8
10000,"interpolated",1,2.615,2.584,2.646,1,1,1,"Kaua'i Island",8
1000,"interpolated",2,1.699,1.685,1.712,0.998,0.998,0.998,"Kaua'i Island",8
10000,"interpolated",2,1.7,1.686,1.713,1,1,1,"Kaua'i Island",8
1000,"interpolated",0,14.646,14.371,14.921,0.998,0.998,0.998,"Maui Nui",8
10000,"interpolated",0,16.972,16.831,17.113,1,1,1,"Maui Nui",8
1000,"interpolated",1,6.245,6.181,6.309,0.998,0.998,0.998,"Maui Nui",8
10000,"interpolated",1,6.292,6.228,6.357,1,1,1,"Maui Nui",8
1000,"interpolated",2,4.873,4.829,4.917,0.998,0.998,0.998,"Maui Nui",8
10000,"interpolated",2,4.89,4.846,4.934,1,1,1,"Maui Nui",8
1000,"interpolated",0,17.858,17.666,18.051,0.999,0.999,0.999,"O'ahu Island",8
10000,"interpolated",0,18.989,18.95,19.028,1,1,1,"O'ahu Island",8
1000,"interpolated",1,7.888,7.802,7.975,0.999,0.999,0.999,"O'ahu Island",8
10000,"interpolated",1,7.955,7.868,8.042,1,1,1,"O'ahu Island",8
1000,"interpolated",2,5.776,5.69,5.861,0.999,0.999,0.999,"O'ahu Island",8
10000,"interpolated",2,5.8,5.715,5.886,1,1,1,"O'ahu Island",8
1000,"interpolated",0,11.205,10.896,11.514,0.999,0.999,0.999,"Hawai'i Island",9
10000,"interpolated",0,12,12,12,1,1,1,"Hawai'i Island",9
1000,"interpolated",1,5.452,5.361,5.543,0.999,0.999,0.999,"Hawai'i Island",9
10000,"interpolated",1,5.48,5.389,5.571,1,1,1,"Hawai'i Island",9
1000,"interpolated",2,3.88,3.78,3.979,0.999,0.999,0.999,"Hawai'i Island",9
10000,"interpolated",2,3.89,3.789,3.99,1,1,1,"Hawai'i Island",9
1000,"interpolated",0,11.777,11.526,12.029,0.998,0.997,0.998,"Kaua'i Island",9
10000,"interpolated",0,14.948,14.884,15.012,1,1,1,"Kaua'i Island",9
1000,"interpolated",1,2.271,2.248,2.293,0.998,0.997,0.998,"Kaua'i Island",9
10000,"interpolated",1,2.286,2.263,2.309,1,1,1,"Kaua'i Island",9
1000,"interpolated",2,1.586,1.571,1.601,0.998,0.997,0.998,"Kaua'i Island",9
10000,"interpolated",2,1.587,1.572,1.602,1,1,1,"Kaua'i Island",9
1000,"interpolated",0,10.988,10.662,11.314,0.999,0.998,0.999,"Maui Nui",9
10000,"interpolated",0,12.993,12.955,13.032,1,1,1,"Maui Nui",9
1000,"interpolated",1,3.94,3.893,3.987,0.999,0.998,0.999,"Maui Nui",9
10000,"interpolated",1,3.962,3.915,4.01,1,1,1,"Maui Nui",9
1000,"interpolated",2,3.186,3.153,3.218,0.999,0.998,0.999,"Maui Nui",9
10000,"interpolated",2,3.192,3.159,3.225,1,1,1,"Maui Nui",9
1000,"interpolated",0,14.76,14.56,14.96,0.998,0.998,0.998,"O'ahu Island",9
10000,"interpolated",0,16,15.998,16.002,1,1,1,"O'ahu Island",9
1000,"interpolated",1,4.68,4.625,4.734,0.998,0.998,0.998,"O'ahu Island",9
10000,"interpolated",1,4.713,4.658,4.768,1,1,1,"O'ahu Island",9
1000,"interpolated",2,3.196,3.155,3.238,0.998,0.998,0.998,"O'ahu Island",9
10000,"interpolated",2,3.203,3.161,3.245,1,1,1,"O'ahu Island",9
1000,"interpolated",0,10.636,10.463,10.81,0.999,0.999,1,"Hawai'i Island",10
10000,"interpolated",0,11,11,11,1,1,1,"Hawai'i Island",10
1000,"interpolated",1,5.007,4.928,5.085,0.999,0.999,1,"Hawai'i Island",10
10000,"interpolated",1,5.03,4.951,5.109,1,1,1,"Hawai'i Island",10
1000,"interpolated",2,3.509,3.435,3.584,0.999,0.999,1,"Hawai'i Island",10
10000,"interpolated",2,3.517,3.442,3.592,1,1,1,"Hawai'i Island",10
1000,"interpolated",0,10.721,10.422,11.021,0.999,0.998,0.999,"Kaua'i Island",10
10000,"interpolated",0,12.94,12.772,13.109,1,1,1,"Kaua'i Island",10
1000,"interpolated",1,2.804,2.771,2.836,0.999,0.998,0.999,"Kaua'i Island",10
10000,"interpolated",1,2.819,2.787,2.852,1,1,1,"Kaua'i Island",10
1000,"interpolated",2,1.923,1.901,1.944,0.999,0.998,0.999,"Kaua'i Island",10
10000,"interpolated",2,1.924,1.903,1.946,1,1,1,"Kaua'i Island",10
1000,"interpolated",0,13.286,13.019,13.554,0.998,0.998,0.998,"Maui Nui",10
10000,"interpolated",0,15.845,15.623,16.067,1,1,1,"Maui Nui",10
1000,"interpolated",1,5.588,5.542,5.634,0.998,0.998,0.998,"Maui Nui",10
10000,"interpolated",1,5.626,5.58,5.673,1,1,1,"Maui Nui",10
1000,"interpolated",2,4.668,4.631,4.704,0.998,0.998,0.998,"Maui Nui",10
10000,"interpolated",2,4.683,4.646,4.72,1,1,1,"Maui Nui",10
1000,"interpolated",0,13.549,13.331,13.767,0.999,0.998,0.999,"O'ahu Island",10
10000,"interpolated",0,14.997,14.965,15.029,1,1,1,"O'ahu Island",10
1000,"interpolated",1,5.907,5.824,5.989,0.999,0.998,0.999,"O'ahu Island",10
10000,"interpolated",1,5.946,5.863,6.029,1,1,1,"O'ahu Island",10
1000,"interpolated",2,4.333,4.271,4.396,0.999,0.998,0.999,"O'ahu Island",10
10000,"interpolated",2,4.347,4.284,4.409,1,1,1,"O'ahu Island",10
1000,"interpolated",0,10.967,10.938,10.996,1,1,1,"Hawai'i Island",11
10000,"interpolated",0,11,11,11,1,1,1,"Hawai'i Island",11
1000,"interpolated",1,4.528,4.452,4.603,1,1,1,"Hawai'i Island",11
10000,"interpolated",1,4.548,4.472,4.625,1,1,1,"Hawai'i Island",11
1000,"interpolated",2,2.984,2.934,3.033,1,1,1,"Hawai'i Island",11
10000,"interpolated",2,2.989,2.939,3.038,1,1,1,"Hawai'i Island",11
1000,"interpolated",0,10.426,10.134,10.719,0.999,0.998,0.999,"Kaua'i Island",11
10000,"interpolated",0,12.858,12.594,13.122,1,1,1,"Kaua'i Island",11
1000,"interpolated",1,2.505,2.476,2.533,0.999,0.998,0.999,"Kaua'i Island",11
10000,"interpolated",1,2.518,2.49,2.546,1,1,1,"Kaua'i Island",11
1000,"interpolated",2,1.764,1.748,1.78,0.999,0.998,0.999,"Kaua'i Island",11
10000,"interpolated",2,1.765,1.749,1.781,1,1,1,"Kaua'i Island",11
1000,"interpolated",0,13.237,12.995,13.479,0.999,0.999,0.999,"Maui Nui",11
10000,"interpolated",0,14,13.997,14.003,1,1,1,"Maui Nui",11
1000,"interpolated",1,5.89,5.804,5.976,0.999,0.999,0.999,"Maui Nui",11
10000,"interpolated",1,5.926,5.839,6.012,1,1,1,"Maui Nui",11
1000,"interpolated",2,4.039,3.972,4.107,0.999,0.999,0.999,"Maui Nui",11
10000,"interpolated",2,4.051,3.983,4.119,1,1,1,"Maui Nui",11
1000,"interpolated",0,12.156,11.964,12.349,0.998,0.998,0.999,"O'ahu Island",11
10000,"interpolated",0,13.918,13.758,14.078,1,1,1,"O'ahu Island",11
1000,"interpolated",1,5.573,5.536,5.61,0.998,0.998,0.999,"O'ahu Island",11
10000,"interpolated",1,5.607,5.57,5.644,1,1,1,"O'ahu Island",11
1000,"interpolated",2,4.4,4.36,4.441,0.998,0.998,0.999,"O'ahu Island",11
10000,"interpolated",2,4.414,4.373,4.455,1,1,1,"O'ahu Island",11
1000,"interpolated",0,15.95,15.683,16.218,0.998,0.998,0.998,"Hawai'i Island",12
10000,"interpolated",0,17.965,17.837,18.093,1,1,1,"Hawai'i Island",12
1000,"interpolated",1,2.868,2.828,2.907,0.998,0.998,0.998,"Hawai'i Island",12
10000,"interpolated",1,2.891,2.851,2.931,1,1,1,"Hawai'i Island",12
1000,"interpolated",2,1.75,1.733,1.767,0.998,0.998,0.998,"Hawai'i Island",12
10000,"interpolated",2,1.751,1.734,1.769,1,1,1,"Hawai'i Island",12
1000,"interpolated",0,11.062,10.838,11.286,0.998,0.998,0.998,"Kaua'i Island",12
10000,"interpolated",0,13.885,13.703,14.066,1,1,1,"Kaua'i Island",12
1000,"interpolated",1,2.01,1.986,2.033,0.998,0.998,0.998,"Kaua'i Island",12
10000,"interpolated",1,2.022,1.998,2.045,1,1,1,"Kaua'i Island",12
1000,"interpolated",2,1.407,1.397,1.418,0.998,0.998,0.998,"Kaua'i Island",12
10000,"interpolated",2,1.408,1.397,1.418,1,1,1,"Kaua'i Island",12
1000,"interpolated",0,10.762,10.588,10.937,0.999,0.999,0.999,"Maui Nui",12
10000,"interpolated",0,11.93,11.79,12.07,1,1,1,"Maui Nui",12
1000,"interpolated",1,6.598,6.558,6.638,0.999,0.999,0.999,"Maui Nui",12
10000,"interpolated",1,6.631,6.59,6.671,1,1,1,"Maui Nui",12
1000,"interpolated",2,5.517,5.469,5.565,0.999,0.999,0.999,"Maui Nui",12
10000,"interpolated",2,5.539,5.491,5.588,1,1,1,"Maui Nui",12
1000,"interpolated",0,13.056,12.729,13.383,0.999,0.998,0.999,"O'ahu Island",12
10000,"interpolated",0,14.977,14.863,15.091,1,1,1,"O'ahu Island",12
1000,"interpolated",1,3.26,3.219,3.301,0.999,0.998,0.999,"O'ahu Island",12
10000,"interpolated",1,3.281,3.24,3.323,1,1,1,"O'ahu Island",12
1000,"interpolated",2,2.396,2.368,2.425,0.999,0.998,0.999,"O'ahu Island",12
10000,"interpolated",2,2.399,2.371,2.428,1,1,1,"O'ahu Island",12
1000,"interpolated",0,11.944,11.899,11.99,1,1,1,"Hawai'i Island",13
10000,"interpolated",0,12,12,12,1,1,1,"Hawai'i Island",13
1000,"interpolated",1,4.569,4.461,4.676,1,1,1,"Hawai'i Island",13
10000,"interpolated",1,4.592,4.484,4.7,1,1,1,"Hawai'i Island",13
1000,"interpolated",2,3.127,3.061,3.194,1,1,1,"Hawai'i Island",13
10000,"interpolated",2,3.133,3.067,3.2,1,1,1,"Hawai'i Island",13
1000,"interpolated",0,10.02,9.771,10.268,0.998,0.998,0.998,"Kaua'i Island",13
10000,"interpolated",0,12.947,12.855,13.038,1,1,1,"Kaua'i Island",13
1000,"interpolated",1,2.343,2.317,2.37,0.998,0.998,0.998,"Kaua'i Island",13
10000,"interpolated",1,2.356,2.33,2.383,1,1,1,"Kaua'i Island",13
1000,"interpolated",2,1.59,1.575,1.604,0.998,0.998,0.998,"Kaua'i Island",13
10000,"interpolated",2,1.591,1.576,1.605,1,1,1,"Kaua'i Island",13
1000,"interpolated",0,12.286,12.016,12.555,0.998,0.998,0.998,"Maui Nui",13
10000,"interpolated",0,13.974,13.813,14.134,1,1,1,"Maui Nui",13
1000,"interpolated",1,3.75,3.708,3.793,0.998,0.998,0.998,"Maui Nui",13
10000,"interpolated",1,3.773,3.73,3.816,1,1,1,"Maui Nui",13
1000,"interpolated",2,2.761,2.734,2.788,0.998,0.998,0.998,"Maui Nui",13
10000,"interpolated",2,2.765,2.738,2.792,1,1,1,"Maui Nui",13
1000,"interpolated",0,17.382,17.138,17.627,0.998,0.998,0.999,"O'ahu Island",13
10000,"interpolated",0,18.964,18.86,19.069,1,1,1,"O'ahu Island",13
1000,"interpolated",1,6.733,6.661,6.805,0.998,0.998,0.999,"O'ahu Island",13
10000,"interpolated",1,6.79,6.718,6.862,1,1,1,"O'ahu Island",13
1000,"interpolated",2,4.611,4.55,4.671,0.998,0.998,0.999,"O'ahu Island",13
10000,"interpolated",2,4.626,4.565,4.687,1,1,1,"O'ahu Island",13
1000,"interpolated",0,11.51,11.358,11.662,0.999,0.999,0.999,"Hawai'i Island",14
10000,"interpolated",0,12,12,12,1,1,1,"Hawai'i Island",14
1000,"interpolated",1,1.985,1.955,2.015,0.999,0.999,0.999,"Hawai'i Island",14
10000,"interpolated",1,1.996,1.966,2.025,1,1,1,"Hawai'i Island",14
1000,"interpolated",2,1.362,1.349,1.375,0.999,0.999,0.999,"Hawai'i Island",14
