"m","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL","geo_entity2","iteration"
300,"interpolated",0,13.974,13.573,14.374,0.989,0.988,0.99,"Maui Nui",1
400,"interpolated",0,14.974,14.516,15.433,0.991,0.99,0.992,"Maui Nui",1
500,"interpolated",0,15.785,15.283,16.287,0.993,0.992,0.993,"Maui Nui",1
600,"interpolated",0,16.452,15.917,16.987,0.994,0.993,0.994,"Maui Nui",1
700,"interpolated",0,17.009,16.448,17.571,0.995,0.994,0.995,"Maui Nui",1
800,"interpolated",0,17.482,16.899,18.065,0.996,0.995,0.996,"Maui Nui",1
900,"interpolated",0,17.887,17.286,18.488,0.996,0.996,0.997,"Maui Nui",1
1000,"interpolated",0,18.239,17.623,18.854,0.997,0.996,0.997,"Maui Nui",1
1,"interpolated",0,1,1,1,0.175,0.172,0.177,"O'ahu Island",1
100,"interpolated",0,10.915,10.705,11.125,0.968,0.966,0.969,"O'ahu Island",1
200,"interpolated",0,13.476,13.172,13.779,0.98,0.979,0.98,"O'ahu Island",1
300,"interpolated",0,15.171,14.821,15.522,0.986,0.985,0.987,"O'ahu Island",1
400,"interpolated",0,16.362,15.988,16.737,0.99,0.99,0.99,"O'ahu Island",1
500,"interpolated",0,17.234,16.849,17.619,0.992,0.992,0.993,"O'ahu Island",1
600,"interpolated",0,17.893,17.506,18.28,0.994,0.994,0.995,"O'ahu Island",1
700,"interpolated",0,18.406,18.023,18.789,0.995,0.995,0.996,"O'ahu Island",1
800,"interpolated",0,18.813,18.438,19.189,0.996,0.996,0.997,"O'ahu Island",1
900,"interpolated",0,19.143,18.776,19.509,0.997,0.997,0.997,"O'ahu Island",1
1000,"interpolated",0,19.412,19.056,19.768,0.998,0.997,0.998,"O'ahu Island",1
1,"interpolated",0,1,1,1,0.532,0.524,0.539,"Hawai'i Island",2
100,"interpolated",0,6.494,6.369,6.618,0.985,0.984,0.985,"Hawai'i Island",2
200,"interpolated",0,7.741,7.55,7.932,0.989,0.989,0.99,"Hawai'i Island",2
300,"interpolated",0,8.665,8.441,8.889,0.992,0.992,0.992,"Hawai'i Island",2
400,"interpolated",0,9.38,9.143,9.616,0.994,0.994,0.994,"Hawai'i Island",2
500,"interpolated",0,9.936,9.701,10.171,0.995,0.995,0.995,"Hawai'i Island",2
600,"interpolated",0,10.37,10.143,10.596,0.996,0.996,0.996,"Hawai'i Island",2
700,"interpolated",0,10.709,10.496,10.923,0.997,0.997,0.997,"Hawai'i Island",2
800,"interpolated",0,10.976,10.778,11.174,0.998,0.997,0.998,"Hawai'i Island",2
900,"interpolated",0,11.186,11.004,11.368,0.998,0.998,0.998,"Hawai'i Island",2
1000,"interpolated",0,11.352,11.186,11.518,0.999,0.998,0.999,"Hawai'i Island",2
1,"interpolated",0,1,1,1,0.217,0.213,0.221,"Kaua'i Island",2
100,"interpolated",0,15.462,15.111,15.812,0.923,0.921,0.926,"Kaua'i Island",2
200,"interpolated",0,21.449,20.937,21.96,0.953,0.952,0.955,"Kaua'i Island",2
300,"interpolated",0,25.327,24.717,25.937,0.968,0.967,0.969,"Kaua'i Island",2
400,"interpolated",0,28.081,27.399,28.763,0.976,0.975,0.977,"Kaua'i Island",2
500,"interpolated",0,30.154,29.416,30.891,0.982,0.981,0.983,"Kaua'i Island",2
600,"interpolated",0,31.78,31,32.561,0.985,0.985,0.986,"Kaua'i Island",2
700,"interpolated",0,33.098,32.284,33.913,0.988,0.987,0.989,"Kaua'i Island",2
800,"interpolated",0,34.19,33.351,35.03,0.99,0.989,0.991,"Kaua'i Island",2
900,"interpolated",0,35.112,34.254,35.97,0.992,0.991,0.992,"Kaua'i Island",2
1000,"interpolated",0,35.9,35.03,36.771,0.993,0.992,0.993,"Kaua'i Island",2
1,"interpolated",0,1,1,1,0.282,0.278,0.285,"Maui Nui",2
100,"interpolated",0,7.93,7.83,8.03,0.983,0.982,0.983,"Maui Nui",2
200,"interpolated",0,9.1,8.98,9.22,0.992,0.992,0.992,"Maui Nui",2
300,"interpolated",0,9.724,9.586,9.861,0.995,0.995,0.995,"Maui Nui",2
400,"interpolated",0,10.127,9.973,10.282,0.997,0.996,0.997,"Maui Nui",2
500,"interpolated",0,10.418,10.251,10.585,0.997,0.997,0.998,"Maui Nui",2
600,"interpolated",0,10.644,10.469,10.819,0.998,0.998,0.998,"Maui Nui",2
700,"interpolated",0,10.828,10.65,11.007,0.998,0.998,0.998,"Maui Nui",2
800,"interpolated",0,10.984,10.805,11.162,0.999,0.999,0.999,"Maui Nui",2
900,"interpolated",0,11.116,10.94,11.292,0.999,0.999,0.999,"Maui Nui",2
1000,"interpolated",0,11.231,11.06,11.402,0.999,0.999,0.999,"Maui Nui",2
1,"interpolated",0,1,1,1,0.317,0.311,0.322,"O'ahu Island",2
100,"interpolated",0,7.215,7.101,7.33,0.988,0.987,0.989,"O'ahu Island",2
200,"interpolated",0,8.191,8.015,8.367,0.992,0.991,0.993,"O'ahu Island",2
300,"interpolated",0,8.891,8.677,9.105,0.994,0.993,0.994,"O'ahu Island",2
400,"interpolated",0,9.431,9.189,9.673,0.995,0.995,0.996,"O'ahu Island",2
500,"interpolated",0,9.859,9.597,10.122,0.996,0.996,0.997,"O'ahu Island",2
600,"interpolated",0,10.206,9.927,10.486,0.997,0.997,0.997,"O'ahu Island",2
700,"interpolated",0,10.493,10.201,10.786,0.997,0.997,0.998,"O'ahu Island",2
800,"interpolated",0,10.735,10.431,11.039,0.998,0.998,0.998,"O'ahu Island",2
900,"interpolated",0,10.941,10.629,11.254,0.998,0.998,0.998,"O'ahu Island",2
1000,"interpolated",0,11.12,10.801,11.439,0.998,0.998,0.999,"O'ahu Island",2
1,"interpolated",0,1,1,1,0.431,0.425,0.437,"Hawai'i Island",3
100,"interpolated",0,8.827,8.69,8.965,0.971,0.97,0.972,"Hawai'i Island",3
200,"interpolated",0,10.922,10.732,11.113,0.984,0.984,0.985,"Hawai'i Island",3
300,"interpolated",0,12.19,11.969,12.411,0.99,0.989,0.99,"Hawai'i Island",3
400,"interpolated",0,13.073,12.834,13.312,0.992,0.992,0.993,"Hawai'i Island",3
500,"interpolated",0,13.728,13.476,13.98,0.994,0.994,0.995,"Hawai'i Island",3
600,"interpolated",0,14.233,13.969,14.497,0.996,0.995,0.996,"Hawai'i Island",3
700,"interpolated",0,14.634,14.357,14.911,0.996,0.996,0.997,"Hawai'i Island",3
800,"interpolated",0,14.96,14.67,15.25,0.997,0.997,0.997,"Hawai'i Island",3
900,"interpolated",0,15.23,14.926,15.533,0.998,0.997,0.998,"Hawai'i Island",3
1000,"interpolated",0,15.458,15.141,15.775,0.998,0.998,0.998,"Hawai'i Island",3
1,"interpolated",0,1,1,1,0.195,0.191,0.199,"Kaua'i Island",3
100,"interpolated",0,16.609,16.25,16.968,0.922,0.92,0.924,"Kaua'i Island",3
200,"interpolated",0,22.584,22.078,23.09,0.954,0.952,0.955,"Kaua'i Island",3
300,"interpolated",0,26.416,25.822,27.011,0.968,0.967,0.969,"Kaua'i Island",3
400,"interpolated",0,29.149,28.498,29.8,0.977,0.976,0.977,"Kaua'i Island",3
500,"interpolated",0,31.214,30.526,31.903,0.982,0.981,0.983,"Kaua'i Island",3
600,"interpolated",0,32.837,32.125,33.549,0.986,0.985,0.986,"Kaua'i Island",3
700,"interpolated",0,34.147,33.421,34.873,0.988,0.988,0.989,"Kaua'i Island",3
800,"interpolated",0,35.228,34.494,35.962,0.99,0.99,0.991,"Kaua'i Island",3
900,"interpolated",0,36.134,35.397,36.871,0.992,0.991,0.992,"Kaua'i Island",3
1000,"interpolated",0,36.904,36.167,37.64,0.993,0.992,0.993,"Kaua'i Island",3
1,"interpolated",0,1,1,1,0.4,0.394,0.406,"Maui Nui",3
100,"interpolated",0,7.253,7.154,7.353,0.985,0.985,0.986,"Maui Nui",3
200,"interpolated",0,8.27,8.141,8.398,0.993,0.992,0.993,"Maui Nui",3
300,"interpolated",0,8.839,8.698,8.981,0.995,0.995,0.996,"Maui Nui",3
400,"interpolated",0,9.22,9.071,9.369,0.997,0.997,0.997,"Maui Nui",3
500,"interpolated",0,9.494,9.339,9.649,0.998,0.997,0.998,"Maui Nui",3
600,"interpolated",0,9.701,9.54,9.862,0.998,0.998,0.998,"Maui Nui",3
700,"interpolated",0,9.862,9.694,10.029,0.999,0.998,0.999,"Maui Nui",3
800,"interpolated",0,9.989,9.813,10.164,0.999,0.999,0.999,"Maui Nui",3
900,"interpolated",0,10.092,9.909,10.274,0.999,0.999,0.999,"Maui Nui",3
1000,"interpolated",0,10.176,9.986,10.367,0.999,0.999,0.999,"Maui Nui",3
1,"interpolated",0,1,1,1,0.409,0.401,0.418,"O'ahu Island",3
100,"interpolated",0,7.843,7.537,8.149,0.97,0.968,0.972,"O'ahu Island",3
200,"interpolated",0,10.341,9.872,10.811,0.979,0.978,0.98,"O'ahu Island",3
300,"interpolated",0,12.179,11.609,12.749,0.984,0.983,0.985,"O'ahu Island",3
400,"interpolated",0,13.611,12.98,14.242,0.987,0.987,0.988,"O'ahu Island",3
500,"interpolated",0,14.759,14.093,15.424,0.99,0.989,0.99,"O'ahu Island",3
600,"interpolated",0,15.695,15.012,16.378,0.992,0.991,0.992,"O'ahu Island",3
700,"interpolated",0,16.47,15.78,17.16,0.993,0.993,0.993,"O'ahu Island",3
800,"interpolated",0,17.119,16.428,17.809,0.994,0.994,0.994,"O'ahu Island",3
900,"interpolated",0,17.668,16.981,18.354,0.995,0.995,0.995,"O'ahu Island",3
1000,"interpolated",0,18.137,17.456,18.817,0.996,0.995,0.996,"O'ahu Island",3
1,"interpolated",0,1,1,1,0.315,0.31,0.321,"Hawai'i Island",4
100,"interpolated",0,6.381,6.265,6.496,0.988,0.987,0.989,"Hawai'i Island",4
200,"interpolated",0,7.214,7.043,7.386,0.994,0.993,0.995,"Hawai'i Island",4
300,"interpolated",0,7.694,7.473,7.916,0.996,0.995,0.997,"Hawai'i Island",4
400,"interpolated",0,8.04,7.777,8.302,0.997,0.996,0.997,"Hawai'i Island",4
500,"interpolated",0,8.311,8.015,8.607,0.998,0.997,0.998,"Hawai'i Island",4
600,"interpolated",0,8.532,8.209,8.855,0.998,0.998,0.998,"Hawai'i Island",4
700,"interpolated",0,8.717,8.373,9.061,0.998,0.998,0.999,"Hawai'i Island",4
800,"interpolated",0,8.874,8.514,9.234,0.999,0.998,0.999,"Hawai'i Island",4
900,"interpolated",0,9.009,8.637,9.381,0.999,0.999,0.999,"Hawai'i Island",4
1000,"interpolated",0,9.126,8.746,9.506,0.999,0.999,0.999,"Hawai'i Island",4
1,"interpolated",0,1,1,1,0.201,0.196,0.206,"Kaua'i Island",4
100,"interpolated",0,17.836,17.464,18.207,0.915,0.913,0.918,"Kaua'i Island",4
200,"interpolated",0,24.145,23.594,24.696,0.953,0.951,0.955,"Kaua'i Island",4
300,"interpolated",0,28.002,27.34,28.663,0.969,0.967,0.97,"Kaua'i Island",4
400,"interpolated",0,30.655,29.925,31.386,0.978,0.976,0.979,"Kaua'i Island",4
500,"interpolated",0,32.606,31.832,33.38,0.983,0.982,0.984,"Kaua'i Island",4
600,"interpolated",0,34.102,33.302,34.903,0.987,0.986,0.988,"Kaua'i Island",4
700,"interpolated",0,35.287,34.472,36.102,0.989,0.989,0.99,"Kaua'i Island",4
800,"interpolated",0,36.246,35.424,37.067,0.991,0.991,0.992,"Kaua'i Island",4
900,"interpolated",0,37.036,36.215,37.857,0.993,0.992,0.993,"Kaua'i Island",4
1000,"interpolated",0,37.697,36.881,38.512,0.994,0.993,0.994,"Kaua'i Island",4
1,"interpolated",0,1,1,1,0.265,0.261,0.268,"Maui Nui",4
100,"interpolated",0,9.695,9.535,9.854,0.97,0.969,0.972,"Maui Nui",4
200,"interpolated",0,11.981,11.751,12.211,0.982,0.981,0.983,"Maui Nui",4
300,"interpolated",0,13.468,13.186,13.749,0.988,0.987,0.988,"Maui Nui",4
400,"interpolated",0,14.529,14.204,14.853,0.991,0.99,0.991,"Maui Nui",4
500,"interpolated",0,15.337,14.977,15.696,0.993,0.992,0.993,"Maui Nui",4
600,"interpolated",0,15.983,15.596,16.37,0.994,0.994,0.994,"Maui Nui",4
700,"interpolated",0,16.519,16.111,16.927,0.995,0.995,0.995,"Maui Nui",4
800,"interpolated",0,16.975,16.552,17.398,0.996,0.996,0.996,"Maui Nui",4
900,"interpolated",0,17.37,16.936,17.804,0.996,0.996,0.997,"Maui Nui",4
1000,"interpolated",0,17.716,17.275,18.157,0.997,0.997,0.997,"Maui Nui",4
1,"interpolated",0,1,1,1,0.281,0.274,0.288,"O'ahu Island",4
100,"interpolated",0,11.785,11.388,12.183,0.948,0.945,0.95,"O'ahu Island",4
200,"interpolated",0,15.859,15.307,16.412,0.968,0.967,0.97,"O'ahu Island",4
300,"interpolated",0,18.438,17.824,19.053,0.979,0.978,0.98,"O'ahu Island",4
400,"interpolated",0,20.185,19.55,20.821,0.985,0.985,0.986,"O'ahu Island",4
500,"interpolated",0,21.424,20.787,22.061,0.989,0.989,0.99,"O'ahu Island",4
600,"interpolated",0,22.335,21.706,22.964,0.992,0.992,0.993,"O'ahu Island",4
700,"interpolated",0,23.024,22.41,23.638,0.994,0.993,0.994,"O'ahu Island",4
800,"interpolated",0,23.558,22.962,24.154,0.995,0.995,0.996,"O'ahu Island",4
900,"interpolated",0,23.979,23.403,24.555,0.996,0.996,0.997,"O'ahu Island",4
1000,"interpolated",0,24.317,23.763,24.871,0.997,0.997,0.997,"O'ahu Island",4
1,"interpolated",0,1,1,1,0.335,0.33,0.341,"Hawai'i Island",5
100,"interpolated",0,8.049,7.924,8.174,0.983,0.982,0.984,"Hawai'i Island",5
200,"interpolated",0,9.235,9.086,9.383,0.992,0.991,0.992,"Hawai'i Island",5
300,"interpolated",0,9.861,9.709,10.012,0.995,0.995,0.996,"Hawai'i Island",5
400,"interpolated",0,10.233,10.089,10.378,0.997,0.997,0.997,"Hawai'i Island",5
500,"interpolated",0,10.47,10.337,10.603,0.998,0.998,0.998,"Hawai'i Island",5
600,"interpolated",0,10.626,10.507,10.746,0.999,0.999,0.999,"Hawai'i Island",5
700,"interpolated",0,10.733,10.627,10.839,0.999,0.999,0.999,"Hawai'i Island",5
800,"interpolated",0,10.808,10.716,10.9,0.999,0.999,1,"Hawai'i Island",5
900,"interpolated",0,10.86,10.781,10.94,1,0.999,1,"Hawai'i Island",5
1000,"interpolated",0,10.898,10.83,10.966,1,1,1,"Hawai'i Island",5
1,"interpolated",0,1,1,1,0.198,0.194,0.201,"Kaua'i Island",5
100,"interpolated",0,16.479,16.115,16.844,0.92,0.917,0.922,"Kaua'i Island",5
200,"interpolated",0,22.709,22.186,23.232,0.951,0.95,0.953,"Kaua'i Island",5
300,"interpolated",0,26.755,26.145,27.364,0.967,0.966,0.968,"Kaua'i Island",5
400,"interpolated",0,29.621,28.962,30.28,0.976,0.975,0.976,"Kaua'i Island",5
500,"interpolated",0,31.756,31.068,32.444,0.981,0.981,0.982,"Kaua'i Island",5
600,"interpolated",0,33.409,32.704,34.113,0.985,0.985,0.986,"Kaua'i Island",5
700,"interpolated",0,34.726,34.014,35.438,0.988,0.988,0.989,"Kaua'i Island",5
800,"interpolated",0,35.801,35.088,36.514,0.99,0.99,0.991,"Kaua'i Island",5
900,"interpolated",0,36.695,35.984,37.405,0.992,0.991,0.992,"Kaua'i Island",5
1000,"interpolated",0,37.449,36.745,38.152,0.993,0.993,0.993,"Kaua'i Island",5
1,"interpolated",0,1,1,1,0.44,0.433,0.447,"Maui Nui",5
100,"interpolated",0,7.41,7.315,7.506,0.989,0.988,0.989,"Maui Nui",5
200,"interpolated",0,8.143,8.005,8.281,0.995,0.995,0.995,"Maui Nui",5
300,"interpolated",0,8.567,8.404,8.73,0.996,0.996,0.997,"Maui Nui",5
400,"interpolated",0,8.877,8.704,9.049,0.997,0.997,0.997,"Maui Nui",5
500,"interpolated",0,9.114,8.941,9.287,0.998,0.998,0.998,"Maui Nui",5
600,"interpolated",0,9.298,9.131,9.466,0.998,0.998,0.998,"Maui Nui",5
700,"interpolated",0,9.442,9.284,9.601,0.999,0.999,0.999,"Maui Nui",5
800,"interpolated",0,9.555,9.408,9.703,0.999,0.999,0.999,"Maui Nui",5
900,"interpolated",0,9.644,9.509,9.78,0.999,0.999,0.999,"Maui Nui",5
1000,"interpolated",0,9.715,9.592,9.838,0.999,0.999,1,"Maui Nui",5
1,"interpolated",0,1,1,1,0.462,0.455,0.469,"O'ahu Island",5
100,"interpolated",0,8.074,7.854,8.295,0.965,0.963,0.966,"O'ahu Island",5
200,"interpolated",0,10.941,10.599,11.283,0.976,0.975,0.977,"O'ahu Island",5
300,"interpolated",0,13,12.577,13.423,0.982,0.981,0.983,"O'ahu Island",5
400,"interpolated",0,14.578,14.1,15.056,0.986,0.985,0.987,"O'ahu Island",5
500,"interpolated",0,15.832,15.317,16.347,0.989,0.988,0.989,"O'ahu Island",5
600,"interpolated",0,16.854,16.316,17.393,0.991,0.99,0.991,"O'ahu Island",5
700,"interpolated",0,17.704,17.151,18.257,0.992,0.992,0.993,"O'ahu Island",5
800,"interpolated",0,18.42,17.858,18.981,0.993,0.993,0.994,"O'ahu Island",5
900,"interpolated",0,19.03,18.465,19.595,0.994,0.994,0.995,"O'ahu Island",5
1000,"interpolated",0,19.555,18.989,20.12,0.995,0.995,0.995,"O'ahu Island",5
1,"interpolated",0,1,1,1,0.313,0.308,0.318,"Hawai'i Island",6
100,"interpolated",0,7.628,7.472,7.784,0.983,0.982,0.983,"Hawai'i Island",6
200,"interpolated",0,8.807,8.643,8.971,0.992,0.992,0.992,"Hawai'i Island",6
300,"interpolated",0,9.373,9.237,9.509,0.996,0.996,0.996,"Hawai'i Island",6
400,"interpolated",0,9.663,9.561,9.766,0.998,0.998,0.998,"Hawai'i Island",6
500,"interpolated",0,9.816,9.742,9.891,0.999,0.999,0.999,"Hawai'i Island",6
600,"interpolated",0,9.899,9.847,9.951,0.999,0.999,1,"Hawai'i Island",6
700,"interpolated",0,9.944,9.908,9.98,1,1,1,"Hawai'i Island",6
800,"interpolated",0,9.969,9.944,9.994,1,1,1,"Hawai'i Island",6
900,"interpolated",0,9.982,9.965,9.999,1,1,1,"Hawai'i Island",6
1000,"interpolated",0,9.99,9.978,10.002,1,1,1,"Hawai'i Island",6
1,"interpolated",0,1,1,1,0.234,0.23,0.238,"Kaua'i Island",6
100,"interpolated",0,14.308,14.046,14.57,0.937,0.936,0.939,"Kaua'i Island",6
200,"interpolated",0,18.998,18.623,19.374,0.964,0.963,0.966,"Kaua'i Island",6
300,"interpolated",0,21.905,21.46,22.351,0.976,0.975,0.977,"Kaua'i Island",6
400,"interpolated",0,23.94,23.446,24.434,0.983,0.982,0.984,"Kaua'i Island",6
500,"interpolated",0,25.462,24.931,25.994,0.987,0.986,0.987,"Kaua'i Island",6
600,"interpolated",0,26.65,26.088,27.212,0.989,0.989,0.99,"Kaua'i Island",6
700,"interpolated",0,27.603,27.015,28.191,0.991,0.991,0.992,"Kaua'i Island",6
800,"interpolated",0,28.386,27.775,28.997,0.993,0.992,0.993,"Kaua'i Island",6
900,"interpolated",0,29.039,28.41,29.669,0.994,0.994,0.994,"Kaua'i Island",6
1000,"interpolated",0,29.592,28.947,30.238,0.995,0.994,0.995,"Kaua'i Island",6
1,"interpolated",0,1,1,1,0.306,0.3,0.312,"Maui Nui",6
100,"interpolated",0,10.44,10.275,10.605,0.965,0.964,0.966,"Maui Nui",6
200,"interpolated",0,13.075,12.842,13.308,0.98,0.979,0.981,"Maui Nui",6
300,"interpolated",0,14.714,14.442,14.986,0.987,0.986,0.987,"Maui Nui",6
400,"interpolated",0,15.858,15.566,16.15,0.99,0.99,0.991,"Maui Nui",6
500,"interpolated",0,16.708,16.408,17.009,0.993,0.992,0.993,"Maui Nui",6
600,"interpolated",0,17.366,17.065,17.668,0.994,0.994,0.994,"Maui Nui",6
700,"interpolated",0,17.889,17.59,18.188,0.995,0.995,0.996,"Maui Nui",6
800,"interpolated",0,18.311,18.016,18.606,0.996,0.996,0.996,"Maui Nui",6
900,"interpolated",0,18.657,18.367,18.946,0.997,0.997,0.997,"Maui Nui",6
1000,"interpolated",0,18.943,18.659,19.227,0.997,0.997,0.998,"Maui Nui",6
1,"interpolated",0,1,1,1,0.204,0.2,0.208,"O'ahu Island",6
100,"interpolated",0,10.569,10.336,10.802,0.965,0.963,0.967,"O'ahu Island",6
200,"interpolated",0,13.379,13.017,13.742,0.977,0.976,0.978,"O'ahu Island",6
300,"interpolated",0,15.379,14.93,15.828,0.983,0.982,0.984,"O'ahu Island",6
400,"interpolated",0,16.907,16.404,17.411,0.987,0.986,0.987,"O'ahu Island",6
500,"interpolated",0,18.113,17.576,18.651,0.989,0.989,0.99,"O'ahu Island",6
600,"interpolated",0,19.085,18.529,19.642,0.991,0.991,0.992,"O'ahu Island",6
700,"interpolated",0,19.882,19.317,20.447,0.993,0.992,0.993,"O'ahu Island",6
800,"interpolated",0,20.544,19.978,21.109,0.994,0.994,0.994,"O'ahu Island",6
900,"interpolated",0,21.099,20.537,21.661,0.995,0.995,0.995,"O'ahu Island",6
1000,"interpolated",0,21.57,21.016,22.124,0.996,0.995,0.996,"O'ahu Island",6
1,"interpolated",0,1,1,1,0.306,0.301,0.312,"Hawai'i Island",7
100,"interpolated",0,7.32,7.239,7.401,0.991,0.99,0.992,"Hawai'i Island",7
200,"interpolated",0,7.877,7.75,8.005,0.996,0.996,0.997,"Hawai'i Island",7
300,"interpolated",0,8.203,8.045,8.36,0.997,0.997,0.998,"Hawai'i Island",7
400,"interpolated",0,8.45,8.274,8.626,0.998,0.998,0.998,"Hawai'i Island",7
500,"interpolated",0,8.646,8.457,8.835,0.998,0.998,0.998,"Hawai'i Island",7
600,"interpolated",0,8.805,8.607,9.004,0.999,0.998,0.999,"Hawai'i Island",7
700,"interpolated",0,8.935,8.728,9.142,0.999,0.999,0.999,"Hawai'i Island",7
800,"interpolated",0,9.043,8.828,9.258,0.999,0.999,0.999,"Hawai'i Island",7
900,"interpolated",0,9.133,8.912,9.355,0.999,0.999,0.999,"Hawai'i Island",7
1000,"interpolated",0,9.21,8.981,9.438,0.999,0.999,0.999,"Hawai'i Island",7
1,"interpolated",0,1,1,1,0.258,0.253,0.262,"Kaua'i Island",7
100,"interpolated",0,13.031,12.76,13.302,0.951,0.949,0.954,"Kaua'i Island",7
200,"interpolated",0,16.74,16.326,17.153,0.971,0.969,0.972,"Kaua'i Island",7
300,"interpolated",0,19.259,18.738,19.78,0.978,0.977,0.979,"Kaua'i Island",7
400,"interpolated",0,21.204,20.6,21.807,0.983,0.982,0.984,"Kaua'i Island",7
500,"interpolated",0,22.784,22.118,23.45,0.986,0.985,0.986,"Kaua'i Island",7
600,"interpolated",0,24.104,23.39,24.819,0.988,0.987,0.989,"Kaua'i Island",7
700,"interpolated",0,25.227,24.474,25.979,0.99,0.989,0.99,"Kaua'i Island",7
800,"interpolated",0,26.193,25.411,26.974,0.991,0.99,0.992,"Kaua'i Island",7
900,"interpolated",0,27.033,26.229,27.837,0.992,0.992,0.993,"Kaua'i Island",7
1000,"interpolated",0,27.769,26.948,28.59,0.993,0.993,0.994,"Kaua'i Island",7
1,"interpolated",0,1,1,1,0.331,0.327,0.336,"Maui Nui",7
100,"interpolated",0,7.049,6.948,7.151,0.988,0.987,0.989,"Maui Nui",7
200,"interpolated",0,7.989,7.835,8.143,0.992,0.992,0.993,"Maui Nui",7
300,"interpolated",0,8.676,8.49,8.863,0.994,0.994,0.994,"Maui Nui",7
400,"interpolated",0,9.225,9.019,9.43,0.995,0.995,0.995,"Maui Nui",7
500,"interpolated",0,9.67,9.455,9.886,0.996,0.996,0.996,"Maui Nui",7
600,"interpolated",0,10.037,9.818,10.255,0.997,0.997,0.997,"Maui Nui",7
700,"interpolated",0,10.34,10.123,10.557,0.997,0.997,0.997,"Maui Nui",7
800,"interpolated",0,10.594,10.382,10.806,0.998,0.998,0.998,"Maui Nui",7
900,"interpolated",0,10.807,10.603,11.011,0.998,0.998,0.998,"Maui Nui",7
1000,"interpolated",0,10.987,10.792,11.181,0.998,0.998,0.998,"Maui Nui",7
1,"interpolated",0,1,1,1,0.204,0.202,0.207,"O'ahu Island",7
100,"interpolated",0,10.383,10.171,10.595,0.966,0.965,0.967,"O'ahu Island",7
200,"interpolated",0,13.011,12.728,13.293,0.98,0.979,0.981,"O'ahu Island",7
300,"interpolated",0,14.649,14.345,14.953,0.987,0.986,0.987,"O'ahu Island",7
400,"interpolated",0,15.739,15.436,16.042,0.991,0.991,0.991,"O'ahu Island",7
500,"interpolated",0,16.495,16.203,16.788,0.994,0.993,0.994,"O'ahu Island",7
600,"interpolated",0,17.038,16.76,17.315,0.995,0.995,0.996,"O'ahu Island",7
700,"interpolated",0,17.436,17.174,17.698,0.997,0.996,0.997,"O'ahu Island",7
800,"interpolated",0,17.734,17.486,17.982,0.997,0.997,0.998,"O'ahu Island",7
900,"interpolated",0,17.961,17.726,18.197,0.998,0.998,0.998,"O'ahu Island",7
1000,"interpolated",0,18.137,17.911,18.363,0.998,0.998,0.999,"O'ahu Island",7
1,"interpolated",0,1,1,1,0.348,0.342,0.354,"Hawai'i Island",8
100,"interpolated",0,8.094,7.975,8.213,0.986,0.985,0.987,"Hawai'i Island",8
200,"interpolated",0,9.127,8.949,9.305,0.992,0.991,0.992,"Hawai'i Island",8
