"PlotID","Long_Dec","Lat_Dec","HFP","HII","SubstrateAge_range","SubstrateAge_code","MAT","MAP","PET","AridInd","Elev_m"
324,-155.8,19.2,19.7150745391846,12.8575372695923,91,100,14.6747303009033,797.526428222656,1612.89294433594,0.494469537499908,1360.22729492188
325,-155.19,19.7,23,15,162,100,17.741870880127,5703.0458984375,1777.65795898438,3.20817954298464,648.620178222656
326,-155.29,19.45,17,11,475,475,15.433910369873,2085.59497070312,2253.2451171875,0.925596134568069,1236.40454101562
327,-159.69,22.1,34,22,4750000,5e+06,17.7905693054199,1233.52600097656,2342.35302734375,0.526618313540633,914.679931640625
328,-155.16,19.69,34,22,8000,7500,19.190990447998,5389.06396484375,2020.15698242188,2.66764613430341,454.276672363281
329,-155.17,19.87,15.2231693267822,10.1373348236084,37500,20000,18.9712505340576,5829.19482421875,2425.01196289062,2.40377982188192,481.936401367188
330,-155.19,19.66,14,9,8000,7500,17.7571392059326,5779.1611328125,1730.40197753906,3.33977954708044,667.794189453125
331,-155.22,19.74,17,11,37500,20000,16.327730178833,6456.080078125,1565.05200195312,4.12515371378591,904.15087890625
332,-155.34,19.68,17,11,162,100,13.0044298171997,2656.81201171875,1719.30102539062,1.54528612062866,1545.92956542969
333,-155.31,19.89,9,6,8000,7500,12.8328800201416,2647.31494140625,2264.64794921875,1.16897416321133,1597.50256347656
334,-155.86,19.73,12.5721673965454,8.38144493103027,2250,2250,14.3825998306274,703.12841796875,1156.42700195312,0.608017987111348,1443.24597167969
335,-155.17,19.72,17,11,38000,40000,18.5514698028564,5757.47802734375,1778.68505859375,3.23692943814105,529.772705078125
336,-155.45,19.36,9,6,1125,1125,14.6795597076416,1929.76599121094,1791.51000976562,1.07717287689808,1356.29211425781
337,-159.68,22.06,34,22,4750000,5e+06,18.4319095611572,1004.43597412109,2186.0009765625,0.459485601740478,825.62158203125
338,-158.06,21.56,71,46,NA,NA,22.7029094696045,1007.93798828125,3333.35302734375,0.302379609964218,181.445510864258
339,-159.47,22.15,28,18,NA,NA,21.7828807830811,3558.06811523438,2380.73291015625,1.49452637045323,113.564094543457
340,-155.75,20.21,28,18,380000,460000,22.3419895172119,1861.90295410156,4743.40087890625,0.392524899673014,153.330459594727
341,-159.64,22.17,34,22,NA,NA,22.011869430542,1374.03894042969,3106.19189453125,0.442354814861508,229.933609008789
342,-158.11,21.45,48,31,NA,NA,21.9195709228516,1156.98999023438,3396.35009765625,0.340656868982026,273.122680664062
343,-156.25,20.88,28,18,545000,460000,19.5280094146729,3561.80493164062,3678.01196289062,0.9684049338549,468.967529296875
344,-157.83,21.36,65,42,2400000,3e+06,20.0146808624268,2821.53002929688,3229.23706054688,0.87374509099033,430.844360351562
345,-156.57,20.98,28,18,1200000,1500000,20.4362506866455,1953.38098144531,3155.3291015625,0.61907361120525,429.236663818359
