"PlotIDn","Long_Dec","Lat_Dec","MAT","MAP","PrecipSeasonality","TempSeasonality","Elev_m","HFP","HII","PET","SubstrateAge_range","SubstrateAge_code"
1,-157.880206,21.406344,21.5403957366943,1157.84130859375,43.1881370544434,136.055297851562,339.453002929688,59,38,1324.67602539062,2400000,3e+06
2,-154.910211,19.443586,23.1727542877197,3621.98022460938,22.107816696167,113.452323913574,156.561828613281,34,22,1376.17248535156,575,475
3,-154.910211,19.443586,23.1727542877197,3621.98022460938,22.107816696167,113.452323913574,156.561828613281,34,22,1376.17248535156,575,475
4,-154.910211,19.443586,23.1727542877197,3621.98022460938,22.107816696167,113.452323913574,156.561828613281,34,22,1376.17248535156,575,475
5,-154.910211,19.443586,23.1727542877197,3621.98022460938,22.107816696167,113.452323913574,156.561828613281,34,22,1376.17248535156,575,475
6,-154.910211,19.443586,23.1727542877197,3621.98022460938,22.107816696167,113.452323913574,156.561828613281,34,22,1376.17248535156,575,475
7,-154.910211,19.443586,23.1727542877197,3621.98022460938,22.107816696167,113.452323913574,156.561828613281,34,22,1376.17248535156,575,475
8,-154.910211,19.443586,23.1727542877197,3621.98022460938,22.107816696167,113.452323913574,156.561828613281,34,22,1376.17248535156,575,475
9,-154.910211,19.443586,23.1727542877197,3621.98022460938,22.107816696167,113.452323913574,156.561828613281,34,22,1376.17248535156,575,475
10,-154.910211,19.443586,23.1727542877197,3621.98022460938,22.107816696167,113.452323913574,156.561828613281,34,22,1376.17248535156,575,475
11,-154.910211,19.443586,23.1727542877197,3621.98022460938,22.107816696167,113.452323913574,156.561828613281,34,22,1376.17248535156,575,475
12,-154.910211,19.443586,23.1727542877197,3621.98022460938,22.107816696167,113.452323913574,156.561828613281,34,22,1376.17248535156,575,475
13,-154.910211,19.443586,23.1727542877197,3621.98022460938,22.107816696167,113.452323913574,156.561828613281,34,22,1376.17248535156,575,475
14,-154.910211,19.443586,23.1727542877197,3621.98022460938,22.107816696167,113.452323913574,156.561828613281,34,22,1376.17248535156,575,475
15,-156.228992,20.779832,13.525860786438,5842.95849609375,29.7213726043701,122.781837463379,1788.17199707031,18.8718223571777,12.5812149047852,1095.63366699219,545000,460000
16,-155.184747,19.327124,19.5342235565186,3323.47241210938,23.4604682922363,122.162826538086,756.222351074219,26.8870391845703,17.4435195922852,1270.24926757812,1033.5,475
17,-155.183294,19.326618,19.5342235565186,3323.47241210938,23.4604682922363,122.162826538086,756.222351074219,26.8870391845703,17.4435195922852,1270.24926757812,1033.5,475
18,-155.252263,19.403232,17.5013084411621,3420.55249023438,22.8947734832764,127.433319091797,1138.06494140625,23.7509155273438,15.5006103515625,1200.08142089844,1033.5,475
19,-156.135134499624,20.7075815949577,13.1612777709961,4586.7509765625,31.4591827392578,120.507362365723,2070.2197265625,26,17,1074.42236328125,545000,460000
20,-156.088305797246,20.6904834609909,17.6254615783691,4540.97607421875,30.3139305114746,136.228179931641,857.963195800781,21.90207862854,14.2297592163086,1196.24755859375,21500,20000
21,-156.113628210961,20.7316590594055,13.3954172134399,5223.0634765625,30.2008228302002,121.8125,1930.119140625,18,12,1090.11169433594,545000,460000
22,-156.11424837775,20.7065374748014,14.0255308151245,5134.212890625,30.5250587463379,126.035057067871,1590.33435058594,18,12,1113.62927246094,21500,20000
23,-156.112575583867,20.7062115118964,14.0255308151245,5134.212890625,30.5250587463379,126.035057067871,1590.33435058594,18,12,1113.62927246094,21500,20000
24,-156.095650890638,20.6961863305729,16.220552444458,4954.8154296875,30.1583728790283,135.382125854492,1176.279296875,18,12,1166.31677246094,21500,20000
25,-156.090412820619,20.6921710531845,17.6254615783691,4540.97607421875,30.3139305114746,136.228179931641,857.963195800781,21.90207862854,14.2297592163086,1196.24755859375,21500,20000
