"Long_Dec","Lat_Dec","PlotIDn","CellID","MAT","MAP","PrecipSeasonality","TempSeasonality","Elev_m","HFP","HII","PET"
-157.84,21.48,461,29321241,24.5528602600098,1401.64294433594,39.6564331054688,136.308975219727,11.9080219268799,65,41.5739440917969,1337
-159.54,22.21,462,28125240,23.9612998962402,1927.42724609375,24.0910701751709,143.025299072266,59.2298698425293,51.1167449951172,32.8722991943359,1381.22485351562
-155.23,19.38,463,32759529,17.8720073699951,3928.42919921875,22.7264728546143,126.139709472656,1047.78662109375,26,17,1215.15502929688
-158.23,21.5,464,29280437,24.364538192749,668.160888671875,40.8121757507324,137.427429199219,20.3346252441406,57.0526008605957,36.7341918945312,1423.56579589844
-155.5,19.14,465,33153586,24.6673927307129,1803.02038574219,21.1675205230713,121.288360595703,11.8748464584351,21,14,1407.26733398438
-156.62,20.87,466,30313361,18.8933601379395,3275.61596679688,39.2337837219238,137.622985839844,896.944763183594,43.1182556152344,28.0709533691406,1214.12976074219
-155.59,19.02,467,33357413,24.2298889160156,1885.38513183594,20.3963108062744,118.192153930664,56.0129928588867,15,10,1405.61743164062
-157.96,21.43,468,29402764,23.3407459259033,724.5986328125,42.7493782043457,136.356079101562,130.292327880859,78.1387100219727,50.1791801452637,1369.58715820312
-155.68,19.62,469,32365402,13.9899959564209,1438.47143554688,21.410005569458,121.260726928711,1997.00805664062,9,6,1061.48107910156
-155.08,19.64,470,32338282,23.1373653411865,3786.84130859375,22.7072429656982,120.156059265137,205.645645141602,36.7309150695801,23.7068214416504,1360.07849121094
-155.11,19.69,471,32256745,23.502513885498,3689.48901367188,22.9227523803711,120.787185668945,157.698303222656,53.0893440246582,34.1054229736328,1365.72021484375
-155.85,19.23,472,33004072,19.0122756958008,839.427001953125,18.0361385345459,127.899940490723,859.082397460938,20,13,1271.55615234375
-155.8,19.09,473,33235091,20.7339153289795,851.884521484375,19.4100017547607,122.980560302734,558.274597167969,21,14,1329.45056152344
-155.01,19.45,474,32650837,21.2575531005859,3842.72314453125,22.1534671783447,117.661041259766,463.834167480469,28,18,1317.74243164062
-155.41,19.66,475,32297483,14.3421831130981,4176.30224609375,22.3862323760986,122.718185424805,1870.44812011719,9,6,1070.99084472656
-155.83,19.55,476,32474100,16.4675674438477,1123.89501953125,21.1155300140381,132.86669921875,1331.30383300781,20.9193458557129,13.7516078948975,1174.30126953125
-154.86,19.52,477,32528550,23.7463207244873,3438.92651367188,21.7048110961914,112.33186340332,74.4801330566406,28,18,1388.919921875
-155.63,19.23,478,33004093,14.174732208252,2906.65258789062,18.9595031738281,117.167770385742,1897.05163574219,11.7750406265259,7.85002660751343,1081.40698242188
-155.34,19.55,479,32474148,14.4195432662964,4743.66796875,21.9504508972168,122.070266723633,1855.56530761719,12.3420114517212,8.22800731658936,1070.71862792969
-159.48,22.03,480,28424206,21.0170822143555,2357.98754882812,25.4002380371094,142.604965209961,343.131866455078,28,18,1354.37756347656
-155.45,19.38,481,32759508,15.6836042404175,3993.744140625,21.9904823303223,126.758270263672,1521.82446289062,9,6,1130.92602539062
-155.81,19.77,482,32120786,17.5582466125488,1476.46215820312,24.0322742462158,135.846282958984,1096.86950683594,18,12,1204.84887695312
-155.32,19.5,483,32569273,15.3989810943604,4832.015625,22.6861724853516,126.230453491211,1576.02563476562,13.2233476638794,9.05122089385986,1109.38525390625
-155.11,19.49,484,32582882,20.5533294677734,4103.05615234375,22.4377956390381,121.866188049316,590.241149902344,37,24,1292.45056152344
-155.26,19.38,485,32759526,17.7104072570801,3549.96923828125,23.03200340271,126.890602111816,1080.74267578125,26,17,1208.70532226562
-155.68,20.12,486,31550058,17.0644588470459,2594.70703125,27.9010410308838,133.548324584961,1083.97119140625,28,18,1188.70690917969
-155.31,19.47,487,32610041,15.9915075302124,4594.93359375,22.8756675720215,127.93635559082,1443.50915527344,10,7,1139.80541992188
-155.92,19.65,488,32311023,17.9413356781006,938.550720214844,23.3589668273926,135.421096801758,1038.97265625,24.5693607330322,16.0968036651611,1225.16748046875
-155.91,19.74,489,32175133,16.246187210083,1949.31201171875,20.3165378570557,133.526229858398,1328.50305175781,18,12,1167.81408691406
-155.39,19.68,490,32270307,14.6324167251587,4340.09814453125,22.6523380279541,124.27449798584,1763.25354003906,15,10,1084.50610351562
-155.81,19.72,491,32202321,15.9563541412354,2273.544921875,22.0150947570801,132.663070678711,1402.63952636719,13.4162664413452,8.70813274383545,1154.14660644531
-155.05,19.49,492,32582888,21.66184425354,3930.75073242188,22.192455291748,119.144584655762,418.87939453125,28,18,1325.58020019531
-155.52,19.33,493,32841035,14.0855321884155,3632.86547851562,20.1230506896973,118.756828308105,1984.66821289062,9,6,1061.96154785156
-155.25,19.32,494,32854650,19.187572479248,3027.25219726562,24.3199615478516,123.976844787598,828.824951171875,15,10,1257.14038085938
-155.81,19.47,495,32609993,15.89430809021,1147.29760742188,20.1639938354492,129.547241210938,1457.39001464844,19.1565742492676,12.5782871246338,1151.30114746094
-154.94,19.4,496,32732379,23.9829444885254,3191.84301757812,22.1363334655762,113.372680664062,67.7932434082031,34,22,1395.25952148438
-155.79,20.17,497,31468512,19.0085029602051,1916.58740234375,27.6279067993164,132.892379760742,757.68603515625,33.6019973754883,21.7346649169922,1238.07995605469
-155.38,19.3,498,32895405,19.9168643951416,1846.47900390625,25.336332321167,125.200119018555,718.781433105469,15,10,1281.3681640625
-155.79,19.17,499,33099202,15.9599380493164,1069.56896972656,19.4795799255371,123.886764526367,1409.61071777344,16.7807350158691,11.1871566772461,1168.7060546875
-155.81,19.14,500,33153556,18.6111869812012,896.351257324219,18.9748249053955,125.299560546875,903.450012207031,15,10,1263.37036132812
-155.86,19.6,501,32392563,16.4806842803955,1110.91589355469,22.2478332519531,133.52702331543,1325.27685546875,18,12,1175.24584960938
-155.83,19.19,502,33072019,18.6707229614258,861.670532226562,18.1597309112549,126.74853515625,901.65478515625,20,13,1265.25207519531
-155.93,19.66,503,32297433,18.4729270935059,905.623229980469,23.4972953796387,135.619430541992,939.051025390625,38.2668113708496,24.7707595825195,1242.65283203125
-155.7,19.17,504,33099210,14.9828758239746,2468.55688476562,18.7761287689209,120.062057495117,1627.09289550781,9,6,1127.4443359375
-155.79,19.11,505,33207914,19.5747509002686,894.569763183594,19.5648136138916,123.996963500977,737.40380859375,37,24,1295.35961914062
-155.32,19.76,506,32134423,14.9111156463623,4564.9365234375,23.6548328399658,125.414054870605,1653.38940429688,10,7,1099.36547851562
-155.25,19.96,507,31808291,20.4786071777344,3801.93237304688,24.643253326416,124.194984436035,547.955688476562,15,10,1271.69580078125
-155.83,19.52,508,32528457,16.2748527526855,1131.98767089844,20.718412399292,131.695358276367,1384.89001464844,24.0889892578125,15.5556182861328,1166.59851074219
-155.39,19.61,509,32379019,14.1376390457153,4276.14990234375,22.0457878112793,121.419021606445,1954.41552734375,15,10,1057.73120117188
-155.13,19.53,510,32514935,20.5014095306396,4228.06005859375,22.655216217041,122.85578918457,599.807800292969,43,28,1288.65930175781
-155.47,19.4,511,32732327,14.1593360900879,3914.205078125,20.670804977417,120.040519714355,1970.37316894531,9,6,1061.31848144531
-155.56,19.81,512,32052865,12.0590381622314,1276.07775878906,24.8074893951416,132.696319580078,2673.625,9,6,957.814697265625
-155.75,19.53,513,32514875,14.3435382843018,1245.6787109375,19.8705406188965,121.991439819336,1867.72924804688,12,8,1083.92456054688
-155.55,19.8,514,32066455,11.9470901489258,1278.64172363281,24.7655048370361,133.467742919922,2699.46240234375,9,6,952.768920898438
-156.12,20.82,515,30394944,23.1089916229248,4590.51806640625,27.4702987670898,126.365043640137,210.287826538086,25,16,1301.43823242188
-155.89,19.45,516,32650752,23.7204303741455,715.200134277344,19.1316890716553,134.738815307617,185.914855957031,26,17,1388.80480957031
-155.96,19.61,517,32378964,23.7182064056396,707.086059570312,21.6692600250244,137.179397583008,174.365646362305,59,38,1385.38122558594
-155.95,19.54,518,32501267,23.9125480651855,701.016662597656,20.3885974884033,136.359649658203,162.319885253906,48,27.9914398193359,1389.62939453125
-156.85,20.87,519,30313339,24.7547512054443,3565.23901367188,38.8171920776367,131.48258972168,12.8562421798706,32,21,1418.77233886719
-158.12,21.36,520,29511462,22.6266422271729,1372.43701171875,42.7662696838379,136.507064819336,267.723907470703,64.5048675537109,44.7552375793457,1374.51281738281
-159.43,22.01,521,28451389,22.2348861694336,2056.25537109375,25.3315448760986,141.992324829102,257.994659423828,34,22,1353.29272460938
-157.98,21.47,522,29334817,22.2528610229492,847.894958496094,42.3076934814453,136.56999206543,248.944610595703,59,38,1347.49230957031
-159.33,22.14,523,28233973,22.8189182281494,1832.99597167969,24.5069751739502,142.65934753418,207.907028198242,46.1176948547363,30.0719738006592,1345.47155761719
-158.14,21.54,524,29226089,21.4537506103516,3200.76635742188,35.6119918823242,137.707427978516,338.6298828125,28,18,1342.58312988281
-156.93,20.85,525,30354099,20.1834697723389,3621.89990234375,40.8098220825195,132.257080078125,561.433532714844,57,37,1253.77685546875
-155.44,19.31,526,32868221,19.0727214813232,2857.11254882812,22.4425621032715,126.970069885254,848.939453125,18.6208229064941,12.4138813018799,1258.484375
-155.84,19.1,527,33221498,22.211763381958,758.197570800781,18.3775215148926,123.983032226562,366.806457519531,15,10,1364.37329101562
-155.54,19.13,528,33167171,23.527868270874,2404.57055664062,20.719030380249,122.034286499023,160.463287353516,21,14,1380.20617675781
-155.94,19.53,529,32514857,23.198356628418,727.512023925781,20.3925628662109,136.344024658203,264.580230712891,53.8718414306641,34.9145622253418,1375.73596191406
-155.64,19.02,530,33357408,22.5477733612061,2106.09204101562,19.9462184906006,119.292327880859,299.67529296875,21,14,1362.46630859375
-155.92,19.54,531,32501270,20.8788471221924,816.628295898438,20.624418258667,135.640975952148,586.996215820312,58.2384338378906,37.4922866821289,1318.82067871094
-155.73,20.02,532,31713122,20.1596813201904,1155.82958984375,28.3255233764648,132.948455810547,607.551208496094,33.2194862365723,21.4796562194824,1267.27563476562
-155.62,19.81,533,32052859,14.2155332565308,1440.28161621094,24.594274520874,123.646751403809,1849.91174316406,28,18,1081.30834960938
-155.7,19.66,534,32297455,14.9387445449829,1450.13940429688,22.3473167419434,126.948028564453,1676.20581054688,8.18024349212646,5.45349550247192,1109.03381347656
